項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,400万円未満／実数（円）,400万円未満／構成比（％）,400万円以上600万円未満／実数（円）,400万円以上600万円未満／構成比（％）,600万円以上800万円未満／実数（円）,600万円以上800万円未満／構成比（％）,800万円以上1000万円未満／実数（円）,800万円以上1000万円未満／構成比（％）,1000万円以上／実数（円）,1000万円以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,846,-,1593,-,2276,-,2173,-,3113,-
0,0,0,0,0,調査世帯数,365,-,-,31,-,62,-,89,-,77,-,107,-
0,0,0,0,0,世帯人員,3.3,-,-,2.87,-,3.14,-,3.36,-,3.33,-,3.42,-
0,0,0,0,0,有業人員,1.71,-,-,1.64,-,1.56,-,1.64,-,1.71,-,1.87,-
0,0,0,0,0,世帯主平均年齢,49.4,-,-,56.5,-,48.5,-,47.8,-,49.4,-,49.2,-
0,0,0,0,0,平均年間収入(万円),887,-,-,294,-,499,-,693,-,889,-,1384,-
1,0,0,0,0,受取,1412099,-,8.5,620429,-,886784,-,1195123,-,1434016,-,2038211,-
1,1,0,0,0,実収入,701538,100,4.2,286339,100,424651,100,571793,100,689938,100,1053685,100
1,2,0,0,0,経常収入,675758,96.3,2,269010,93.9,402987,94.9,548168,95.9,661617,95.9,1023046,97.1
1,3,0,0,0,勤め先収入,639589,91.2,2.4,228859,79.9,357900,84.3,503041,88,629657,91.3,995891,94.5
1,4,0,0,0,世帯主収入,523450,74.6,0.1,185665,64.8,321833,75.8,439692,76.9,522683,75.8,775656,73.6
1,6,0,0,0,うち男,499359,71.2,0.3,145382,50.8,295250,69.5,414851,72.6,506088,73.4,753350,71.5
1,5,0,0,0,定期収入,421611,60.1,0.2,173148,60.5,280295,66,359364,62.8,436605,63.3,595174,56.5
1,5,0,0,0,臨時収入,6025,0.9,6.6,909,0.3,3472,0.8,7791,1.4,6199,0.9,7206,0.7
1,5,0,0,0,賞与,95814,13.7,-0.6,11608,4.1,38067,9,72537,12.7,79879,11.6,173275,16.4
1,4,0,0,0,世帯主の配偶者の収入,101297,14.4,14.6,35242,12.3,33104,7.8,53170,9.3,90416,13.1,195257,18.5
1,6,0,0,0,うち女,96503,13.8,11.3,32836,11.5,31483,7.4,52907,9.3,88501,12.8,182811,17.3
