項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,20万円未満／実数（円）,20万円未満／構成比（％）,20万円以上30万円未満／実数（円）,20万円以上30万円未満／構成比（％）,30万円以上40万円未満／実数（円）,30万円以上40万円未満／構成比（％）,40万円以上50万円未満／実数（円）,40万円以上50万円未満／構成比（％）,50万円以上60万円未満／実数（円）,50万円以上60万円未満／構成比（％）,60万円以上70万円未満／実数（円）,60万円以上70万円未満／構成比（％）,70万円以上／実数（円）,70万円以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1741,-,1356,-,1919,-,1628,-,1336,-,891,-,1129,-
0,0,0,0,0,調査世帯数,365,-,65,-,51,-,73,-,60,-,49,-,32,-,36,-
0,0,0,0,0,世帯人員,3.3,-,3.08,-,3.21,-,3.34,-,3.34,-,3.35,-,3.42,-,3.41,-
0,0,0,0,0,有業人員,1.71,-,1.72,-,1.91,-,1.7,-,1.66,-,1.69,-,1.68,-,1.59,-
0,0,0,0,0,世帯主平均年齢,49.4,-,54.9,-,50.7,-,46.3,-,47,-,48.2,-,49.4,-,50.5,-
1,0,0,0,0,受取,1412099,-,676392,-,1060273,-,1299008,-,1393811,-,1681956,-,1972016,-,2408829,-
1,1,0,0,0,実収入,701538,100,206317,100,485617,100,594540,100,727952,100,906875,100,1071415,100,1308101,100
1,2,0,0,0,経常収入,675758,96.3,193905,94,460131,94.8,564311,94.9,703878,96.7,878626,96.9,1034104,96.5,1279963,97.8
1,3,0,0,0,勤め先収入,639589,91.2,139494,67.6,416703,85.8,526010,88.5,672296,92.4,860568,94.9,1012715,94.5,1244563,95.1
1,4,0,0,0,世帯主収入,523450,74.6,78904,38.2,294782,60.7,414225,69.7,550428,75.6,719150,79.3,831433,77.6,1144930,87.5
1,6,0,0,0,うち男,499359,71.2,60016,29.1,266088,54.8,384595,64.7,522248,71.7,696635,76.8,815399,76.1,1128105,86.2
1,5,0,0,0,定期収入,421611,60.1,70930,34.4,251616,51.8,346703,58.3,445498,61.2,544404,60,647643,60.4,937859,71.7
1,5,0,0,0,臨時収入,6025,0.9,728,0.4,4422,0.9,5761,1,9444,1.3,6838,0.8,9949,0.9,6954,0.5
1,5,0,0,0,賞与,95814,13.7,7246,3.5,38744,8,61761,10.4,95487,13.1,167907,18.5,173842,16.2,200117,15.3
1,4,0,0,0,世帯主の配偶者の収入,101297,14.4,49685,24.1,85596,17.6,105822,17.8,109879,15.1,128120,14.1,165499,15.4,83986,6.4
1,6,0,0,0,うち女,96503,13.8,48166,23.3,85257,17.6,98978,16.6,108168,14.9,118149,13,154429,14.4,79701,6.1
1,4,0,0,0,他の世帯員収入,14843,2.1,10906,5.3,36325,7.5,5962,1,11989,1.6,13299,1.5,15783,1.5,15647,1.2
1,3,0,0,0,事業・内職収入,6722,1,4292,2.1,2652,0.5,10911,1.8,6426,0.9,3726,0.4,3247,0.3,15306,1.2
1,4,0,0,0,家賃収入,3346,0.5,4016,1.9,2384,0.5,4635,0.8,1695,0.2,2668,0.3,1779,0.2,5693,0.4
1,4,0,0,0,他の事業収入,1910,0.3,142,0.1,63,0,5027,0.8,4216,0.6,183,0,507,0,1038,0.1
1,4,0,0,0,内職収入,1467,0.2,135,0.1,205,0,1249,0.2,515,0.1,875,0.1,961,0.1,8575,0.7
1,3,0,0,0,他の経常収入,29447,4.2,50119,24.3,40776,8.4,27391,4.6,25155,3.5,14333,1.6,18141,1.7,20094,1.5
1,4,0,0,0,財産収入,1363,0.2,747,0.4,1027,0.2,1900,0.3,1510,0.2,1032,0.1,2493,0.2,1245,0.1
1,4,0,0,0,社会保障給付,26967,3.8,44922,21.8,38477,7.9,25267,4.2,23339,3.2,13036,1.4,15322,1.4,18849,1.4
1,5,0,0,0,公的年金給付,16490,2.4,40871,19.8,28236,5.8,12366,2.1,11221,1.5,2622,0.3,1719,0.2,7648,0.6
1,5,0,0,0,他の社会保障給付,10477,1.5,4051,2,10241,2.1,12901,2.2,12118,1.7,10414,1.1,13603,1.3,11201,0.9
1,4,0,0,0,仕送り金,1117,0.2,4450,2.2,1272,0.3,224,0,307,0,265,0,327,0,-,-
1,2,0,0,0,特別収入,25780,3.7,12412,6,25486,5.2,30228,5.1,24074,3.3,28249,3.1,37312,3.5,28138,2.2
1,3,0,0,0,受贈金,1726,0.2,1644,0.8,1499,0.3,951,0.2,952,0.1,2291,0.3,1799,0.2,3773,0.3
1,3,0,0,0,他の特別収入,24054,3.4,10768,5.2,23987,4.9,29277,4.9,23122,3.2,25958,2.9,35512,3.3,24365,1.9
1,1,0,0,0,実収入以外の受取(繰入金を除く),555528,-,351293,-,408914,-,600450,-,498130,-,629932,-,665869,-,885174,-
1,2,0,0,0,預貯金引出,410576,-,265904,-,313769,-,445959,-,374266,-,424833,-,488543,-,657413,-
1,2,0,0,0,保険金,5429,-,11481,-,7318,-,4493,-,3823,-,4305,-,1395,-,2363,-
1,3,0,0,0,個人・企業年金保険金,4057,-,7666,-,5978,-,4360,-,2899,-,1593,-,1395,-,2216,-
1,3,0,0,0,他の保険金,1373,-,3815,-,1340,-,133,-,924,-,2712,-,-,-,147,-
1,2,0,0,0,有価証券売却,247,-,-,-,-,-,79,-,369,-,1270,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,7839,-,-,-,-,-,48520,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,821,-,668,-,-,-,159,-,-,-,1285,-,5889,-,-,-
1,2,0,0,0,クレジット購入借入金,123030,-,73041,-,87717,-,99407,-,119557,-,147388,-,169716,-,222264,-
1,2,0,0,0,土地家屋売却,6686,-,-,-,-,-,-,-,-,-,50533,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,901,-,199,-,111,-,1835,-,115,-,318,-,327,-,3134,-
1,1,0,0,0,繰入金,155032,-,118782,-,165741,-,104018,-,167730,-,145150,-,234731,-,215555,-
2,0,0,0,0,支払,1412099,-,676392,-,1060273,-,1299008,-,1393811,-,1681956,-,1972016,-,2408829,-
2,1,0,0,0,実支出,505201,-,295807,-,369518,-,457993,-,471752,-,555938,-,672636,-,918239,-
2,2,0,0,0,生計支出,365283,-,265109,-,300896,-,365841,-,338853,-,362263,-,437003,-,576900,-
2,3,0,0,0,消費支出,343451,100,265109,100,300896,100,307304,100,338853,100,359937,100,434467,100,495347,100
2,4,1,0,0,食料,93467,27.2,82859,31.3,83893,27.9,82793,26.9,88594,26.1,99034,27.5,112345,25.9,125299,25.3
2,5,1,1,0,穀類,7385,2.2,6969,2.6,7130,2.4,6929,2.3,7512,2.2,7687,2.1,8030,1.8,8191,1.7
2,6,1,1,1,米類,1953,0.6,1890,0.7,1829,0.6,1948,0.6,2005,0.6,2039,0.6,2279,0.5,1813,0.4
2,6,1,1,2,パン,3033,0.9,2785,1.1,3086,1,2733,0.9,3108,0.9,3138,0.9,3108,0.7,3615,0.7
2,6,1,1,3,麺類,1790,0.5,1734,0.7,1748,0.6,1700,0.6,1774,0.5,1846,0.5,1925,0.4,1973,0.4
2,6,1,1,4,他の穀類,608,0.2,559,0.2,468,0.2,549,0.2,625,0.2,664,0.2,717,0.2,791,0.2
2,5,1,2,0,魚介類,5954,1.7,6267,2.4,5729,1.9,5029,1.6,5473,1.6,6415,1.8,6592,1.5,7036,1.4
2,6,1,2,1,生鮮魚介,3586,1,3808,1.4,3537,1.2,3037,1,3187,0.9,3874,1.1,4069,0.9,4114,0.8
2,6,1,2,2,塩干魚介,998,0.3,1044,0.4,913,0.3,845,0.3,1020,0.3,1071,0.3,1012,0.2,1196,0.2
2,6,1,2,3,魚肉練製品,526,0.2,557,0.2,548,0.2,425,0.1,506,0.1,543,0.2,587,0.1,583,0.1
2,6,1,2,4,他の魚介加工品,844,0.2,858,0.3,732,0.2,722,0.2,760,0.2,928,0.3,923,0.2,1143,0.2
2,5,1,3,0,肉類,9625,2.8,8735,3.3,9294,3.1,8182,2.7,8574,2.5,10177,2.8,11402,2.6,13492,2.7
2,6,1,3,1,生鮮肉,7936,2.3,7248,2.7,7771,2.6,6593,2.1,6919,2,8395,2.3,9471,2.2,11363,2.3
2,6,1,3,2,加工肉,1689,0.5,1487,0.6,1523,0.5,1589,0.5,1656,0.5,1783,0.5,1931,0.4,2129,0.4
2,5,1,4,0,乳卵類,4750,1.4,4198,1.6,4211,1.4,4190,1.4,4677,1.4,5009,1.4,6168,1.4,5972,1.2
2,6,1,4,1,牛乳,1425,0.4,1411,0.5,1199,0.4,1203,0.4,1470,0.4,1446,0.4,1977,0.5,1576,0.3
2,6,1,4,2,乳製品,2443,0.7,1969,0.7,2214,0.7,2198,0.7,2345,0.7,2605,0.7,3120,0.7,3359,0.7
2,6,1,4,3,卵,882,0.3,818,0.3,799,0.3,789,0.3,863,0.3,957,0.3,1071,0.2,1037,0.2
2,5,1,5,0,野菜・海藻,10478,3.1,10196,3.8,10090,3.4,8987,2.9,10052,3,11237,3.1,11807,2.7,12733,2.6
2,6,1,5,1,生鮮野菜,7478,2.2,7206,2.7,7170,2.4,6455,2.1,7212,2.1,8164,2.3,8376,1.9,8945,1.8
2,6,1,5,2,乾物・海藻,797,0.2,827,0.3,673,0.2,647,0.2,804,0.2,842,0.2,944,0.2,1001,0.2
2,6,1,5,3,大豆加工品,1137,0.3,1108,0.4,1060,0.4,981,0.3,1086,0.3,1194,0.3,1310,0.3,1436,0.3
2,6,1,5,4,他の野菜・海藻加工品,1066,0.3,1056,0.4,1188,0.4,904,0.3,949,0.3,1037,0.3,1177,0.3,1352,0.3
2,5,1,6,0,果物,3012,0.9,2921,1.1,2609,0.9,2511,0.8,2987,0.9,3256,0.9,3557,0.8,3820,0.8
2,6,1,6,1,生鮮果物,2643,0.8,2593,1,2251,0.7,2237,0.7,2668,0.8,2837,0.8,3093,0.7,3275,0.7
2,6,1,6,2,果物加工品,370,0.1,328,0.1,358,0.1,274,0.1,319,0.1,419,0.1,463,0.1,546,0.1
2,5,1,7,0,油脂・調味料,4410,1.3,4084,1.5,4368,1.5,3854,1.3,4182,1.2,4628,1.3,5496,1.3,5167,1
2,6,1,7,1,油脂,462,0.1,415,0.2,463,0.2,370,0.1,415,0.1,579,0.2,586,0.1,527,0.1
2,6,1,7,2,調味料,3948,1.1,3669,1.4,3905,1.3,3483,1.1,3767,1.1,4049,1.1,4910,1.1,4640,0.9
2,5,1,8,0,菓子類,7524,2.2,6424,2.4,6863,2.3,7037,2.3,7705,2.3,7840,2.2,8314,1.9,9595,1.9
