項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,701,-,-,99,-,105,-,103,-,105,-,96,-,101,-,92,-
0,0,世帯人員,2.92,-,-,2.49,-,2.83,-,2.77,-,2.83,-,3.07,-,3.23,-,3.19,-
0,0,有業人員,1.33,-,-,0.89,-,1.17,-,1.24,-,1.31,-,1.39,-,1.66,-,1.63,-
0,0,世帯主平均年齢,59,-,-,66.3,-,64.2,-,57,-,58.1,-,55.4,-,55.3,-,57,-
0,0,消費支出,336732,-,4.6,114868,-,174390,-,219347,-,270926,-,326753,-,418595,-,829742,-
0,0,公共的料金,83102,24.7,12,35027,30.5,44619,25.6,68457,31.2,73421,27.1,76187,23.3,100847,24.1,182632,22
1,0,公共料金等,56782,16.9,5.3,26794,23.3,35596,20.4,42648,19.4,49227,18.2,56640,17.3,71425,17.1,114817,13.8
1,1,米,1671,0.5,-7.3,1375,1.2,1228,0.7,1272,0.6,1987,0.7,1612,0.5,2177,0.5,2044,0.2
1,1,食塩,37,0,-5.1,30,0,31,0,24,0,28,0,45,0,55,0,48,0
1,1,学校給食,878,0.3,-13.7,272,0.2,330,0.2,709,0.3,811,0.3,1374,0.4,1667,0.4,977,0.1
1,1,公営家賃,1541,0.5,-45,201,0.2,870,0.5,2642,1.2,1052,0.4,1522,0.5,2202,0.5,2288,0.3
1,1,電気代,9201,2.7,3.5,6488,5.6,8999,5.2,7314,3.3,8871,3.3,9730,3,10533,2.5,12449,1.5
1,1,都市ガス,4304,1.3,-1.3,3487,3,3572,2,3574,1.6,3820,1.4,4639,1.4,4940,1.2,6088,0.7
1,1,上下水道料,4660,1.4,4.1,2515,2.2,3717,2.1,2981,1.4,4771,1.8,6203,1.9,5857,1.4,6564,0.8
1,1,医科診療代,5058,1.5,34.7,1319,1.1,1795,1,3997,1.8,4469,1.6,4090,1.3,5380,1.3,14316,1.7
