項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,686,-,-,90,-,103,-,101,-,97,-,102,-,98,-,95,-
0,0,世帯人員,2.95,-,-,2.58,-,2.94,-,2.77,-,2.94,-,3.13,-,3.07,-,3.23,-
0,0,有業人員,1.29,-,-,1.12,-,1.28,-,1.1,-,1.35,-,1.38,-,1.43,-,1.39,-
0,0,世帯主平均年齢,59.2,-,-,61.2,-,64.3,-,62.2,-,57,-,55.5,-,55.6,-,58.6,-
0,0,消費支出,307353,-,-3,98928,-,159035,-,209812,-,260369,-,317780,-,408028,-,694529,-
0,0,公共的料金,79320,25.8,-2.8,24854,25.1,46709,29.4,61876,29.5,69342,26.6,86386,27.2,117293,28.7,147976,21.3
1,0,公共料金等,55623,18.1,-4.6,21416,21.6,37311,23.5,50604,24.1,50469,19.4,59893,18.8,75206,18.4,93948,13.5
1,1,米,2026,0.7,0.5,1357,1.4,1562,1,2738,1.3,1586,0.6,2311,0.7,2673,0.7,1937,0.3
1,1,食塩,40,0,-14.9,14,0,34,0,55,0,43,0,35,0,31,0,64,0
1,1,学校給食,523,0.2,-42.5,83,0.1,106,0.1,301,0.1,427,0.2,872,0.3,1399,0.3,469,0.1
1,1,公営家賃,2879,0.9,13.4,-,-,2713,1.7,4435,2.1,2116,0.8,3217,1,4184,1,3437,0.5
1,1,電気代,8814,2.9,5.6,5242,5.3,8057,5.1,8365,4,8158,3.1,9534,3,10590,2.6,11694,1.7
1,1,都市ガス,5114,1.7,12.4,2777,2.8,4650,2.9,4885,2.3,4601,1.8,5574,1.8,6467,1.6,6808,1
1,1,上下水道料,6555,2.1,11.8,3335,3.4,5804,3.6,7374,3.5,6261,2.4,6260,2,7411,1.8,9391,1.4
1,1,医科診療代,3281,1.1,-39.3,1336,1.4,1976,1.2,3411,1.6,3785,1.5,2749,0.9,4044,1,5642,0.8
1,1,歯科診療代,2722,0.9,-29.7,793,0.8,482,0.3,784,0.4,785,0.3,1325,0.4,2107,0.5,12746,1.8
1,1,出産入院料,267,0.1,25.4,-,-,-,-,-,-,-,-,-,-,1862,0.5,-,-
1,1,他の入院料,788,0.3,-45.5,-,-,-,-,227,0.1,426,0.2,-,-,309,0.1,4543,0.7
1,1,鉄道運賃,921,0.3,-73.5,181,0.2,216,0.1,553,0.3,1406,0.5,1179,0.4,1439,0.4,1469,0.2
1,1,鉄道通学定期代,733,0.2,611.7,-,-,-,-,-,-,409,0.2,1393,0.4,1487,0.4,1831,0.3
1,1,鉄道通勤定期代,1561,0.5,3.9,72,0.1,100,0.1,575,0.3,796,0.3,1399,0.4,4479,1.1,3485,0.5
1,1,バス代,121,0,-71.7,33,0,9,0,82,0,133,0.1,194,0.1,165,0,234,0
1,1,バス通学定期代,73,0,356.3,-,-,-,-,-,-,-,-,-,-,54,0,457,0.1
1,1,バス通勤定期代,10,0,-16.7,-,-,-,-,-,-,-,-,72,0,-,-,-,-
1,1,タクシー代,392,0.1,-54.9,235,0.2,320,0.2,253,0.1,87,0,149,0,773,0.2,923,0.1
1,1,航空運賃,84,0,-94.3,-,-,-,-,-,-,354,0.1,237,0.1,-,-,-,-
1,1,郵便料,151,0,-8.5,59,0.1,182,0.1,242,0.1,76,0,161,0.1,98,0,235,0
