項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,884,-,885,-,1642,-,1516,-,1770,-,1389,-,1229,-,686,-
0,0,0,0,0,調査世帯数,367,-,31,-,33,-,59,-,55,-,67,-,50,-,47,-,25,-
0,0,0,0,0,世帯人員,3.31,-,3.12,-,3.57,-,3.6,-,3.75,-,3.55,-,3.02,-,2.66,-,2.66,-
0,0,0,0,0,有業人員,1.73,-,1.55,-,1.73,-,1.51,-,1.8,-,1.79,-,1.99,-,1.84,-,1.47,-
0,0,0,0,0,世帯主平均年齢,49.5,-,30.7,-,36.9,-,42.4,-,46.9,-,51.8,-,56.8,-,61.8,-,69.9,-
1,0,0,0,0,受取,1500685,-,1209336,-,1552582,-,1524191,-,1412980,-,2031656,-,1568553,-,1094022,-,1167127,-
1,1,0,0,0,実収入,636986,100,593495,100,595945,100,671406,100,632366,100,688684,100,727050,100,545640,100,521538,100
1,2,0,0,0,経常収入,627436,98.5,583536,98.3,592267,99.4,636762,94.8,629574,99.6,685528,99.5,722281,99.3,543310,99.6,510951,98
1,3,0,0,0,勤め先収入,563461,88.5,541082,91.2,556372,93.4,549865,81.9,585004,92.5,659176,95.7,684891,94.2,493794,90.5,218130,41.8
1,4,0,0,0,世帯主収入,442939,69.5,409827,69.1,442880,74.3,443516,66.1,473301,74.8,524147,76.1,492526,67.7,402576,73.8,179427,34.4
1,6,0,0,0,うち男,421553,66.2,400777,67.5,437338,73.4,414791,61.8,446539,70.6,504380,73.2,461374,63.5,375548,68.8,176863,33.9
