項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,697,-,-,98,-,104,-,100,-,102,-,103,-,94,-,96,-
0,世帯人員,2.95,-,-,2.57,-,2.67,-,2.77,-,3.15,-,3.17,-,3.04,-,3.28,-
0,有業人員,1.31,-,-,1.11,-,1.04,-,1.26,-,1.3,-,1.54,-,1.49,-,1.42,-
0,世帯主平均年齢,59.6,-,-,63.8,-,64.2,-,58.8,-,57.9,-,57.4,-,56.6,-,58.6,-
0,消費支出,317065,100,-6.9,101536,100,170240,100,218548,100,266116,100,324783,100,410661,100,724200,100
2,基礎的支出,191883,60.5,-,76043,74.9,121986,71.7,139493,63.8,164020,61.6,194709,60,233711,56.9,411497,56.8
3,選択的支出,125182,39.5,-,25493,25.1,48254,28.3,79055,36.2,102096,38.4,130074,40,176950,43.1,312704,43.2
1,食料,93753,29.6,-1.4,51728,50.9,72793,42.8,81841,37.4,92478,34.8,105761,32.6,114916,28,136343,18.8
2,基礎的支出,76640,24.2,-,45205,44.5,64339,37.8,69026,31.6,74045,27.8,87159,26.8,90945,22.1,105498,14.6
3,選択的支出,17113,5.4,-,6523,6.4,8454,5,12815,5.9,18433,6.9,18602,5.7,23970,5.8,30844,4.3
1,住居,33468,10.6,24.4,1656,1.6,5960,3.5,8617,3.9,24310,9.1,26830,8.3,41189,10,125038,17.3
2,基礎的支出,31261,9.9,21.4,1656,1.6,5607,3.3,7968,3.6,22920,8.6,23126,7.1,34067,8.3,122812,17
3,選択的支出,2207,0.7,92.4,-,-,353,0.2,649,0.3,1390,0.5,3704,1.1,7122,1.7,2226,0.3
1,光熱・水道,17570,5.5,3.7,11284,11.1,16833,9.9,19395,8.9,16698,6.3,17946,5.5,20341,5,20457,2.8
2,基礎的支出,17570,5.5,3.7,11284,11.1,16833,9.9,19395,8.9,16698,6.3,17946,5.5,20341,5,20457,2.8
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,16430,5.2,16.9,3667,3.6,8119,4.8,10980,5,12306,4.6,22748,7,14093,3.4,42872,5.9
2,基礎的支出,10984,3.5,19.4,2943,2.9,6168,3.6,8250,3.8,8962,3.4,16673,5.1,10428,2.5,23345,3.2
3,選択的支出,5446,1.7,12.2,724,0.7,1951,1.1,2730,1.2,3344,1.3,6075,1.9,3665,0.9,19526,2.7
1,被服及び履物,11042,3.5,-21.5,2549,2.5,3814,2.2,8730,4,11098,4.2,11190,3.4,12611,3.1,27138,3.7
2,基礎的支出,935,0.3,-12.1,222,0.2,550,0.3,1079,0.5,565,0.2,1240,0.4,1265,0.3,1614,0.2
3,選択的支出,10107,3.2,-22.2,2327,2.3,3264,1.9,7651,3.5,10533,4,9951,3.1,11345,2.8,25524,3.5
1,保健医療,22387,7.1,20.9,6241,6.1,10375,6.1,12157,5.6,14760,5.5,16561,5.1,27544,6.7,68742,9.5
2,基礎的支出,19678,6.2,26.5,5571,5.5,8723,5.1,9745,4.5,13390,5,13773,4.2,22424,5.5,63811,8.8
3,選択的支出,2709,0.9,-8.6,670,0.7,1652,1,2411,1.1,1369,0.5,2789,0.9,5120,1.2,4932,0.7
1,交通・通信,26787,8.4,-37.5,6714,6.6,14430,8.5,21350,9.8,23978,9,31894,9.8,41296,10.1,47626,6.6
2,基礎的支出,6679,2.1,-,994,1,3016,1.8,5112,2.3,6241,2.3,6673,2.1,12264,3,12393,1.7
3,選択的支出,20108,6.3,-,5721,5.6,11414,6.7,16239,7.4,17737,6.7,25221,7.8,29032,7.1,35233,4.9
1,教育,14293,4.5,-1.8,358,0.4,1420,0.8,2990,1.4,5372,2,14072,4.3,17710,4.3,57803,8
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,14293,4.5,-1.8,358,0.4,1420,0.8,2990,1.4,5372,2,14072,4.3,17710,4.3,57803,8
1,教養娯楽,32285,10.2,-25.8,8934,8.8,12967,7.6,18403,8.4,26881,10.1,26580,8.2,44318,10.8,87474,12.1
2,基礎的支出,7676,2.4,25.3,3622,3.6,5125,3,5616,2.6,6085,2.3,5728,1.8,11441,2.8,16055,2.2
3,選択的支出,24610,7.8,-34.2,5312,5.2,7842,4.6,12787,5.9,20796,7.8,20852,6.4,32876,8,71419,9.9
1,その他の消費支出,49049,15.5,-9.3,8405,8.3,23529,13.8,34085,15.6,38236,14.4,51200,15.8,76645,18.7,110707,15.3
2,基礎的支出,20460,6.5,1.2,4546,4.5,11626,6.8,13303,6.1,15113,5.7,22391,6.9,30535,7.4,45512,6.3
3,選択的支出,28589,9,-15.5,3859,3.8,11903,7,20783,9.5,23123,8.7,28809,8.9,46110,11.2,65195,9
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年 7月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
