項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,676,-,-,96,-,92,-,102,-,97,-,92,-,100,-,97,-
0,世帯人員,2.96,-,-,2.47,-,2.76,-,2.75,-,2.97,-,3.08,-,3.35,-,3.33,-
0,有業人員,1.32,-,-,1.05,-,1.07,-,1.28,-,1.3,-,1.39,-,1.5,-,1.67,-
0,世帯主平均年齢,59.3,-,-,65.2,-,62.5,-,62.4,-,58.7,-,57.2,-,54.8,-,54.3,-
0,消費支出,314224,100,-6.7,105968,100,160009,100,209358,100,260129,100,314333,100,386041,100,760984,100
2,基礎的支出,172286,54.8,-,81642,77,108639,67.9,141013,67.4,161427,62.1,191512,60.9,204933,53.1,315712,41.5
3,選択的支出,141937,45.2,-,24326,23,51370,32.1,68345,32.6,98702,37.9,122821,39.1,181108,46.9,445272,58.5
1,食料,92661,29.5,1.1,51760,48.8,70557,44.1,74616,35.6,94104,36.2,101237,32.2,117163,30.3,138623,18.2
2,基礎的支出,74473,23.7,-,45648,43.1,59422,37.1,63739,30.4,79232,30.5,83658,26.6,92143,23.9,97066,12.8
3,選択的支出,18188,5.8,-,6112,5.8,11135,7,10877,5.2,14872,5.7,17579,5.6,25020,6.5,41556,5.5
1,住居,23850,7.6,-20.2,3794,3.6,2692,1.7,16870,8.1,15217,5.8,26815,8.5,24066,6.2,77272,10.2
2,基礎的支出,22580,7.2,-21,3145,3,2345,1.5,16187,7.7,14895,5.7,22506,7.2,21662,5.6,77090,10.1
3,選択的支出,1269,0.4,-4.4,650,0.6,347,0.2,684,0.3,322,0.1,4309,1.4,2404,0.6,183,0
1,光熱・水道,18460,5.9,0.4,11583,10.9,16460,10.3,18466,8.8,17544,6.7,20776,6.6,22270,5.8,22050,2.9
2,基礎的支出,18460,5.9,0.4,11583,10.9,16460,10.3,18466,8.8,17544,6.7,20776,6.6,22270,5.8,22050,2.9
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,14175,4.5,-19.1,5407,5.1,6486,4.1,6808,3.3,11595,4.5,11265,3.6,16695,4.3,40830,5.4
2,基礎的支出,10065,3.2,-5.6,4370,4.1,5608,3.5,5543,2.6,7449,2.9,8961,2.9,11757,3,26695,3.5
3,選択的支出,4110,1.3,-40.1,1037,1,878,0.5,1265,0.6,4147,1.6,2304,0.7,4938,1.3,14136,1.9
1,被服及び履物,10895,3.5,-9.5,2574,2.4,4678,2.9,6633,3.2,9944,3.8,9235,2.9,12184,3.2,30896,4.1
2,基礎的支出,685,0.2,-18.3,332,0.3,442,0.3,869,0.4,727,0.3,767,0.2,500,0.1,1153,0.2
3,選択的支出,10210,3.2,-8.9,2242,2.1,4236,2.6,5764,2.8,9217,3.5,8468,2.7,11684,3,29743,3.9
1,保健医療,16438,5.2,-4.9,6278,5.9,6919,4.3,12767,6.1,12187,4.7,17628,5.6,19218,5,39948,5.2
2,基礎的支出,14310,4.6,0.1,6194,5.8,6257,3.9,11111,5.3,10955,4.2,16589,5.3,16392,4.2,32583,4.3
3,選択的支出,2128,0.7,-29,84,0.1,662,0.4,1656,0.8,1232,0.5,1039,0.3,2825,0.7,7365,1
1,交通・通信,34821,11.1,-11.2,6319,6,15758,9.8,19545,9.3,26104,10,36087,11.5,51240,13.3,88305,11.6
2,基礎的支出,7310,2.3,-,1086,1,2582,1.6,6006,2.9,6729,2.6,9110,2.9,12450,3.2,13108,1.7
3,選択的支出,27511,8.8,-,5234,4.9,13176,8.2,13539,6.5,19374,7.4,26977,8.6,38790,10,75197,9.9
1,教育,26332,8.4,-0.1,57,0.1,1784,1.1,3725,1.8,5376,2.1,9421,3,20908,5.4,142742,18.8
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,26332,8.4,-0.1,57,0.1,1784,1.1,3725,1.8,5376,2.1,9421,3,20908,5.4,142742,18.8
1,教養娯楽,32511,10.3,-14.4,10178,9.6,13868,8.7,19438,9.3,25063,9.6,33384,10.6,47291,12.3,78012,10.3
2,基礎的支出,6904,2.2,-4.2,4375,4.1,5226,3.3,5669,2.7,6376,2.5,7546,2.4,8291,2.1,10811,1.4
3,選択的支出,25607,8.1,-16.8,5803,5.5,8642,5.4,13769,6.6,18687,7.2,25838,8.2,39000,10.1,67201,8.8
1,その他の消費支出,44081,14,-5.4,8017,7.6,20806,13,30490,14.6,42995,16.5,48485,15.4,55007,14.2,102306,13.4
2,基礎的支出,17499,5.6,-11,4910,4.6,10296,6.4,13422,6.4,17520,6.7,21599,6.9,19467,5,35157,4.6
3,選択的支出,26582,8.5,-1.4,3107,2.9,10510,6.6,17068,8.2,25475,9.8,26887,8.6,35539,9.2,67149,8.8
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年 9月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
