実数・増減率,年次・四半期・月次コード,年次・四半期・月次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の定期収入（円）,実収入／経常収入／勤め先収入／世帯主の臨時収入・賞与（円）,実収入／経常収入／勤め先収入／配偶者・他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,実収入以外の受取(繰入金を除く)（円）,繰入金（円）,可処分所得（円）,貯蓄純増（円）,平均消費性向（％）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,実支出以外の支払(繰越金を除く)（円）,繰越金（円）
Jissu,tuki,実数_令和 2年 8月,363,3.38,1.71,49,600926,588635,534026,414415,9605,110007,7862,46746,12291,511502,142805,490036,125283,68.2,444866,333977,333977,99175,30520,19713,14800,11458,17328,34561,14547,41525,50350,-,110889,687487,122879
Jissu,tuki,実数_令和 2年 9月,353,3.33,1.72,49.6,566715,556754,541202,419582,11250,110370,7881,7671,9962,542706,182847,452848,61978,77.9,466628,352760,352760,93902,23079,18404,13229,11164,16311,44397,44536,36015,51724,-,113868,656271,169368
meimoku,nen,対前年（同期・同月）名目増加率_平成28年平均,-,-,-,-,5.4,5.7,5.6,1.9,5,30.9,34.2,3.2,-20.9,-2.5,32.8,5.2,29.5,-,0.6,-1.1,0.7,2.1,-4.5,-11.7,2.8,0.1,3,-7,13.1,2.5,3,-74.5,5.9,3.1,36
meimoku,nen,対前年（同期・同月）名目増加率_平成29年平均,-,-,-,-,-4.2,-4.4,-4.5,-0.9,-12.8,-14.7,-23,3.3,11.7,5.3,-17.5,-3.3,-17.6,-,0.4,3.2,2.1,-0.4,4.1,4.2,-0.4,-5.3,0.9,19.4,-3.8,2.7,-0.8,166.6,-7.7,-0.1,-23.2
meimoku,nen,対前年（同期・同月）名目増加率_平成30年平均,-,-,-,-,9,9.3,8.2,0.3,33.1,30.1,97.8,20,-15.5,0.7,-2.9,7.6,51.1,-,0.1,-4.3,-2.9,0.3,-4.3,1.9,-7.8,-3.7,1.6,-8,4.6,-7.4,-5.2,-91.1,14.8,10.3,-8.7
meimoku,nen,対前年（同期・同月）名目増加率_平成31年・令和元年平均,-,-,-,-,6.5,5.8,5.5,2.7,8.6,15.2,-2,12.6,87.3,9.6,43.8,7.2,27.9,-,3.8,3.8,1.9,2.5,-0.9,1.6,11.8,0.3,8.9,7,-5.6,4.4,-1.8,...,3.8,11.4,47.4
meimoku,sihan,対前年（同期・同月）名目増加率_令和元年 7～ 9月,-,-,-,-,8.7,7.9,7.9,3.7,37.8,8,-29.8,29,159.9,11.3,24.4,9,29,-,5.2,4.5,4.5,2.6,-9.2,-4.8,46.2,2.5,7.6,-9.3,26.2,14.1,6,-,7.2,12.9,35.2
meimoku,sihan,対前年（同期・同月）名目増加率_令和元年10～12月,-,-,-,-,10.9,11.1,11.6,9.6,16.1,12.4,7,2.8,-3.2,0.8,31.9,11,52.3,-,-0.3,-4.3,-4.3,3.7,5.2,0.6,9,0.1,16.9,-11.4,-21.7,0.3,-18.4,-,10.5,13.6,15.8
meimoku,sihan,対前年（同期・同月）名目増加率_令和 2年 1～ 3月,-,-,-,-,5.5,5.1,5.6,5.7,13.8,3,10.1,-8.4,37.4,18.3,-17.9,5.3,2.5,-,7.6,7.9,-2.7,6.5,29.5,-9.2,22.9,-22,3.7,-9.7,-20,-10.9,-5.6,...,6.7,14,-23
meimoku,sihan,対前年（同期・同月）名目増加率_令和 2年 4～ 6月,-,-,-,-,1.1,-2.2,-1.4,-2.8,3,-1.2,-51,-5,128.7,-11.6,2.2,0.9,29.1,-,-14.9,-21.3,-15.4,-2.6,8.8,-0.5,26,-41.4,-3.2,-27.3,-28.1,-29.2,-26.1,-100,1.9,3.2,5.5
meimoku,sihan,対前年（同期・同月）名目増加率_令和 2年 7～ 9月,-,-,-,-,2.5,-2.1,-2.4,-3.5,-14,11.1,20.9,1.2,354.6,3.1,63.3,3.8,1.6,-,-7.1,-8.5,-8.5,2.7,-5.1,4.3,-4.8,-10.9,17.7,-22.3,-15.3,-20.6,-14.5,-,-3,10.1,77.3
meimoku,tuki,対前年（同期・同月）名目増加率_令和元年 9月,-,-,-,-,5,4.2,5.7,5,68.2,2.3,-37.5,-61.8,228.2,14.1,8.8,3.9,35.1,-,11.6,12.2,12.2,2.8,54.2,-7,88.6,-2.1,4.7,6.3,25.5,18,0.3,-,9.6,8.8,-5.9
meimoku,tuki,対前年（同期・同月）名目増加率_令和元年10月,-,-,-,-,7.4,7.5,7,9.8,22.7,-6.3,-3,14.4,-15,1.3,69,7.9,76.8,-,-4.4,-7.2,-7.2,-0.6,-26.7,-3.4,-6.8,7.8,7,-7.6,-18.5,6.8,-16,-,5.1,10.9,97.9
meimoku,tuki,対前年（同期・同月）名目増加率_令和元年11月,-,-,-,-,10.6,11.2,12.2,9.9,21.9,22.6,-20.6,-16,-47.6,11.5,10.9,11.2,95.1,-,6.5,6,6,8.9,80.7,5.9,42.7,3,7.3,-14.1,-29.2,17.4,-13.8,-,7.9,17.7,-14.5
meimoku,tuki,対前年（同期・同月）名目増加率_令和元年12月,-,-,-,-,13,13,13.7,9.2,15.8,20,45,-8.5,13.2,-7.7,15.7,12.7,41.3,-,-2.1,-10.3,-10.3,3.3,-33.1,-0.4,-5.3,-9.2,36.7,-12.3,-19.2,-15.2,-23.8,-,14.6,12.9,-14
meimoku,tuki,対前年（同期・同月）名目増加率_令和 2年 1月,-,-,-,-,5.4,3.8,4.4,6.7,-13.2,-1,7.4,-34.1,113.1,1.2,13.1,6.1,37.2,-,-1.8,-3.1,-3.1,7.1,11.3,-10.8,11.1,-15.1,6.6,-3.8,-16.1,-10.7,-7.8,-,2.5,6,33.4
meimoku,tuki,対前年（同期・同月）名目増加率_令和 2年 2月,-,-,-,-,7.1,7.2,7.1,5.5,167.7,6.8,76.6,0,-3.1,55.4,-28.3,7,-5.8,-,32.1,39.6,3.6,10,31.2,-10.7,39.6,-11.3,19.8,-11.5,-14.9,7.9,2.5,...,7.8,27.2,-37.8
meimoku,tuki,対前年（同期・同月）名目増加率_令和 2年 3月,-,-,-,-,4.2,4.3,5.5,5,16.1,3.8,-36.6,-25.7,2,2.3,-31.9,2.9,-20.4,-,-4.5,-8.8,-7.8,2.8,46.9,-6.2,21.4,-35.7,-12.7,-14.3,-27.7,-25.5,-9.9,-100,9.7,9.5,-39
meimoku,tuki,対前年（同期・同月）名目増加率_令和 2年 4月,-,-,-,-,-6,-1.2,1.8,-2.3,174.3,-2.7,-58.7,-20.5,-80.7,-17.4,5.5,-7.6,80,-,-21.6,-27.3,-11,-3,29.3,1.1,-5.3,-70.7,19.5,-6.6,-1.1,-30.7,-33,-100,1.8,-0.6,-4.9
meimoku,tuki,対前年（同期・同月）名目増加率_令和 2年 5月,-,-,-,-,-1,-2,-1.7,-2.2,-49,5.4,-51.1,21.9,45.2,-13.1,-6.6,-0.9,123.8,-,-20.2,-26.1,-26.1,-3.9,-15.8,-8.6,11.2,-52,10.2,-35.8,-60.3,-36.3,-31.9,-,-1.3,2.2,6.4
meimoku,tuki,対前年（同期・同月）名目増加率_令和 2年 6月,-,-,-,-,6.5,-2.8,-3.1,-3.9,-1.7,-4.1,-39.1,4.3,...,-3.5,9,7.3,13.8,-,-3.5,-8.1,-7.6,-0.9,18.7,6.6,68.3,6.6,-25.3,-33.4,-15.7,-20.6,-13.1,-100,3.8,6.3,16.1
meimoku,tuki,対前年（同期・同月）名目増加率_令和 2年 7月,-,-,-,-,4.9,-6,-5.6,-3,-12.4,-3.2,-16.7,-22.8,...,-3.9,22.9,9.4,28.7,-,-11.1,-11.1,-11.1,-0.3,7,7,15.4,-3.3,30.8,-33.7,-21.1,-33.1,-18.3,-,-11.2,11.4,15.9
meimoku,tuki,対前年（同期・同月）名目増加率_令和 2年 8月,-,-,-,-,-2.1,-2,-2.1,-5.7,-24,17.8,40.7,-5.3,-5.6,5.6,69.9,-2.7,-21.3,-,-5,-6.8,-6.8,3.9,32,6.5,3.6,-17.2,23,-24.7,-36.5,-14.7,-18.2,-,0.8,6.3,84
meimoku,tuki,対前年（同期・同月）名目増加率_令和 2年 9月,-,-,-,-,4.1,3.3,1.8,-1.7,-26.7,23.4,59,235,78.4,8,118.9,3.6,-26.9,-,-4.6,-7.6,-7.6,4.6,-36.5,-0.2,-28.1,-13.2,-0.1,-8.7,-1.1,-12.9,-5.5,-,5.9,12.6,190.2
jissitu,nen,対前年（同期・同月）実質増加率_平成28年平均,-,-,-,-,5.5,5.8,5.7,2,5.1,31,34.3,3.3,-20.8,-,-,5.3,-,-,-,-,0.8,0.6,-3.9,-1.7,2.8,-0.6,2.1,-5.9,12.1,1,-,-,-,-,-
jissitu,nen,対前年（同期・同月）実質増加率_平成29年平均,-,-,-,-,-4.4,-4.6,-4.7,-1.1,-13,-14.9,-23.2,3.1,11.5,-,-,-3.5,-,-,-,-,1.9,-0.8,4.3,2.8,-0.3,-5.8,0.2,20,-4.1,2.2,-,-,-,-,-
jissitu,nen,対前年（同期・同月）実質増加率_平成30年平均,-,-,-,-,7.7,8,6.9,-0.9,31.5,28.6,95.5,18.6,-16.5,-,-,6.3,-,-,-,-,-4.1,-1.2,-4.3,-2.2,-7.3,-4.2,-0.2,-8.5,4.1,-8.6,-,-,-,-,-
jissitu,nen,対前年（同期・同月）実質増加率_平成31年・令和元年平均,-,-,-,-,5.6,4.9,4.6,1.8,7.6,14.2,-2.9,11.6,85.6,-,-,6.2,-,-,-,-,1,1.8,-1.8,-1.6,9,-0.9,7.9,7.5,-4.6,2.7,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_令和元年 7～ 9月,-,-,-,-,7.9,7.1,7.1,3,36.8,7.2,-30.3,28.1,158.1,-,-,8.2,-,-,-,-,3.8,2,-9.7,-6.2,41.9,1.8,7.3,-8.4,25.3,12.7,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_令和元年10～12月,-,-,-,-,9.9,10.1,10.6,8.6,15.1,11.4,6,1.9,-4.1,-,-,10,-,-,-,-,-5.2,1.8,3.2,1.2,5.7,-2.2,15.7,-11.6,-16.5,-2.1,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_令和 2年 1～ 3月,-,-,-,-,4.9,4.5,5,5.1,13.1,2.4,9.4,-8.9,36.6,-,-,4.7,-,-,-,-,-3.3,5,27.3,-7,20.6,-24,2.4,-10.5,-14.8,-12.2,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_令和 2年 4～ 6月,-,-,-,-,0.8,-2.5,-1.7,-3.1,2.7,-1.5,-51.1,-5.3,128,-,-,0.6,-,-,-,-,-15.7,-4.4,6.7,1.5,24.3,-42.5,-4.2,-27.4,-21,-29.8,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_令和 2年 7～ 9月,-,-,-,-,2.1,-2.5,-2.8,-3.9,-14.3,10.7,20.4,0.8,352.8,-,-,3.4,-,-,-,-,-8.9,0.5,-7,5.9,-7.1,-13.1,16.7,-22.8,-7.1,-19.8,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_令和元年 9月,-,-,-,-,4.6,3.8,5.3,4.6,67.5,1.9,-37.7,-62,226.9,-,-,3.5,-,-,-,-,11.8,2.2,53.1,-7.2,82.8,-1.7,4.5,7.5,24.6,16.9,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_令和元年10月,-,-,-,-,6.9,7,6.5,9.3,22.1,-6.8,-3.5,13.8,-15.4,-,-,7.4,-,-,-,-,-7.7,-1.7,-28.1,-2.4,-9.9,6,5.9,-7.2,-13.2,4.5,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_令和元年11月,-,-,-,-,9.6,10.2,11.2,8.9,20.8,21.5,-21.3,-16.7,-48.1,-,-,10.2,-,-,-,-,5.1,6.7,77.5,6.3,38.8,0.9,6.4,-14.2,-24.6,15,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_令和元年12月,-,-,-,-,11.7,11.7,12.4,7.9,14.4,18.6,43.3,-9.6,11.9,-,-,11.4,-,-,-,-,-11.4,1,-34.3,0.3,-8.1,-11.9,35.5,-13.1,-14,-17.5,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_令和 2年 1月,-,-,-,-,4.6,3,3.6,5.9,-13.9,-1.8,6.5,-34.6,111.4,-,-,5.3,-,-,-,-,-3.9,5.6,9.3,-9.3,9.2,-17.8,5.2,-5,-10.6,-12.4,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_令和 2年 2月,-,-,-,-,6.6,6.7,6.6,5,166.4,6.3,75.7,-0.5,-3.6,-,-,6.5,-,-,-,-,3.1,8.6,28.9,-8.1,36.9,-13.4,18.3,-12.4,-9.5,6.9,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_令和 2年 3月,-,-,-,-,3.7,3.8,5,4.5,15.5,3.3,-36.9,-26.1,1.5,-,-,2.4,-,-,-,-,-8.3,1.3,44.4,-3.4,19.4,-36.9,-13.7,-14.8,-23,-26.7,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_令和 2年 4月,-,-,-,-,-6.2,-1.4,1.6,-2.5,173.8,-2.9,-58.8,-20.7,-80.7,-,-,-7.8,-,-,-,-,-11.2,-5.1,27.1,3.7,-6.1,-71.2,18.4,-6.4,7.6,-30.8,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_令和 2年 5月,-,-,-,-,-1.5,-2.5,-2.2,-2.7,-49.3,4.9,-51.3,21.3,44.5,-,-,-1.4,-,-,-,-,-26.5,-6,-17.5,-6.8,9.3,-52.8,9.3,-35.7,-56.4,-37.1,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_令和 2年 6月,-,-,-,-,6.2,-3.1,-3.4,-4.2,-2,-4.4,-39.3,4,-,-,-,7,-,-,-,-,-7.9,-2.4,16.5,8.1,65.8,4.3,-26.1,-34,-6.1,-21.2,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_令和 2年 7月,-,-,-,-,4.2,-6.7,-6.3,-3.7,-13,-3.9,-17.3,-23.3,-,-,-,8.6,-,-,-,-,-11.7,-2.1,4.9,8.6,12.9,-5.6,29.4,-34.3,-13.7,-34.5,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_令和 2年 8月,-,-,-,-,-2.4,-2.3,-2.4,-6,-24.2,17.4,40.3,-5.6,-5.9,-,-,-3,-,-,-,-,-7.1,1,29.4,8,1.2,-19,21.9,-25.2,-30.3,-12,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_令和 2年 9月,-,-,-,-,3.9,3.1,1.6,-1.9,-26.8,23.2,58.7,234.3,78,-,-,3.4,-,-,-,-,-7.8,2.6,-37.7,1.8,-29.9,-15.6,-0.9,-9.5,8.4,-11,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年 9月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主　　要　　指　　標　　　２　　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注1）平成30年1月に調査で使用する家計簿を改正し順次変更を行ったため、平成30年及び平成31年・令和元年の「対前年(同期 同月)増加率」の値には当該改正の影響による変動が含まれ得る。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注2）平成30年12月までは農林漁家世帯を調査対象から除外していたが、平成31年1月からは含めている。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyoutou0,hyoutou0,hyoutou0,hyoutou0,hyoutou0,hyoutou1,hyoutou2,hyoutou3,hyoutou3,hyoutou3,hyoutou2,hyoutou2,hyoutou1,hyoutou0,hyoutou0,hyoutou0,hyoutou0,hyoutou0,hyoutou0,hyoutou1,hyoutou2,hyoutou3,hyoutou3,hyoutou3,hyoutou3,hyoutou3,hyoutou3,hyoutou3,hyoutou3,hyoutou3,hyoutou3,hyoutou2,hyoutou1,hyoutou0,hyoutou0,,,
youto001,youto002,youto003,youto004,youto005,youto006,youto007,youto008,youto009,youto010,youto011,youto012,youto013,youto014,youto015,youto016,youto017,youto018,youto019,youto020,youto021,youto022,youto023,youto024,youto025,youto026,youto027,youto028,youto029,youto030,youto031,youto032,youto033,youto034,youto035,,,
