区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,686,-,-,90,-,103,-,101,-,97,-,102,-,98,-,95,-
0,0,世帯人員,2.95,-,-,2.58,-,2.94,-,2.77,-,2.94,-,3.13,-,3.07,-,3.23,-
0,0,有業人員,1.29,-,-,1.12,-,1.28,-,1.1,-,1.35,-,1.38,-,1.43,-,1.39,-
0,0,世帯主平均年齢,59.2,-,-,61.2,-,64.3,-,62.2,-,57,-,55.5,-,55.6,-,58.6,-
0,0,消費支出,286127,100,-2.1,96971,100,151330,100,196672,100,240820,100,295398,100,374502,100,644470,100
1,0,商品,177196,61.9,14.4,77729,80.2,111609,73.8,132712,67.5,145480,60.4,180775,61.2,209338,55.9,381248,59.2
1,1,耐久財,25143,8.8,46.4,1233,1.3,1795,1.2,5520,2.8,5618,2.3,13869,4.7,19986,5.3,127605,19.8
1,2,半耐久財,27700,9.7,11.6,6650,6.9,10853,7.2,15400,7.8,21587,9,33032,11.2,34452,9.2,71617,11.1
1,3,非耐久財,124354,43.5,10.2,69846,72,98961,65.4,111792,56.8,118275,49.1,133873,45.3,154900,41.4,182026,28.2
1,0,サービス,108931,38.1,-20.7,19242,19.8,39721,26.2,63960,32.5,95340,39.6,114623,38.8,165164,44.1,263221,40.8
2,0,食料,90820,31.7,-0.2,52879,54.5,68906,45.5,79655,40.5,83720,34.8,99547,33.7,112581,30.1,137883,21.4
2,3,非耐久財,79756,27.9,12.2,48657,50.2,63818,42.2,72440,36.8,73319,30.4,85640,29,97113,25.9,116827,18.1
2,4,サービス,11064,3.9,-44.4,4222,4.4,5088,3.4,7215,3.7,10402,4.3,13906,4.7,15468,4.1,21056,3.3
2,0,住居,28725,10,29,448,0.5,6973,4.6,12631,6.4,21141,8.8,23741,8,43674,11.7,92075,14.3
2,1,耐久財,3308,1.2,291,-,-,61,0,1962,1,-,-,290,0.1,131,0,20657,3.2
2,2,半耐久財,264,0.1,54.4,165,0.2,59,0,165,0.1,83,0,302,0.1,452,0.1,619,0.1
2,4,サービス,25154,8.8,18.3,283,0.3,6853,4.5,10504,5.3,21059,8.7,23149,7.8,43091,11.5,70800,11
2,0,光熱・水道（非耐久財）,20877,7.3,8.9,11527,11.9,19044,12.6,21029,10.7,19385,8,22113,7.5,24879,6.6,28013,4.3
2,0,家具・家事用品,17678,6.2,61.6,4246,4.4,6574,4.3,10697,5.4,11954,5,20277,6.9,24557,6.6,45232,7
2,1,耐久財,7566,2.6,78.7,740,0.8,709,0.5,2195,1.1,3104,1.3,7192,2.4,11724,3.1,27191,4.2
2,2,半耐久財,5106,1.8,68.7,1164,1.2,2617,1.7,4494,2.3,4233,1.8,6400,2.2,6106,1.6,10668,1.7
2,3,非耐久財,4111,1.4,34.1,2190,2.3,3057,2,3488,1.8,4226,1.8,5141,1.7,5231,1.4,5417,0.8
2,4,サービス,894,0.3,45.8,152,0.2,191,0.1,519,0.3,391,0.2,1544,0.5,1495,0.4,1955,0.3
2,0,被服及び履物,13943,4.9,-5.9,3599,3.7,6110,4,7533,3.8,10487,4.4,16604,5.6,18520,4.9,34595,5.4
2,2,半耐久財,12713,4.4,-6.3,3284,3.4,5714,3.8,7109,3.6,9867,4.1,15950,5.4,16306,4.4,30620,4.8
