項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,367,-,-,52,-,52,-,56,-,54,-,53,-,52,-,48,-
0,0,0,0,0,世帯人員,3.31,-,-,3.16,-,3.1,-,3.24,-,3.49,-,3.47,-,3.35,-,3.35,-
0,0,0,0,0,有業人員,1.73,-,-,1.57,-,1.48,-,1.37,-,1.85,-,1.92,-,1.9,-,2.01,-
0,0,0,0,0,世帯主平均年齢,49.5,-,-,57.6,-,49.8,-,44.5,-,47.2,-,48.2,-,50,-,49.1,-
1,0,0,0,0,受取,1500685,-,23.8,784931,-,853487,-,1084766,-,1809473,-,1479569,-,1882792,-,2597831,-
1,1,0,0,0,実収入,636986,100,5.2,208159,100,405069,100,493885,100,580920,100,672722,100,843939,100,1244868,100
1,2,0,0,0,経常収入,627436,98.5,4.3,204699,98.3,376711,93,490110,99.2,574731,98.9,660139,98.1,836910,99.2,1239365,99.6
1,3,0,0,0,勤め先収入,563461,88.5,5.5,84070,40.4,304643,75.2,403659,81.7,521513,89.8,637233,94.7,791760,93.8,1191705,95.7
1,4,0,0,0,世帯主収入,442939,69.5,-0.2,73723,35.4,280353,69.2,377330,76.4,431998,74.4,506652,75.3,616699,73.1,807805,64.9
1,6,0,0,0,うち男,421553,66.2,-1.2,55774,26.8,245597,60.6,340868,69,414417,71.3,481062,71.5,599136,71,807805,64.9
1,5,0,0,0,定期収入,434245,68.2,1.4,72149,34.7,276722,68.3,372467,75.4,428916,73.8,496306,73.8,598616,70.9,788805,63.4
1,5,0,0,0,臨時収入,8048,1.3,-23.1,1574,0.8,3631,0.9,4863,1,3082,0.5,10347,1.5,13608,1.6,18999,1.5
1,5,0,0,0,賞与,646,0.1,-87.8,-,-,-,-,-,-,-,-,-,-,4475,0.5,-,-
1,4,0,0,0,世帯主の配偶者の収入,102870,16.1,26.7,8681,4.2,21521,5.3,23240,4.7,74267,12.8,118253,17.6,125813,14.9,345296,27.7
1,6,0,0,0,うち女,101630,16,26,8681,4.2,21521,5.3,23240,4.7,74267,12.8,109559,16.3,125813,14.9,345296,27.7
1,4,0,0,0,他の世帯員収入,17652,2.8,99.4,1666,0.8,2769,0.7,3089,0.6,15249,2.6,12328,1.8,49248,5.8,38605,3.1
1,3,0,0,0,事業・内職収入,9627,1.5,23,784,0.4,15079,3.7,16723,3.4,8499,1.5,2000,0.3,11086,1.3,13139,1.1
1,4,0,0,0,家賃収入,3044,0.5,-3.9,784,0.4,-,-,3618,0.7,5285,0.9,-,-,-,-,11595,0.9
1,4,0,0,0,他の事業収入,4069,0.6,162.7,-,-,15079,3.7,11359,2.3,527,0.1,-,-,-,-,1544,0.1
1,4,0,0,0,内職収入,2513,0.4,-19.1,-,-,-,-,1746,0.4,2686,0.5,2000,0.3,11086,1.3,-,-
1,3,0,0,0,他の経常収入,54348,8.5,-9.4,119845,57.6,56989,14.1,69729,14.1,44719,7.7,20906,3.1,34065,4,34520,2.8
1,4,0,0,0,財産収入,563,0.1,-0.5,-,-,799,0.2,2889,0.6,73,0,98,0,-,-,86,0
1,4,0,0,0,社会保障給付,53103,8.3,-10.7,115062,55.3,56190,13.9,66839,13.5,44646,7.7,20808,3.1,34065,4,34434,2.8
