項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,874,-,1347,-,1348,-,1256,-,1804,-,1221,-,1276,-,875,-
0,0,0,0,0,調査世帯数,371,-,32,-,48,-,50,-,45,-,68,-,46,-,48,-,34,-
0,0,0,0,0,世帯人員,3.29,-,3.02,-,3.53,-,3.85,-,3.71,-,3.18,-,3.09,-,2.73,-,3.04,-
0,0,0,0,0,有業人員,1.7,-,1.54,-,1.46,-,1.65,-,1.62,-,1.57,-,1.95,-,1.99,-,1.9,-
0,0,0,0,0,世帯主平均年齢,49.6,-,30.9,-,36.9,-,42.1,-,47,-,52,-,57.1,-,61.8,-,70.1,-
1,0,0,0,0,受取,1200683,-,920348,-,1066252,-,1225531,-,1474365,-,1176599,-,1159008,-,1424113,-,1038706,-
1,1,0,0,0,実収入,583275,100,454425,100,548670,100,667689,100,690499,100,599375,100,566878,100,473601,100,630858,100
1,2,0,0,0,経常収入,576185,98.8,451823,99.4,540628,98.5,658850,98.7,685971,99.3,590485,98.5,561261,99,461964,97.5,628051,99.6
1,3,0,0,0,勤め先収入,530062,90.9,438604,96.5,521539,95.1,653394,97.9,657122,95.2,564632,94.2,538716,95,398588,84.2,370563,58.7
1,4,0,0,0,世帯主収入,446041,76.5,355600,78.3,418260,76.2,567258,85,550498,79.7,491713,82,444367,78.4,332353,70.2,316439,50.2
1,6,0,0,0,うち男,426854,73.2,336213,74,381557,69.5,567258,85,546936,79.2,456186,76.1,420990,74.3,317395,67,305799,48.5
1,5,0,0,0,定期収入,412077,70.6,331382,72.9,381085,69.5,492331,73.7,542736,78.6,415763,69.4,440657,77.7,321966,68,313159,49.6
1,5,0,0,0,臨時収入,10156,1.7,4190,0.9,29509,5.4,15520,2.3,7762,1.1,6117,1,3710,0.7,7497,1.6,2704,0.4
1,5,0,0,0,賞与,23807,4.1,20028,4.4,7666,1.4,59407,8.9,-,-,69833,11.7,-,-,2890,0.6,576,0.1
