実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）
Jissu,nen,実数_平成31年・令和元年,241,2.34,0.45,75.1,223225,217352,25747,7776,17971,5904,185701,180681,5873,188050,304324,269148,269148,78516,6397,7235,6411,4064,10965,4104,3526,5664,11907,4335,3002,10905,18849,6061,12788,20576,9895,5657,494,4529,11172,4560,551,708,1772,2663,918,8897,332,2902,2136,848,166,760,1032,723,17761,3400,1683,2433,10245,25100,5657,10076,9367,2119,1699,11,409,31913,1897,6084,4497,19435,54246,23793,5861,23825,767,-,35175,143.1,29.2
Jissu,nen,実数_令和 2年,222,2.38,0.46,75.1,260776,234119,26369,6890,19479,12544,195206,189701,26657,223687,300778,263689,263689,82388,6712,7949,7540,4959,12612,5021,4223,5989,12597,4907,3633,6247,22975,5244,17731,22219,10684,6018,438,5079,11414,4094,517,796,1983,3163,862,6156,11,2226,1173,883,141,546,772,404,20467,3566,1741,2680,12480,25486,2619,12464,10403,1684,1532,29,123,24980,2647,4776,4441,13118,45919,19414,6052,19405,1048,-,37089,117.9,31.2
Jissu,tuki,実数_令和 2年 1月,229,2.38,0.46,75.2,40980,36490,20047,4726,15321,7068,9375,6591,4490,25403,274518,258941,258941,73336,5241,6439,5994,4495,9747,4272,3404,4699,11496,3806,2040,11703,8375,5146,3229,25643,11029,8558,1255,4801,10655,4560,555,551,2086,2194,709,9063,-,3449,2236,917,138,959,980,383,21063,2882,1654,2449,14078,20504,4219,7165,9120,486,276,36,174,31807,2352,3859,4294,21302,58008,21837,3801,30193,2177,-,15577,1019.3,28.3
Jissu,tuki,実数_令和 2年 2月,215,2.38,0.48,75.2,401199,397168,22477,4713,17764,14901,359789,355144,4032,366887,304838,270526,270526,78452,6316,6972,6498,4921,11026,5075,3948,5562,12564,4533,2786,8252,38517,3919,34598,29130,13710,8934,961,5525,7937,1004,286,185,2782,3142,537,7127,-,3564,1387,715,142,511,531,277,16730,3304,1510,1966,9950,27579,3336,16613,7630,299,248,-,51,24011,2200,3679,4352,13780,40744,17065,3554,19288,837,-,34312,73.7,29
Jissu,tuki,実数_令和 2年 3月,219,2.38,0.47,75.9,43564,35214,17840,3843,13997,12845,4529,1921,8350,20179,287394,264008,264008,85050,7574,7995,7853,5882,12978,5106,4522,6015,12322,4776,3250,6776,13673,3774,9899,27693,13491,8734,723,4744,9749,2155,186,1096,1977,3564,771,6039,6,3161,686,549,96,400,872,270,22211,3492,1496,2796,14427,21693,3173,7693,10827,1534,1142,245,147,22161,2167,5082,4400,10512,54205,24393,6661,21249,1902,-,23386,1308.3,32.2
Jissu,tuki,実数_令和 2年 4月,227,2.34,0.45,75.8,458329,375450,18991,5343,13649,10675,345784,344021,82879,423721,246909,212301,212301,77836,7377,7637,7679,5343,13395,4968,4078,5725,11199,4577,3500,2359,6593,3021,3573,26335,12643,8011,365,5316,7826,2720,239,185,966,3197,520,3164,-,989,218,459,41,232,531,694,17238,4081,1761,1698,9698,17960,879,7615,9466,2412,2384,28,-,18868,1755,4173,4620,8320,34069,16143,6675,9768,1483,-,34607,50.1,36.7
Jissu,tuki,実数_令和 2年 5月,216,2.38,0.47,74.9,45333,36735,17841,5604,12237,12043,6851,4151,8597,15701,260759,231128,231128,82934,7270,7805,7946,5771,13543,5157,4466,6368,12125,5610,3575,3298,15565,2910,12655,22354,10840,7153,100,4261,11611,5134,446,787,1214,3180,849,5037,-,1382,1025,827,67,537,595,605,12873,3906,1433,1854,5680,15606,1142,4952,9512,461,351,33,77,24969,4630,4287,4821,11230,39718,17985,5736,14136,1860,-,29631,1472.1,35.9
Jissu,tuki,実数_令和 2年 6月,223,2.36,0.4,74.8,553856,444353,38306,7182,31124,12686,393361,378386,109503,452355,392880,291380,291380,84365,6725,7381,7741,5439,13233,4986,4340,6046,12989,5981,4403,5101,25549,4774,20775,21906,9639,5500,18,6750,15158,6191,652,911,2134,3930,1340,8107,-,3087,1593,1149,196,710,747,625,19203,3447,2262,3032,10462,49821,1605,37306,10910,332,297,10,24,21425,1917,4622,4584,10301,45514,18706,9150,15924,1734,-,101501,64.4,29
Jissu,tuki,実数_令和 2年 7月,224,2.4,0.45,75.1,126878,66675,24477,5225,19252,14657,27541,9807,60203,102062,320028,295212,295212,81983,6614,7504,7136,4783,12870,4923,4158,6239,12606,5193,4473,5485,50839,5779,45060,16821,8585,4424,10,3802,13333,6008,347,305,2197,3164,1312,4802,-,1324,1147,998,87,406,705,134,26792,3846,1701,2470,18775,18807,2258,6316,10233,3207,3146,-,60,26068,5913,4624,4448,11084,52560,21984,8277,20422,1878,-,24816,289.2,27.8
Jissu,tuki,実数_令和 2年 8月,235,2.4,0.47,74.8,462876,445717,34297,6780,27517,12587,398833,396445,17158,416720,311683,265527,265527,82300,6085,7153,7598,4767,13645,5243,4052,6028,12581,5753,3629,5767,20530,7339,13191,19198,8713,4079,10,6395,15940,7020,1817,660,1826,3365,1252,4919,41,1223,1001,740,125,438,945,406,31463,3789,2182,2882,22610,21600,3840,7511,10249,266,41,-,226,26377,2311,4667,4326,15075,42933,18100,6489,18221,123,-,46156,63.7,31
Jissu,tuki,実数_令和 2年 9月,220,2.37,0.46,74.5,54865,51776,25090,6504,18586,13851,12835,9671,3090,32080,265674,242889,242889,79472,6047,7492,7756,4649,12626,5024,3876,5552,11909,4744,4167,5632,24663,6880,17784,17824,10248,3225,65,4286,12944,4699,432,2260,2150,2883,519,5344,34,1695,1012,975,201,299,980,146,18698,3570,1774,2707,10647,22980,3028,9920,10032,28,28,-,-,23139,2342,5164,4342,11291,37796,18107,5100,14507,81,-,22785,757.1,32.7
Jissu,tuki,実数_令和 2年10月,217,2.39,0.46,75.1,441010,437481,23487,5947,17539,13231,400763,396908,3530,400480,301677,261147,261147,83527,6981,8084,7647,4493,13000,5299,4354,6301,12186,4776,3284,7120,18699,4865,13834,20285,10640,3675,228,5743,10031,2726,376,1026,2036,3171,698,6397,49,2058,1247,817,284,535,937,469,24693,3556,2070,4401,14666,25311,4039,11493,9780,2318,2119,-,199,28970,2584,4377,4202,17807,40915,19615,5633,15551,116,-,40531,65.2,32
Jissu,tuki,実数_令和 2年11月,224,2.4,0.45,74.9,54831,47754,26179,9755,16424,12674,8901,5631,7077,30963,304715,280847,280847,79086,6151,7147,7049,4433,11583,4683,4462,5859,12025,4546,3884,7266,32371,7664,24706,18454,9633,4600,434,3787,10621,4134,449,708,1810,2833,687,6386,2,2467,1291,784,166,775,550,351,16269,3164,1225,2560,9320,42218,2274,24984,14959,7452,7356,-,96,24681,1881,5025,4478,13298,43309,17202,4872,21086,149,-,23868,907,28.2
Jissu,tuki,実数_令和 2年12月,214,2.4,0.46,75.1,445592,434614,47396,17053,30343,13306,373911,367733,10978,397692,338265,290365,290365,100313,8168,13779,9577,4531,13694,5517,5015,7468,17164,4586,4607,6207,20320,6851,13469,20988,9041,5324,1081,5541,11163,2776,423,874,2616,3328,1147,7492,-,2318,1230,1667,147,750,887,493,18373,3755,1826,3346,9447,21755,1639,8002,12114,1416,990,-,426,27289,1706,7747,4422,13415,61255,21827,6680,32513,235,-,47900,73,34.5
meimoku,nen,対前年（同月）名目増加率_平成21年,-,-,-,-,18.5,17.8,26.3,29.2,23.6,26.9,16.8,16.9,37.8,21.4,5.2,5.3,6.3,2.5,3.4,-5,-9.5,2.8,-4.7,-3.8,4.5,7,2.1,5.4,16.5,21.8,28.5,8.3,45,-2.5,-4.1,0,-21.7,-0.7,4.2,3,65.6,7.3,-9.3,3.8,6.3,0.9,69.2,-3.5,-2.5,-2.5,-16,7.8,14.1,3.5,4.8,24.1,-11.8,18.1,1.6,15.7,13.4,27.7,6,-73.5,-75.6,-56.5,-27.3,-0.1,11.6,0,4.4,-2.7,11.6,26.1,8.3,6,-45.6,-91.2,4.3,,
meimoku,nen,対前年（同月）名目増加率_平成22年,-,-,-,-,-7.4,-6.5,27.5,-4.6,58.9,-32.1,-8.1,-8,-28.9,-9.4,-2.6,-3.3,-4,-2.4,-2.5,-5.6,0.5,0.6,4.3,1.6,-4.9,2.1,1,-4.9,-15.8,-10.1,-9.1,-2.2,-13.3,1.4,3.9,-2.5,25.2,-0.2,-7.1,-11.9,15.1,-43.8,1,-4.5,2.7,-11.2,-51.9,-6.4,-10,-5.5,-19,-15.1,-12,-21.2,-7.3,13.5,-11.8,-17.9,-9.4,2.1,-14.8,16,1.1,400.8,357.2,160,...,3.3,42.8,-5.3,-1.2,0.8,-11.6,-20.5,-7.2,-7.9,70.1,769.1,3.5,,
meimoku,nen,対前年（同月）名目増加率_平成23年,-,-,-,-,0.3,0.7,-14.2,7.6,-27.1,23.3,1.6,2.2,-12.9,1.5,2.6,3.6,-1.4,2.6,-1.2,2,5.2,-3.4,1.1,4,6.1,-2.9,2.8,9.7,3.5,6.4,-10.9,-4.1,-15.6,-7,-7.4,-7.3,15.6,-8,6.9,5.5,0.5,62.1,9,5.2,-4.6,3.8,-21.8,6.9,1.2,-2.3,43.9,7.3,-4.4,9,3.9,6.1,14.5,2.5,2.1,-9.9,-0.1,-23.1,0.3,-7,1.3,-59.6,-34.8,-6.8,-38.3,4.2,-7.5,-2.5,2.4,3.1,0.3,4.3,-23.4,623.2,-5.6,,
meimoku,nen,対前年（同月）名目増加率_平成24年,-,-,-,-,-2.5,-2.6,18.8,10.6,25.9,-5.4,-4.5,-4.2,1.5,-2.1,-1.9,-1.6,3.5,2,1.4,-0.6,-1.9,6.3,-2.8,-0.7,1.6,0.3,10.2,8.5,5.9,1.7,23.8,4.7,38.7,12.1,10.4,20.3,19,4.2,-4,-23.9,6.2,3.7,7.9,11.5,9,5,16.2,0.2,2,25.1,1.6,17.2,2.2,-0.2,4.3,1.8,8.1,5.2,4.4,10.9,2.5,27.9,-0.4,83.2,61.8,119,219.7,-7,-21.3,-7.2,2.2,-7.1,-2.2,6,-11.9,-4.8,-24.9,-87.9,-4.6,,
meimoku,nen,対前年（同月）名目増加率_平成25年,-,-,-,-,1.6,0.1,0.4,-32.5,25.5,11.1,-0.3,0.2,52.1,-0.5,3.4,2.4,3,-0.8,-3.1,-2.1,3.4,0.9,0.8,0.9,-1.3,-2.2,-8.6,-2.9,13.6,1.6,9.6,0.8,14.7,4.1,12.7,-4,-19.5,2.5,7,33.8,-9,50.7,-18.5,-6.2,-4.7,-0.9,72.2,-6.2,13.5,-15.5,-12.4,-8.8,28.2,-22.8,1.2,-1.2,7.1,20.3,-2.4,1.5,-0.6,6.9,-4,-64.7,-68.8,-26.1,-53.5,5,-3.4,-2.4,-5.6,10.4,8.6,15.1,-12.2,9,-11.7,-79.3,12.4,,
meimoku,nen,対前年（同月）名目増加率_平成26年,-,-,-,-,-4.3,-2.7,-3.1,-39,11.7,19.5,-3.7,-5.8,-41.3,-3.9,-2.9,-2.4,-4.1,1.3,-1.5,-1.5,10,7.1,0.2,-2.8,6.3,3.2,8.2,-1.8,-4.3,-4.4,-18,-27.4,-13.1,-0.9,-3.2,4.5,18.8,-5.4,-1.8,-10,0.6,-22.7,6.5,8.2,15.1,-6.8,23.5,-5.7,-13.8,-7.9,-37.3,6.9,-12.9,10.2,-3.3,6,-1.5,-12.7,-4.2,2.4,4,-0.1,4.9,-38.2,-49.6,-20.6,-14.4,0.2,-10.9,19.5,8.2,-4.7,-10.5,-6.2,2.7,-18.2,25.7,...,-6.6,,
meimoku,nen,対前年（同月）名目増加率_平成27年,-,-,-,-,-1.5,-1.4,-1.1,85.9,-20.6,20.2,-2.6,-1.4,-6.8,-3.7,1.6,0.7,2.7,3.1,0.6,4,4.3,8,6.9,9.4,-1,1.2,3.9,2.5,-8,0.1,4.5,46,-13.5,0.5,1.3,-2.8,-35,8.6,-3.6,-5.4,-33.1,-16.5,6.5,0.4,9.2,9.4,21.4,26,7,8.4,24.5,-9.1,-8.2,-4.9,-2.6,-5.2,0.7,-24.2,1.9,6.7,4.3,4.9,11.2,343.4,650.1,-22.2,-26.2,1.8,-16.4,-4.6,-8,7.6,-1.2,-10.7,4,-0.1,138.4,-100,8.8,,
meimoku,nen,対前年（同月）名目増加率_平成28年,-,-,-,-,-1.1,-3,-10.7,2.3,-17.6,-2.9,-2.1,-4.1,75.2,2.6,-10.1,-9.2,-9.2,0,-3.9,2,1.6,-2.4,-1.6,-2.6,1.1,0.5,9,2.8,2.3,-7.4,-5.7,-20.9,5.3,-13.2,-12.6,-17.5,-21.3,-7.8,-6.4,-8.4,-0.5,-8.2,-6.1,1.7,-19.7,-9.7,104.4,-26.5,-4.7,-9.4,-33.3,-7.4,11.6,-3.2,-15.3,-7.1,-10.3,-0.7,-20.8,-22.1,-19.3,-34,-8.7,-79.9,-84.5,9.5,-26.4,-13.4,-1.8,-13.9,-3.6,-16.2,-7.4,-1,11.3,-14.3,-37.5,-,-17.1,,
meimoku,nen,対前年（同月）名目増加率_平成29年,-,-,-,-,-6.6,-4.7,-30,-34.3,-27.2,-15.5,-1.3,2.1,-48.3,-8.6,1.9,1.7,1.7,0.7,1.2,-5.6,2.1,7.9,-0.8,3.7,2,0.7,-1.3,-1.8,14.6,0.3,-5.2,-9.4,-2.9,1.9,1.6,-0.9,47.2,2.6,-2.8,-3.5,-16.4,29.9,-5.5,-2.9,-6.7,-6.3,-94.7,2.8,-6.9,-4.3,93.2,-4.4,2.8,-15.2,10.8,-1.9,-18.7,31.4,17.3,14.5,-6.1,27.5,15.6,-14.7,-26.9,-95.7,30.9,-0.3,-7.6,-1.4,-1.1,0.7,1.4,-10.8,-18,23.6,-24.5,-,4.1,,
meimoku,nen,対前年（同月）名目増加率_平成30年,-,-,-,-,22,20.7,76.9,65.2,83.8,-40.9,19.8,18,75.2,24.9,6,5.7,4.8,2.8,5,-0.3,6,-7.1,5,2.4,2.1,8.4,1.8,9.5,-19,8.4,8.5,13.2,6.1,5.4,7.5,3.2,-13.3,5.9,14.4,32.1,28.4,-26.8,7,8.4,9.2,-3.3,513.6,-8.8,-9.3,-2.1,-13.5,-0.3,-9.9,31.6,3.4,7.6,20.5,-0.7,0.7,11.6,13.3,25.6,-4,128.8,231.6,700,-34.4,3.7,25.7,15.4,-3.6,0.9,2.6,23,-2.4,-10.6,-25.6,...,8.4,,
meimoku,nen,対前年（同月）名目増加率_平成31年・令和元年,-,-,-,-,9.4,10.3,30.6,14,39.4,22.9,7.6,8.5,-15.4,9.3,0.7,-0.4,0.5,-0.9,0,-6.4,-10.5,-1.3,-10.9,-7.5,-4.1,6.1,8.3,1.9,2.8,10,-9.9,-18.1,-5.4,-5.3,-3.2,-2.5,8.1,-13.6,9.5,15.1,-5.7,36.4,1.2,7.6,0.3,20.3,145.9,24.2,34.3,3.3,12.9,19.7,4.3,-2.4,4.5,6,1.9,16.7,2,-3.9,3.3,-15.6,7.6,69.9,54.3,37.5,194.2,7.2,7,16.9,6.4,4.7,-0.2,-3.4,3.4,3.8,-29.1,-100,9.8,,
