項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,688,-,-,95,-,102,-,99,-,106,-,96,-,97,-,93,-
0,0,世帯人員,2.97,-,-,2.6,-,2.76,-,2.75,-,3.09,-,3.27,-,3.11,-,3.21,-
0,0,有業人員,1.34,-,-,0.97,-,1.13,-,1.27,-,1.42,-,1.46,-,1.44,-,1.68,-
0,0,世帯主平均年齢,58.8,-,-,65,-,64.7,-,60,-,56.9,-,53.8,-,56.2,-,55.1,-
0,0,消費支出,357262,-,15.9,113221,-,171313,-,218104,-,276840,-,345957,-,454218,-,915913,-
0,0,公共的料金,100204,28,18.3,29995,26.5,47666,27.8,66136,30.3,67427,24.4,93076,26.9,132491,29.2,263195,28.7
1,0,公共料金等,57296,16,2.7,26356,23.3,39650,23.1,44716,20.5,53762,19.4,63129,18.2,85054,18.7,87937,9.6
1,1,米,2037,0.6,-1.1,1924,1.7,1935,1.1,1434,0.7,1873,0.7,2207,0.6,3127,0.7,1760,0.2
1,1,食塩,33,0,6.5,23,0,19,0,16,0,43,0,49,0,47,0,30,0
1,1,学校給食,821,0.2,-20,179,0.2,442,0.3,520,0.2,956,0.3,1366,0.4,1407,0.3,876,0.1
1,1,公営家賃,1368,0.4,-52.2,-,-,342,0.2,2882,1.3,1189,0.4,713,0.2,3422,0.8,1025,0.1
1,1,電気代,10358,2.9,8.7,6561,5.8,9518,5.6,9864,4.5,11193,4,10323,3,12498,2.8,12483,1.4
1,1,都市ガス,3543,1,17.9,2224,2,3252,1.9,2728,1.3,3694,1.3,4125,1.2,4274,0.9,4482,0.5
1,1,上下水道料,6058,1.7,18.1,3333,2.9,4640,2.7,5684,2.6,6567,2.4,7011,2,8093,1.8,7049,0.8
1,1,医科診療代,4516,1.3,7.2,1657,1.5,3066,1.8,3148,1.4,3078,1.1,6233,1.8,8767,1.9,5647,0.6
1,1,歯科診療代,2543,0.7,91.6,756,0.7,710,0.4,956,0.4,915,0.3,1982,0.6,3425,0.8,9015,1
1,1,出産入院料,31,0,...,-,-,-,-,-,-,215,0.1,-,-,-,-,-,-
1,1,他の入院料,1771,0.5,-3.3,-,-,-,-,954,0.4,1282,0.5,2787,0.8,2758,0.6,4593,0.5
1,1,鉄道運賃,2503,0.7,-1.6,317,0.3,558,0.3,1338,0.6,1876,0.7,4028,1.2,3747,0.8,5633,0.6
1,1,鉄道通学定期代,287,0.1,-39.5,-,-,-,-,38,0,394,0.1,120,0,925,0.2,527,0.1
1,1,鉄道通勤定期代,3276,0.9,42.6,236,0.2,1014,0.6,914,0.4,2437,0.9,3616,1,6336,1.4,8321,0.9
1,1,バス代,292,0.1,-30.5,148,0.1,89,0.1,76,0,253,0.1,164,0,542,0.1,767,0.1
1,1,バス通学定期代,100,0,-13,-,-,-,-,-,-,25,0,-,-,227,0,444,0
1,1,バス通勤定期代,143,0,376.7,-,-,70,0,10,0,3,0,134,0,65,0,715,0.1
1,1,タクシー代,717,0.2,-37.2,126,0.1,338,0.2,314,0.1,503,0.2,632,0.2,959,0.2,2136,0.2
1,1,航空運賃,485,0.1,-42.2,-,-,68,0,-,-,-,-,547,0.2,2778,0.6,-,-
1,1,郵便料,287,0.1,26.4,173,0.2,337,0.2,385,0.2,259,0.1,144,0,403,0.1,305,0
1,1,固定電話通信料,1424,0.4,-12.2,1388,1.2,1557,0.9,1489,0.7,1240,0.4,1276,0.4,1686,0.4,1332,0.1
1,1,携帯電話通信料,10000,2.8,6.3,4876,4.3,8084,4.7,8378,3.8,10401,3.8,11020,3.2,12441,2.7,14712,1.6
1,1,ＮＨＫ放送受信料,1566,0.4,4.5,875,0.8,1359,0.8,1203,0.6,2290,0.8,1468,0.4,1904,0.4,1845,0.2
1,1,ケーブルテレビ放送受信料,1077,0.3,8.5,679,0.6,922,0.5,838,0.4,1501,0.5,973,0.3,1566,0.3,1052,0.1
1,1,他の放送受信料,283,0.1,72.6,145,0.1,170,0.1,133,0.1,247,0.1,167,0,666,0.1,454,0
1,1,国公立小学校,273,0.1,-30.7,31,0,164,0.1,202,0.1,167,0.1,643,0.2,542,0.1,164,0
1,1,国公立中学校,336,0.1,13.9,-,-,92,0.1,36,0,-,-,547,0.2,694,0.2,980,0.1
1,1,国公立高校,220,0.1,400,-,-,536,0.3,-,-,68,0,483,0.1,452,0.1,-,-
1,1,国公立大学,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,たばこ,945,0.3,8.2,705,0.6,366,0.2,1176,0.5,1093,0.4,372,0.1,1305,0.3,1592,0.2
2,0,準公共料金等,42908,12,48.3,3639,3.2,8016,4.7,21420,9.8,13665,4.9,29947,8.7,47437,10.4,175258,19.1
2,1,牛乳,1406,0.4,-5.9,965,0.9,1250,0.7,1171,0.5,1463,0.5,1624,0.5,1569,0.3,1793,0.2
2,1,灯油,90,0,260,182,0.2,-,-,136,0.1,32,0,26,0,233,0.1,21,0
2,1,プロパンガス,327,0.1,52.8,442,0.4,351,0.2,607,0.3,360,0.1,254,0.1,197,0,79,0
2,1,理髪料,370,0.1,4.8,125,0.1,491,0.3,482,0.2,258,0.1,280,0.1,684,0.2,264,0
2,1,パーマネント代,267,0.1,90.7,-,-,118,0.1,228,0.1,132,0,330,0.1,322,0.1,733,0.1
2,1,洗濯代,996,0.3,49.5,121,0.1,374,0.2,808,0.4,423,0.2,853,0.2,1787,0.4,2589,0.3
2,1,新聞,2370,0.7,-8.5,1805,1.6,2512,1.5,2389,1.1,2237,0.8,2135,0.6,2601,0.6,2900,0.3
2,1,私立小学校,894,0.3,...,-,-,-,-,-,-,-,-,-,-,244,0.1,5978,0.7
2,1,私立中学校,2480,0.7,17.3,-,-,-,-,-,-,-,-,545,0.2,5660,1.2,11083,1.2
2,1,私立高校,3728,1,56,-,-,-,-,731,0.3,1085,0.4,1921,0.6,11473,2.5,10815,1.2
2,1,私立大学,16808,4.7,80.2,-,-,-,-,-,-,246,0.1,-,-,251,0.1,116428,12.7
2,1,幼児教育費用,1083,0.3,-41.3,-,-,1142,0.7,1437,0.7,244,0.1,471,0.1,2355,0.5,1920,0.2
2,1,民営家賃,11752,3.3,56.4,-,-,1296,0.8,12561,5.8,6722,2.4,21424,6.2,19859,4.4,20389,2.2
2,1,地代,339,0.1,33.5,-,-,482,0.3,870,0.4,463,0.2,83,0,203,0,266,0
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年10月,,,,,,,,,,,,,,,,,,,
第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
