項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,686,-,-,90,-,103,-,101,-,97,-,102,-,98,-,95,-
0,世帯人員,2.95,-,-,2.58,-,2.94,-,2.77,-,2.94,-,3.13,-,3.07,-,3.23,-
0,有業人員,1.29,-,-,1.12,-,1.28,-,1.1,-,1.35,-,1.38,-,1.43,-,1.39,-
0,世帯主平均年齢,59.2,-,-,61.2,-,64.3,-,62.2,-,57,-,55.5,-,55.6,-,58.6,-
0,消費支出,307353,100,-3,98928,100,159035,100,209812,100,260369,100,317780,100,408028,100,694529,100
2,基礎的支出,179191,58.3,-,74880,75.7,114410,71.9,143764,68.5,161182,61.9,184792,58.2,223811,54.9,350002,50.4
3,選択的支出,128162,41.7,-,24048,24.3,44625,28.1,66049,31.5,99187,38.1,132988,41.8,184217,45.1,344527,49.6
1,食料,90820,29.5,-0.2,52879,53.5,68906,43.3,79655,38,83720,32.2,99547,31.3,112581,27.6,137883,19.9
2,基礎的支出,75801,24.7,-,46922,47.4,61371,38.6,69977,33.4,69274,26.6,82164,25.9,89687,22,110765,15.9
3,選択的支出,15019,4.9,-,5957,6,7536,4.7,9677,4.6,14446,5.5,17383,5.5,22894,5.6,27117,3.9
1,住居,28725,9.3,29,448,0.5,6973,4.4,12631,6,21141,8.1,23741,7.5,43674,10.7,92075,13.3
2,基礎的支出,26354,8.6,25.9,385,0.4,6037,3.8,12053,5.7,16543,6.4,21988,6.9,36646,9,90444,13
3,選択的支出,2372,0.8,77.5,63,0.1,936,0.6,578,0.3,4598,1.8,1753,0.6,7028,1.7,1631,0.2
1,光熱・水道,20877,6.8,8.9,11527,11.7,19044,12,21029,10,19385,7.4,22113,7,24879,6.1,28013,4
2,基礎的支出,20877,6.8,8.9,11527,11.7,19044,12,21029,10,19385,7.4,22113,7,24879,6.1,28013,4
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,17678,5.8,61.6,4246,4.3,6574,4.1,10697,5.1,11954,4.6,20277,6.4,24557,6,45232,6.5
2,基礎的支出,11640,3.8,44.6,3370,3.4,5031,3.2,7747,3.7,9228,3.5,12913,4.1,14974,3.7,28096,4
3,選択的支出,6038,2,108.8,876,0.9,1543,1,2950,1.4,2726,1,7363,2.3,9583,2.3,17136,2.5
1,被服及び履物,13943,4.5,-5.9,3599,3.6,6110,3.8,7533,3.6,10487,4,16604,5.2,18520,4.5,34595,5
2,基礎的支出,1164,0.4,17.2,414,0.4,440,0.3,797,0.4,1338,0.5,1398,0.4,1024,0.3,2727,0.4
3,選択的支出,12780,4.2,-7.6,3186,3.2,5670,3.6,6735,3.2,9149,3.5,15206,4.8,17496,4.3,31868,4.6
1,保健医療,16267,5.3,-15.3,4910,5,6845,4.3,9895,4.7,13256,5.1,13284,4.2,23985,5.9,41537,6
2,基礎的支出,13724,4.5,-20.4,4744,4.8,6480,4.1,9302,4.4,11915,4.6,11007,3.5,18525,4.5,33979,4.9
3,選択的支出,2543,0.8,30.2,167,0.2,365,0.2,593,0.3,1341,0.5,2277,0.7,5460,1.3,7558,1.1
1,交通・通信,37486,12.2,0.1,6841,6.9,11234,7.1,21315,10.2,27134,10.4,31463,9.9,43025,10.5,120963,17.4
2,基礎的支出,6363,2.1,-,1363,1.4,2853,1.8,4915,2.3,6018,2.3,8686,2.7,7962,2,12670,1.8
3,選択的支出,31124,10.1,-,5478,5.5,8381,5.3,16400,7.8,21116,8.1,22777,7.2,35063,8.6,108293,15.6
1,教育,11087,3.6,0.7,690,0.7,1594,1,2279,1.1,4698,1.8,11401,3.6,18263,4.5,38519,5.5
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,11087,3.6,0.7,690,0.7,1594,1,2279,1.1,4698,1.8,11401,3.6,18263,4.5,38519,5.5
1,教養娯楽,26585,8.6,-28.4,6505,6.6,13789,8.7,14764,7,22414,8.6,31272,9.8,34945,8.6,62114,8.9
2,基礎的支出,7242,2.4,-3.7,2620,2.6,6185,3.9,5895,2.8,7167,2.8,7223,2.3,8933,2.2,12607,1.8
3,選択的支出,19343,6.3,-34.7,3886,3.9,7604,4.8,8869,4.2,15247,5.9,24049,7.6,26012,6.4,49507,7.1
1,その他の消費支出,43884,14.3,-18.6,7282,7.4,17967,11.3,30015,14.3,46179,17.7,48078,15.1,63600,15.6,93598,13.5
2,基礎的支出,16027,5.2,-36.3,3537,3.6,6969,4.4,12049,5.7,20315,7.8,17300,5.4,21182,5.2,30700,4.4
3,選択的支出,27857,9.1,-3.1,3745,3.8,10998,6.9,17966,8.6,25864,9.9,30778,9.7,42417,10.4,62898,9.1
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年 6月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
