区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,688,-,-,95,-,102,-,99,-,106,-,96,-,97,-,93,-
0,0,世帯人員,2.97,-,-,2.6,-,2.76,-,2.75,-,3.09,-,3.27,-,3.11,-,3.21,-
0,0,有業人員,1.34,-,-,0.97,-,1.13,-,1.27,-,1.42,-,1.46,-,1.44,-,1.68,-
0,0,世帯主平均年齢,58.8,-,-,65,-,64.7,-,60,-,56.9,-,53.8,-,56.2,-,55.1,-
0,0,消費支出,336148,100,17.4,110989,100,163658,100,204616,100,260084,100,321523,100,432303,100,854956,100
1,0,商品,175152,52.1,17.5,83086,74.9,112043,68.5,124084,60.6,159714,61.4,169338,52.7,208999,48.3,366732,42.9
1,1,耐久財,26379,7.8,87.5,1426,1.3,1277,0.8,4376,2.1,7645,2.9,8670,2.7,14025,3.2,146320,17.1
1,2,半耐久財,26601,7.9,4.6,5393,4.9,10826,6.6,12687,6.2,24732,9.5,31852,9.9,37814,8.7,62500,7.3
1,3,非耐久財,122172,36.3,11.4,76266,68.7,99939,61.1,107021,52.3,127337,49,128815,40.1,157160,36.4,157912,18.5
1,0,サービス,160996,47.9,17.2,27904,25.1,51615,31.5,80532,39.4,100371,38.6,152186,47.3,223305,51.7,488223,57.1
2,0,食料,96921,28.8,7.5,58819,53,75927,46.4,77469,37.9,96748,37.2,100392,31.2,125909,29.1,142469,16.7
2,3,非耐久財,78212,23.3,10,52418,47.2,66222,40.5,68888,33.7,82830,31.8,80929,25.2,98089,22.7,97658,11.4
2,4,サービス,18709,5.6,-2,6401,5.8,9705,5.9,8581,4.2,13918,5.4,19462,6.1,27821,6.4,44811,5.2
2,0,住居,32675,9.7,78.8,937,0.8,3260,2,18452,9,11639,4.5,29850,9.3,32176,7.4,131726,15.4
2,1,耐久財,9729,2.9,251,-,-,104,0.1,124,0.1,536,0.2,79,0,601,0.1,66239,7.7
2,2,半耐久財,224,0.1,-22.2,29,0,103,0.1,49,0,61,0,516,0.2,239,0.1,569,0.1
2,4,サービス,22722,6.8,49.3,907,0.8,3052,1.9,18279,8.9,11042,4.2,29255,9.1,31336,7.2,64918,7.6
2,0,光熱・水道（非耐久財）,20396,6.1,12.9,12775,11.5,17767,10.9,19028,9.3,21876,8.4,21756,6.8,25326,5.9,24128,2.8
2,0,家具・家事用品,11470,3.4,-9.1,3582,3.2,5878,3.6,7165,3.5,10782,4.1,11225,3.5,18147,4.2,23360,2.7
2,1,耐久財,3362,1,-37,406,0.4,769,0.5,1933,0.9,2131,0.8,2618,0.8,5464,1.3,10149,1.2
2,2,半耐久財,4056,1.2,6.3,1202,1.1,2121,1.3,1806,0.9,4020,1.5,4106,1.3,7553,1.7,7525,0.9
2,3,非耐久財,3390,1,31.8,1710,1.5,2762,1.7,2800,1.4,3783,1.5,3969,1.2,4212,1,4467,0.5
2,4,サービス,663,0.2,-25.9,264,0.2,226,0.1,626,0.3,848,0.3,531,0.2,918,0.2,1219,0.1
2,0,被服及び履物,14526,4.3,-5.3,2758,2.5,6125,3.7,8490,4.1,13203,5.1,17559,5.5,20093,4.6,33249,3.9
2,2,半耐久財,13375,4,-6.8,2636,2.4,5736,3.5,7582,3.7,12687,4.9,16483,5.1,18142,4.2,30170,3.5
2,4,サービス,1151,0.3,15.1,121,0.1,389,0.2,908,0.4,516,0.2,1076,0.3,1951,0.5,3079,0.4
2,0,保健医療,19458,5.8,26.4,5878,5.3,11246,6.9,12821,6.3,14963,5.8,23517,7.3,27708,6.4,39863,4.7
2,1,耐久財,1580,0.5,55.5,-,-,179,0.1,1205,0.6,1009,0.4,2432,0.8,1976,0.5,4241,0.5
2,2,半耐久財,758,0.2,153.5,121,0.1,220,0.1,90,0,559,0.2,222,0.1,500,0.1,3566,0.4
2,3,非耐久財,6032,1.8,28.6,3121,2.8,5228,3.2,5239,2.6,5756,2.2,7425,2.3,7651,1.8,7769,0.9
2,4,サービス,11088,3.3,18.1,2636,2.4,5619,3.4,6287,3.1,7638,2.9,13438,4.2,17581,4.1,24287,2.8
2,0,交通・通信,41360,12.3,29.5,9128,8.2,15328,9.4,21181,10.4,30027,11.5,40898,12.7,54787,12.7,117472,13.7
2,1,耐久財,7307,2.2,171.7,510,0.5,47,0,92,0,1515,0.6,1583,0.5,1058,0.2,46056,5.4
2,2,半耐久財,1396,0.4,53.2,64,0.1,212,0.1,223,0.1,995,0.4,922,0.3,2573,0.6,4751,0.6
2,3,非耐久財,1876,0.6,-7.7,603,0.5,777,0.5,1744,0.9,1603,0.6,2702,0.8,2782,0.6,2914,0.3
2,4,サービス,30780,9.2,17.1,7952,7.2,14292,8.7,19123,9.3,25913,10,35691,11.1,48374,11.2,63752,7.5
2,0,教育,33982,10.1,52.2,31,0,2390,1.5,4161,2,3412,1.3,9857,3.1,30275,7,186587,21.8
2,3,非耐久財,167,0,36.9,-,-,-,-,108,0.1,58,0,24,0,134,0,844,0.1
2,4,サービス,33814,10.1,52.2,31,0,2390,1.5,4053,2,3354,1.3,9834,3.1,30141,7,185743,21.7
2,0,教養娯楽,37524,11.2,4.8,9442,8.5,14073,8.6,19400,9.5,31067,11.9,37778,11.7,52223,12.1,98085,11.5
2,1,耐久財,3789,1.1,93.5,435,0.4,63,0,678,0.3,1390,0.5,1615,0.5,4088,0.9,18142,2.1
2,2,半耐久財,3985,1.2,6.4,988,0.9,1674,1,1783,0.9,4071,1.6,5437,1.7,5364,1.2,8524,1
2,3,非耐久財,5782,1.7,-7.9,3259,2.9,4389,2.7,4519,2.2,6100,2.3,5129,1.6,8606,2,8419,1
2,4,サービス,23967,7.1,0.6,4760,4.3,7946,4.9,12420,6.1,19505,7.5,25597,8,34165,7.9,63000,7.4
2,0,諸雑費,27837,8.3,5.1,7641,6.9,11665,7.1,16449,8,26367,10.1,28691,8.9,45659,10.6,58015,6.8
2,1,耐久財,612,0.2,102.6,76,0.1,114,0.1,344,0.2,1063,0.4,343,0.1,838,0.2,1491,0.2
2,2,半耐久財,2806,0.8,39.1,353,0.3,760,0.5,1153,0.6,2337,0.9,4165,1.3,3441,0.8,7396,0.9
2,3,非耐久財,6315,1.9,32.1,2380,2.1,2793,1.7,4695,2.3,5330,2,6880,2.1,10360,2.4,11714,1.4
2,4,サービス,18103,5.4,-6.7,4831,4.4,7996,4.9,10256,5,17637,6.8,17303,5.4,31019,7.2,37414,4.4
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年10月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,,
注1)財・サービス別結果は、品目別分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注2)消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等、消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
