項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,657,-,-,88,-,95,-,99,-,98,-,94,-,92,-,91,-
0,世帯人員,2.91,-,-,2.48,-,2.83,-,2.75,-,2.97,-,2.92,-,3.12,-,3.3,-
0,有業人員,1.3,-,-,1.15,-,1.1,-,1.3,-,1.26,-,1.43,-,1.38,-,1.5,-
0,世帯主平均年齢,59.3,-,-,61.5,-,63,-,62.8,-,58.7,-,55.7,-,56.2,-,57.4,-
0,消費支出,272875,100,-21.9,89434,100,148648,100,190772,100,231048,100,281091,100,355952,100,609725,100
2,基礎的支出,169869,62.3,-,71705,80.2,112745,75.8,140197,73.5,157819,68.3,183867,65.4,216316,60.8,304900,50
3,選択的支出,103006,37.7,-,17730,19.8,35903,24.2,50575,26.5,73229,31.7,97224,34.6,139636,39.2,304825,50
1,食料,89369,32.8,-4.1,50325,56.3,66957,45,76011,39.8,89656,38.8,93012,33.1,115691,32.5,133320,21.9
2,基礎的支出,78157,28.6,-,46017,51.5,60691,40.8,68398,35.9,79977,34.6,78575,28,98593,27.7,114344,18.8
3,選択的支出,11211,4.1,-,4308,4.8,6266,4.2,7613,4,9680,4.2,14437,5.1,17098,4.8,18976,3.1
1,住居,22461,8.2,-8.8,521,0.6,5879,4,12937,6.8,8711,3.8,31804,11.3,28538,8,68477,11.2
2,基礎的支出,20216,7.4,-13.1,521,0.6,5748,3.9,12382,6.5,7501,3.2,28777,10.2,27616,7.8,58670,9.6
3,選択的支出,2245,0.8,62.7,-,-,131,0.1,555,0.3,1211,0.5,3026,1.1,922,0.3,9806,1.6
1,光熱・水道,20994,7.7,-4.1,10674,11.9,20147,13.6,21177,11.1,23185,10,22607,8,22833,6.4,26202,4.3
2,基礎的支出,20994,7.7,-4.1,10674,11.9,20147,13.6,21177,11.1,23185,10,22607,8,22833,6.4,26202,4.3
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,13241,4.9,16,3417,3.8,5308,3.6,9828,5.2,8650,3.7,12999,4.6,22390,6.3,29961,4.9
2,基礎的支出,10275,3.8,25.6,2958,3.3,4580,3.1,8521,4.5,7932,3.4,11437,4.1,15795,4.4,20613,3.4
3,選択的支出,2966,1.1,-8.3,458,0.5,727,0.5,1307,0.7,718,0.3,1562,0.6,6595,1.9,9348,1.5
1,被服及び履物,8041,2.9,-47.9,1812,2,3421,2.3,5753,3,5980,2.6,8259,2.9,11616,3.3,19347,3.2
2,基礎的支出,661,0.2,-29.6,355,0.4,488,0.3,632,0.3,426,0.2,571,0.2,1070,0.3,1082,0.2
3,選択的支出,7380,2.7,-49.1,1457,1.6,2933,2,5121,2.7,5555,2.4,7688,2.7,10546,3,18265,3
1,保健医療,13416,4.9,-17.3,3456,3.9,7489,5,9183,4.8,12895,5.6,12053,4.3,17932,5,30703,5
2,基礎的支出,12275,4.5,-11.4,3354,3.8,7221,4.9,8446,4.4,12055,5.2,11381,4,16810,4.7,26486,4.3
3,選択的支出,1140,0.4,-51.8,102,0.1,268,0.2,737,0.4,840,0.4,672,0.2,1122,0.3,4217,0.7
1,交通・通信,32020,11.7,-33,4964,5.6,10536,7.1,13936,7.3,20292,8.8,28123,10,38265,10.8,107341,17.6
2,基礎的支出,6429,2.4,-,1004,1.1,1693,1.1,4088,2.1,5100,2.2,6509,2.3,7351,2.1,19145,3.1
3,選択的支出,25591,9.4,-,3960,4.4,8843,5.9,9848,5.2,15192,6.6,21614,7.7,30914,8.7,88196,14.5
1,教育,12573,4.6,-57.5,111,0.1,838,0.6,2483,1.3,3319,1.4,4868,1.7,13929,3.9,62078,10.2
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,12573,4.6,-57.5,111,0.1,838,0.6,2483,1.3,3319,1.4,4868,1.7,13929,3.9,62078,10.2
1,教養娯楽,24825,9.1,-36.8,6911,7.7,12123,8.2,15105,7.9,17686,7.7,24649,8.8,32590,9.2,64339,10.6
2,基礎的支出,6506,2.4,-14.1,3517,3.9,4717,3.2,5604,2.9,6228,2.7,7063,2.5,8425,2.4,9944,1.6
3,選択的支出,18319,6.7,-42.2,3394,3.8,7406,5,9501,5,11458,5,17585,6.3,24165,6.8,54395,8.9
1,その他の消費支出,35936,13.2,-28,7243,8.1,15951,10.7,24359,12.8,40674,17.6,42719,15.2,52168,14.7,67957,11.1
2,基礎的支出,14357,5.3,-36.6,3304,3.7,7460,5,10949,5.7,15417,6.7,16947,6,17823,5,28413,4.7
3,選択的支出,21579,7.9,-20.9,3938,4.4,8491,5.7,13410,7,25257,10.9,25772,9.2,34346,9.6,39544,6.5
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年 5月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
