項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,701,-,-,99,-,105,-,103,-,105,-,96,-,101,-,92,-
0,世帯人員,2.92,-,-,2.49,-,2.83,-,2.77,-,2.83,-,3.07,-,3.23,-,3.19,-
0,有業人員,1.33,-,-,0.89,-,1.17,-,1.24,-,1.31,-,1.39,-,1.66,-,1.63,-
0,世帯主平均年齢,59,-,-,66.3,-,64.2,-,57,-,58.1,-,55.4,-,55.3,-,57,-
0,消費支出,336732,100,4.6,114868,100,174390,100,219347,100,270926,100,326753,100,418595,100,829742,100
2,基礎的支出,183247,54.4,-,85406,74.4,117676,67.5,139619,63.7,165810,61.2,183964,56.3,221412,52.9,367848,44.3
3,選択的支出,153485,45.6,-,29462,25.6,56714,32.5,79728,36.3,105115,38.8,142789,43.7,197183,47.1,461895,55.7
1,食料,96464,28.6,2.9,54657,47.6,74658,42.8,80265,36.6,94635,34.9,101408,31,124524,29.7,144727,17.4
2,基礎的支出,73687,21.9,-,47540,41.4,63139,36.2,62416,28.5,76774,28.3,78414,24,90046,21.5,97275,11.7
3,選択的支出,22777,6.8,-,7116,6.2,11519,6.6,17849,8.1,17862,6.6,22994,7,34477,8.2,47452,5.7
1,住居,34630,10.3,-2.2,4809,4.2,5450,3.1,23670,10.8,20614,7.6,19034,5.8,25807,6.2,142629,17.2
2,基礎的支出,32015,9.5,-4.4,4809,4.2,4859,2.8,22836,10.4,18158,6.7,18881,5.8,23226,5.5,130984,15.8
3,選択的支出,2614,0.8,37.9,-,-,592,0.3,834,0.4,2457,0.9,153,0,2581,0.6,11645,1.4
1,光熱・水道,18820,5.6,2,13250,11.5,17322,9.9,14613,6.7,18034,6.7,21095,6.5,21951,5.2,25430,3.1
2,基礎的支出,18820,5.6,2,13250,11.5,17322,9.9,14613,6.7,18034,6.7,21095,6.5,21951,5.2,25430,3.1
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,14317,4.3,16.5,4025,3.5,6245,3.6,7256,3.3,10969,4,19075,5.8,22398,5.4,30145,3.6
2,基礎的支出,9516,2.8,30.3,3573,3.1,5066,2.9,6291,2.9,6680,2.5,13769,4.2,15313,3.7,15869,1.9
3,選択的支出,4800,1.4,-3.7,451,0.4,1179,0.7,965,0.4,4289,1.6,5306,1.6,7085,1.7,14276,1.7
1,被服及び履物,14616,4.3,-17.5,2154,1.9,5769,3.3,8995,4.1,12703,4.7,17054,5.2,15994,3.8,39538,4.8
2,基礎的支出,773,0.2,-27.3,245,0.2,958,0.5,589,0.3,790,0.3,733,0.2,947,0.2,1146,0.1
3,選択的支出,13843,4.1,-16.9,1909,1.7,4811,2.8,8405,3.8,11913,4.4,16320,5,15047,3.6,38392,4.6
1,保健医療,18292,5.4,4.2,4693,4.1,7726,4.4,13689,6.2,18677,6.9,16437,5,24839,5.9,41839,5
2,基礎的支出,15310,4.5,10.7,4549,4,6588,3.8,11495,5.2,15882,5.9,11709,3.6,20211,4.8,36610,4.4
3,選択的支出,2982,0.9,-20.1,144,0.1,1138,0.7,2194,1,2796,1,4728,1.4,4629,1.1,5229,0.6
1,交通・通信,41610,12.4,37.3,10243,8.9,18690,10.7,20579,9.4,24619,9.1,40000,12.2,44062,10.5,132697,16
2,基礎的支出,8491,2.5,-,2318,2,6150,3.5,4767,2.2,6694,2.5,11795,3.6,13596,3.2,14065,1.7
3,選択的支出,33119,9.8,-,7925,6.9,12541,7.2,15812,7.2,17926,6.6,28206,8.6,30466,7.3,118632,14.3
1,教育,17149,5.1,38.1,101,0.1,1693,1,4453,2,6619,2.4,8254,2.5,18325,4.4,80329,9.7
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,17149,5.1,38.1,101,0.1,1693,1,4453,2,6619,2.4,8254,2.5,18325,4.4,80329,9.7
1,教養娯楽,34500,10.2,-15.1,9737,8.5,16542,9.5,19894,9.1,27662,10.2,35881,11,49920,11.9,81580,9.8
2,基礎的支出,6214,1.8,-6.8,3907,3.4,5919,3.4,4107,1.9,5561,2.1,6982,2.1,8013,1.9,8989,1.1
3,選択的支出,28286,8.4,-16.7,5830,5.1,10623,6.1,15787,7.2,22101,8.2,28899,8.8,41907,10,72591,8.7
1,その他の消費支出,46335,13.8,6.9,11200,9.8,20294,11.6,25935,11.8,36392,13.4,48515,14.8,70776,16.9,110828,13.4
2,基礎的支出,18421,5.5,-0.6,5215,4.5,7676,4.4,12505,5.7,17240,6.4,20587,6.3,28109,6.7,37480,4.5
3,選択的支出,27915,8.3,12.5,5985,5.2,12618,7.2,13429,6.1,19153,7.1,27929,8.5,42667,10.2,73348,8.8
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年11月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
