項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7480,-,1490,-,534,-,496,-
0,0,0,0,0,調査世帯数,365,-,277,-,52,-,19,-,17,-
0,0,0,0,0,世帯人員,3.33,-,3.42,-,2.92,-,3.52,-,3,-
0,0,0,0,0,有業人員,1.7,-,1.7,-,1.72,-,1.79,-,1.55,-
0,0,0,0,0,世帯主平均年齢,49.5,-,50.7,-,44.2,-,51,-,44.6,-
1,0,0,0,0,受取,1731860,-,1710636,-,1991053,-,1097943,-,1955198,-
1,1,0,0,0,実収入,1079611,100,1078518,100,1066966,100,655369,100,1590128,100
1,2,0,0,0,経常収入,979461,90.7,976651,90.6,976610,91.5,567456,86.6,1473276,92.7
1,3,0,0,0,勤め先収入,901861,83.5,887188,82.3,936820,87.8,491365,75,1459306,91.8
1,4,0,0,0,世帯主収入,757100,70.1,751513,69.7,696247,65.3,408672,62.4,1398513,87.9
1,6,0,0,0,うち男,734070,68,736873,68.3,632885,59.3,359225,54.8,1398513,87.9
1,5,0,0,0,定期収入,407378,37.7,406578,37.7,407431,38.2,271658,41.5,565173,35.5
1,5,0,0,0,臨時収入,5395,0.5,4932,0.5,8701,0.8,3948,0.6,4009,0.3
1,5,0,0,0,賞与,344328,31.9,340003,31.5,280116,26.3,133066,20.3,829331,52.2
1,4,0,0,0,世帯主の配偶者の収入,129001,11.9,117555,10.9,237994,22.3,63804,9.7,44407,2.8
1,6,0,0,0,うち女,116729,10.8,117555,10.9,164716,15.4,38461,5.9,44407,2.8
1,4,0,0,0,他の世帯員収入,15760,1.5,18120,1.7,2579,0.2,18890,2.9,16386,1
1,3,0,0,0,事業・内職収入,3955,0.4,4797,0.4,2467,0.2,-,-,-,-
1,4,0,0,0,家賃収入,2372,0.2,2759,0.3,2066,0.2,-,-,-,-
1,4,0,0,0,他の事業収入,928,0.1,1240,0.1,-,-,-,-,-,-
1,4,0,0,0,内職収入,656,0.1,797,0.1,400,0,-,-,-,-
1,3,0,0,0,他の経常収入,73645,6.8,84667,7.9,37324,3.5,76090,11.6,13970,0.9
1,4,0,0,0,財産収入,1798,0.2,2038,0.2,1744,0.2,-,-,271,0
1,4,0,0,0,社会保障給付,65467,6.1,74138,6.9,35383,3.3,76090,11.6,13700,0.9
1,5,0,0,0,公的年金給付,35324,3.3,42237,3.9,13676,1.3,31728,4.8,-,-
