項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,701,-,-,105,-,103,-,99,-,102,-,102,-,98,-,92,-
0,世帯人員,2.97,-,-,2.6,-,2.54,-,2.82,-,3.11,-,3.31,-,3.17,-,3.25,-
0,有業人員,1.31,-,-,0.98,-,1.09,-,1.26,-,1.35,-,1.36,-,1.47,-,1.64,-
0,世帯主平均年齢,59.5,-,-,64.5,-,63.6,-,62.1,-,57.1,-,56.8,-,56.3,-,55.8,-
0,消費支出,312318,100,-4.4,105921,100,172674,100,215758,100,260970,100,321698,100,404523,100,701740,100
2,基礎的支出,189246,60.6,-,80800,76.3,120469,69.8,149382,69.2,167895,64.3,193039,60,231479,57.2,380118,54.2
3,選択的支出,123072,39.4,-,25120,23.7,52205,30.2,66376,30.8,93075,35.7,128659,40,173044,42.8,321622,45.8
1,食料,97237,31.1,-1.4,53514,50.5,71969,41.7,88006,40.8,91099,34.9,106919,33.2,126234,31.2,142467,20.3
2,基礎的支出,79406,25.4,-,47980,45.3,60763,35.2,77402,35.9,77223,29.6,88256,27.4,96888,24,107007,15.2
3,選択的支出,17831,5.7,-,5535,5.2,11205,6.5,10604,4.9,13877,5.3,18663,5.8,29347,7.3,35460,5.1
1,住居,25319,8.1,8.9,3033,2.9,4801,2.8,13432,6.2,18215,7,24207,7.5,40585,10,72589,10.3
2,基礎的支出,22752,7.3,5.9,2945,2.8,4522,2.6,12538,5.8,16518,6.3,20940,6.5,36923,9.1,64538,9.2
3,選択的支出,2568,0.8,45,88,0.1,279,0.2,894,0.4,1697,0.7,3266,1,3663,0.9,8051,1.1
1,光熱・水道,19435,6.2,5.3,11668,11,16976,9.8,19980,9.3,20061,7.7,20617,6.4,20759,5.1,25906,3.7
2,基礎的支出,19435,6.2,5.3,11668,11,16976,9.8,19980,9.3,20061,7.7,20617,6.4,20759,5.1,25906,3.7
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,16533,5.3,22.7,4167,3.9,8016,4.6,9302,4.3,14498,5.6,10970,3.4,22810,5.6,45739,6.5
2,基礎的支出,11406,3.7,22.9,3081,2.9,6850,4,6073,2.8,11639,4.5,8900,2.8,17363,4.3,25819,3.7
3,選択的支出,5128,1.6,22.2,1087,1,1166,0.7,3230,1.5,2858,1.1,2070,0.6,5447,1.3,19919,2.8
1,被服及び履物,9570,3.1,-24.8,2197,2.1,3622,2.1,6510,3,7162,2.7,13877,4.3,13019,3.2,20524,2.9
2,基礎的支出,861,0.3,-10.2,223,0.2,550,0.3,541,0.3,933,0.4,858,0.3,1189,0.3,1727,0.2
3,選択的支出,8708,2.8,-26,1974,1.9,3072,1.8,5969,2.8,6229,2.4,13019,4,11831,2.9,18797,2.7
1,保健医療,22258,7.1,37.7,4557,4.3,12045,7,11546,5.4,15864,6.1,21087,6.6,20948,5.2,69451,9.9
2,基礎的支出,20412,6.5,45.4,4295,4.1,10949,6.3,10290,4.8,14392,5.5,18505,5.8,19257,4.8,64911,9.3
3,選択的支出,1845,0.6,-13.1,263,0.2,1097,0.6,1256,0.6,1472,0.6,2582,0.8,1691,0.4,4540,0.6
1,交通・通信,29837,9.6,-16.8,8132,7.7,15517,9,18984,8.8,25381,9.7,35657,11.1,39437,9.7,65500,9.3
2,基礎的支出,8024,2.6,-,1579,1.5,3896,2.3,4853,2.2,7194,2.8,9892,3.1,11302,2.8,17382,2.5
3,選択的支出,21813,7,-,6553,6.2,11621,6.7,14131,6.5,18187,7,25765,8,28135,7,48118,6.9
1,教育,8970,2.9,-41.1,454,0.4,2283,1.3,2587,1.2,3558,1.4,10410,3.2,11994,3,31374,4.5
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,8970,2.9,-41.1,454,0.4,2283,1.3,2587,1.2,3558,1.4,10410,3.2,11994,3,31374,4.5
1,教養娯楽,35598,11.4,-19.3,9235,8.7,15724,9.1,18372,8.5,26856,10.3,28995,9,46685,11.5,102835,14.7
2,基礎的支出,7460,2.4,4.2,4042,3.8,5577,3.2,7681,3.6,6217,2.4,5801,1.8,8750,2.2,14080,2
3,選択的支出,28138,9,-23.9,5193,4.9,10148,5.9,10691,5,20639,7.9,23193,7.2,37936,9.4,88755,12.6
1,その他の消費支出,47560,15.2,-2.8,8963,8.5,21721,12.6,27038,12.5,38275,14.7,48960,15.2,62052,15.3,125354,17.9
2,基礎的支出,19490,6.2,0.1,4989,4.7,10386,6,10023,4.6,13718,5.3,19270,6,19050,4.7,58746,8.4
3,選択的支出,28070,9,-4.8,3974,3.8,11334,6.6,17015,7.9,24557,9.4,29690,9.2,43002,10.6,66609,9.5
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年 8月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
