項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,697,-,-,98,-,104,-,100,-,102,-,103,-,94,-,96,-
0,0,0,0,0,世帯人員,2.95,-,-,2.57,-,2.67,-,2.77,-,3.15,-,3.17,-,3.04,-,3.28,-
0,0,0,0,0,有業人員,1.31,-,-,1.11,-,1.04,-,1.26,-,1.3,-,1.54,-,1.49,-,1.42,-
0,0,0,0,0,世帯主平均年齢,59.6,-,-,63.8,-,64.2,-,58.8,-,57.9,-,57.4,-,56.6,-,58.6,-
2,2,0,0,0,生計支出,317065,-,-6.9,101536,-,170240,-,218548,-,266116,-,324783,-,410661,-,724200,-
2,3,0,0,0,消費支出,317065,100,-6.9,101536,100,170240,100,218548,100,266116,100,324783,100,410661,100,724200,100
2,4,1,0,0,食料,89164,28.1,-0.4,51023,50.3,70185,41.2,78840,36.1,88105,33.1,102148,31.5,105322,25.6,128137,17.7
2,5,1,1,0,穀類,7165,2.3,5.4,4493,4.4,6409,3.8,6748,3.1,7161,2.7,8145,2.5,7907,1.9,9271,1.3
2,6,1,1,1,米類,2146,0.7,17.1,1182,1.2,2015,1.2,2066,0.9,2554,1,2319,0.7,2316,0.6,2569,0.4
2,6,1,1,2,パン,2856,0.9,-9.4,1935,1.9,2395,1.4,2750,1.3,2425,0.9,3366,1,3117,0.8,3989,0.6
2,6,1,1,3,麺類,1740,0.5,22.8,1126,1.1,1626,1,1556,0.7,1750,0.7,2048,0.6,1968,0.5,2102,0.3
2,6,1,1,4,他の穀類,423,0.1,6.8,250,0.2,372,0.2,375,0.2,433,0.2,412,0.1,505,0.1,611,0.1
2,5,1,2,0,魚介類,6466,2,17.3,4128,4.1,5907,3.5,5621,2.6,6125,2.3,6486,2,7576,1.8,9403,1.3
2,6,1,2,1,生鮮魚介,3833,1.2,18.6,2358,2.3,3486,2,3263,1.5,3481,1.3,3947,1.2,4448,1.1,5835,0.8
2,6,1,2,2,塩干魚介,1135,0.4,12.3,871,0.9,942,0.6,1119,0.5,1073,0.4,1225,0.4,1168,0.3,1541,0.2
2,6,1,2,3,魚肉練製品,519,0.2,9.7,384,0.4,461,0.3,511,0.2,647,0.2,468,0.1,545,0.1,619,0.1
2,6,1,2,4,他の魚介加工品,979,0.3,23,515,0.5,1018,0.6,727,0.3,925,0.3,847,0.3,1416,0.3,1407,0.2
2,5,1,3,0,肉類,8837,2.8,22.9,4463,4.4,6712,3.9,8319,3.8,8808,3.3,10489,3.2,10683,2.6,12339,1.7
2,6,1,3,1,生鮮肉,7241,2.3,24.8,3636,3.6,5446,3.2,6818,3.1,7028,2.6,8803,2.7,8943,2.2,9975,1.4
2,6,1,3,2,加工肉,1596,0.5,14.9,827,0.8,1267,0.7,1501,0.7,1780,0.7,1686,0.5,1740,0.4,2365,0.3
2,5,1,4,0,乳卵類,4759,1.5,12.4,3032,3,3981,2.3,4441,2,4562,1.7,5368,1.7,5478,1.3,6434,0.9
2,6,1,4,1,牛乳,1470,0.5,0.1,1036,1,1461,0.9,1412,0.6,1444,0.5,1397,0.4,1417,0.3,2120,0.3
2,6,1,4,2,乳製品,2427,0.8,23.4,1341,1.3,1724,1,2277,1,2134,0.8,3049,0.9,3146,0.8,3308,0.5
2,6,1,4,3,卵,862,0.3,8,655,0.6,796,0.5,753,0.3,985,0.4,922,0.3,915,0.2,1006,0.1
2,5,1,5,0,野菜・海藻,11906,3.8,15.5,8134,8,11238,6.6,10871,5,11694,4.4,12998,4,13388,3.3,14996,2.1
2,6,1,5,1,生鮮野菜,8579,2.7,17.8,5859,5.8,8136,4.8,8135,3.7,8234,3.1,9082,2.8,9702,2.4,10893,1.5
2,6,1,5,2,乾物・海藻,827,0.3,20,463,0.5,671,0.4,594,0.3,856,0.3,1106,0.3,947,0.2,1147,0.2
2,6,1,5,3,大豆加工品,1239,0.4,5.1,989,1,1023,0.6,998,0.5,1405,0.5,1307,0.4,1429,0.3,1516,0.2
2,6,1,5,4,他の野菜・海藻加工品,1261,0.4,9.1,822,0.8,1408,0.8,1144,0.5,1199,0.5,1503,0.5,1310,0.3,1440,0.2
