項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,400万円未満／実数（円）,400万円未満／構成比（％）,400万円以上600万円未満／実数（円）,400万円以上600万円未満／構成比（％）,600万円以上800万円未満／実数（円）,600万円以上800万円未満／構成比（％）,800万円以上1000万円未満／実数（円）,800万円以上1000万円未満／構成比（％）,1000万円以上／実数（円）,1000万円以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,2380,-,2208,-,1727,-,1434,-,2251,-
0,0,0,0,0,調査世帯数,689,-,-,165,-,157,-,125,-,95,-,147,-
0,0,0,0,0,世帯人員,2.94,-,-,2.44,-,2.73,-,3.18,-,3.24,-,3.3,-
0,0,0,0,0,有業人員,1.32,-,-,0.72,-,1.1,-,1.51,-,1.65,-,1.82,-
0,0,0,0,0,世帯主平均年齢,59.4,-,-,71.4,-,62.4,-,53.5,-,52.3,-,52.6,-
0,0,0,0,0,平均年間収入(万円),763,-,-,295,-,488,-,689,-,888,-,1502,-
2,2,0,0,0,生計支出,331138,-,0.3,217659,-,268090,-,355604,-,347123,-,481759,-
2,3,0,0,0,消費支出,319428,100,-2.2,217659,100,268090,100,325155,100,347123,100,454663,100
2,4,1,0,0,食料,90238,28.2,2.6,71582,32.9,79969,29.8,91741,28.2,95110,27.4,115742,25.5
2,5,1,1,0,穀類,7116,2.2,5.1,6323,2.9,6649,2.5,7333,2.3,7793,2.2,7865,1.7
2,6,1,1,1,米類,1941,0.6,4,1880,0.9,1927,0.7,1873,0.6,2197,0.6,1925,0.4
2,6,1,1,2,パン,2918,0.9,-4.1,2489,1.1,2607,1,3080,0.9,3204,0.9,3383,0.7
2,6,1,1,3,麺類,1692,0.5,21.9,1505,0.7,1584,0.6,1831,0.6,1798,0.5,1833,0.4
2,6,1,1,4,他の穀類,565,0.2,19.7,449,0.2,531,0.2,549,0.2,594,0.2,724,0.2
2,5,1,2,0,魚介類,6797,2.1,8.2,6828,3.1,6613,2.5,6619,2,6407,1.8,7356,1.6
2,6,1,2,1,生鮮魚介,3992,1.2,7.6,3903,1.8,3770,1.4,3997,1.2,3826,1.1,4427,1
2,6,1,2,2,塩干魚介,1157,0.4,7.9,1199,0.6,1204,0.4,1132,0.3,1005,0.3,1186,0.3
2,6,1,2,3,魚肉練製品,649,0.2,8.7,747,0.3,665,0.2,606,0.2,565,0.2,622,0.1
2,6,1,2,4,他の魚介加工品,998,0.3,10.6,978,0.4,974,0.4,885,0.3,1011,0.3,1122,0.2
2,5,1,3,0,肉類,9050,2.8,17.6,6884,3.2,7697,2.9,9305,2.9,10180,2.9,11812,2.6
2,6,1,3,1,生鮮肉,7443,2.3,18.8,5631,2.6,6215,2.3,7593,2.3,8390,2.4,9900,2.2
2,6,1,3,2,加工肉,1607,0.5,12.5,1253,0.6,1482,0.6,1712,0.5,1790,0.5,1912,0.4
2,5,1,4,0,乳卵類,4805,1.5,15.1,4148,1.9,4618,1.7,4656,1.4,4610,1.3,5950,1.3
2,6,1,4,1,牛乳,1468,0.5,8.9,1344,0.6,1492,0.6,1260,0.4,1411,0.4,1781,0.4
2,6,1,4,2,乳製品,2461,0.8,20.1,2002,0.9,2292,0.9,2513,0.8,2329,0.7,3166,0.7
2,6,1,4,3,卵,876,0.3,12.7,802,0.4,834,0.3,883,0.3,870,0.3,1003,0.2
2,5,1,5,0,野菜・海藻,11355,3.6,13.2,10882,5,10980,4.1,10947,3.4,11195,3.2,12676,2.8
2,6,1,5,1,生鮮野菜,7959,2.5,15.2,7502,3.4,7493,2.8,7752,2.4,8084,2.3,8996,2
2,6,1,5,2,乾物・海藻,869,0.3,11,831,0.4,839,0.3,813,0.3,852,0.2,1002,0.2
2,6,1,5,3,大豆加工品,1237,0.4,9,1217,0.6,1238,0.5,1172,0.4,1165,0.3,1364,0.3
2,6,1,5,4,他の野菜・海藻加工品,1290,0.4,7.6,1332,0.6,1410,0.5,1210,0.4,1095,0.3,1315,0.3
2,5,1,6,0,果物,3815,1.2,10,3775,1.7,3764,1.4,3663,1.1,3394,1,4320,1
2,6,1,6,1,生鮮果物,3372,1.1,8.7,3439,1.6,3258,1.2,3283,1,3018,0.9,3735,0.8
2,6,1,6,2,果物加工品,443,0.1,20.7,336,0.2,506,0.2,380,0.1,377,0.1,585,0.1
2,5,1,7,0,油脂・調味料,4380,1.4,20.4,3789,1.7,4083,1.5,4335,1.3,4647,1.3,5174,1.1
2,6,1,7,1,油脂,473,0.1,24.8,439,0.2,454,0.2,470,0.1,495,0.1,518,0.1
2,6,1,7,2,調味料,3907,1.2,19.9,3349,1.5,3629,1.4,3865,1.2,4153,1.2,4656,1
2,5,1,8,0,菓子類,6937,2.2,6.7,5492,2.5,6108,2.3,7351,2.3,8000,2.3,8301,1.8
2,5,1,9,0,調理食品,12826,4,5.4,10755,4.9,12110,4.5,12377,3.8,13654,3.9,15508,3.4
2,6,1,9,1,主食的調理食品,5579,1.7,8.5,4543,2.1,5274,2,5494,1.7,6084,1.8,6748,1.5
2,6,1,9,2,他の調理食品,7247,2.3,3.2,6212,2.9,6835,2.5,6882,2.1,7569,2.2,8760,1.9
2,5,1,10,0,飲料,5402,1.7,8.6,4081,1.9,4943,1.8,5739,1.8,5637,1.6,6841,1.5
2,6,1,10,1,茶類,1245,0.4,0.4,1089,0.5,1199,0.4,1364,0.4,1280,0.4,1342,0.3
2,6,1,10,2,コーヒー・ココア,1107,0.3,16.9,801,0.4,1000,0.4,1079,0.3,1115,0.3,1550,0.3
2,6,1,10,3,他の飲料,3050,1,9.5,2191,1,2745,1,3296,1,3242,0.9,3949,0.9
2,5,1,11,0,酒類,4232,1.3,18.4,2793,1.3,3942,1.5,4566,1.4,4253,1.2,5755,1.3
2,5,1,12,0,外食,13522,4.2,-27.5,5832,2.7,8464,3.2,14850,4.6,15340,4.4,24183,5.3
2,6,1,12,1,一般外食,12867,4,-27.9,5778,2.7,8130,3,13707,4.2,14496,4.2,23068,5.1
2,6,1,12,2,学校給食,655,0.2,-19.3,54,0,334,0.1,1143,0.4,844,0.2,1116,0.2
2,4,2,0,0,住居,27590,8.6,16.8,21102,9.7,24904,9.3,31938,9.8,25514,7.4,35257,7.8
2,5,2,1,0,家賃地代,16273,5.1,19.6,9612,4.4,14867,5.5,13792,4.2,20668,6,23899,5.3
2,5,2,2,0,設備修繕・維持,11317,3.5,13.1,11490,5.3,10037,3.7,18146,5.6,4846,1.4,11358,2.5
2,6,2,2,1,設備材料,4308,1.3,35.4,5122,2.4,2542,0.9,6983,2.1,1743,0.5,4925,1.1
2,6,2,2,2,工事その他のサービス,7010,2.2,2.7,6368,2.9,7495,2.8,11163,3.4,3102,0.9,6433,1.4
2,4,3,0,0,光熱・水道,21508,6.7,1.1,19464,8.9,21188,7.9,22068,6.8,21578,6.2,23489,5.2
2,5,3,1,0,電気代,10114,3.2,-0.2,9094,4.2,9975,3.7,10393,3.2,9923,2.9,11213,2.5
2,5,3,2,0,ガス代,5847,1.8,-0.7,5276,2.4,5832,2.2,5887,1.8,6092,1.8,6285,1.4
2,5,3,3,0,他の光熱,266,0.1,-20.6,405,0.2,328,0.1,250,0.1,178,0.1,125,0
2,5,3,4,0,上下水道料,5283,1.7,7.5,4689,2.2,5053,1.9,5537,1.7,5385,1.6,5866,1.3
2,4,4,0,0,家具・家事用品,13578,4.3,10.4,9932,4.6,11652,4.3,13460,4.1,14583,4.2,18717,4.1
2,5,4,1,0,家庭用耐久財,4581,1.4,10.6,3863,1.8,3775,1.4,4763,1.5,4265,1.2,6233,1.4
2,6,4,1,1,家事用耐久財,2579,0.8,17,2226,1,2345,0.9,2840,0.9,2377,0.7,3131,0.7
2,6,4,1,2,冷暖房用器具,1291,0.4,0.5,1118,0.5,1163,0.4,1637,0.5,1370,0.4,1286,0.3
2,6,4,1,3,一般家具,711,0.2,9.2,518,0.2,267,0.1,286,0.1,518,0.1,1815,0.4
2,5,4,2,0,室内装備・装飾品,717,0.2,-10.2,492,0.2,592,0.2,675,0.2,802,0.2,1052,0.2
2,5,4,3,0,寝具類,948,0.3,-3.3,433,0.2,912,0.3,675,0.2,1168,0.3,1527,0.3
2,5,4,4,0,家事雑貨,2809,0.9,12.4,1654,0.8,2224,0.8,2888,0.9,3258,0.9,4223,0.9
2,5,4,5,0,家事用消耗品,3667,1.1,21.8,2773,1.3,3427,1.3,3779,1.2,4265,1.2,4376,1
2,5,4,6,0,家事サービス,856,0.3,-1.5,718,0.3,722,0.3,681,0.2,825,0.2,1306,0.3
2,4,5,0,0,被服及び履物,11365,3.6,-19.1,5070,2.3,8085,3,10674,3.3,12648,3.6,20791,4.6
2,5,5,1,0,和服,283,0.1,42.9,519,0.2,216,0.1,43,0,483,0.1,187,0
2,5,5,2,0,洋服,4639,1.5,-22.6,1440,0.7,3119,1.2,4485,1.4,4692,1.4,9510,2.1
2,6,5,2,1,男子用洋服,1333,0.4,-25.4,459,0.2,898,0.3,1218,0.4,1525,0.4,2667,0.6
2,6,5,2,2,婦人用洋服,2767,0.9,-24.3,840,0.4,1815,0.7,2556,0.8,2559,0.7,5947,1.3
2,6,5,2,3,子供用洋服,538,0.2,-2,141,0.1,406,0.2,710,0.2,608,0.2,896,0.2
2,5,5,3,0,シャツ・セーター類,2043,0.6,-24.5,881,0.4,1632,0.6,1868,0.6,2183,0.6,3667,0.8
2,6,5,3,1,男子用シャツ・セーター類,600,0.2,-30.6,270,0.1,423,0.2,535,0.2,766,0.2,1065,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1286,0.4,-23.7,589,0.3,1072,0.4,1135,0.3,1186,0.3,2369,0.5
2,6,5,3,3,子供用シャツ・セーター類,157,0,0,21,0,137,0.1,198,0.1,232,0.1,233,0.1
2,5,5,4,0,下着類,1025,0.3,-3.8,681,0.3,851,0.3,957,0.3,1230,0.4,1484,0.3
2,6,5,4,1,男子用下着類,314,0.1,-5.7,258,0.1,320,0.1,260,0.1,332,0.1,397,0.1
2,6,5,4,2,婦人用下着類,601,0.2,-4,410,0.2,445,0.2,536,0.2,723,0.2,929,0.2
2,6,5,4,3,子供用下着類,111,0,3.7,12,0,86,0,161,0,175,0.1,158,0
2,5,5,5,0,生地・糸類,161,0.1,-7.5,196,0.1,85,0,172,0.1,145,0,203,0
2,5,5,6,0,他の被服,811,0.3,-21.4,429,0.2,644,0.2,873,0.3,915,0.3,1249,0.3
2,5,5,7,0,履物類,1439,0.5,-21.6,688,0.3,1054,0.4,1424,0.4,1728,0.5,2430,0.5
2,5,5,8,0,被服関連サービス,966,0.3,-7.5,237,0.1,483,0.2,853,0.3,1271,0.4,2061,0.5
2,4,6,0,0,保健医療,17767,5.6,6.3,13959,6.4,16664,6.2,17705,5.4,16597,4.8,23622,5.2
2,5,6,1,0,医薬品,3016,0.9,2.6,2760,1.3,3026,1.1,3345,1,2927,0.8,3068,0.7
2,5,6,2,0,健康保持用摂取品,1451,0.5,10.3,988,0.5,1836,0.7,1520,0.5,1094,0.3,1750,0.4
2,5,6,3,0,保健医療用品・器具,3346,1,21.9,2148,1,3057,1.1,3133,1,3970,1.1,4618,1
2,5,6,4,0,保健医療サービス,9954,3.1,2.4,8063,3.7,8746,3.3,9707,3,8606,2.5,14186,3.1
2,4,7,0,0,交通・通信,34165,10.7,-6.5,21543,9.9,26038,9.7,37090,11.4,36569,10.5,51288,11.3
2,5,7,1,0,交通,5688,1.8,-42.6,1858,0.9,3415,1.3,5266,1.6,8409,2.4,10491,2.3
2,5,7,2,0,自動車等関係費,15056,4.7,6.3,10290,4.7,10834,4,16698,5.1,13006,3.7,23942,5.3
2,6,7,2,1,自動車等購入,4606,1.4,32.1,3414,1.6,1829,0.7,4395,1.4,3086,0.9,9330,2.1
2,6,7,2,2,自転車購入,512,0.2,34.7,244,0.1,540,0.2,530,0.2,352,0.1,908,0.2
2,6,7,2,3,自動車等維持,9938,3.1,-3.5,6632,3,8466,3.2,11773,3.6,9569,2.8,13704,3
2,5,7,3,0,通信,13421,4.2,7.7,9395,4.3,11789,4.4,15126,4.7,15154,4.4,16854,3.7
2,4,8,0,0,教育,19167,6,-0.6,4159,1.9,8747,3.3,17923,5.5,34004,9.8,37317,8.2
2,5,8,1,0,授業料等,14293,4.5,1.2,3788,1.7,7354,2.7,14221,4.4,24263,7,26571,5.8
2,5,8,2,0,教科書・学習参考教材,279,0.1,29.8,66,0,118,0,306,0.1,498,0.1,513,0.1
2,5,8,3,0,補習教育,4594,1.4,-7.2,305,0.1,1275,0.5,3396,1,9243,2.7,10234,2.3
2,4,9,0,0,教養娯楽,31569,9.9,-15.8,18484,8.5,24137,9,31503,9.7,34079,9.8,51110,11.2
2,5,9,1,0,教養娯楽用耐久財,3508,1.1,36.6,1874,0.9,1856,0.7,3472,1.1,4341,1.3,6451,1.4
2,5,9,2,0,教養娯楽用品,7647,2.4,1.4,4334,2,5495,2,7351,2.3,8912,2.6,12549,2.8
2,5,9,3,0,書籍・他の印刷物,3918,1.2,-0.3,3711,1.7,3224,1.2,3722,1.1,3842,1.1,5014,1.1
2,5,9,4,0,教養娯楽サービス,16496,5.2,-29.7,8565,3.9,13562,5.1,16959,5.2,16983,4.9,27096,6
2,6,9,4,1,宿泊料,1469,0.5,-53.7,449,0.2,1002,0.4,1119,0.3,1081,0.3,3506,0.8
2,6,9,4,2,パック旅行費,1509,0.5,-69.7,408,0.2,2120,0.8,826,0.3,1705,0.5,2510,0.6
2,6,9,4,3,月謝類,3848,1.2,-5.4,1427,0.7,2215,0.8,5340,1.6,4192,1.2,6676,1.5
2,6,9,4,4,他の教養娯楽サービス,9670,3,-14.1,6281,2.9,8225,3.1,9674,3,10005,2.9,14405,3.2
2,4,10,0,0,その他の消費支出,52480,16.4,-8.5,32364,14.9,46706,17.4,51054,15.7,56441,16.3,77329,17
2,5,10,1,0,諸雑費,24795,7.8,-3.9,14306,6.6,19972,7.4,25434,7.8,26474,7.6,38679,8.5
2,6,10,1,1,理美容サービス,3639,1.1,-5,2273,1,3038,1.1,3625,1.1,3676,1.1,5601,1.2
2,6,10,1,2,理美容用品,5427,1.7,1.6,2980,1.4,4339,1.6,5568,1.7,6168,1.8,8452,1.9
2,6,10,1,3,身の回り用品,2119,0.7,-18.9,811,0.4,1028,0.4,1958,0.6,2142,0.6,4666,1
2,6,10,1,4,たばこ,1057,0.3,36,704,0.3,1193,0.4,939,0.3,1253,0.4,1255,0.3
2,6,10,1,5,他の諸雑費,12555,3.9,-5.3,7538,3.5,10373,3.9,13343,4.1,13234,3.8,18705,4.1
2,5,10,2,0,こづかい,8014,2.5,-6.1,4570,2.1,8001,3,7721,2.4,10309,3,10448,2.3
2,5,10,3,0,交際費,16736,5.2,-17.7,13385,6.1,16971,6.3,16253,5,14049,4,21914,4.8
2,6,10,3,0,食料,3834,1.2,-25.1,3050,1.4,3407,1.3,3212,1,3488,1,5742,1.3
2,6,10,3,0,家具・家事用品,235,0.1,35.1,142,0.1,119,0,183,0.1,249,0.1,477,0.1
2,6,10,3,0,被服及び履物,388,0.1,-31.9,134,0.1,413,0.2,253,0.1,436,0.1,710,0.2
2,6,10,3,0,教養娯楽,717,0.2,-49.6,643,0.3,587,0.2,727,0.2,499,0.1,1020,0.2
2,6,10,3,0,他の物品サービス,433,0.1,-19.5,233,0.1,441,0.2,231,0.1,206,0.1,924,0.2
