項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,363,-,-,50,-,53,-,51,-,54,-,54,-,52,-,49,-
0,0,世帯人員,3.38,-,-,3.16,-,3.34,-,3.32,-,3.17,-,3.47,-,3.56,-,3.66,-
0,0,有業人員,1.71,-,-,1.55,-,1.64,-,1.44,-,1.62,-,1.95,-,1.88,-,1.91,-
0,0,世帯主平均年齢,49,-,-,53.2,-,50.8,-,46.1,-,47.5,-,47.1,-,49.6,-,48.8,-
0,0,消費支出,333977,-,-6.8,235612,-,251057,-,289595,-,326223,-,360898,-,390348,-,480078,-
0,0,公共的料金,86043,25.8,-9,73903,31.4,73080,29.1,88900,30.7,78765,24.1,84111,23.3,84781,21.7,117700,24.5
1,0,公共料金等,60813,18.2,-2.4,50294,21.3,56103,22.3,61326,21.2,59895,18.4,57952,16.1,63226,16.2,76335,15.9
1,1,米,2078,0.6,24.7,1746,0.7,2543,1,1884,0.7,1579,0.5,1961,0.5,2398,0.6,2413,0.5
1,1,食塩,38,0,-9.5,12,0,47,0,33,0,52,0,27,0,49,0,46,0
1,1,学校給食,995,0.3,15.3,583,0.2,681,0.3,1239,0.4,641,0.2,1169,0.3,1323,0.3,1308,0.3
1,1,公営家賃,3627,1.1,38.2,6403,2.7,2808,1.1,6895,2.4,4030,1.2,-,-,4547,1.2,739,0.2
1,1,電気代,9032,2.7,-0.3,7951,3.4,7209,2.9,8531,2.9,8956,2.7,9262,2.6,9730,2.5,11517,2.4
1,1,都市ガス,4060,1.2,11.1,3966,1.7,3976,1.6,4259,1.5,3692,1.1,3960,1.1,4743,1.2,3821,0.8
1,1,上下水道料,6311,1.9,14.3,7062,3,5955,2.4,4609,1.6,3996,1.2,7771,2.2,8344,2.1,6460,1.3
1,1,医科診療代,2933,0.9,8.4,1488,0.6,4548,1.8,2927,1,2805,0.9,2330,0.6,3326,0.9,3077,0.6
1,1,歯科診療代,1943,0.6,22.6,984,0.4,769,0.3,2489,0.9,923,0.3,3176,0.9,1564,0.4,3642,0.8
1,1,出産入院料,1265,0.4,...,-,-,-,-,8746,3,-,-,-,-,-,-,-,-
1,1,他の入院料,2030,0.6,-16.3,-,-,510,0.2,6,0,10343,3.2,196,0.1,-,-,3204,0.7
1,1,鉄道運賃,1639,0.5,-76.4,985,0.4,571,0.2,998,0.3,2287,0.7,1627,0.5,1466,0.4,3500,0.7
1,1,鉄道通学定期代,208,0.1,-53.6,234,0.1,-,-,227,0.1,385,0.1,85,0,279,0.1,244,0.1
1,1,鉄道通勤定期代,2714,0.8,-26.9,-,-,3778,1.5,306,0.1,4220,1.3,2157,0.6,2542,0.7,5921,1.2
1,1,バス代,273,0.1,-58.8,128,0.1,230,0.1,344,0.1,73,0,457,0.1,390,0.1,285,0.1
1,1,バス通学定期代,108,0,-65.4,-,-,-,-,-,-,-,-,-,-,204,0.1,540,0.1
1,1,バス通勤定期代,226,0.1,...,-,-,26,0,19,0,-,-,26,0,137,0,1341,0.3
1,1,タクシー代,568,0.2,-32.4,399,0.2,931,0.4,1087,0.4,211,0.1,501,0.1,357,0.1,478,0.1
1,1,航空運賃,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,郵便料,165,0,-12.2,269,0.1,138,0.1,95,0,149,0,92,0,202,0.1,211,0
1,1,固定電話通信料,1254,0.4,10.8,1734,0.7,1699,0.7,878,0.3,1013,0.3,972,0.3,1273,0.3,1219,0.3
1,1,携帯電話通信料,12454,3.7,9.2,7603,3.2,11569,4.6,11302,3.9,11263,3.5,14956,4.1,15172,3.9,15207,3.2
1,1,ＮＨＫ放送受信料,1549,0.5,-0.1,823,0.3,2440,1,1676,0.6,404,0.1,1522,0.4,1509,0.4,2422,0.5
1,1,ケーブルテレビ放送受信料,953,0.3,-10.8,202,0.1,1680,0.7,790,0.3,1148,0.4,909,0.3,1335,0.3,612,0.1
1,1,他の放送受信料,171,0.1,5.6,74,0,498,0.2,138,0,11,0,103,0,94,0,270,0.1
1,1,国公立小学校,268,0.1,5.5,225,0.1,370,0.1,295,0.1,453,0.1,62,0,158,0,308,0.1
1,1,国公立中学校,526,0.2,68.1,130,0.1,1031,0.4,-,-,131,0,176,0,623,0.2,1562,0.3
1,1,国公立高校,669,0.2,323.4,591,0.3,-,-,-,-,266,0.1,-,-,-,-,3747,0.8
1,1,国公立大学,1389,0.4,...,6290,2.7,-,-,-,-,-,-,3562,1,-,-,-,-
1,1,たばこ,1367,0.4,47,412,0.2,2098,0.8,1553,0.5,862,0.3,893,0.2,1463,0.4,2239,0.5
2,0,準公共料金等,25229,7.6,-21.6,23609,10,16977,6.8,27574,9.5,18870,5.8,26158,7.2,21555,5.5,41365,8.6
2,1,牛乳,1556,0.5,12.5,1695,0.7,906,0.4,1314,0.5,1419,0.4,1746,0.5,2052,0.5,1761,0.4
2,1,灯油,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,プロパンガス,292,0.1,20.2,367,0.2,478,0.2,271,0.1,437,0.1,256,0.1,171,0,70,0
2,1,理髪料,556,0.2,25.2,363,0.2,329,0.1,319,0.1,1191,0.4,911,0.3,164,0,626,0.1
2,1,パーマネント代,327,0.1,380.9,501,0.2,470,0.2,-,-,239,0.1,53,0,336,0.1,681,0.1
2,1,洗濯代,505,0.2,-8.8,629,0.3,188,0.1,322,0.1,434,0.1,994,0.3,473,0.1,501,0.1
2,1,新聞,1995,0.6,-6.2,1206,0.5,1459,0.6,1805,0.6,2050,0.6,2488,0.7,1979,0.5,2950,0.6
2,1,私立小学校,214,0.1,...,-,-,-,-,-,-,-,-,-,-,466,0.1,1008,0.2
2,1,私立中学校,1224,0.4,18.5,7474,3.2,-,-,-,-,-,-,-,-,1194,0.3,-,-
2,1,私立高校,1362,0.4,-64.4,779,0.3,-,-,816,0.3,1560,0.5,2459,0.7,1794,0.5,2120,0.4
2,1,私立大学,460,0.1,-86.9,-,-,-,-,-,-,-,-,-,-,-,-,3144,0.7
2,1,幼児教育費用,2018,0.6,-53.4,164,0.1,429,0.2,4777,1.6,1092,0.3,1876,0.5,1450,0.4,4215,0.9
2,1,民営家賃,14515,4.3,6.3,10433,4.4,12718,5.1,16975,5.9,10449,3.2,15375,4.3,11475,2.9,23838,5
2,1,地代,207,0.1,-79.1,-,-,-,-,974,0.3,-,-,-,-,-,-,451,0.1
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年 8月,,,,,,,,,,,,,,,,,,,
第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
