項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,697,-,-,98,-,104,-,100,-,102,-,103,-,94,-,96,-
0,0,世帯人員,2.95,-,-,2.57,-,2.67,-,2.77,-,3.15,-,3.17,-,3.04,-,3.28,-
0,0,有業人員,1.31,-,-,1.11,-,1.04,-,1.26,-,1.3,-,1.54,-,1.49,-,1.42,-
0,0,世帯主平均年齢,59.6,-,-,63.8,-,64.2,-,58.8,-,57.9,-,57.4,-,56.6,-,58.6,-
0,0,消費支出,317065,-,-6.9,101536,-,170240,-,218548,-,266116,-,324783,-,410661,-,724200,-
0,0,公共的料金,80875,25.5,4.9,27078,26.7,46231,27.2,56466,25.8,74190,27.9,79510,24.5,107285,26.1,174591,24.1
1,0,公共料金等,55027,17.4,-0.8,23108,22.8,37781,22.2,44212,20.2,50205,18.9,53581,16.5,66850,16.3,109014,15.1
1,1,米,2155,0.7,16,1182,1.2,2015,1.2,2066,0.9,2554,1,2333,0.7,2358,0.6,2569,0.4
1,1,食塩,49,0,44.1,14,0,66,0,32,0,51,0,75,0,52,0,52,0
1,1,学校給食,839,0.3,-4.6,254,0.3,380,0.2,481,0.2,1985,0.7,583,0.2,998,0.2,1183,0.2
1,1,公営家賃,2223,0.7,-7.1,739,0.7,2523,1.5,1304,0.6,3087,1.2,3779,1.2,1455,0.4,2675,0.4
1,1,電気代,8657,2.7,7.1,5680,5.6,7443,4.4,9742,4.5,8138,3.1,9454,2.9,10035,2.4,10078,1.4
1,1,都市ガス,4251,1.3,0.4,2921,2.9,4164,2.4,4408,2,3921,1.5,4404,1.4,4628,1.1,5300,0.7
1,1,上下水道料,4333,1.4,0.5,2493,2.5,4723,2.8,5086,2.3,4313,1.6,3615,1.1,5342,1.3,4757,0.7
1,1,医科診療代,3399,1.1,-23.5,1901,1.9,2548,1.5,2700,1.2,1929,0.7,3764,1.2,6200,1.5,4743,0.7
1,1,歯科診療代,7107,2.2,146.2,345,0.3,585,0.3,908,0.4,3482,1.3,1062,0.3,1463,0.4,41665,5.8
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1395,0.4,-12.9,-,-,-,-,-,-,420,0.2,-,-,3904,1,5415,0.7
1,1,鉄道運賃,965,0.3,-69,210,0.2,178,0.1,1008,0.5,1141,0.4,1197,0.4,1595,0.4,1418,0.2
1,1,鉄道通学定期代,182,0.1,-36.1,-,-,-,-,316,0.1,171,0.1,-,-,332,0.1,450,0.1
1,1,鉄道通勤定期代,1266,0.4,-48.1,133,0.1,1179,0.7,893,0.4,583,0.2,1760,0.5,2633,0.6,1682,0.2
1,1,バス代,156,0,-59.3,58,0.1,123,0.1,204,0.1,130,0,52,0,298,0.1,230,0
1,1,バス通学定期代,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,バス通勤定期代,14,0,-41.7,-,-,-,-,67,0,-,-,-,-,-,-,33,0
1,1,タクシー代,612,0.2,-42.9,203,0.2,307,0.2,177,0.1,138,0.1,421,0.1,2183,0.5,854,0.1
1,1,航空運賃,225,0.1,-83.6,-,-,-,-,-,-,-,-,-,-,658,0.2,915,0.1
1,1,郵便料,177,0.1,9.3,132,0.1,162,0.1,168,0.1,92,0,172,0.1,323,0.1,189,0
1,1,固定電話通信料,1498,0.5,-19.9,953,0.9,1784,1,1476,0.7,1567,0.6,1552,0.5,1917,0.5,1243,0.2
1,1,携帯電話通信料,10140,3.2,4.1,3951,3.9,6985,4.1,8939,4.1,11425,4.3,13543,4.2,12305,3,13776,1.9
1,1,ＮＨＫ放送受信料,853,0.3,1.9,545,0.5,429,0.3,789,0.4,957,0.4,661,0.2,1371,0.3,1211,0.2
1,1,ケーブルテレビ放送受信料,1187,0.4,1.2,925,0.9,734,0.4,1291,0.6,1497,0.6,1265,0.4,1341,0.3,1250,0.2
1,1,他の放送受信料,170,0.1,-4,67,0.1,147,0.1,155,0.1,297,0.1,171,0.1,79,0,275,0
1,1,国公立小学校,429,0.1,39.3,94,0.1,146,0.1,154,0.1,756,0.3,831,0.3,428,0.1,594,0.1
1,1,国公立中学校,768,0.2,125.2,-,-,120,0.1,1004,0.5,687,0.3,172,0.1,2649,0.6,739,0.1
