項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9215,-,2638,-,2481,-,7362,-,6734,-,785,-
0,0,0,0,0,調査世帯数,220,-,-,204,-,55,-,52,-,165,-,152,-,16,-
0,0,0,0,0,世帯人員,2.37,-,-,2.39,-,2.27,-,2.29,-,2.41,-,2.42,-,2.16,-
0,0,0,0,0,有業人員,0.46,-,-,0.46,-,0.32,-,0.34,-,0.51,-,0.5,-,0.44,-
0,0,0,0,0,世帯主平均年齢,74.5,-,-,75.1,-,76.7,-,77,-,73.7,-,74.4,-,67.1,-
1,0,0,0,0,受取,535818,-,19.5,497162,-,292174,-,295062,-,623119,-,571628,-,989788,-
1,1,0,0,0,実収入,54865,100,26.3,52921,100,24692,100,26251,100,65677,100,62748,100,77702,100
1,2,0,0,0,経常収入,51776,94.4,41.4,49609,93.7,24337,98.6,25874,98.6,61607,93.8,58354,93,77226,99.4
1,3,0,0,0,勤め先収入,25090,45.7,-8,25357,47.9,7257,29.4,7716,29.4,31480,47.9,31857,50.8,21954,28.3
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,6504,11.9,-25.6,6544,12.4,-,-,-,-,8835,13.5,8956,14.3,6036,7.8
1,6,0,0,0,うち女,6504,11.9,-25.6,6544,12.4,-,-,-,-,8835,13.5,8956,14.3,6036,7.8
1,4,0,0,0,他の世帯員収入,18586,33.9,0.3,18813,35.5,7257,29.4,7716,29.4,22645,34.5,22902,36.5,15918,20.5
1,3,0,0,0,事業・内職収入,13851,25.2,191,10866,20.5,528,2.1,562,2.1,18624,28.4,14662,23.4,48905,62.9
1,4,0,0,0,家賃収入,6622,12.1,176.6,4639,8.8,456,1.8,484,1.8,8831,13.4,6170,9.8,29908,38.5
1,4,0,0,0,他の事業収入,1176,2.1,950,-,-,-,-,-,-,1598,2.4,-,-,14989,19.3
1,4,0,0,0,内職収入,6052,11,168.6,6226,11.8,73,0.3,77,0.3,8195,12.5,8492,13.5,4008,5.2
1,3,0,0,0,他の経常収入,12835,23.4,179.7,13386,25.3,16552,67,17597,67,11503,17.5,11834,18.9,6367,8.2
1,4,0,0,0,財産収入,3164,5.8,138.4,3433,6.5,0,0,0,0,4297,6.5,4698,7.5,-,-
1,4,0,0,0,社会保障給付,9671,17.6,199,9953,18.8,16551,67,17597,67,7206,11,7136,11.4,6367,8.2
1,5,0,0,0,公的年金給付,7133,13,155.8,7740,14.6,16502,66.8,17545,66.8,3775,5.7,4128,6.6,-,-
1,5,0,0,0,他の社会保障給付,2539,4.6,470.6,2213,4.2,49,0.2,52,0.2,3431,5.2,3009,4.8,6367,8.2
1,4,0,0,0,仕送り金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,特別収入,3090,5.6,-54.8,3312,6.3,354,1.4,377,1.4,4070,6.2,4394,7,476,0.6
1,3,0,0,0,受贈金,171,0.3,-72.6,182,0.3,-,-,-,-,232,0.4,249,0.4,41,0.1
1,3,0,0,0,他の特別収入,2919,5.3,-53,3131,5.9,354,1.4,377,1.4,3838,5.8,4145,6.6,435,0.6
1,1,0,0,0,実収入以外の受取(繰入金を除く),356684,-,12.1,365054,-,208232,-,208690,-,409877,-,422668,-,258386,-
1,2,0,0,0,預貯金引出,245260,-,5.6,250187,-,173758,-,175222,-,270881,-,277808,-,187403,-
1,2,0,0,0,保険金,20443,-,-6,22184,-,653,-,695,-,27534,-,30102,-,-,-
1,3,0,0,0,個人・企業年金保険金,18692,-,97.1,20283,-,62,-,65,-,25367,-,27733,-,-,-
1,3,0,0,0,他の保険金,1752,-,-85.7,1901,-,592,-,629,-,2167,-,2369,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,59729,-,-5.6,58771,-,33679,-,32623,-,69064,-,68406,-,70983,-
1,2,0,0,0,土地家屋売却,31164,-,...,33818,-,-,-,-,-,42331,-,46279,-,-,-
1,2,0,0,0,実収入以外の受取のその他,87,-,-90.7,94,-,141,-,150,-,68,-,74,-,-,-
1,1,0,0,0,繰入金,124268,-,43.2,79187,-,59250,-,60121,-,147565,-,86212,-,653701,-
2,0,0,0,0,支払,535818,-,19.5,497162,-,292174,-,295062,-,623119,-,571628,-,989788,-
2,1,0,0,0,実支出,265674,-,-6.1,264775,-,188657,-,189743,-,293271,-,292421,-,276242,-
2,2,0,0,0,生計支出,242889,-,-8.2,241591,-,176189,-,176625,-,266789,-,265529,-,258132,-
2,3,0,0,0,消費支出,242889,100,-8.2,241591,100,176189,100,176625,100,266789,100,265529,100,258132,100
2,4,1,0,0,食料,79472,32.7,2.9,80658,33.4,65791,37.3,65554,37.1,84374,31.6,86224,32.5,65536,25.4
2,5,1,1,0,穀類,6047,2.5,2.9,6288,2.6,6498,3.7,6728,3.8,5886,2.2,6125,2.3,3221,1.2
2,6,1,1,1,米類,1893,0.8,13.8,2001,0.8,2400,1.4,2552,1.4,1711,0.6,1798,0.7,628,0.2
2,6,1,1,2,パン,2412,1,-13.5,2485,1,2334,1.3,2371,1.3,2440,0.9,2527,1,1558,0.6
2,6,1,1,3,麺類,1338,0.6,19,1382,0.6,1437,0.8,1459,0.8,1302,0.5,1353,0.5,822,0.3
2,6,1,1,4,他の穀類,404,0.2,35.6,421,0.2,326,0.2,347,0.2,432,0.2,448,0.2,213,0.1
2,5,1,2,0,魚介類,7492,3.1,18.9,7787,3.2,6857,3.9,7087,4,7719,2.9,8045,3,4017,1.6
2,6,1,2,1,生鮮魚介,4262,1.8,21.6,4476,1.9,3734,2.1,3899,2.2,4451,1.7,4688,1.8,1746,0.7
2,6,1,2,2,塩干魚介,1399,0.6,17.2,1458,0.6,1432,0.8,1446,0.8,1387,0.5,1462,0.6,708,0.3
2,6,1,2,3,魚肉練製品,734,0.3,23.8,747,0.3,716,0.4,727,0.4,740,0.3,754,0.3,586,0.2
2,6,1,2,4,他の魚介加工品,1097,0.5,8.7,1108,0.5,975,0.6,1015,0.6,1141,0.4,1142,0.4,977,0.4
2,5,1,3,0,肉類,7756,3.2,36.2,7959,3.3,6141,3.5,5979,3.4,8334,3.1,8688,3.3,5374,2.1
2,6,1,3,1,生鮮肉,6373,2.6,45.3,6552,2.7,5001,2.8,4858,2.8,6865,2.6,7176,2.7,4272,1.7
2,6,1,3,2,加工肉,1383,0.6,5.7,1406,0.6,1140,0.6,1120,0.6,1469,0.6,1512,0.6,1103,0.4
2,5,1,4,0,乳卵類,4649,1.9,12.4,4772,2,3521,2,3565,2,5053,1.9,5216,2,3207,1.2
2,6,1,4,1,牛乳,1474,0.6,-3.2,1526,0.6,1329,0.8,1340,0.8,1525,0.6,1595,0.6,860,0.3
2,6,1,4,2,乳製品,2377,1,25.5,2413,1,1471,0.8,1487,0.8,2702,1,2754,1,1954,0.8
2,6,1,4,3,卵,798,0.3,11,833,0.3,720,0.4,738,0.4,826,0.3,868,0.3,392,0.2
2,5,1,5,0,野菜・海藻,12626,5.2,17.3,12895,5.3,10753,6.1,10737,6.1,13297,5,13690,5.2,9467,3.7
2,6,1,5,1,生鮮野菜,8854,3.6,19.4,9026,3.7,7490,4.3,7474,4.2,9342,3.5,9598,3.6,6825,2.6
2,6,1,5,2,乾物・海藻,946,0.4,21.3,991,0.4,722,0.4,722,0.4,1027,0.4,1091,0.4,415,0.2
2,6,1,5,3,大豆加工品,1326,0.5,15.4,1362,0.6,1316,0.7,1321,0.7,1330,0.5,1377,0.5,905,0.4
2,6,1,5,4,他の野菜・海藻加工品,1500,0.6,6.1,1515,0.6,1225,0.7,1220,0.7,1599,0.6,1624,0.6,1323,0.5
2,5,1,6,0,果物,5024,2.1,13.3,5159,2.1,4052,2.3,4104,2.3,5372,2,5548,2.1,3432,1.3
2,6,1,6,1,生鮮果物,4534,1.9,11.9,4646,1.9,3872,2.2,3926,2.2,4771,1.8,4912,1.8,3208,1.2
2,6,1,6,2,果物加工品,490,0.2,27.3,513,0.2,180,0.1,178,0.1,601,0.2,636,0.2,225,0.1
2,5,1,7,0,油脂・調味料,3876,1.6,14.2,3919,1.6,2972,1.7,2917,1.7,4199,1.6,4288,1.6,3369,1.3
2,6,1,7,1,油脂,460,0.2,16.2,471,0.2,278,0.2,290,0.2,525,0.2,538,0.2,329,0.1
2,6,1,7,2,調味料,3415,1.4,13.9,3447,1.4,2694,1.5,2628,1.5,3674,1.4,3749,1.4,3040,1.2
2,5,1,8,0,菓子類,5552,2.3,3.1,5701,2.4,4370,2.5,4446,2.5,5975,2.2,6164,2.3,3795,1.5
2,5,1,9,0,調理食品,11909,4.9,1.9,11731,4.9,11095,6.3,10883,6.2,12201,4.6,12043,4.5,14002,5.4
2,6,1,9,1,主食的調理食品,5396,2.2,-1.5,5238,2.2,5101,2.9,4909,2.8,5502,2.1,5359,2,7260,2.8
2,6,1,9,2,他の調理食品,6513,2.7,4.9,6493,2.7,5994,3.4,5974,3.4,6698,2.5,6684,2.5,6742,2.6
2,5,1,10,0,飲料,4744,2,1.2,4742,2,3491,2,3488,2,5193,1.9,5205,2,4759,1.8
2,6,1,10,1,茶類,1049,0.4,-16.5,1077,0.4,1099,0.6,1141,0.6,1031,0.4,1053,0.4,721,0.3
2,6,1,10,2,コーヒー・ココア,962,0.4,20.4,994,0.4,803,0.5,795,0.5,1019,0.4,1067,0.4,596,0.2
2,6,1,10,3,他の飲料,2732,1.1,3.7,2672,1.1,1588,0.9,1552,0.9,3142,1.2,3085,1.2,3442,1.3
2,5,1,11,0,酒類,4167,1.7,7.3,4225,1.7,2855,1.6,2858,1.6,4637,1.7,4728,1.8,3488,1.4
2,5,1,12,0,外食,5632,2.3,-48.7,5481,2.3,3187,1.8,2763,1.6,6508,2.4,6483,2.4,7404,2.9
2,6,1,12,1,一般外食,5632,2.3,-48.7,5481,2.3,3187,1.8,2763,1.6,6508,2.4,6483,2.4,7404,2.9
2,6,1,12,2,学校給食,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,4,2,0,0,住居,24663,10.2,72.2,19957,8.3,7241,4.1,6286,3.6,30906,11.6,24995,9.4,79933,31
2,5,2,1,0,家賃地代,6880,2.8,37.4,743,0.3,1818,1,619,0.4,8693,3.3,789,0.3,78952,30.6
2,5,2,2,0,設備修繕・維持,17784,7.3,90.9,19214,8,5423,3.1,5667,3.2,22213,8.3,24206,9.1,980,0.4
2,6,2,2,1,設備材料,3573,1.5,-3,3872,1.6,3706,2.1,3940,2.2,3525,1.3,3847,1.4,57,0
2,6,2,2,2,工事その他のサービス,14211,5.9,152.2,15342,6.4,1717,1,1727,1,18688,7,20359,7.7,923,0.4
2,4,3,0,0,光熱・水道,17824,7.3,0.5,18151,7.5,16842,9.6,16428,9.3,18176,6.8,18785,7.1,13995,5.4
2,5,3,1,0,電気代,10248,4.2,-3.7,10520,4.4,9041,5.1,8748,5,10681,4,11173,4.2,7057,2.7
2,5,3,2,0,ガス代,3225,1.3,9.5,3287,1.4,3179,1.8,3179,1.8,3241,1.2,3327,1.3,2494,1
2,5,3,3,0,他の光熱,65,0,-51.9,70,0,31,0,33,0,77,0,84,0,-,-
2,5,3,4,0,上下水道料,4286,1.8,6.8,4273,1.8,4591,2.6,4468,2.5,4177,1.6,4201,1.6,4444,1.7
2,4,4,0,0,家具・家事用品,12944,5.3,-20.5,13322,5.5,9349,5.3,9681,5.5,14232,5.3,14663,5.5,8508,3.3
2,5,4,1,0,家庭用耐久財,4699,1.9,-38.6,4840,2,4723,2.7,5021,2.8,4690,1.8,4773,1.8,3039,1.2
2,6,4,1,1,家事用耐久財,2367,1,-60.8,2310,1,4723,2.7,5021,2.8,1523,0.6,1310,0.5,3039,1.2
2,6,4,1,2,冷暖房用器具,1906,0.8,177.8,2069,0.9,-,-,-,-,2590,1,2831,1.1,-,-
2,6,4,1,3,一般家具,425,0.2,-53.6,461,0.2,-,-,-,-,578,0.2,631,0.2,-,-
2,5,4,2,0,室内装備・装飾品,432,0.2,-44.4,468,0.2,105,0.1,111,0.1,550,0.2,600,0.2,9,0
2,5,4,3,0,寝具類,2260,0.9,324.8,2395,1,137,0.1,146,0.1,3021,1.1,3224,1.2,680,0.3
2,5,4,4,0,家事雑貨,2150,0.9,-6.5,2244,0.9,1835,1,1897,1.1,2263,0.8,2372,0.9,1055,0.4
2,5,4,5,0,家事用消耗品,2883,1.2,-25.1,2888,1.2,2032,1.2,1996,1.1,3188,1.2,3217,1.2,2825,1.1
2,5,4,6,0,家事サービス,519,0.2,-55.5,487,0.2,517,0.3,510,0.3,520,0.2,478,0.2,901,0.3
2,4,5,0,0,被服及び履物,5344,2.2,-25.2,5255,2.2,3827,2.2,4041,2.3,5887,2.2,5702,2.1,6387,2.5
2,5,5,1,0,和服,34,0,112.5,37,0,-,-,-,-,47,0,51,0,-,-
2,5,5,2,0,洋服,1695,0.7,-24.8,1613,0.7,1872,1.1,1991,1.1,1631,0.6,1474,0.6,2649,1
2,6,5,2,1,男子用洋服,791,0.3,49.2,848,0.4,886,0.5,942,0.5,758,0.3,814,0.3,125,0
2,6,5,2,2,婦人用洋服,772,0.3,-55.1,765,0.3,987,0.6,1049,0.6,695,0.3,661,0.2,853,0.3
2,6,5,2,3,子供用洋服,131,0.1,...,-,-,-,-,-,-,178,0.1,-,-,1671,0.6
2,5,5,3,0,シャツ・セーター類,1012,0.4,-35.5,1092,0.5,476,0.3,506,0.3,1205,0.5,1308,0.5,80,0
2,6,5,3,1,男子用シャツ・セーター類,453,0.2,-24.1,492,0.2,286,0.2,304,0.2,513,0.2,561,0.2,-,-
2,6,5,3,2,婦人用シャツ・セーター類,559,0.2,-42.5,600,0.2,190,0.1,202,0.1,691,0.3,747,0.3,80,0
2,6,5,3,3,子供用シャツ・セーター類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,5,5,4,0,下着類,975,0.4,-9.1,799,0.3,446,0.3,474,0.3,1165,0.4,919,0.3,3047,1.2
2,6,5,4,1,男子用下着類,297,0.1,-36.8,322,0.1,98,0.1,104,0.1,368,0.1,402,0.2,-,-
2,6,5,4,2,婦人用下着類,645,0.3,8.2,455,0.2,319,0.2,339,0.2,762,0.3,498,0.2,2874,1.1
2,6,5,4,3,子供用下着類,34,0,466.7,22,0,29,0,31,0,35,0,19,0,172,0.1
2,5,5,5,0,生地・糸類,201,0.1,128.4,194,0.1,219,0.1,233,0.1,195,0.1,180,0.1,280,0.1
2,5,5,6,0,他の被服,299,0.1,-39.5,304,0.1,155,0.1,137,0.1,351,0.1,366,0.1,241,0.1
2,5,5,7,0,履物類,980,0.4,-15.1,1062,0.4,459,0.3,488,0.3,1167,0.4,1274,0.5,18,0
2,5,5,8,0,被服関連サービス,146,0.1,-70.4,152,0.1,201,0.1,213,0.1,127,0,130,0,73,0
2,4,6,0,0,保健医療,18698,7.7,2.4,18475,7.6,13989,7.9,14256,8.1,20386,7.6,20029,7.5,21324,8.3
2,5,6,1,0,医薬品,3570,1.5,-6.3,3574,1.5,3774,2.1,3628,2.1,3497,1.3,3554,1.3,3522,1.4
2,5,6,2,0,健康保持用摂取品,1774,0.7,-11.4,1870,0.8,921,0.5,904,0.5,2080,0.8,2226,0.8,645,0.2
2,5,6,3,0,保健医療用品・器具,2707,1.1,17.1,2792,1.2,1798,1,1911,1.1,3033,1.1,3116,1.2,1712,0.7
2,5,6,4,0,保健医療サービス,10647,4.4,5,10239,4.2,7496,4.3,7813,4.4,11777,4.4,11133,4.2,15445,6
2,4,7,0,0,交通・通信,22980,9.5,-12.6,24165,10,13974,7.9,14772,8.4,26207,9.8,27627,10.4,9061,3.5
2,5,7,1,0,交通,3028,1.2,-60.3,3183,1.3,2073,1.2,2192,1.2,3371,1.3,3548,1.3,1214,0.5
2,5,7,2,0,自動車等関係費,9920,4.1,22.4,10643,4.4,4175,2.4,4394,2.5,11978,4.5,12945,4.9,1428,0.6
2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,6,7,2,2,自転車購入,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
2,6,7,2,3,自動車等維持,9920,4.1,33,10643,4.4,4175,2.4,4394,2.5,11978,4.5,12945,4.9,1428,0.6
2,5,7,3,0,通信,10032,4.1,-5,10340,4.3,7727,4.4,8186,4.6,10858,4.1,11134,4.2,6418,2.5
2,4,8,0,0,教育,28,0,...,-,-,-,-,-,-,38,0,-,-,358,0.1
2,5,8,1,0,授業料等,28,0,...,-,-,-,-,-,-,38,0,-,-,358,0.1
2,5,8,2,0,教科書・学習参考教材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,5,8,3,0,補習教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,4,9,0,0,教養娯楽,23139,9.5,-26.1,24032,9.9,16900,9.6,17688,10,25375,9.5,26369,9.9,12651,4.9
2,5,9,1,0,教養娯楽用耐久財,2342,1,-39.8,2474,1,1089,0.6,1158,0.7,2792,1,2959,1.1,794,0.3
2,5,9,2,0,教養娯楽用品,5164,2.1,-17.6,5185,2.1,3224,1.8,3416,1.9,5859,2.2,5837,2.2,4911,1.9
2,5,9,3,0,書籍・他の印刷物,4342,1.8,-1.1,4448,1.8,4351,2.5,4358,2.5,4339,1.6,4481,1.7,3093,1.2
2,5,9,4,0,教養娯楽サービス,11291,4.6,-32.7,11924,4.9,8237,4.7,8757,5,12385,4.6,13091,4.9,3853,1.5
2,6,9,4,1,宿泊料,626,0.3,-69.6,680,0.3,-,-,-,-,851,0.3,930,0.4,-,-
2,6,9,4,2,パック旅行費,468,0.2,-73.3,508,0.2,237,0.1,252,0.1,551,0.2,602,0.2,-,-
2,6,9,4,3,月謝類,1766,0.7,-48.5,1868,0.8,738,0.4,784,0.4,2134,0.8,2267,0.9,564,0.2
2,6,9,4,4,他の教養娯楽サービス,8431,3.5,-11.7,8869,3.7,7262,4.1,7721,4.4,8850,3.3,9292,3.5,3289,1.3
2,4,10,0,0,その他の消費支出,37796,15.6,-32.5,37577,15.6,28276,16,27918,15.8,41208,15.4,41135,15.5,40379,15.6
2,5,10,1,0,諸雑費,18107,7.5,-34.1,17748,7.3,13498,7.7,13244,7.5,19759,7.4,19407,7.3,22333,8.7
2,6,10,1,1,理美容サービス,3006,1.2,-17,3013,1.2,3392,1.9,3425,1.9,2868,1.1,2861,1.1,2923,1.1
