項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2493,-,6268,-,496,-,89,-,743,-,5540,-
0,0,0,0,0,調査世帯数,372,-,89,-,237,-,19,-,4,-,27,-,207,-
0,0,0,0,0,世帯人員,3.24,-,2,-,3.78,-,2.39,-,2.4,-,3.35,-,3.34,-
0,0,0,0,0,有業人員,1.73,-,1.6,-,1.83,-,1.39,-,1,-,1.5,-,2.13,-
0,0,0,0,0,世帯主平均年齢,49.3,-,53.3,-,47.2,-,54.3,-,44.4,-,50.3,-,47.6,-
1,0,0,0,0,受取,1454451,-,1220903,-,1639146,-,644390,-,597926,-,1220691,-,1741877,-
1,1,0,0,0,実収入,602763,100,565965,100,663505,100,299913,100,268958,100,415945,100,710773,100
1,2,0,0,0,経常収入,596643,99,559507,98.9,657349,99.1,298510,99.5,267797,99.6,408106,98.1,703932,99
1,3,0,0,0,勤め先収入,574665,95.3,539458,95.3,634297,95.6,248586,82.9,258563,96.1,407381,97.9,691827,97.3
1,4,0,0,0,世帯主収入,453346,75.2,416253,73.5,497442,75,231749,77.3,258563,96.1,353722,85,487459,68.6
1,6,0,0,0,うち男,429931,71.3,400999,70.9,493139,74.3,49767,16.6,-,-,247522,59.5,480263,67.6
1,5,0,0,0,定期収入,441398,73.2,411415,72.7,480560,72.4,228953,76.3,258563,96.1,353435,85,474732,66.8
1,5,0,0,0,臨時収入,4295,0.7,3234,0.6,5311,0.8,2796,0.9,-,-,287,0.1,5871,0.8
1,5,0,0,0,賞与,7653,1.3,1604,0.3,11571,1.7,-,-,-,-,-,-,6856,1
1,4,0,0,0,世帯主の配偶者の収入,107201,17.8,123206,21.8,116673,17.6,-,-,-,-,45132,10.9,192059,27
1,6,0,0,0,うち女,104054,17.3,117376,20.7,113972,17.2,-,-,-,-,45132,10.9,186379,26.2
1,4,0,0,0,他の世帯員収入,14119,2.3,-,-,20182,3,16836,5.6,-,-,8527,2.1,12309,1.7
1,3,0,0,0,事業・内職収入,9095,1.5,12313,2.2,8447,1.3,14731,4.9,-,-,-,-,9789,1.4
1,4,0,0,0,家賃収入,4374,0.7,8825,1.6,2303,0.3,14731,4.9,-,-,-,-,2716,0.4
1,4,0,0,0,他の事業収入,4218,0.7,3488,0.6,5343,0.8,-,-,-,-,-,-,6616,0.9
1,4,0,0,0,内職収入,502,0.1,-,-,801,0.1,-,-,-,-,-,-,457,0.1
1,3,0,0,0,他の経常収入,12882,2.1,7735,1.4,14605,2.2,35194,11.7,9234,3.4,725,0.2,2317,0.3
1,4,0,0,0,財産収入,1211,0.2,1526,0.3,1239,0.2,-,-,-,-,725,0.2,560,0.1
1,4,0,0,0,社会保障給付,10901,1.8,6209,1.1,13204,2,21710,7.2,9234,3.4,-,-,1650,0.2
1,5,0,0,0,公的年金給付,678,0.1,2718,0.5,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,10223,1.7,3491,0.6,13204,2,21710,7.2,9234,3.4,-,-,1650,0.2
1,4,0,0,0,仕送り金,771,0.1,-,-,163,0,13483,4.5,-,-,-,-,106,0
1,2,0,0,0,特別収入,6121,1,6458,1.1,6156,0.9,1403,0.5,1161,0.4,7839,1.9,6841,1
1,3,0,0,0,受贈金,1166,0.2,481,0.1,1635,0.2,-,-,-,-,284,0.1,1637,0.2
1,3,0,0,0,他の特別収入,4955,0.8,5977,1.1,4521,0.7,1403,0.5,1161,0.4,7555,1.8,5204,0.7
1,1,0,0,0,実収入以外の受取(繰入金を除く),648522,-,538293,-,740334,-,279540,-,274585,-,490141,-,789520,-
1,2,0,0,0,預貯金引出,513006,-,385389,-,602982,-,208816,-,205881,-,385200,-,637934,-
1,2,0,0,0,保険金,2335,-,2955,-,1372,-,14894,-,-,-,-,-,111,-
1,3,0,0,0,個人・企業年金保険金,1291,-,2214,-,-,-,14894,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,1045,-,741,-,1372,-,-,-,-,-,-,-,111,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,133155,-,149923,-,135965,-,55689,-,68704,-,104885,-,151450,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,26,-,26,-,14,-,142,-,-,-,56,-,25,-
