項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7813,-,1445,-,306,-,436,-
0,0,0,0,0,調査世帯数,353,-,280,-,47,-,13,-,13,-
0,0,0,0,0,世帯人員,3.33,-,3.4,-,3.1,-,2.88,-,3.13,-
0,0,0,0,0,有業人員,1.72,-,1.75,-,1.62,-,1.62,-,1.56,-
0,0,0,0,0,世帯主平均年齢,49.6,-,51.4,-,42.5,-,54.8,-,38.6,-
1,0,0,0,0,受取,1292268,-,1346946,-,1127246,-,919628,-,1121295,-
1,1,0,0,0,実収入,566715,100,576741,100,536022,100,357511,100,635704,100
1,2,0,0,0,経常収入,556754,98.2,566879,98.3,521784,97.3,354993,99.3,632883,99.6
1,3,0,0,0,勤め先収入,541202,95.5,547858,95,517943,96.6,351343,98.3,632318,99.5
1,4,0,0,0,世帯主収入,430832,76,437684,75.9,391917,73.1,294550,82.4,532652,83.8
1,6,0,0,0,うち男,414010,73.1,420899,73,375028,70,253133,70.8,532652,83.8
1,5,0,0,0,定期収入,419582,74,424522,73.6,388538,72.5,284480,79.6,528750,83.2
1,5,0,0,0,臨時収入,6775,1.2,7435,1.3,3380,0.6,10069,2.8,3903,0.6
1,5,0,0,0,賞与,4475,0.8,5727,1,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,91875,16.2,86550,15,126026,23.5,55535,15.5,99665,15.7
1,6,0,0,0,うち女,90369,15.9,86550,15,115598,21.6,55535,15.5,99665,15.7
1,4,0,0,0,他の世帯員収入,18495,3.3,23624,4.1,-,-,1258,0.4,-,-
1,3,0,0,0,事業・内職収入,7881,1.4,9814,1.7,1477,0.3,-,-,-,-
1,4,0,0,0,家賃収入,3801,0.7,4714,0.8,817,0.2,-,-,-,-
1,4,0,0,0,他の事業収入,2622,0.5,3356,0.6,-,-,-,-,-,-
1,4,0,0,0,内職収入,1458,0.3,1744,0.3,660,0.1,-,-,-,-
1,3,0,0,0,他の経常収入,7671,1.4,9207,1.6,2364,0.4,3650,1,565,0.1
1,4,0,0,0,財産収入,523,0.1,561,0.1,414,0.1,-,-,565,0.1
1,4,0,0,0,社会保障給付,6754,1.2,8161,1.4,1846,0.3,3650,1,-,-
1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,6754,1.2,8161,1.4,1846,0.3,3650,1,-,-
1,4,0,0,0,仕送り金,394,0.1,485,0.1,105,0,-,-,-,-
1,2,0,0,0,特別収入,9962,1.8,9861,1.7,14238,2.7,2518,0.7,2821,0.4
1,3,0,0,0,受贈金,2484,0.4,911,0.2,11741,2.2,-,-,1735,0.3
1,3,0,0,0,他の特別収入,7478,1.3,8951,1.6,2497,0.5,2518,0.7,1086,0.2
1,1,0,0,0,実収入以外の受取(繰入金を除く),542706,-,566964,-,465426,-,491690,-,400081,-
1,2,0,0,0,預貯金引出,406503,-,424578,-,348785,-,411018,-,270820,-
1,2,0,0,0,保険金,2977,-,3811,-,-,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,2845,-,3641,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,132,-,170,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,129,-,-,-,891,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,1170,-,1498,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,131763,-,136947,-,115317,-,80672,-,129260,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,164,-,130,-,433,-,-,-,-,-
1,1,0,0,0,繰入金,182847,-,203241,-,125798,-,70427,-,85510,-
2,0,0,0,0,支払,1292268,-,1346946,-,1127246,-,919628,-,1121295,-
2,1,0,0,0,実支出,466628,-,479119,-,435327,-,334939,-,439079,-
2,2,0,0,0,生計支出,352760,-,361633,-,339055,-,272630,-,295539,-
2,3,0,0,0,消費支出,352760,100,361633,100,339055,100,272630,100,295539,100
2,4,1,0,0,食料,93902,26.6,99713,27.6,69939,20.6,71424,26.2,84995,28.8
2,5,1,1,0,穀類,6815,1.9,7150,2,5472,1.6,5718,2.1,6029,2
2,6,1,1,1,米類,1852,0.5,1975,0.5,1350,0.4,1336,0.5,1670,0.6
2,6,1,1,2,パン,2894,0.8,2993,0.8,2492,0.7,2841,1,2482,0.8
2,6,1,1,3,麺類,1565,0.4,1629,0.5,1301,0.4,1384,0.5,1415,0.5
2,6,1,1,4,他の穀類,504,0.1,552,0.2,328,0.1,157,0.1,462,0.2
2,5,1,2,0,魚介類,5587,1.6,6229,1.7,3262,1,3297,1.2,3387,1.1
2,6,1,2,1,生鮮魚介,3438,1,3857,1.1,1981,0.6,1835,0.7,1885,0.6
2,6,1,2,2,塩干魚介,965,0.3,1075,0.3,573,0.2,675,0.2,492,0.2
2,6,1,2,3,魚肉練製品,389,0.1,427,0.1,212,0.1,362,0.1,320,0.1
2,6,1,2,4,他の魚介加工品,795,0.2,871,0.2,496,0.1,425,0.2,690,0.2
