項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,372,-,-,51,-,56,-,56,-,58,-,53,-,49,-,49,-
0,0,0,0,0,世帯人員,3.24,-,-,2.87,-,3.15,-,3.26,-,3.42,-,3.38,-,3.3,-,3.27,-
0,0,0,0,0,有業人員,1.73,-,-,1.49,-,1.44,-,1.57,-,1.94,-,1.78,-,1.85,-,2.01,-
0,0,0,0,0,世帯主平均年齢,49.3,-,-,58.1,-,49.5,-,44.6,-,46,-,48.1,-,49.6,-,49.6,-
1,0,0,0,0,受取,1454451,-,28,609960,-,796804,-,1022159,-,1402445,-,1362559,-,1784833,-,3177088,-
1,1,0,0,0,実収入,602763,100,7.7,95678,100,337599,100,475821,100,561014,100,648624,100,815868,100,1271474,100
1,2,0,0,0,経常収入,596643,99,7.2,91683,95.8,335738,99.4,470711,98.9,553672,98.7,644144,99.3,808961,99.2,1258367,99
1,3,0,0,0,勤め先収入,574665,95.3,5.7,81659,85.3,314939,93.3,416473,87.5,534299,95.2,641443,98.9,789767,96.8,1231298,96.8
1,4,0,0,0,世帯主収入,453346,75.2,1,71320,74.5,294197,87.1,366483,77,417831,74.5,538121,83,616043,75.5,859865,67.6
1,6,0,0,0,うち男,429931,71.3,0.6,50338,52.6,241610,71.6,366483,77,392882,70,501643,77.3,587223,72,859865,67.6
1,5,0,0,0,定期収入,441398,73.2,0.9,71194,74.4,293742,87,364095,76.5,413875,73.8,528997,81.6,610168,74.8,798946,62.8
1,5,0,0,0,臨時収入,4295,0.7,37.6,126,0.1,455,0.1,2388,0.5,3956,0.7,6334,1,5875,0.7,10833,0.9
1,5,0,0,0,賞与,7653,1.3,-8.6,-,-,-,-,-,-,-,-,2790,0.4,-,-,50085,3.9
1,4,0,0,0,世帯主の配偶者の収入,107201,17.8,34.6,6154,6.4,18562,5.5,49991,10.5,105731,18.8,88835,13.7,137630,16.9,340258,26.8
1,6,0,0,0,うち女,104054,17.3,33.4,6154,6.4,18562,5.5,49991,10.5,101621,18.1,81091,12.5,127349,15.6,340258,26.8
