区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,657,-,-,88,-,95,-,99,-,98,-,94,-,92,-,91,-
0,0,世帯人員,2.91,-,-,2.48,-,2.83,-,2.75,-,2.97,-,2.92,-,3.12,-,3.3,-
0,0,有業人員,1.3,-,-,1.15,-,1.1,-,1.3,-,1.26,-,1.43,-,1.38,-,1.5,-
0,0,世帯主平均年齢,59.3,-,-,61.5,-,63,-,62.8,-,58.7,-,55.7,-,56.2,-,57.4,-
0,0,消費支出,255824,100,-21.9,87735,100,141747,100,181133,100,210627,100,259888,100,329813,100,576645,100
1,0,商品,161352,63.1,-3.2,72526,82.7,107204,75.6,128338,70.9,148052,70.3,158299,60.9,202981,61.5,310465,53.8
1,1,耐久財,19438,7.6,-11.5,397,0.5,941,0.7,5030,2.8,3530,1.7,9045,3.5,23101,7,93471,16.2
1,2,半耐久財,15643,6.1,-41.3,4074,4.6,7727,5.5,11437,6.3,11571,5.5,16311,6.3,24120,7.3,34089,5.9
1,3,非耐久財,126271,49.4,7,68055,77.6,98536,69.5,111871,61.8,132950,63.1,132943,51.2,155760,47.2,182905,31.7
1,0,サービス,94472,36.9,-41.2,15208,17.3,34543,24.4,52795,29.1,62575,29.7,101589,39.1,126832,38.5,266179,46.2
2,0,食料,89369,34.9,-4.1,50325,57.4,66957,47.2,76011,42,89656,42.6,93012,35.8,115691,35.1,133320,23.1
2,3,非耐久財,82566,32.3,15.5,47897,54.6,63824,45,71526,39.5,84379,40.1,85182,32.8,104325,31.6,120284,20.9
2,4,サービス,6803,2.7,-68.6,2428,2.8,3132,2.2,4485,2.5,5277,2.5,7829,3,11366,3.4,13036,2.3
2,0,住居,22461,8.8,-8.8,521,0.6,5879,4.1,12937,7.1,8711,4.1,31804,12.2,28538,8.7,68477,11.9
2,1,耐久財,1406,0.5,-46.1,-,-,116,0.1,-,-,471,0.2,51,0,-,-,9142,1.6
2,2,半耐久財,421,0.2,86.3,83,0.1,172,0.1,321,0.2,482,0.2,497,0.2,748,0.2,639,0.1
2,4,サービス,20634,8.1,-5.4,438,0.5,5591,3.9,12616,7,7758,3.7,31256,12,27790,8.4,58695,10.2
2,0,光熱・水道（非耐久財）,20994,8.2,-4.1,10674,12.2,20147,14.2,21177,11.7,23185,11,22607,8.7,22833,6.9,26202,4.5
2,0,家具・家事用品,13241,5.2,16,3417,3.9,5308,3.7,9828,5.4,8650,4.1,12999,5,22390,6.8,29961,5.2
2,1,耐久財,5104,2,36.3,21,0,391,0.3,3558,2,195,0.1,4579,1.8,11966,3.6,14969,2.6
2,2,半耐久財,3352,1.3,-1.1,1177,1.3,1759,1.2,2310,1.3,3181,1.5,2803,1.1,4370,1.3,7813,1.4
2,3,非耐久財,3871,1.5,20.7,2002,2.3,2804,2,3187,1.8,4661,2.2,4100,1.6,4830,1.5,5478,0.9
2,4,サービス,915,0.4,-14.7,217,0.2,354,0.2,773,0.4,613,0.3,1517,0.6,1223,0.4,1700,0.3
2,0,被服及び履物,8041,3.1,-47.9,1812,2.1,3421,2.4,5753,3.2,5980,2.8,8259,3.2,11616,3.5,19347,3.4
2,2,半耐久財,6883,2.7,-50.4,1635,1.9,3089,2.2,5218,2.9,4799,2.3,7279,2.8,9697,2.9,16382,2.8
2,4,サービス,1159,0.5,-25.2,176,0.2,332,0.2,535,0.3,1181,0.6,980,0.4,1919,0.6,2965,0.5
2,0,保健医療,13416,5.2,-17.3,3456,3.9,7489,5.3,9183,5.1,12895,6.1,12053,4.6,17932,5.4,30703,5.3
2,1,耐久財,682,0.3,-15.5,-,-,66,0,457,0.3,398,0.2,405,0.2,487,0.1,2941,0.5
2,2,半耐久財,208,0.1,-79.4,106,0.1,83,0.1,153,0.1,100,0,268,0.1,185,0.1,556,0.1
2,3,非耐久財,6091,2.4,0.3,2108,2.4,3945,2.8,5485,3,7223,3.4,7794,3,7436,2.3,8594,1.5
2,4,サービス,6436,2.5,-22.7,1243,1.4,3395,2.4,3087,1.7,5174,2.5,3586,1.4,9823,3,18612,3.2
2,0,交通・通信,32020,12.5,-33,4964,5.7,10536,7.4,13936,7.7,20292,9.6,28123,10.8,38265,11.6,107341,18.6
2,1,耐久財,8162,3.2,-30.2,6,0,147,0.1,35,0,374,0.2,1974,0.8,3716,1.1,50559,8.8
2,2,半耐久財,516,0.2,-72.8,31,0,203,0.1,388,0.2,427,0.2,513,0.2,1147,0.3,895,0.2
2,3,非耐久財,1031,0.4,-55.3,501,0.6,608,0.4,792,0.4,900,0.4,897,0.3,1605,0.5,1906,0.3
2,4,サービス,22312,8.7,-30,4427,5,9578,6.8,12722,7,18590,8.8,24739,9.5,31797,9.6,53981,9.4
2,0,教育,12573,4.9,-57.5,111,0.1,838,0.6,2483,1.4,3319,1.6,4868,1.9,13929,4.2,62078,10.8
2,3,非耐久財,464,0.2,126.3,-,-,-,-,342,0.2,100,0,244,0.1,608,0.2,1947,0.3
2,4,サービス,12109,4.7,-58.8,111,0.1,838,0.6,2141,1.2,3219,1.5,4624,1.8,13321,4,60131,10.4
2,0,教養娯楽,24825,9.7,-36.8,6911,7.9,12123,8.6,15105,8.3,17686,8.4,24649,9.5,32590,9.9,64339,11.2
2,1,耐久財,3723,1.5,55.3,365,0.4,120,0.1,934,0.5,1880,0.9,1819,0.7,5306,1.6,15542,2.7
2,2,半耐久財,3238,1.3,-22.9,672,0.8,1628,1.1,2419,1.3,2000,0.9,4003,1.5,6356,1.9,5566,1
2,3,非耐久財,6428,2.5,-10.1,3027,3.5,4475,3.2,4943,2.7,6355,3,7479,2.9,7823,2.4,10836,1.9
2,4,サービス,11435,4.5,-55.2,2848,3.2,5900,4.2,6809,3.8,7451,3.5,11348,4.4,13105,4,32396,5.6
2,0,諸雑費,18885,7.4,-32.4,5543,6.3,9050,6.4,14719,8.1,20253,9.6,21515,8.3,26030,7.9,34877,6
2,1,耐久財,361,0.1,-48.9,5,0,102,0.1,46,0,212,0.1,216,0.1,1625,0.5,317,0.1
2,2,半耐久財,1027,0.4,-50,370,0.4,794,0.6,628,0.3,582,0.3,948,0.4,1617,0.5,2237,0.4
2,3,非耐久財,4827,1.9,-15.7,1846,2.1,2733,1.9,4419,2.4,6148,2.9,4641,1.8,6299,1.9,7658,1.3
2,4,サービス,12670,5,-34.9,3321,3.8,5422,3.8,9626,5.3,13312,6.3,15710,6,16489,5,24664,4.3
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年 5月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,,
注1)財・サービス別結果は、品目別分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注2)消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等、消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
