項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,365,-,-,52,-,56,-,56,-,52,-,52,-,50,-,47,-
0,0,0,0,0,世帯人員,3.3,-,-,2.94,-,3.19,-,3.42,-,3.33,-,3.38,-,3.28,-,3.53,-
0,0,0,0,0,有業人員,1.71,-,-,1.62,-,1.55,-,1.67,-,1.71,-,1.66,-,1.86,-,1.9,-
0,0,0,0,0,世帯主平均年齢,49.4,-,-,54.1,-,46.8,-,48.1,-,48.2,-,50.5,-,48.4,-,50.1,-
0,0,0,0,0,平均年間収入(万円),887,-,-,355,-,557,-,692,-,814,-,950,-,1137,-,1701,-
1,0,0,0,0,受取,1412099,-,8.5,679539,-,979473,-,1206145,-,1374972,-,1434208,-,1843077,-,2398267,-
1,1,0,0,0,実収入,701538,100,4.2,315486,100,471085,100,564162,100,663886,100,724114,100,883801,100,1307528,100
1,2,0,0,0,経常収入,675758,96.3,2,297415,94.3,453445,96.3,538427,95.4,633535,95.4,697170,96.3,850380,96.2,1279327,97.8
1,3,0,0,0,勤め先収入,639589,91.2,2.4,250145,79.3,417950,88.7,497024,88.1,590693,89,668157,92.3,821014,92.9,1249780,95.6
1,4,0,0,0,世帯主収入,523450,74.6,0.1,214685,68,359933,76.4,445318,78.9,492359,74.2,563592,77.8,666209,75.4,935790,71.6
1,6,0,0,0,うち男,499359,71.2,0.3,172989,54.8,342042,72.6,420926,74.6,477980,72,540983,74.7,628507,71.1,924769,70.7
1,5,0,0,0,定期収入,421611,60.1,0.2,199341,63.2,303323,64.4,359999,63.8,412472,62.1,466607,64.4,510133,57.7,700290,53.6
1,5,0,0,0,臨時収入,6025,0.9,6.6,1869,0.6,5023,1.1,8121,1.4,4839,0.7,6619,0.9,7581,0.9,8128,0.6
1,5,0,0,0,賞与,95814,13.7,-0.6,13475,4.3,51587,11,77197,13.7,75048,11.3,90366,12.5,148495,16.8,227372,17.4
1,4,0,0,0,世帯主の配偶者の収入,101297,14.4,14.6,30648,9.7,50510,10.7,40386,7.2,82719,12.5,93634,12.9,135374,15.3,279546,21.4
1,6,0,0,0,うち女,96503,13.8,11.3,29045,9.2,48378,10.3,39989,7.1,82719,12.5,90825,12.5,123755,14,264456,20.2
1,4,0,0,0,他の世帯員収入,14843,2.1,10.2,4812,1.5,7507,1.6,11321,2,15615,2.4,10932,1.5,19431,2.2,34444,2.6
1,3,0,0,0,事業・内職収入,6722,1,-10.6,903,0.3,4900,1,7115,1.3,6011,0.9,6686,0.9,9037,1,12529,1
1,4,0,0,0,家賃収入,3346,0.5,-1.5,524,0.2,3869,0.8,1256,0.2,4410,0.7,2831,0.4,4115,0.5,6444,0.5
1,4,0,0,0,他の事業収入,1910,0.3,-26.3,242,0.1,-,-,5321,0.9,134,0,3031,0.4,3888,0.4,878,0.1
1,4,0,0,0,内職収入,1467,0.2,-3.9,138,0,1031,0.2,539,0.1,1467,0.2,824,0.1,1033,0.1,5207,0.4
1,3,0,0,0,他の経常収入,29447,4.2,-2.8,46367,14.7,30595,6.5,34288,6.1,36832,5.5,22327,3.1,20330,2.3,17018,1.3
1,4,0,0,0,財産収入,1363,0.2,-11.7,477,0.2,743,0.2,2602,0.5,2812,0.4,161,0,356,0,2525,0.2
1,4,0,0,0,社会保障給付,26967,3.8,-5.9,40027,12.7,29845,6.3,31623,5.6,33649,5.1,21735,3,18944,2.1,14435,1.1
1,5,0,0,0,公的年金給付,16490,2.4,-18.4,32908,10.4,19073,4,20821,3.7,20625,3.1,12683,1.8,6813,0.8,3773,0.3
1,5,0,0,0,他の社会保障給付,10477,1.5,24.2,7119,2.3,10772,2.3,10801,1.9,13024,2,9052,1.3,12132,1.4,10662,0.8
1,4,0,0,0,仕送り金,1117,0.2,995.1,5863,1.9,7,0,62,0,371,0.1,431,0.1,1030,0.1,58,0
1,2,0,0,0,特別収入,25780,3.7,139.1,18070,5.7,17640,3.7,25736,4.6,30350,4.6,26944,3.7,33421,3.8,28201,2.2
1,3,0,0,0,受贈金,1726,0.2,-30.5,1104,0.3,1215,0.3,1937,0.3,4055,0.6,1138,0.2,1203,0.1,1324,0.1
