項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7073,-,1912,-,613,-,401,-
0,0,0,0,0,調査世帯数,354,-,256,-,63,-,22,-,13,-
0,0,0,0,0,世帯人員,3.28,-,3.41,-,2.79,-,3.44,-,3.05,-
0,0,0,0,0,有業人員,1.69,-,1.7,-,1.67,-,1.81,-,1.38,-
0,0,0,0,0,世帯主平均年齢,49.2,-,50.5,-,44.5,-,51.5,-,44.4,-
1,0,0,0,0,受取,1147831,-,1115665,-,1396356,-,797818,-,1065331,-
1,1,0,0,0,実収入,527280,100,537351,100,521526,100,368920,100,619161,100
1,2,0,0,0,経常収入,510425,96.8,518660,96.5,507353,97.3,367533,99.6,598260,96.6
1,3,0,0,0,勤め先収入,500075,94.8,505531,94.1,502654,96.4,364832,98.9,598260,96.6
1,4,0,0,0,世帯主収入,409294,77.6,416006,77.4,402961,77.3,282231,76.5,515303,83.2
1,6,0,0,0,うち男,393465,74.6,409786,76.3,362510,69.5,221995,60.2,515303,83.2
1,5,0,0,0,定期収入,404876,76.8,411915,76.7,400714,76.8,281802,76.4,488696,78.9
1,5,0,0,0,臨時収入,3186,0.6,3848,0.7,2247,0.4,429,0.1,199,0
1,5,0,0,0,賞与,1232,0.2,243,0,-,-,-,-,26409,4.3
1,4,0,0,0,世帯主の配偶者の収入,79498,15.1,77676,14.5,97604,18.7,55880,15.1,61425,9.9
1,6,0,0,0,うち女,74893,14.2,77676,14.5,81069,15.5,32351,8.8,61425,9.9
1,4,0,0,0,他の世帯員収入,11284,2.1,11849,2.2,2090,0.4,26720,7.2,21532,3.5
1,3,0,0,0,事業・内職収入,2960,0.6,3582,0.7,2231,0.4,-,-,-,-
1,4,0,0,0,家賃収入,1554,0.3,1594,0.3,2231,0.4,-,-,-,-
1,4,0,0,0,他の事業収入,590,0.1,834,0.2,-,-,-,-,-,-
1,4,0,0,0,内職収入,816,0.2,1153,0.2,-,-,-,-,-,-
1,3,0,0,0,他の経常収入,7391,1.4,9547,1.8,2468,0.5,2701,0.7,-,-
1,4,0,0,0,財産収入,305,0.1,431,0.1,-,-,-,-,-,-
1,4,0,0,0,社会保障給付,6176,1.2,7852,1.5,2389,0.5,2701,0.7,-,-
1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,6176,1.2,7852,1.5,2389,0.5,2701,0.7,-,-
1,4,0,0,0,仕送り金,910,0.2,1265,0.2,80,0,-,-,-,-
1,2,0,0,0,特別収入,16855,3.2,18691,3.5,14173,2.7,1387,0.4,20901,3.4
1,3,0,0,0,受贈金,337,0.1,288,0.1,699,0.1,-,-,-,-
1,3,0,0,0,他の特別収入,16517,3.1,18403,3.4,13474,2.6,1387,0.4,20901,3.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),481200,-,492876,-,501052,-,340235,-,396243,-
1,2,0,0,0,預貯金引出,361794,-,367811,-,376535,-,268134,-,328616,-
1,2,0,0,0,保険金,2180,-,820,-,8369,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,1657,-,80,-,8369,-,-,-,-,-
1,3,0,0,0,他の保険金,523,-,740,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,6122,-,8656,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,111018,-,115530,-,115924,-,72076,-,67627,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,86,-,59,-,225,-,25,-,-,-
1,1,0,0,0,繰入金,139351,-,85438,-,373778,-,88664,-,49926,-
2,0,0,0,0,支払,1147831,-,1115665,-,1396356,-,797818,-,1065331,-
2,1,0,0,0,実支出,426642,-,413972,-,494789,-,335816,-,463969,-
2,2,0,0,0,生計支出,301232,-,289367,-,355759,-,269961,-,298284,-
2,3,0,0,0,消費支出,301232,100,289367,100,355759,100,269961,100,298284,100
