項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,364,-,-,55,-,52,-,59,-,50,-,49,-,50,-,49,-
0,0,世帯人員,3.32,-,-,3.19,-,3.21,-,3.33,-,3.48,-,3.38,-,3.19,-,3.48,-
0,0,有業人員,1.71,-,-,1.76,-,1.7,-,1.68,-,1.64,-,1.57,-,1.86,-,1.81,-
0,0,世帯主平均年齢,49.1,-,-,55.4,-,48.1,-,49.7,-,47.3,-,45.8,-,47.7,-,50,-
0,0,消費支出,332215,-,-7.8,247275,-,275001,-,257413,-,292003,-,390828,-,402367,-,457191,-
0,0,公共的料金,103168,31.1,-3.8,73693,29.8,91895,33.4,78973,30.7,86969,29.8,134297,34.4,137259,34.1,118056,25.8
1,0,公共料金等,61753,18.6,-9.2,43081,17.4,57027,20.7,55077,21.4,59894,20.5,69714,17.8,67307,16.7,79516,17.4
1,1,米,2717,0.8,37.1,2745,1.1,1960,0.7,2940,1.1,2401,0.8,3347,0.9,2866,0.7,2748,0.6
1,1,食塩,39,0,50,55,0,29,0,10,0,34,0,44,0,71,0,30,0
1,1,学校給食,649,0.2,10.2,151,0.1,357,0.1,600,0.2,248,0.1,189,0,1808,0.4,1176,0.3
1,1,公営家賃,3334,1,28.7,1414,0.6,4745,1.7,3957,1.5,-,-,8744,2.2,1452,0.4,2864,0.6
1,1,電気代,11546,3.5,-4.3,9578,3.9,9345,3.4,11048,4.3,13622,4.7,11703,3,10788,2.7,14692,3.2
1,1,都市ガス,7627,2.3,-10.4,5295,2.1,8194,3,6106,2.4,7850,2.7,8644,2.2,6878,1.7,10346,2.3
1,1,上下水道料,4545,1.4,-3.4,4080,1.6,4930,1.8,4124,1.6,3860,1.3,4852,1.2,4466,1.1,5476,1.2
1,1,医科診療代,3331,1,-26.6,1923,0.8,4134,1.5,2037,0.8,2138,0.7,3280,0.8,6982,1.7,2801,0.6
1,1,歯科診療代,2073,0.6,15.7,845,0.3,1535,0.6,527,0.2,5855,2,894,0.2,1689,0.4,3213,0.7
1,1,出産入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,30,0,-95.6,-,-,-,-,-,-,-,-,-,-,-,-,208,0
1,1,鉄道運賃,2750,0.8,-38.4,1052,0.4,2255,0.8,623,0.2,694,0.2,1601,0.4,5656,1.4,7302,1.6
1,1,鉄道通学定期代,346,0.1,-66.4,-,-,707,0.3,-,-,-,-,-,-,1715,0.4,-,-
1,1,鉄道通勤定期代,4867,1.5,-4.7,1213,0.5,3626,1.3,4951,1.9,4813,1.6,6916,1.8,7234,1.8,5196,1.1
1,1,バス代,296,0.1,-7.5,23,0,69,0,250,0.1,361,0.1,167,0,165,0,1027,0.2
1,1,バス通学定期代,9,0,-75.7,-,-,-,-,-,-,-,-,-,-,-,-,65,0
1,1,バス通勤定期代,214,0.1,311.5,-,-,-,-,1368,0.5,-,-,103,0,-,-,-,-
1,1,タクシー代,598,0.2,24.3,108,0,403,0.1,160,0.1,897,0.3,525,0.1,412,0.1,1669,0.4
1,1,航空運賃,178,0.1,-89.1,-,-,-,-,-,-,1263,0.4,-,-,-,-,-,-
1,1,郵便料,248,0.1,74.6,481,0.2,211,0.1,201,0.1,130,0,203,0.1,172,0,341,0.1
1,1,固定電話通信料,1244,0.4,-17.9,1175,0.5,1231,0.4,931,0.4,1679,0.6,986,0.3,874,0.2,1839,0.4
1,1,携帯電話通信料,11373,3.4,0.6,7483,3,10580,3.8,11252,4.4,10321,3.5,13789,3.5,11980,3,14040,3.1
1,1,ＮＨＫ放送受信料,973,0.3,27.4,904,0.4,796,0.3,1065,0.4,1104,0.4,1423,0.4,432,0.1,1080,0.2
1,1,ケーブルテレビ放送受信料,880,0.3,-27,1407,0.6,476,0.2,1318,0.5,934,0.3,489,0.1,809,0.2,738,0.2
1,1,他の放送受信料,115,0,-46.5,135,0.1,-,-,206,0.1,120,0,67,0,135,0,143,0
1,1,国公立小学校,138,0,263.2,-,-,377,0.1,-,-,27,0,4,0,245,0.1,312,0.1
1,1,国公立中学校,18,0,-83.2,-,-,-,-,-,-,-,-,-,-,-,-,128,0
1,1,国公立高校,484,0.1,-35.2,376,0.2,-,-,-,-,700,0.2,1208,0.3,204,0.1,897,0.2
1,1,国公立大学,327,0.1,-46.7,2349,0.9,-,-,-,-,-,-,-,-,-,-,-,-
1,1,たばこ,803,0.2,67.6,290,0.1,1066,0.4,1401,0.5,845,0.3,536,0.1,272,0.1,1187,0.3
2,0,準公共料金等,41415,12.5,5.7,30612,12.4,34868,12.7,23896,9.3,27075,9.3,64584,16.5,69952,17.4,38540,8.4
2,1,牛乳,1528,0.5,34.2,1480,0.6,1374,0.5,1057,0.4,1718,0.6,1806,0.5,1490,0.4,1773,0.4
2,1,灯油,259,0.1,11.6,687,0.3,547,0.2,188,0.1,11,0,65,0,187,0,143,0
2,1,プロパンガス,397,0.1,-19.5,535,0.2,723,0.3,542,0.2,468,0.2,216,0.1,179,0,121,0
2,1,理髪料,460,0.1,9,338,0.1,502,0.2,186,0.1,239,0.1,693,0.2,466,0.1,787,0.2
2,1,パーマネント代,213,0.1,6,268,0.1,-,-,-,-,-,-,158,0,576,0.1,486,0.1
2,1,洗濯代,776,0.2,-27.3,530,0.2,830,0.3,290,0.1,208,0.1,1210,0.3,1113,0.3,1235,0.3
2,1,新聞,1987,0.6,-16.8,1688,0.7,2363,0.9,1957,0.8,1480,0.5,1375,0.4,2200,0.5,2833,0.6
2,1,私立小学校,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,私立中学校,111,0,-78,-,-,-,-,-,-,789,0.3,-,-,-,-,-,-
2,1,私立高校,1256,0.4,-49.4,464,0.2,-,-,-,-,-,-,1341,0.3,6989,1.7,-,-
2,1,私立大学,11367,3.4,-22.3,1910,0.8,-,-,-,-,3765,1.3,28592,7.3,45119,11.2,-,-
2,1,幼児教育費用,1861,0.6,-26.8,-,-,2177,0.8,2083,0.8,3583,1.2,2916,0.7,1567,0.4,677,0.1
2,1,民営家賃,21084,6.3,69.7,22712,9.2,26352,9.6,17593,6.8,14813,5.1,25752,6.6,9718,2.4,30486,6.7
2,1,地代,116,0,-82.2,-,-,-,-,-,-,-,-,458,0.1,346,0.1,-,-
