区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,687,-,-,93,-,94,-,101,-,102,-,108,-,94,-,95,-
0,0,世帯人員,2.95,-,-,2.65,-,2.77,-,2.95,-,2.82,-,3.13,-,3.07,-,3.23,-
0,0,有業人員,1.35,-,-,1.21,-,1.11,-,1.39,-,1.28,-,1.39,-,1.68,-,1.37,-
0,0,世帯主平均年齢,59.5,-,-,64.2,-,64,-,61.9,-,59.9,-,55.7,-,55.8,-,54.9,-
0,0,消費支出,288807,100,6.9,95884,100,153326,100,188420,100,230235,100,283571,100,365815,100,701852,100
1,0,商品,164413,56.9,7.8,74952,78.2,108797,71,123648,65.6,141139,61.3,164839,58.1,199797,54.6,336511,47.9
1,1,耐久財,19930,6.9,-2.3,593,0.6,1815,1.2,2801,1.5,2711,1.2,5273,1.9,16754,4.6,109381,15.6
1,2,半耐久財,23191,8,22.4,5134,5.4,9017,5.9,10645,5.6,14954,6.5,23217,8.2,37436,10.2,61672,8.8
1,3,非耐久財,121292,42,7.2,69225,72.2,97964,63.9,110202,58.5,123475,53.6,136348,48.1,145608,39.8,165458,23.6
1,0,サービス,124394,43.1,5.7,20932,21.8,44529,29,64772,34.4,89096,38.7,118732,41.9,166018,45.4,365341,52.1
2,0,食料,90267,31.3,10.1,47113,49.1,68366,44.6,78212,41.5,86696,37.7,101917,35.9,113168,30.9,135748,19.3
2,3,非耐久財,71581,24.8,10,42969,44.8,60324,39.3,64762,34.4,72531,31.5,80048,28.2,86031,23.5,93968,13.4
2,4,サービス,18686,6.5,10.3,4144,4.3,8042,5.2,13450,7.1,14165,6.2,21869,7.7,27137,7.4,41780,6
2,0,住居,29376,10.2,57.4,2030,2.1,2810,1.8,8624,4.6,19368,8.4,17132,6,38406,10.5,117020,16.7
2,1,耐久財,6148,2.1,90.9,-,-,-,-,-,-,5,0,137,0,2592,0.7,40251,5.7
2,2,半耐久財,680,0.2,222.3,69,0.1,757,0.5,159,0.1,106,0,232,0.1,2294,0.6,1131,0.2
2,4,サービス,22548,7.8,48,1961,2,2052,1.3,8465,4.5,19257,8.4,16763,5.9,33520,9.2,75637,10.8
2,0,光熱・水道（非耐久財）,26623,9.2,-5.2,16649,17.4,22889,14.9,26459,14,27392,11.9,29284,10.3,30114,8.2,33440,4.8
2,0,家具・家事用品,11519,4,9.6,3126,3.3,4731,3.1,7168,3.8,7715,3.4,11864,4.2,13665,3.7,32245,4.6
2,1,耐久財,3671,1.3,-25.5,73,0.1,497,0.3,740,0.4,1137,0.5,1069,0.4,3337,0.9,18810,2.7
2,2,半耐久財,3599,1.2,40.3,1198,1.2,1514,1,2615,1.4,2628,1.1,4682,1.7,5018,1.4,7494,1.1
2,3,非耐久財,3681,1.3,52.7,1748,1.8,2470,1.6,3485,1.8,3478,1.5,4586,1.6,4754,1.3,5217,0.7
2,4,サービス,568,0.2,-6.6,107,0.1,249,0.2,329,0.2,472,0.2,1527,0.5,555,0.2,724,0.1
2,0,被服及び履物,10838,3.8,0.3,2790,2.9,3806,2.5,4965,2.6,7784,3.4,13220,4.7,16971,4.6,26192,3.7
2,2,半耐久財,10264,3.6,3.9,2773,2.9,3617,2.4,4488,2.4,7501,3.3,11844,4.2,16311,4.5,25198,3.6
2,4,サービス,573,0.2,-37.9,18,0,188,0.1,477,0.3,283,0.1,1376,0.5,661,0.2,995,0.1
2,0,保健医療,17393,6,18.1,4887,5.1,8192,5.3,10998,5.8,14186,6.2,14926,5.3,23610,6.5,44813,6.4
2,1,耐久財,1022,0.4,67.3,120,0.1,192,0.1,130,0.1,1220,0.5,1383,0.5,2161,0.6,1936,0.3
2,2,半耐久財,1106,0.4,266.2,91,0.1,90,0.1,132,0.1,226,0.1,504,0.2,1033,0.3,5658,0.8
2,3,非耐久財,6366,2.2,29.2,2576,2.7,3917,2.6,4125,2.2,7741,3.4,7296,2.6,8582,2.3,10277,1.5
2,4,サービス,8898,3.1,0.1,2100,2.2,3993,2.6,6611,3.5,5000,2.2,5744,2,11833,3.2,26942,3.8
2,0,交通・通信,32527,11.3,-12.2,6626,6.9,12047,7.9,17858,9.5,24064,10.5,32220,11.4,39014,10.7,95517,13.6
2,1,耐久財,5719,2,-38.4,276,0.3,541,0.4,612,0.3,-,-,438,0.2,4549,1.2,33570,4.8
2,2,半耐久財,1601,0.6,47.3,88,0.1,310,0.2,302,0.2,235,0.1,1056,0.4,2046,0.6,7150,1
2,3,非耐久財,1907,0.7,23.6,907,0.9,739,0.5,1818,1,1816,0.8,2179,0.8,2484,0.7,3397,0.5
2,4,サービス,23300,8.1,-7.3,5355,5.6,10457,6.8,15127,8,22013,9.6,28547,10.1,29935,8.2,51401,7.3
2,0,教育,14943,5.2,0.3,338,0.4,1546,1,2158,1.1,2438,1.1,5778,2,11841,3.2,80345,11.4
2,3,非耐久財,109,0,-38.4,-,-,-,-,35,0,88,0,20,0,370,0.1,249,0
