項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8207,-,1309,-,267,-,218,-
0,0,0,0,0,調査世帯数,701,-,584,-,83,-,21,-,13,-
0,0,0,0,0,世帯人員,2.92,-,2.92,-,2.89,-,2.61,-,3.13,-
0,0,0,0,0,有業人員,1.33,-,1.3,-,1.48,-,1.14,-,1.56,-
0,0,0,0,0,世帯主平均年齢,59,-,61.1,-,49.3,-,59.5,-,39.8,-
2,2,0,0,0,生計支出,399089,-,339571,-,802586,-,296065,-,343487,-
2,3,0,0,0,消費支出,336732,100,339571,100,326098,100,296065,100,343487,100
2,4,1,0,0,食料,91283,27.1,93942,27.7,77596,23.8,79778,26.9,87442,25.5
2,5,1,1,0,穀類,6362,1.9,6625,2,4911,1.5,6007,2,5611,1.6
2,6,1,1,1,米類,1635,0.5,1681,0.5,1339,0.4,1870,0.6,1398,0.4
2,6,1,1,2,パン,2711,0.8,2843,0.8,2002,0.6,2397,0.8,2391,0.7
2,6,1,1,3,麺類,1474,0.4,1526,0.4,1189,0.4,1439,0.5,1292,0.4
2,6,1,1,4,他の穀類,541,0.2,575,0.2,380,0.1,301,0.1,530,0.2
2,5,1,2,0,魚介類,6259,1.9,6720,2,3915,1.2,4796,1.6,4749,1.4
2,6,1,2,1,生鮮魚介,3693,1.1,3978,1.2,2259,0.7,2714,0.9,2777,0.8
2,6,1,2,2,塩干魚介,1059,0.3,1116,0.3,748,0.2,833,0.3,1042,0.3
2,6,1,2,3,魚肉練製品,598,0.2,639,0.2,372,0.1,462,0.2,595,0.2
2,6,1,2,4,他の魚介加工品,908,0.3,987,0.3,536,0.2,786,0.3,334,0.1
2,5,1,3,0,肉類,8549,2.5,9031,2.7,6049,1.9,8179,2.8,5856,1.7
2,6,1,3,1,生鮮肉,6982,2.1,7372,2.2,4977,1.5,6928,2.3,4433,1.3
2,6,1,3,2,加工肉,1566,0.5,1659,0.5,1072,0.3,1251,0.4,1424,0.4
2,5,1,4,0,乳卵類,4362,1.3,4551,1.3,3220,1,3248,1.1,5469,1.6
2,6,1,4,1,牛乳,1337,0.4,1446,0.4,760,0.2,1095,0.4,1003,0.3
