項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,701,-,-,99,-,105,-,103,-,105,-,96,-,101,-,92,-
0,0,0,0,0,世帯人員,2.92,-,-,2.49,-,2.83,-,2.77,-,2.83,-,3.07,-,3.23,-,3.19,-
0,0,0,0,0,有業人員,1.33,-,-,0.89,-,1.17,-,1.24,-,1.31,-,1.39,-,1.66,-,1.63,-
0,0,0,0,0,世帯主平均年齢,59,-,-,66.3,-,64.2,-,57,-,58.1,-,55.4,-,55.3,-,57,-
2,2,0,0,0,生計支出,399089,-,24,114868,-,174390,-,219347,-,270926,-,326753,-,418595,-,1265084,-
2,3,0,0,0,消費支出,336732,100,4.6,114868,100,174390,100,219347,100,270926,100,326753,100,418595,100,829742,100
2,4,1,0,0,食料,91283,27.1,3.8,53161,46.3,71386,40.9,76770,35,89623,33.1,96854,29.6,116575,27.8,134282,16.2
2,5,1,1,0,穀類,6362,1.9,-4.1,4750,4.1,5413,3.1,5487,2.5,7088,2.6,6649,2,7389,1.8,7744,0.9
2,6,1,1,1,米類,1635,0.5,-8.9,1235,1.1,1228,0.7,1272,0.6,1987,0.7,1612,0.5,2103,0.5,2006,0.2
2,6,1,1,2,パン,2711,0.8,-13.2,2060,1.8,2318,1.3,2504,1.1,2700,1,2780,0.9,3053,0.7,3557,0.4
2,6,1,1,3,麺類,1474,0.4,14.3,1089,0.9,1407,0.8,1366,0.6,1745,0.6,1603,0.5,1481,0.4,1628,0.2
2,6,1,1,4,他の穀類,541,0.2,27.6,366,0.3,460,0.3,346,0.2,656,0.2,653,0.2,753,0.2,553,0.1
2,5,1,2,0,魚介類,6259,1.9,5.6,5220,4.5,5442,3.1,5227,2.4,7010,2.6,6745,2.1,6018,1.4,8144,1
2,6,1,2,1,生鮮魚介,3693,1.1,6.7,3007,2.6,3135,1.8,3297,1.5,4116,1.5,4251,1.3,3639,0.9,4405,0.5
2,6,1,2,2,塩干魚介,1059,0.3,-0.7,858,0.7,1044,0.6,857,0.4,1229,0.5,931,0.3,1000,0.2,1493,0.2
2,6,1,2,3,魚肉練製品,598,0.2,7,621,0.5,597,0.3,465,0.2,707,0.3,546,0.2,595,0.1,657,0.1
2,6,1,2,4,他の魚介加工品,908,0.3,7.6,734,0.6,667,0.4,608,0.3,957,0.4,1017,0.3,784,0.2,1590,0.2
2,5,1,3,0,肉類,8549,2.5,6.5,5255,4.6,7523,4.3,7649,3.5,8905,3.3,9567,2.9,10210,2.4,10711,1.3
2,6,1,3,1,生鮮肉,6982,2.1,6.7,4187,3.6,6038,3.5,6208,2.8,7251,2.7,7932,2.4,8609,2.1,8635,1
2,6,1,3,2,加工肉,1566,0.5,5.6,1069,0.9,1485,0.9,1441,0.7,1654,0.6,1635,0.5,1601,0.4,2076,0.3
2,5,1,4,0,乳卵類,4362,1.3,2.7,3173,2.8,3604,2.1,3590,1.6,4702,1.7,4770,1.5,5143,1.2,5543,0.7
2,6,1,4,1,牛乳,1337,0.4,-5.1,1043,0.9,1180,0.7,876,0.4,1393,0.5,1692,0.5,1729,0.4,1444,0.2
2,6,1,4,2,乳製品,2232,0.7,9.1,1413,1.2,1819,1,1982,0.9,2555,0.9,2212,0.7,2529,0.6,3110,0.4
2,6,1,4,3,卵,793,0.2,0.1,717,0.6,606,0.3,732,0.3,753,0.3,866,0.3,884,0.2,990,0.1
2,5,1,5,0,野菜・海藻,10264,3,5.3,8174,7.1,9234,5.3,8674,4,10636,3.9,10974,3.4,11479,2.7,12663,1.5
2,6,1,5,1,生鮮野菜,6979,2.1,5.1,5528,4.8,6061,3.5,5900,2.7,7161,2.6,7506,2.3,7761,1.9,8923,1.1
2,6,1,5,2,乾物・海藻,873,0.3,18.5,846,0.7,708,0.4,657,0.3,914,0.3,989,0.3,957,0.2,1035,0.1
2,6,1,5,3,大豆加工品,1181,0.4,1.6,917,0.8,1072,0.6,1077,0.5,1205,0.4,1331,0.4,1314,0.3,1351,0.2
2,6,1,5,4,他の野菜・海藻加工品,1232,0.4,2.2,884,0.8,1393,0.8,1041,0.5,1356,0.5,1148,0.4,1446,0.3,1354,0.2
2,5,1,6,0,果物,3396,1,3.5,2742,2.4,2835,1.6,2441,1.1,4161,1.5,3666,1.1,3910,0.9,4012,0.5
2,6,1,6,1,生鮮果物,2954,0.9,-0.2,2566,2.2,2491,1.4,2133,1,3670,1.4,3118,1,3312,0.8,3381,0.4
2,6,1,6,2,果物加工品,443,0.1,37.6,176,0.2,344,0.2,308,0.1,492,0.2,548,0.2,598,0.1,631,0.1
2,5,1,7,0,油脂・調味料,4401,1.3,12.6,2947,2.6,3956,2.3,3645,1.7,4472,1.7,5201,1.6,5347,1.3,5231,0.6
2,6,1,7,1,油脂,397,0.1,2.8,336,0.3,331,0.2,261,0.1,468,0.2,584,0.2,348,0.1,449,0.1
2,6,1,7,2,調味料,4004,1.2,13.7,2611,2.3,3625,2.1,3384,1.5,4005,1.5,4617,1.4,4999,1.2,4782,0.6
2,5,1,8,0,菓子類,6801,2,5.8,3773,3.3,5344,3.1,6319,2.9,6468,2.4,7700,2.4,9127,2.2,8852,1.1
2,5,1,9,0,調理食品,12917,3.8,7.4,6704,5.8,12217,7,11904,5.4,13215,4.9,13347,4.1,16672,4,16316,2
2,6,1,9,1,主食的調理食品,5779,1.7,12,3207,2.8,6106,3.5,5345,2.4,5839,2.2,6114,1.9,6950,1.7,6877,0.8
2,6,1,9,2,他の調理食品,7138,2.1,3.9,3497,3,6111,3.5,6560,3,7375,2.7,7233,2.2,9722,2.3,9439,1.1
2,5,1,10,0,飲料,5241,1.6,13.4,2921,2.5,4482,2.6,4150,1.9,4959,1.8,5751,1.8,6640,1.6,7764,0.9
2,6,1,10,1,茶類,1319,0.4,9.1,903,0.8,1165,0.7,1205,0.5,1236,0.5,1115,0.3,1493,0.4,2113,0.3
2,6,1,10,2,コーヒー・ココア,1154,0.3,26.7,560,0.5,975,0.6,908,0.4,1289,0.5,1128,0.3,1407,0.3,1806,0.2
2,6,1,10,3,他の飲料,2767,0.8,10.6,1459,1.3,2341,1.3,2037,0.9,2433,0.9,3507,1.1,3740,0.9,3845,0.5
2,5,1,11,0,酒類,4852,1.4,34.3,2457,2.1,2764,1.6,4623,2.1,4827,1.8,4673,1.4,6306,1.5,8293,1
2,5,1,12,0,外食,17880,5.3,-8.2,5043,4.4,8571,4.9,13059,6,13181,4.9,17812,5.5,28336,6.8,39007,4.7
2,6,1,12,1,一般外食,17002,5,-7.9,4771,4.2,8240,4.7,12350,5.6,12370,4.6,16438,5,26668,6.4,38030,4.6
2,6,1,12,2,学校給食,878,0.3,-13.7,272,0.2,330,0.2,709,0.3,811,0.3,1374,0.4,1667,0.4,977,0.1
2,4,2,0,0,住居,34104,10.1,-3.7,4809,4.2,5450,3.1,23670,10.8,20614,7.6,19034,5.8,25807,6.2,138957,16.7
2,5,2,1,0,家賃地代,16185,4.8,29.1,4505,3.9,4406,2.5,21987,10,18329,6.8,13197,4,16980,4.1,33806,4.1
2,5,2,2,0,設備修繕・維持,17919,5.3,-21.6,304,0.3,1045,0.6,1683,0.8,2285,0.8,5836,1.8,8827,2.1,105151,12.7
2,6,2,2,1,設備材料,2558,0.8,-61.1,55,0,311,0.2,92,0,560,0.2,225,0.1,4396,1.1,12213,1.5
2,6,2,2,2,工事その他のサービス,15361,4.6,-5.7,249,0.2,733,0.4,1592,0.7,1726,0.6,5611,1.7,4431,1.1,92938,11.2
2,4,3,0,0,光熱・水道,18820,5.6,2,13250,11.5,17322,9.9,14613,6.7,18034,6.7,21095,6.5,21951,5.2,25430,3.1
2,5,3,1,0,電気代,9201,2.7,3.5,6488,5.6,8999,5.2,7314,3.3,8871,3.3,9730,3,10533,2.5,12449,1.5
2,5,3,2,0,ガス代,4670,1.4,-1.4,3791,3.3,4456,2.6,3981,1.8,3983,1.5,4992,1.5,5217,1.2,6261,0.8
2,5,3,3,0,他の光熱,289,0.1,-16.2,456,0.4,151,0.1,336,0.2,409,0.2,171,0.1,344,0.1,157,0
