項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,697,-,-,95,-,99,-,100,-,104,-,103,-,97,-,99,-
0,世帯人員,2.95,-,-,2.51,-,2.7,-,3.01,-,2.93,-,3.21,-,2.99,-,3.29,-
0,有業人員,1.32,-,-,1.05,-,1.18,-,1.29,-,1.36,-,1.5,-,1.46,-,1.4,-
0,世帯主平均年齢,59.9,-,-,64.8,-,62.3,-,60.2,-,60.5,-,57,-,57.5,-,56.8,-
0,消費支出,319486,100,0.4,101070,100,177655,100,223164,100,271131,100,338203,100,414867,100,705866,100
2,基礎的支出,175532,54.9,-,74939,74.1,123177,69.3,141743,63.5,160604,59.2,195606,57.8,225004,54.2,306320,43.4
3,選択的支出,143954,45.1,-,26131,25.9,54477,30.7,81421,36.5,110527,40.8,142597,42.2,189863,45.8,399546,56.6
1,食料,88955,27.8,3,46726,46.2,63701,35.9,77180,34.6,84231,31.1,104697,31,111190,26.8,134574,19.1
2,基礎的支出,64914,20.3,-,39859,39.4,52030,29.3,59461,26.6,62408,23,75350,22.3,78306,18.9,86826,12.3
3,選択的支出,24041,7.5,-,6867,6.8,11671,6.6,17718,7.9,21823,8,29346,8.7,32884,7.9,47748,6.8
1,住居,19462,6.1,-4.3,2982,3,6841,3.9,15447,6.9,15358,5.7,23309,6.9,37169,9,35056,5
2,基礎的支出,18085,5.7,-1.7,2982,3,6200,3.5,13770,6.2,15273,5.6,20600,6.1,36891,8.9,30846,4.4
3,選択的支出,1377,0.4,-28.9,-,-,641,0.4,1677,0.8,84,0,2709,0.8,278,0.1,4210,0.6
1,光熱・水道,23457,7.3,-6.4,14113,14,23390,13.2,22064,9.9,23591,8.7,25652,7.6,28863,7,26524,3.8
2,基礎的支出,23457,7.3,-6.4,14113,14,23390,13.2,22064,9.9,23591,8.7,25652,7.6,28863,7,26524,3.8
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,12084,3.8,12.6,3795,3.8,6268,3.5,5651,2.5,8129,3,11269,3.3,16727,4,32509,4.6
2,基礎的支出,8602,2.7,28.1,3302,3.3,5201,2.9,4761,2.1,5976,2.2,7826,2.3,11367,2.7,21624,3.1
3,選択的支出,3482,1.1,-13.3,493,0.5,1066,0.6,890,0.4,2153,0.8,3443,1,5360,1.3,10885,1.5
1,被服及び履物,15525,4.9,1.2,3032,3,7072,4,7184,3.2,17150,6.3,14378,4.3,21043,5.1,38533,5.5
2,基礎的支出,877,0.3,5.2,316,0.3,641,0.4,607,0.3,1136,0.4,527,0.2,1253,0.3,1651,0.2
3,選択的支出,14648,4.6,1,2716,2.7,6432,3.6,6577,2.9,16014,5.9,13851,4.1,19790,4.8,36882,5.2
1,保健医療,17506,5.5,25.1,4756,4.7,7560,4.3,10935,4.9,16720,6.2,19243,5.7,22282,5.4,40774,5.8
2,基礎的支出,15205,4.8,26.8,4198,4.2,7216,4.1,9372,4.2,14184,5.2,17080,5.1,19762,4.8,34403,4.9
3,選択的支出,2302,0.7,15.2,558,0.6,344,0.2,1563,0.7,2537,0.9,2162,0.6,2520,0.6,6371,0.9
1,交通・通信,34115,10.7,-3,7577,7.5,17096,9.6,22226,10,24920,9.2,37118,11,46565,11.2,82752,11.7
2,基礎的支出,7144,2.2,-,1173,1.2,6389,3.6,5290,2.4,5941,2.2,9195,2.7,7068,1.7,14855,2.1
3,選択的支出,26971,8.4,-,6404,6.3,10708,6,16936,7.6,18978,7,27923,8.3,39497,9.5,67897,9.6
1,教育,15278,4.8,-10,494,0.5,2026,1.1,3315,1.5,4417,1.6,9159,2.7,12591,3,74120,10.5
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,15278,4.8,-10,494,0.5,2026,1.1,3315,1.5,4417,1.6,9159,2.7,12591,3,74120,10.5
1,教養娯楽,35307,11.1,-4.3,6267,6.2,17319,9.7,21635,9.7,23185,8.6,37377,11.1,45517,11,95132,13.5
2,基礎的支出,6149,1.9,-9.5,2595,2.6,6372,3.6,5043,2.3,5528,2,6856,2,8399,2,8235,1.2
3,選択的支出,29158,9.1,-3.2,3671,3.6,10947,6.2,16592,7.4,17656,6.5,30521,9,37118,8.9,86897,12.3
1,その他の消費支出,57797,18.1,0.7,11329,11.2,26380,14.8,37527,16.8,53431,19.7,56001,16.6,72919,17.6,145893,20.7
2,基礎的支出,31101,9.7,7.4,6401,6.3,15737,8.9,21374,9.6,26567,9.8,32519,9.6,33095,8,81356,11.5
3,選択的支出,26696,8.4,-6.2,4929,4.9,10642,6,16153,7.2,26864,9.9,23483,6.9,39824,9.6,64537,9.1
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年 1月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
