項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,688,-,-,95,-,102,-,99,-,106,-,96,-,97,-,93,-
0,世帯人員,2.97,-,-,2.6,-,2.76,-,2.75,-,3.09,-,3.27,-,3.11,-,3.21,-
0,有業人員,1.34,-,-,0.97,-,1.13,-,1.27,-,1.42,-,1.46,-,1.44,-,1.68,-
0,世帯主平均年齢,58.8,-,-,65,-,64.7,-,60,-,56.9,-,53.8,-,56.2,-,55.1,-
0,消費支出,357262,100,15.9,113221,100,171313,100,218104,100,276840,100,345957,100,454218,100,915913,100
2,基礎的支出,189030,52.9,-,83380,73.6,117244,68.4,143666,65.9,167144,60.4,191988,55.5,240277,52.9,377496,41.2
3,選択的支出,168232,47.1,-,29842,26.4,54069,31.6,74438,34.1,109696,39.6,153969,44.5,213941,47.1,538418,58.8
1,食料,96921,27.1,7.5,58819,52,75927,44.3,77469,35.5,96748,34.9,100392,29,125909,27.7,142469,15.6
2,基礎的支出,75107,21,-,50111,44.3,64274,37.5,65573,30.1,79207,28.6,76903,22.2,94577,20.8,94649,10.3
3,選択的支出,21814,6.1,-,8708,7.7,11652,6.8,11896,5.5,17541,6.3,23488,6.8,31332,6.9,47820,5.2
1,住居,32675,9.1,78.8,937,0.8,3260,1.9,18452,8.5,11639,4.2,29850,8.6,32176,7.1,131726,14.4
2,基礎的支出,31151,8.7,82.7,666,0.6,3014,1.8,16785,7.7,9829,3.6,24929,7.2,31527,6.9,130603,14.3
3,選択的支出,1524,0.4,24.8,271,0.2,246,0.1,1667,0.8,1810,0.7,4921,1.4,649,0.1,1123,0.1
1,光熱・水道,20396,5.7,12.9,12775,11.3,17767,10.4,19028,8.7,21876,7.9,21756,6.3,25326,5.6,24128,2.6
2,基礎的支出,20396,5.7,12.9,12775,11.3,17767,10.4,19028,8.7,21876,7.9,21756,6.3,25326,5.6,24128,2.6
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,11470,3.2,-9.1,3582,3.2,5878,3.4,7165,3.3,10782,3.9,11225,3.2,18147,4,23360,2.6
2,基礎的支出,7848,2.2,-4.2,3253,2.9,4650,2.7,6317,2.9,8418,3,8192,2.4,12751,2.8,11282,1.2
3,選択的支出,3623,1,-18.1,328,0.3,1228,0.7,848,0.4,2364,0.9,3033,0.9,5396,1.2,12077,1.3
1,被服及び履物,14526,4.1,-5.3,2758,2.4,6125,3.6,8490,3.9,13203,4.8,17559,5.1,20093,4.4,33249,3.6
2,基礎的支出,899,0.3,25,495,0.4,430,0.3,1004,0.5,1024,0.4,1318,0.4,840,0.2,1180,0.1
3,選択的支出,13627,3.8,-6.8,2263,2,5695,3.3,7486,3.4,12178,4.4,16241,4.7,19254,4.2,32070,3.5
1,保健医療,19458,5.4,26.4,5878,5.2,11246,6.6,12821,5.9,14963,5.4,23517,6.8,27708,6.1,39863,4.4
2,基礎的支出,15965,4.5,26.6,5694,5,9466,5.5,10888,5,12009,4.3,18815,5.4,23235,5.1,31492,3.4
3,選択的支出,3493,1,25.5,184,0.2,1780,1,1933,0.9,2954,1.1,4702,1.4,4472,1,8372,0.9
1,交通・通信,41360,11.6,29.5,9128,8.1,15328,8.9,21181,9.7,30027,10.8,40898,11.8,54787,12.1,117472,12.8
2,基礎的支出,9556,2.7,-,1541,1.4,2979,1.7,6769,3.1,8034,2.9,11086,3.2,13410,3,22949,2.5
3,選択的支出,31803,8.9,-,7587,6.7,12349,7.2,14413,6.6,21993,7.9,29813,8.6,41377,9.1,94523,10.3
1,教育,33982,9.5,52.2,31,0,2390,1.4,4161,1.9,3412,1.2,9857,2.8,30275,6.7,186587,20.4
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,33982,9.5,52.2,31,0,2390,1.4,4161,1.9,3412,1.2,9857,2.8,30275,6.7,186587,20.4
1,教養娯楽,37524,10.5,4.8,9442,8.3,14073,8.2,19400,8.9,31067,11.2,37778,10.9,52223,11.5,98085,10.7
2,基礎的支出,8157,2.3,9.7,4106,3.6,5484,3.2,5556,2.5,7373,2.7,6968,2,9499,2.1,18002,2
3,選択的支出,29367,8.2,3.5,5336,4.7,8589,5,13844,6.3,23694,8.6,30810,8.9,42724,9.4,80083,8.7
1,その他の消費支出,48951,13.7,1.3,9873,8.7,19319,11.3,29938,13.7,43122,15.6,53125,15.4,67573,14.9,118973,13
2,基礎的支出,19953,5.6,-12.4,4739,4.2,9179,5.4,11747,5.4,19374,7,22020,6.4,29112,6.4,43211,4.7
3,選択的支出,28999,8.1,13.5,5134,4.5,10140,5.9,18191,8.3,23748,8.6,31105,9,38462,8.5,75762,8.3
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年10月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
