実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主収入（円）,実収入／経常収入／勤め先収入／世帯主収入／うち男（円）,実収入／経常収入／勤め先収入／世帯主収入／定期収入（円）,実収入／経常収入／勤め先収入／世帯主収入／臨時収入（円）,実収入／経常収入／勤め先収入／世帯主収入／賞与（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入／うち女（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／事業・内職収入／家賃収入（円）,実収入／経常収入／事業・内職収入／他の事業収入（円）,実収入／経常収入／事業・内職収入／内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
Jissu,nen,実数_平成31年・令和元年,360,3.3,1.7,50.5,673468,662685,624865,523034,497805,420967,5651,96417,88364,86739,13466,7518,3398,2593,1527,30302,10783,539517,501987,368036,360606,90551,6925,5193,7951,4109,8941,2839,3575,7073,11918,5309,3618,23100,26402,18308,8094,21172,9749,6074,237,5111,12628,3625,955,1197,2872,3170,810,16768,162,7728,2980,1168,168,1184,2243,1136,15418,2337,937,2780,9364,46350,13316,18341,14694,32489,24202,385,7903,40890,3301,8383,3651,25556,57937,26231,10653,17012,4041,7430,133951,66.8,25.1,53.3,29.2,18.2,11
Jissu,nen,実数_令和 2年,365,3.3,1.71,49.4,701538,675758,639589,523450,499359,421611,6025,95814,101297,96503,14843,6722,3346,1910,1467,29447,25780,561620,505201,365283,343451,93467,7385,5954,9625,4750,10478,3012,4410,7524,12695,5670,4470,17495,29225,22131,7094,20717,9458,5687,177,5394,14511,4921,810,1016,3143,3923,697,13219,171,5535,2338,1037,164,933,1822,1220,16441,2536,1183,3909,8814,39244,8252,16199,14793,28602,21277,410,6915,34598,4025,8333,3618,18621,53428,27245,9456,13725,3003,21831,139918,61.2,27.2,48.3,29,17.5,11.5
Jissu,tuki,実数_令和 2年 1月,363,3.31,1.71,49.7,563659,546707,534239,448085,427433,426070,5151,16863,76660,72153,9495,6543,3285,459,2799,5924,16953,453889,456121,346351,346351,89398,6444,5202,8459,3956,8937,2769,3636,6815,11652,4815,3173,23539,24528,21893,2635,21773,9269,7249,451,4804,13398,4690,1392,567,3213,2934,602,16555,61,7543,2816,1221,25,1450,2625,814,14086,2326,1949,3171,6640,43894,11760,16889,15245,25837,19374,62,6402,34456,3328,6752,3474,20903,62424,31218,9322,20532,1352,-,109770,76.3,25.8,50.5,28.4,17.3,11.1
Jissu,tuki,実数_令和 2年 2月,370,3.28,1.72,49.7,570442,565677,505673,426290,407292,415708,7349,3233,73646,69756,5737,10791,4681,962,5148,49214,4765,464947,546441,440946,327464,88990,7113,4974,8458,4292,8725,2949,3872,7884,11438,4761,3212,21311,25830,19929,5901,24257,10711,7420,456,5668,13209,4729,335,785,2895,3920,544,11497,13,5517,1701,740,91,953,1970,513,17909,2880,1463,5088,8477,37694,10946,13479,13269,22622,17099,178,5345,35072,3767,6493,3033,21779,50384,26381,8990,12219,2795,113481,105495,70.4,27.2,48.9,29.9,18.8,11.1
Jissu,tuki,実数_令和 2年 3月,364,3.32,1.71,49.1,586958,575334,562216,470612,450044,431353,8924,30335,76674,74629,14930,5293,3066,1421,806,7825,11624,464124,455049,332215,332215,92809,8847,5910,9634,5029,10194,3067,4763,7954,11869,5191,3013,17340,31209,26749,4460,24418,11546,8023,303,4545,12775,4138,694,850,2665,3971,458,12822,-,6046,2430,746,193,704,1707,996,14732,2632,1747,3026,7327,35674,9955,11945,13774,24506,16562,1294,6650,31669,3897,7241,3672,16859,51601,28748,7762,12012,3079,-,122834,71.6,27.9,46.6,31.1,18.6,12.5
Jissu,tuki,実数_令和 2年 4月,371,3.29,1.7,49.6,583275,576185,530062,446041,426854,412077,10156,23807,73315,66269,10706,4147,1983,1330,834,41976,7090,471004,441615,329344,329344,84030,8298,5826,10744,5346,11703,3185,4753,7099,11202,5175,4619,6082,30863,26382,4481,24104,10619,7408,137,5940,10193,2226,403,341,2438,4445,339,5013,39,1658,803,498,257,329,671,758,15220,2420,794,2876,9131,40455,4912,21003,14540,52220,45696,806,5717,26772,4605,8881,3348,9938,40474,19444,9100,9229,2701,-,112271,69.9,25.5,47.4,39.8,18.5,21.3
Jissu,tuki,実数_令和 2年 5月,354,3.28,1.69,49.2,527280,510425,500075,409294,393465,404876,3186,1232,79498,74893,11284,2960,1554,590,816,7391,16855,401870,426642,301232,301232,89219,8128,6313,10897,5691,11900,3006,4956,7653,11993,5803,4690,8189,26242,23721,2522,20083,9237,6309,26,4512,13343,3843,686,808,2902,4242,862,9026,-,3407,1403,633,262,641,1376,1304,13543,2244,1160,3148,6992,43183,6357,22747,14078,20682,16209,442,4031,25217,4034,8103,3926,9154,40693,20045,8370,10048,2230,-,125410,75,29.6,44.1,31,18.1,12.9
Jissu,tuki,実数_令和 2年 6月,365,3.33,1.7,49.5,1079611,979461,901861,757100,734070,407378,5395,344328,129001,116729,15760,3955,2372,928,656,73645,100150,846864,560284,327538,327538,88412,7547,6010,9869,5022,11105,2890,4356,7220,11800,5908,4201,12484,32753,23331,9422,20668,8288,5565,26,6788,20469,9107,1296,1393,3866,4175,631,15544,195,5042,3646,1474,251,1007,2136,1793,15268,2383,1068,4157,7660,35436,6680,13129,15627,17112,10690,456,5966,30774,4330,9265,3744,13434,51103,24141,12431,12579,1951,-,232747,38.7,27,46,27.7,18.7,9
Jissu,tuki,実数_令和 2年 7月,368,3.31,1.69,49.8,810215,720586,707094,590652,557759,407896,4938,177818,95332,91526,21109,6627,4354,1283,990,6865,89629,660733,479776,330295,330295,91528,7501,5724,9504,4720,11046,2989,4349,6906,12828,5745,4302,15914,25090,21166,3924,17842,8591,4643,15,4594,17534,6734,758,1435,3540,4169,898,14917,514,5458,2940,1237,216,737,2086,1728,21711,2803,1513,5152,12243,32527,5397,12927,14202,20996,13410,290,7296,32184,4926,7911,3572,15774,55966,26104,13516,13878,2468,-,149481,50,27.7,47,27.2,18.1,9.2
Jissu,tuki,実数_令和 2年 8月,363,3.38,1.71,49,600926,588635,534026,424019,398687,414415,3818,5787,93227,87339,16780,7862,4523,2703,636,46746,12291,490036,444866,333977,333977,99175,7195,6115,9959,5001,11858,3242,4291,7561,13228,7192,5112,18421,30520,21366,9154,19713,9032,4352,18,6311,14800,4369,893,1090,3629,4493,325,11458,2,4177,2235,1056,125,684,1676,1503,17328,2717,971,4039,9601,34561,6374,12502,15685,14547,8693,294,5560,41525,4299,8746,4046,24435,50350,26521,9057,12013,2760,-,110889,68.2,29.7,45.2,25.8,18.2,7.6
Jissu,tuki,実数_令和 2年 9月,353,3.33,1.72,49.6,566715,556754,541202,430832,414010,419582,6775,4475,91875,90369,18495,7881,3801,2622,1458,7671,9962,452848,466628,352760,352760,93902,6815,5587,9244,4684,10458,3099,4329,7131,12336,6071,5575,18574,23079,17294,5785,18404,10141,3476,27,4760,13229,4732,503,306,3082,3796,811,11164,89,4586,1845,1073,169,632,1914,856,16311,2378,907,4163,8863,44397,10338,19385,14675,44536,37397,459,6681,36015,3618,7909,3843,20646,51724,28822,7016,12357,3529,-,113868,77.9,26.6,52.1,29.6,18.3,11.3
Jissu,tuki,実数_令和 2年10月,367,3.31,1.73,49.5,636986,627436,563461,442939,421553,434245,8048,646,102870,101630,17652,9627,3044,4069,2513,54348,9550,519007,540592,422613,397492,96268,6980,5638,9271,4574,10275,3089,4353,7474,13650,5767,4200,20997,39427,20091,19335,19973,9705,3955,60,6253,9900,1554,713,1190,2479,3455,508,17295,-,8030,3863,1186,147,938,1739,1391,17274,2615,738,4264,9657,48450,12058,21357,15036,49459,38404,229,10826,39458,4649,7712,3606,23491,59989,31662,8472,15882,3973,25121,117979,76.6,24.2,52.5,29.3,15.5,13.9
Jissu,tuki,実数_令和 2年11月,372,3.24,1.73,49.3,602763,596643,574665,453346,429931,441398,4295,7653,107201,104054,14119,9095,4374,4218,502,12882,6121,480756,594683,472676,356537,97337,6359,5433,8985,4307,9270,2628,4288,7431,13453,5711,5319,24153,30450,21691,8759,18654,8821,4718,216,4900,16394,6678,1219,1188,3004,3415,891,16608,109,7550,2356,1102,137,1289,1912,2152,18063,2263,826,3779,11196,38819,8263,14275,16282,24769,15217,174,9379,37839,1984,8522,3505,23828,57603,27617,8263,14824,6900,116140,122007,74.2,27.3,50.5,26.4,17.6,8.8
Jissu,tuki,実数_令和 2年12月,375,3.18,1.73,49.4,1289627,1265253,1220497,982191,931207,444331,4270,533590,216259,208684,22047,5884,3115,2329,440,38872,24375,1033357,649716,393446,386212,110534,7389,8716,10470,4374,10262,3236,4974,9163,16895,5896,6224,22936,30710,21958,8752,18709,7534,5131,386,5658,18885,6256,831,2237,4007,4057,1497,16734,1034,7405,2013,1475,94,1832,2051,831,15850,2772,1061,4039,7978,35839,5980,14755,15103,25932,16572,238,9123,44192,4860,12466,3650,23216,68826,36236,11169,19130,2292,7233,256270,37.4,28.6,47.5,23.4,13.8,9.6
meimoku,nen,対前年（同月）名目増加率_平成21年,-,-,-,-,3,2.3,2.1,0.6,-0.4,3.2,-15.8,-12.1,14.6,16.3,41.2,61.5,159.7,10.8,-10,-5.1,48.3,2,5.1,4.4,4.4,4.2,2.5,1.6,0.5,4.4,-1.3,1,1.8,2.3,6.6,5.1,12.1,8.3,11.1,8.5,25.6,-0.3,-3.3,2.8,-24.6,2.4,8.2,11,28.8,-10.3,6.8,1.9,22,9.4,-69.8,7.5,17.1,2.2,2.3,12.2,12.5,14.5,5.8,22.3,-3.5,28.9,-2.9,1.9,2.1,-3.5,8.8,9.5,8.8,3.3,11.8,5.8,28.7,-2.8,-2.4,6.7,0.1,-0.1,-2.8,4,-5,3.4,7.5,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成22年,-,-,-,-,2.8,3.9,3,4.4,5.5,1.9,34.4,18.4,-16.6,-15.8,47.8,-14,-0.8,-39.8,-6.5,39.6,-40.3,2.4,1.5,0.5,1.1,-3.5,-4.5,-7,-2.2,-1.8,0.4,-1.6,-3.5,-0.4,-3.1,-1.1,-11.8,-5.1,0.9,-7.2,39,2,6.6,-5.3,17.2,2.9,3,17.7,-46.5,-10.9,-2.1,2.7,47.3,2.3,313.8,5.2,-2.4,-3.2,-11.3,-4,-1.2,3.8,1.4,9,47.6,-5.7,-2.4,0.8,8.6,-4.3,0.7,-0.5,-2.7,56,2.4,7.6,23.8,4.3,1.3,6.8,2.7,14,1.1,-5.3,-14.8,-18.5,4.9,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成23年,-,-,-,-,-8.2,-8.3,-8.1,-9.7,-10.5,-6.8,-14.4,-24.5,11.4,11.2,-4.5,-40.8,-70.4,22.4,14.7,-5.4,-5.7,-7.8,-6.1,-4.9,-7.1,-1.1,-0.3,-5.8,-1.4,-2.7,-5.2,-3.3,0.4,0.4,-0.1,9.5,-1,-1.1,-7.4,3.6,-41.7,-5.5,-7.8,-4.2,5.1,-3.4,-10.1,-23.2,19.5,6.7,-7.5,0.6,-19.1,-15.5,-3.3,-18.4,-17.3,-1.4,17.2,-10.2,-11.7,-22.5,-2.2,-3,-24.1,-8.4,3.5,-5.5,-14.3,-1.2,-2.8,0.5,5,-36.4,-8.1,-15.5,-38.6,-8.2,-9.6,-13.7,-10.9,-10.3,-18.9,-2.5,-20.7,72.7,-9.9,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成24年,-,-,-,-,1.8,1.5,1.7,0.6,1.3,-0.1,-0.6,5.7,14.5,14.1,-11.7,16.9,30.4,11.6,6,-4.5,25,1.3,2,1.4,3.2,0.8,-2.2,-1,-2.5,1.8,-0.6,-1.3,-1.8,-3.9,4,-0.3,7.2,3.8,8.2,-4.2,76.7,8.3,10.1,12.1,11.5,0.7,5.6,0.8,89.7,5.3,5.9,-1.3,-29.5,8.4,-14.2,6.8,15.7,1.7,-23.4,4.5,12.3,13.5,5.4,5,10.8,8.1,4,8.2,16,9.9,0.6,-4.6,-3.5,6,-8.2,-0.1,-20.9,2.8,-9.5,4,2.6,3.2,9.2,-3.9,5.6,-31.4,4.1,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成25年,-,-,-,-,0.6,0.9,1.9,0.9,1.7,0.2,16.7,4.4,10.8,9.2,0.2,-31.8,-9,-69.5,16.3,-18.4,-16.8,0.4,5.8,7.3,4.5,3.8,3.9,-0.5,7.8,0.9,1,-2.9,2.9,10.1,0.3,10,-2.7,6,15.9,18.6,7.7,1.9,9.6,-3.9,-11.3,-3.5,5.6,15.5,-48.4,53.4,1.1,9.5,20.2,3.9,-13,6.1,-0.8,9.7,17,3.8,7.4,-6.2,0.6,2.8,-4.3,2.2,0.1,10.2,1,21.4,4.2,-1.6,0,-1.6,-6.7,1.4,-4.2,4.1,2.5,1.1,2.6,5.3,-13.7,4.6,70.8,86,1.1,,,,,,
