項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2099,-,6723,-,451,-,145,-,728,-,5034,-
0,0,0,0,0,調査世帯数,365,-,75,-,249,-,16,-,5,-,26,-,186,-
0,0,0,0,0,世帯人員,3.3,-,2,-,3.72,-,2.6,-,2.97,-,3.54,-,3.39,-
0,0,0,0,0,有業人員,1.71,-,1.57,-,1.77,-,1.56,-,1,-,1.66,-,2.14,-
0,0,0,0,0,世帯主平均年齢,49.4,-,55.3,-,47,-,53.4,-,42.2,-,53.3,-,48.1,-
1,0,0,0,0,受取,1412099,-,1397593,-,1485054,-,782945,-,589832,-,1203024,-,1543839,-
1,1,0,0,0,実収入,701538,100,654289,100,753476,100,388227,100,310168,100,546523,100,767013,100
1,2,0,0,0,経常収入,675758,96.3,637590,97.4,723800,96.1,361863,93.2,282056,90.9,529942,97,742043,96.7
1,3,0,0,0,勤め先収入,639589,91.2,586166,89.6,697717,92.6,289569,74.6,201305,64.9,460653,84.3,719279,93.8
1,4,0,0,0,世帯主収入,523450,74.6,468100,71.5,573378,76.1,253853,65.4,201305,64.9,383016,70.1,509737,66.5
1,6,0,0,0,うち男,499359,71.2,453367,69.3,565822,75.1,70622,18.2,-,-,279946,51.2,495149,64.6
1,5,0,0,0,定期収入,421611,60.1,382010,58.4,459303,61,215347,55.5,186449,60.1,316287,57.9,411635,53.7
1,5,0,0,0,臨時収入,6025,0.9,3428,0.5,7356,1,1768,0.5,1164,0.4,3797,0.7,4925,0.6
1,5,0,0,0,賞与,95814,13.7,82662,12.6,106718,14.2,36738,9.5,13693,4.4,62932,11.5,93178,12.1
1,4,0,0,0,世帯主の配偶者の収入,101297,14.4,118067,18,107484,14.3,-,-,-,-,49929,9.1,198475,25.9
1,6,0,0,0,うち女,96503,13.8,112095,17.1,102208,13.6,-,-,-,-,49929,9.1,188853,24.6
1,4,0,0,0,他の世帯員収入,14843,2.1,-,-,16856,2.2,35715,9.2,-,-,27709,5.1,11067,1.4
1,3,0,0,0,事業・内職収入,6722,1,13290,2,5121,0.7,8033,2.1,-,-,3124,0.6,6874,0.9
1,4,0,0,0,家賃収入,3346,0.5,10411,1.6,1042,0.1,7494,1.9,-,-,3016,0.6,3183,0.4
1,4,0,0,0,他の事業収入,1910,0.3,1318,0.2,2420,0.3,-,-,-,-,3,0,3355,0.4
1,4,0,0,0,内職収入,1467,0.2,1561,0.2,1658,0.2,538,0.1,-,-,105,0,337,0
1,3,0,0,0,他の経常収入,29447,4.2,38133,5.8,20962,2.8,64262,16.6,80751,26,66166,12.1,15889,2.1
1,4,0,0,0,財産収入,1363,0.2,2553,0.4,1087,0.1,508,0.1,-,-,777,0.1,1146,0.1
1,4,0,0,0,社会保障給付,26967,3.8,34815,5.3,19696,2.6,42107,10.8,70890,22.9,64844,11.9,14687,1.9
1,5,0,0,0,公的年金給付,16490,2.4,32941,5,6118,0.8,27705,7.1,34895,11.3,61085,11.2,7051,0.9
1,5,0,0,0,他の社会保障給付,10477,1.5,1874,0.3,13578,1.8,14402,3.7,35995,11.6,3759,0.7,7635,1
1,4,0,0,0,仕送り金,1117,0.2,765,0.1,180,0,21647,5.6,9861,3.2,545,0.1,57,0
1,2,0,0,0,特別収入,25780,3.7,16700,2.6,29676,3.9,26364,6.8,28112,9.1,16581,3,24970,3.3
1,3,0,0,0,受贈金,1726,0.2,1295,0.2,1845,0.2,4645,1.2,2543,0.8,423,0.1,951,0.1
1,3,0,0,0,他の特別収入,24054,3.4,15404,2.4,27831,3.7,21719,5.6,25569,8.2,16158,3,24019,3.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),555528,-,548107,-,585360,-,342120,-,222218,-,454418,-,585221,-
1,2,0,0,0,預貯金引出,410576,-,382343,-,437106,-,281893,-,174152,-,349490,-,434299,-
1,2,0,0,0,保険金,5429,-,10269,-,3686,-,6281,-,-,-,8323,-,2322,-
1,3,0,0,0,個人・企業年金保険金,4057,-,8243,-,2414,-,4050,-,-,-,7563,-,1112,-
1,3,0,0,0,他の保険金,1373,-,2027,-,1272,-,2231,-,-,-,760,-,1210,-
1,2,0,0,0,有価証券売却,247,-,1157,-,23,-,-,-,-,-,-,-,253,-
1,2,0,0,0,土地家屋借入金,7839,-,-,-,11700,-,-,-,-,-,-,-,16303,-
1,2,0,0,0,他の借入金,821,-,-,-,1059,-,2482,-,-,-,205,-,334,-
1,2,0,0,0,クレジット購入借入金,123030,-,120148,-,131526,-,51409,-,48066,-,95980,-,130746,-
1,2,0,0,0,土地家屋売却,6686,-,30953,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,901,-,3237,-,260,-,56,-,-,-,420,-,963,-
1,1,0,0,0,繰入金,155032,-,195197,-,146218,-,52598,-,57447,-,202083,-,191605,-
2,0,0,0,0,支払,1412099,-,1397593,-,1485054,-,782945,-,589832,-,1203024,-,1543839,-
2,1,0,0,0,実支出,505201,-,472236,-,539613,-,287343,-,214525,-,424904,-,549422,-
2,2,0,0,0,生計支出,365283,-,331726,-,389899,-,232315,-,183658,-,329121,-,398926,-
2,3,0,0,0,消費支出,343451,100,331726,100,356274,100,232315,100,183658,100,329121,100,356876,100
2,4,1,0,0,食料,93467,27.2,87672,26.4,97148,27.3,63573,27.4,50636,27.6,94365,28.7,96257,27
2,5,1,1,0,穀類,7385,2.2,5634,1.7,8019,2.3,5958,2.6,4545,2.5,7454,2.3,7451,2.1
2,6,1,1,1,米類,1953,0.6,1259,0.4,2158,0.6,1460,0.6,715,0.4,2364,0.7,1989,0.6
2,6,1,1,2,パン,3033,0.9,2583,0.8,3234,0.9,2600,1.1,2132,1.2,2735,0.8,3060,0.9
2,6,1,1,3,麺類,1790,0.5,1331,0.4,1937,0.5,1484,0.6,1242,0.7,1962,0.6,1795,0.5
2,6,1,1,4,他の穀類,608,0.2,460,0.1,691,0.2,415,0.2,456,0.2,394,0.1,606,0.2
2,5,1,2,0,魚介類,5954,1.7,5715,1.7,5902,1.7,4091,1.8,2295,1.2,8410,2.6,5830,1.6
2,6,1,2,1,生鮮魚介,3586,1,3501,1.1,3533,1,2424,1,1430,0.8,5137,1.6,3599,1
2,6,1,2,2,塩干魚介,998,0.3,852,0.3,1027,0.3,580,0.2,294,0.2,1436,0.4,904,0.3
2,6,1,2,3,魚肉練製品,526,0.2,505,0.2,506,0.1,528,0.2,273,0.1,774,0.2,474,0.1
