項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,477,-,655,-,888,-,1004,-,1067,-,911,-,1028,-,3971,-,1988,-
0,0,0,0,0,調査世帯数,689,-,33,-,45,-,60,-,66,-,73,-,63,-,71,-,279,-,139,-
0,0,0,0,0,世帯人員,2.94,-,3.11,-,3.62,-,3.71,-,3.67,-,3.32,-,3.07,-,2.67,-,2.39,-,2.25,-
0,0,0,0,0,有業人員,1.32,-,1.53,-,1.57,-,1.59,-,1.64,-,1.67,-,1.99,-,1.65,-,0.79,-,0.54,-
0,0,0,0,0,世帯主平均年齢,59.4,-,30.9,-,36.9,-,42.3,-,46.8,-,52,-,57,-,62.1,-,75.4,-,81.1,-
2,2,0,0,0,生計支出,331138,-,271425,-,371843,-,381636,-,418030,-,379035,-,378461,-,349095,-,275469,-,257879,-
2,3,0,0,0,消費支出,319428,100,271425,100,301161,100,308926,100,392153,100,379035,100,378461,100,349095,100,275469,100,257879,100
2,4,1,0,0,食料,90238,28.2,65739,24.2,88828,29.5,89844,29.1,106424,27.1,93681,24.7,100879,26.7,97110,27.8,84296,30.6,78567,30.5
2,5,1,1,0,穀類,7116,2.2,4978,1.8,6878,2.3,7544,2.4,8755,2.2,7716,2,7527,2,6881,2,6722,2.4,5934,2.3
2,6,1,1,1,米類,1941,0.6,1241,0.5,1589,0.5,1917,0.6,2617,0.7,2073,0.5,1964,0.5,1684,0.5,1947,0.7,1795,0.7
2,6,1,1,2,パン,2918,0.9,1990,0.7,2944,1,3082,1,3382,0.9,3120,0.8,3153,0.8,3056,0.9,2735,1,2388,0.9
2,6,1,1,3,麺類,1692,0.5,1178,0.4,1760,0.6,1892,0.6,2052,0.5,1932,0.5,1723,0.5,1645,0.5,1549,0.6,1324,0.5
2,6,1,1,4,他の穀類,565,0.2,569,0.2,586,0.2,654,0.2,704,0.2,591,0.2,687,0.2,496,0.1,491,0.2,426,0.2
2,5,1,2,0,魚介類,6797,2.1,3212,1.2,4382,1.5,4931,1.6,6703,1.7,5780,1.5,6375,1.7,7525,2.2,8258,3,8175,3.2
2,6,1,2,1,生鮮魚介,3992,1.2,1870,0.7,2819,0.9,2975,1,4084,1,3634,1,3540,0.9,4436,1.3,4740,1.7,4688,1.8
2,6,1,2,2,塩干魚介,1157,0.4,680,0.3,737,0.2,794,0.3,1099,0.3,901,0.2,1149,0.3,1203,0.3,1440,0.5,1490,0.6
2,6,1,2,3,魚肉練製品,649,0.2,195,0.1,328,0.1,425,0.1,542,0.1,451,0.1,609,0.2,774,0.2,864,0.3,867,0.3
2,6,1,2,4,他の魚介加工品,998,0.3,468,0.2,498,0.2,736,0.2,979,0.2,793,0.2,1077,0.3,1112,0.3,1213,0.4,1130,0.4
2,5,1,3,0,肉類,9050,2.8,5950,2.2,8453,2.8,9063,2.9,12407,3.2,10428,2.8,10195,2.7,9499,2.7,7939,2.9,6988,2.7
2,6,1,3,1,生鮮肉,7443,2.3,4886,1.8,6928,2.3,7318,2.4,10429,2.7,8930,2.4,8454,2.2,7638,2.2,6446,2.3,5694,2.2
2,6,1,3,2,加工肉,1607,0.5,1064,0.4,1525,0.5,1745,0.6,1978,0.5,1497,0.4,1741,0.5,1861,0.5,1492,0.5,1293,0.5
2,5,1,4,0,乳卵類,4805,1.5,4085,1.5,4840,1.6,5337,1.7,5245,1.3,4610,1.2,4368,1.2,5047,1.4,4737,1.7,4661,1.8
2,6,1,4,1,牛乳,1468,0.5,986,0.4,1556,0.5,1657,0.5,1581,0.4,1613,0.4,1181,0.3,1315,0.4,1506,0.5,1640,0.6
2,6,1,4,2,乳製品,2461,0.8,2476,0.9,2438,0.8,2764,0.9,2651,0.7,2126,0.6,2328,0.6,2833,0.8,2367,0.9,2201,0.9
2,6,1,4,3,卵,876,0.3,623,0.2,846,0.3,916,0.3,1014,0.3,871,0.2,860,0.2,899,0.3,865,0.3,820,0.3
2,5,1,5,0,野菜・海藻,11355,3.6,6495,2.4,8807,2.9,8932,2.9,11361,2.9,10874,2.9,11658,3.1,12316,3.5,12716,4.6,12490,4.8
2,6,1,5,1,生鮮野菜,7959,2.5,4655,1.7,6438,2.1,6443,2.1,8071,2.1,7801,2.1,8177,2.2,8605,2.5,8743,3.2,8612,3.3
2,6,1,5,2,乾物・海藻,869,0.3,480,0.2,683,0.2,721,0.2,902,0.2,793,0.2,886,0.2,908,0.3,982,0.4,966,0.4
2,6,1,5,3,大豆加工品,1237,0.4,726,0.3,935,0.3,957,0.3,1221,0.3,1170,0.3,1241,0.3,1379,0.4,1397,0.5,1342,0.5
2,6,1,5,4,他の野菜・海藻加工品,1290,0.4,633,0.2,751,0.2,810,0.3,1168,0.3,1110,0.3,1354,0.4,1423,0.4,1594,0.6,1570,0.6
2,5,1,6,0,果物,3815,1.2,1863,0.7,2376,0.8,2620,0.8,3315,0.8,2902,0.8,3381,0.9,4315,1.2,4912,1.8,5261,2
2,6,1,6,1,生鮮果物,3372,1.1,1672,0.6,2101,0.7,2349,0.8,2977,0.8,2528,0.7,2894,0.8,3624,1,4399,1.6,4726,1.8
2,6,1,6,2,果物加工品,443,0.1,191,0.1,275,0.1,271,0.1,338,0.1,375,0.1,486,0.1,691,0.2,513,0.2,535,0.2
2,5,1,7,0,油脂・調味料,4380,1.4,3164,1.2,4035,1.3,4087,1.3,4916,1.3,4593,1.2,4803,1.3,4608,1.3,4292,1.6,4023,1.6
2,6,1,7,1,油脂,473,0.1,303,0.1,391,0.1,448,0.1,470,0.1,464,0.1,531,0.1,472,0.1,501,0.2,460,0.2
2,6,1,7,2,調味料,3907,1.2,2861,1.1,3645,1.2,3639,1.2,4446,1.1,4129,1.1,4271,1.1,4136,1.2,3791,1.4,3563,1.4
2,5,1,8,0,菓子類,6937,2.2,6098,2.2,7433,2.5,7888,2.6,8948,2.3,6892,1.8,7630,2,7288,2.1,5990,2.2,5630,2.2
2,5,1,9,0,調理食品,12826,4,8514,3.1,12250,4.1,11076,3.6,14017,3.6,13806,3.6,14327,3.8,14566,4.2,12484,4.5,11718,4.5
2,6,1,9,1,主食的調理食品,5579,1.7,3969,1.5,5510,1.8,4626,1.5,6345,1.6,6221,1.6,6173,1.6,6483,1.9,5259,1.9,4846,1.9
2,6,1,9,2,他の調理食品,7247,2.3,4545,1.7,6741,2.2,6451,2.1,7672,2,7586,2,8154,2.2,8083,2.3,7226,2.6,6872,2.7
2,5,1,10,0,飲料,5402,1.7,4312,1.6,5280,1.8,5489,1.8,6718,1.7,5615,1.5,6064,1.6,6298,1.8,4780,1.7,4309,1.7
2,6,1,10,1,茶類,1245,0.4,908,0.3,906,0.3,935,0.3,1282,0.3,1279,0.3,1347,0.4,1332,0.4,1349,0.5,1374,0.5
2,6,1,10,2,コーヒー・ココア,1107,0.3,754,0.3,1120,0.4,1267,0.4,1378,0.4,1135,0.3,1243,0.3,1297,0.4,954,0.3,806,0.3
2,6,1,10,3,他の飲料,3050,1,2651,1,3254,1.1,3286,1.1,4057,1,3201,0.8,3474,0.9,3669,1.1,2478,0.9,2129,0.8
2,5,1,11,0,酒類,4232,1.3,1625,0.6,3472,1.2,4423,1.4,4038,1,4094,1.1,6016,1.6,5633,1.6,3918,1.4,2700,1
2,5,1,12,0,外食,13522,4.2,15443,5.7,20622,6.8,18453,6,20000,5.1,16373,4.3,18536,4.9,13134,3.8,7549,2.7,6678,2.6
2,6,1,12,1,一般外食,12867,4,14994,5.5,19050,6.3,16076,5.2,17882,4.6,15555,4.1,18398,4.9,13101,3.8,7542,2.7,6671,2.6
2,6,1,12,2,学校給食,655,0.2,449,0.2,1573,0.5,2377,0.8,2118,0.5,818,0.2,137,0,34,0,6,0,6,0
2,4,2,0,0,住居,27590,8.6,46618,17.2,29724,9.9,26614,8.6,29927,7.6,28203,7.4,25050,6.6,30065,8.6,24173,8.8,24544,9.5
2,5,2,1,0,家賃地代,16273,5.1,45702,16.8,26546,8.8,23385,7.6,25566,6.5,20825,5.5,15018,4,15154,4.3,6179,2.2,5381,2.1
2,5,2,2,0,設備修繕・維持,11317,3.5,916,0.3,3178,1.1,3229,1,4361,1.1,7378,1.9,10032,2.7,14911,4.3,17994,6.5,19163,7.4
2,6,2,2,1,設備材料,4308,1.3,272,0.1,313,0.1,1844,0.6,2493,0.6,1872,0.5,4306,1.1,8958,2.6,5938,2.2,6962,2.7
2,6,2,2,2,工事その他のサービス,7010,2.2,643,0.2,2865,1,1385,0.4,1868,0.5,5506,1.5,5726,1.5,5953,1.7,12056,4.4,12201,4.7
2,4,3,0,0,光熱・水道,21508,6.7,17512,6.5,18314,6.1,20676,6.7,22037,5.6,22494,5.9,21326,5.6,22634,6.5,22032,8,21809,8.5
2,5,3,1,0,電気代,10114,3.2,7988,2.9,8370,2.8,9582,3.1,9923,2.5,10506,2.8,10362,2.7,10718,3.1,10501,3.8,10368,4
2,5,3,2,0,ガス代,5847,1.8,5098,1.9,5074,1.7,5426,1.8,6204,1.6,6000,1.6,5625,1.5,6121,1.8,5988,2.2,6105,2.4
2,5,3,3,0,他の光熱,266,0.1,39,0,126,0,93,0,165,0,136,0,186,0,321,0.1,416,0.2,365,0.1
2,5,3,4,0,上下水道料,5283,1.7,4387,1.6,4744,1.6,5575,1.8,5745,1.5,5852,1.5,5153,1.4,5475,1.6,5128,1.9,4970,1.9
2,4,4,0,0,家具・家事用品,13578,4.3,13790,5.1,13895,4.6,14267,4.6,17256,4.4,14130,3.7,14156,3.7,14582,4.2,11872,4.3,10248,4
2,5,4,1,0,家庭用耐久財,4581,1.4,5003,1.8,3892,1.3,5862,1.9,5254,1.3,4281,1.1,4515,1.2,4931,1.4,4179,1.5,3815,1.5
2,6,4,1,1,家事用耐久財,2579,0.8,2150,0.8,2394,0.8,3133,1,3001,0.8,2329,0.6,2007,0.5,2789,0.8,2539,0.9,2527,1
2,6,4,1,2,冷暖房用器具,1291,0.4,1702,0.6,303,0.1,1855,0.6,1095,0.3,1366,0.4,1570,0.4,1174,0.3,1306,0.5,1103,0.4
2,6,4,1,3,一般家具,711,0.2,1151,0.4,1195,0.4,873,0.3,1158,0.3,587,0.2,939,0.2,968,0.3,335,0.1,185,0.1
2,5,4,2,0,室内装備・装飾品,717,0.2,733,0.3,804,0.3,629,0.2,834,0.2,776,0.2,908,0.2,699,0.2,634,0.2,557,0.2
2,5,4,3,0,寝具類,948,0.3,426,0.2,728,0.2,656,0.2,1633,0.4,1593,0.4,960,0.3,1144,0.3,730,0.3,438,0.2
2,5,4,4,0,家事雑貨,2809,0.9,3626,1.3,4035,1.3,2937,1,3855,1,2982,0.8,3013,0.8,2836,0.8,2125,0.8,1842,0.7
2,5,4,5,0,家事用消耗品,3667,1.1,3653,1.3,3695,1.2,3840,1.2,4344,1.1,3809,1,4098,1.1,4076,1.2,3216,1.2,2669,1
2,5,4,6,0,家事サービス,856,0.3,351,0.1,741,0.2,343,0.1,1336,0.3,689,0.2,661,0.2,896,0.3,988,0.4,926,0.4
2,4,5,0,0,被服及び履物,11365,3.6,12782,4.7,13597,4.5,12066,3.9,15986,4.1,14563,3.8,15503,4.1,13407,3.8,7288,2.6,6150,2.4
2,5,5,1,0,和服,283,0.1,12,0,72,0,44,0,191,0,557,0.1,1418,0.4,560,0.2,27,0,31,0
2,5,5,2,0,洋服,4639,1.5,7188,2.6,5740,1.9,5468,1.8,7213,1.8,6090,1.6,6152,1.6,5424,1.6,2455,0.9,1906,0.7
2,6,5,2,1,男子用洋服,1333,0.4,1995,0.7,1096,0.4,853,0.3,2548,0.6,1628,0.4,1693,0.4,2601,0.7,636,0.2,527,0.2
2,6,5,2,2,婦人用洋服,2767,0.9,3356,1.2,2730,0.9,2932,0.9,3575,0.9,3971,1,4288,1.1,2776,0.8,1808,0.7,1378,0.5
2,6,5,2,3,子供用洋服,538,0.2,1837,0.7,1914,0.6,1683,0.5,1091,0.3,490,0.1,171,0,47,0,11,0,1,0
