項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,694,-,1310,-,1402,-,1517,-,1832,-,1202,-,1238,-,806,-
0,0,0,0,0,調査世帯数,363,-,27,-,46,-,47,-,55,-,62,-,48,-,48,-,30,-
0,0,0,0,0,世帯人員,3.31,-,3.33,-,3.54,-,3.83,-,3.74,-,3.04,-,3.35,-,2.64,-,2.76,-
0,0,0,0,0,有業人員,1.71,-,1.27,-,1.53,-,1.68,-,1.65,-,1.58,-,2,-,1.99,-,1.98,-
0,0,0,0,0,世帯主平均年齢,49.7,-,31.6,-,37.3,-,42.2,-,47,-,52.1,-,56.5,-,61.9,-,69.4,-
1,0,0,0,0,受取,1171329,-,993840,-,1315554,-,1131478,-,1314512,-,1219183,-,1238245,-,1119999,-,759870,-
1,1,0,0,0,実収入,563659,100,467507,100,737371,100,574847,100,665202,100,529828,100,578421,100,493517,100,316195,100
1,2,0,0,0,経常収入,546707,97,440455,94.2,701235,95.1,559229,97.3,625267,94,526324,99.3,570718,98.7,491101,99.5,313361,99.1
1,3,0,0,0,勤め先収入,534239,94.8,418080,89.4,690803,93.7,552358,96.1,621862,93.5,519722,98.1,565716,97.8,445916,90.4,305128,96.5
1,4,0,0,0,世帯主収入,448085,79.5,393966,84.3,558708,75.8,455915,79.3,534043,80.3,458525,86.5,468567,81,347945,70.5,239040,75.6
1,6,0,0,0,うち男,427433,75.8,384644,82.3,528310,71.6,436075,75.9,530056,79.7,414186,78.2,451484,78.1,330514,67,235273,74.4
1,5,0,0,0,定期収入,426070,75.6,378531,81,446575,60.6,436157,75.9,525825,79,455034,85.9,463263,80.1,340243,68.9,238923,75.6
1,5,0,0,0,臨時収入,5151,0.9,8790,1.9,13355,1.8,2773,0.5,5765,0.9,3490,0.7,5304,0.9,1962,0.4,118,0
1,5,0,0,0,賞与,16863,3,6645,1.4,98779,13.4,16986,3,2453,0.4,-,-,-,-,5741,1.2,-,-
1,4,0,0,0,世帯主の配偶者の収入,76660,13.6,24113,5.2,132094,17.9,96444,16.8,87820,13.2,51980,9.8,75607,13.1,78048,15.8,31947,10.1
1,6,0,0,0,うち女,72153,12.8,14791,3.2,106739,14.5,96444,16.8,87820,13.2,49036,9.3,75607,13.1,78048,15.8,31947,10.1
1,4,0,0,0,他の世帯員収入,9495,1.7,-,-,-,-,-,-,-,-,9217,1.7,21543,3.7,19923,4,34141,10.8
1,3,0,0,0,事業・内職収入,6543,1.2,471,0.1,-,-,137,0,3405,0.5,1105,0.2,1015,0.2,41880,8.5,5772,1.8
1,4,0,0,0,家賃収入,3285,0.6,-,-,-,-,-,-,-,-,1105,0.2,-,-,21139,4.3,5772,1.8
1,4,0,0,0,他の事業収入,459,0.1,471,0.1,-,-,17,0,2797,0.4,-,-,-,-,-,-,-,-
1,4,0,0,0,内職収入,2799,0.5,-,-,-,-,120,0,608,0.1,-,-,1015,0.2,20741,4.2,-,-
1,3,0,0,0,他の経常収入,5924,1.1,21904,4.7,10433,1.4,6734,1.2,-,-,5497,1,3986,0.7,3305,0.7,2460,0.8
