区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,697,-,-,98,-,104,-,100,-,102,-,103,-,94,-,96,-
0,0,世帯人員,2.95,-,-,2.57,-,2.67,-,2.77,-,3.15,-,3.17,-,3.04,-,3.28,-
0,0,有業人員,1.31,-,-,1.11,-,1.04,-,1.26,-,1.3,-,1.54,-,1.49,-,1.42,-
0,0,世帯主平均年齢,59.6,-,-,63.8,-,64.2,-,58.8,-,57.9,-,57.4,-,56.6,-,58.6,-
0,0,消費支出,293273,100,-6.6,99651,100,159698,100,201780,100,249387,100,300400,100,373352,100,665570,100
1,0,商品,169685,57.9,4.2,74809,75.1,114618,71.8,135247,67,146495,58.7,185143,61.6,194433,52.1,335664,50.4
1,1,耐久財,24174,8.2,6.1,914,0.9,5758,3.6,6597,3.3,7542,3,22680,7.5,19253,5.2,105894,15.9
1,2,半耐久財,22427,7.6,-13.8,5385,5.4,7772,4.9,16466,8.2,20713,8.3,24686,8.2,26896,7.2,54745,8.2
1,3,非耐久財,123085,42,7.9,68510,68.7,101089,63.3,112184,55.6,118240,47.4,137778,45.9,148284,39.7,175026,26.3
1,0,サービス,123588,42.1,-18.3,24842,24.9,45079,28.2,66534,33,102892,41.3,115257,38.4,178920,47.9,329905,49.6
2,0,食料,93753,32,-1.4,51728,51.9,72793,45.6,81841,40.6,92478,37.1,105761,35.2,114916,30.8,136343,20.5
2,3,非耐久財,80012,27.3,9,46691,46.9,67021,42,71400,35.4,78518,31.5,90102,30,95818,25.7,110261,16.6
2,4,サービス,13741,4.7,-36.6,5037,5.1,5772,3.6,10441,5.2,13960,5.6,15659,5.2,19097,5.1,26081,3.9
2,0,住居,33468,11.4,24.4,1656,1.7,5960,3.7,8617,4.3,24310,9.7,26830,8.9,41189,11,125038,18.8
2,1,耐久財,7666,2.6,70,-,-,-,-,121,0.1,376,0.2,2685,0.9,837,0.2,49356,7.4
2,2,半耐久財,397,0.1,104.6,201,0.2,125,0.1,122,0.1,1162,0.5,166,0.1,593,0.2,405,0.1
2,4,サービス,25406,8.7,14.5,1455,1.5,5834,3.7,8373,4.1,22772,9.1,23979,8,39758,10.6,75277,11.3
2,0,光熱・水道（非耐久財）,17570,6,3.7,11284,11.3,16833,10.5,19395,9.6,16698,6.7,17946,6,20341,5.4,20457,3.1
2,0,家具・家事用品,16430,5.6,16.9,3667,3.7,8119,5.1,10980,5.4,12306,4.9,22748,7.6,14093,3.8,42872,6.4
2,1,耐久財,6788,2.3,14.3,266,0.3,2251,1.4,2780,1.4,4094,1.6,10776,3.6,3715,1,23505,3.5
2,2,半耐久財,4585,1.6,20.5,1268,1.3,1831,1.1,3674,1.8,3645,1.5,6686,2.2,5325,1.4,9611,1.4
2,3,非耐久財,3871,1.3,17.7,1696,1.7,3370,2.1,3929,1.9,4116,1.7,4783,1.6,4391,1.2,4798,0.7
2,4,サービス,1185,0.4,16.4,437,0.4,667,0.4,596,0.3,451,0.2,503,0.2,662,0.2,4957,0.7
2,0,被服及び履物,11042,3.8,-21.5,2549,2.6,3814,2.4,8730,4.3,11098,4.5,11190,3.7,12611,3.4,27138,4.1
2,2,半耐久財,9998,3.4,-23.5,2473,2.5,3344,2.1,7922,3.9,8732,3.5,10535,3.5,12022,3.2,24810,3.7
2,4,サービス,1044,0.4,5.1,76,0.1,470,0.3,808,0.4,2366,0.9,655,0.2,589,0.2,2329,0.3
2,0,保健医療,22387,7.6,20.9,6241,6.3,10375,6.5,12157,6,14760,5.9,16561,5.5,27544,7.4,68742,10.3
2,1,耐久財,1486,0.5,-16.5,442,0.4,988,0.6,1321,0.7,800,0.3,1777,0.6,3046,0.8,2020,0.3
2,2,半耐久財,332,0.1,-48.2,56,0.1,302,0.2,381,0.2,288,0.1,81,0,629,0.2,588,0.1
2,3,非耐久財,7138,2.4,26.2,3176,3.2,5279,3.3,5478,2.7,7009,2.8,8311,2.8,10002,2.7,10680,1.6
2,4,サービス,13431,4.6,28.6,2568,2.6,3806,2.4,4976,2.5,6662,2.7,6392,2.1,13867,3.7,55454,8.3
2,0,交通・通信,26787,9.1,-37.5,6714,6.7,14430,9,21350,10.6,23978,9.6,31894,10.6,41296,11.1,47626,7.2
