項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7428,-,1686,-,454,-,433,-
0,0,0,0,0,調査世帯数,365,-,278,-,57,-,18,-,14,-
0,0,0,0,0,世帯人員,3.3,-,3.39,-,2.94,-,3.29,-,3.08,-
0,0,0,0,0,有業人員,1.71,-,1.73,-,1.68,-,1.79,-,1.41,-
0,0,0,0,0,世帯主平均年齢,49.4,-,51,-,44,-,52.3,-,41.5,-
1,0,0,0,0,受取,1412099,-,1412149,-,1553163,-,980882,-,1319685,-
1,1,0,0,0,実収入,701538,100,715931,100,649962,100,513113,100,857755,100
1,2,0,0,0,経常収入,675758,96.3,688773,96.2,629510,96.9,494871,96.4,827501,96.5
1,3,0,0,0,勤め先収入,639589,91.2,646938,90.4,612471,94.2,462420,90.1,815089,95
1,4,0,0,0,世帯主収入,523450,74.6,530526,74.1,483197,74.3,375284,73.1,730361,85.1
1,6,0,0,0,うち男,499359,71.2,512821,71.6,440623,67.8,313993,61.2,710806,82.9
1,5,0,0,0,定期収入,421611,60.1,427729,59.7,401098,61.7,302670,59,528391,61.6
1,5,0,0,0,臨時収入,6025,0.9,6917,1,3379,0.5,4287,0.8,3416,0.4
1,5,0,0,0,賞与,95814,13.7,95880,13.4,78720,12.1,68327,13.3,198554,23.1
1,4,0,0,0,世帯主の配偶者の収入,101297,14.4,98837,13.8,127709,19.6,68985,13.4,74678,8.7
1,6,0,0,0,うち女,96503,13.8,98066,13.7,106215,16.3,56642,11,74678,8.7
1,4,0,0,0,他の世帯員収入,14843,2.1,17575,2.5,1565,0.2,18151,3.5,10050,1.2
1,3,0,0,0,事業・内職収入,6722,1,8341,1.2,2814,0.4,626,0.1,-,-
1,4,0,0,0,家賃収入,3346,0.5,3937,0.5,2390,0.4,-,-,-,-
1,4,0,0,0,他の事業収入,1910,0.3,2526,0.4,50,0,-,-,-,-
1,4,0,0,0,内職収入,1467,0.2,1877,0.3,373,0.1,626,0.1,-,-
1,3,0,0,0,他の経常収入,29447,4.2,33494,4.7,14226,2.2,31824,6.2,12413,1.4
1,4,0,0,0,財産収入,1363,0.2,1496,0.2,1328,0.2,0,0,567,0.1
1,4,0,0,0,社会保障給付,26967,3.8,30503,4.3,12850,2,31824,6.2,11845,1.4
1,5,0,0,0,公的年金給付,16490,2.4,19568,2.7,5481,0.8,17733,3.5,3203,0.4
1,5,0,0,0,他の社会保障給付,10477,1.5,10935,1.5,7369,1.1,14092,2.7,8643,1
1,4,0,0,0,仕送り金,1117,0.2,1496,0.2,47,0,-,-,-,-
1,2,0,0,0,特別収入,25780,3.7,27158,3.8,20451,3.1,18242,3.6,30254,3.5
1,3,0,0,0,受贈金,1726,0.2,1601,0.2,1910,0.3,1034,0.2,4318,0.5
1,3,0,0,0,他の特別収入,24054,3.4,25557,3.6,18541,2.9,17209,3.4,25936,3
1,1,0,0,0,実収入以外の受取(繰入金を除く),555528,-,549341,-,674762,-,391655,-,391919,-
1,2,0,0,0,預貯金引出,410576,-,409539,-,479892,-,310480,-,270339,-
1,2,0,0,0,保険金,5429,-,6955,-,1178,-,854,-,-,-
1,3,0,0,0,個人・企業年金保険金,4057,-,5165,-,951,-,854,-,-,-
1,3,0,0,0,他の保険金,1373,-,1791,-,227,-,-,-,-,-
1,2,0,0,0,有価証券売却,247,-,103,-,1133,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,7839,-,-,-,47054,-,-,-,-,-
1,2,0,0,0,他の借入金,821,-,1112,-,-,-,269,-,-,-
1,2,0,0,0,クレジット購入借入金,123030,-,130581,-,102360,-,79673,-,121410,-
1,2,0,0,0,土地家屋売却,6686,-,-,-,42619,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,901,-,1051,-,527,-,380,-,170,-
1,1,0,0,0,繰入金,155032,-,146877,-,228439,-,76114,-,70010,-
2,0,0,0,0,支払,1412099,-,1412149,-,1553163,-,980882,-,1319685,-
2,1,0,0,0,実支出,505201,-,490456,-,601733,-,376160,-,510742,-
2,2,0,0,0,生計支出,365283,-,345707,-,479414,-,294157,-,321462,-
2,3,0,0,0,消費支出,343451,100,344899,100,354459,100,294157,100,321462,100
2,4,1,0,0,食料,93467,27.2,98437,28.5,77448,21.8,78379,26.6,84934,26.4
2,5,1,1,0,穀類,7385,2.2,7750,2.2,5994,1.7,7411,2.5,6589,2
2,6,1,1,1,米類,1953,0.6,2060,0.6,1434,0.4,2257,0.8,1757,0.5
2,6,1,1,2,パン,3033,0.9,3187,0.9,2619,0.7,2781,0.9,2356,0.7
2,6,1,1,3,麺類,1790,0.5,1865,0.5,1427,0.4,1923,0.7,1834,0.6
2,6,1,1,4,他の穀類,608,0.2,638,0.2,514,0.1,450,0.2,643,0.2
2,5,1,2,0,魚介類,5954,1.7,6458,1.9,4222,1.2,5652,1.9,4087,1.3
2,6,1,2,1,生鮮魚介,3586,1,3893,1.1,2546,0.7,3380,1.1,2414,0.8
2,6,1,2,2,塩干魚介,998,0.3,1093,0.3,685,0.2,943,0.3,611,0.2
2,6,1,2,3,魚肉練製品,526,0.2,566,0.2,327,0.1,601,0.2,515,0.2
2,6,1,2,4,他の魚介加工品,844,0.2,907,0.3,665,0.2,728,0.2,546,0.2
2,5,1,3,0,肉類,9625,2.8,10452,3,6809,1.9,7817,2.7,8347,2.6
2,6,1,3,1,生鮮肉,7936,2.3,8613,2.5,5584,1.6,6488,2.2,7042,2.2
2,6,1,3,2,加工肉,1689,0.5,1839,0.5,1225,0.3,1329,0.5,1304,0.4
2,5,1,4,0,乳卵類,4750,1.4,5000,1.4,3840,1.1,4034,1.4,4816,1.5
2,6,1,4,1,牛乳,1425,0.4,1519,0.4,1030,0.3,1327,0.5,1362,0.4
2,6,1,4,2,乳製品,2443,0.7,2549,0.7,2116,0.6,1880,0.6,2684,0.8
2,6,1,4,3,卵,882,0.3,933,0.3,695,0.2,827,0.3,770,0.2
2,5,1,5,0,野菜・海藻,10478,3.1,11285,3.3,7849,2.2,9085,3.1,7907,2.5
2,6,1,5,1,生鮮野菜,7478,2.2,8057,2.3,5569,1.6,6365,2.2,5773,1.8
2,6,1,5,2,乾物・海藻,797,0.2,870,0.3,582,0.2,683,0.2,485,0.2
2,6,1,5,3,大豆加工品,1137,0.3,1211,0.4,917,0.3,1023,0.3,782,0.2
2,6,1,5,4,他の野菜・海藻加工品,1066,0.3,1147,0.3,783,0.2,1014,0.3,868,0.3
2,5,1,6,0,果物,3012,0.9,3261,0.9,2246,0.6,2220,0.8,2588,0.8
2,6,1,6,1,生鮮果物,2643,0.8,2855,0.8,1961,0.6,2009,0.7,2304,0.7
2,6,1,6,2,果物加工品,370,0.1,406,0.1,285,0.1,210,0.1,284,0.1
2,5,1,7,0,油脂・調味料,4410,1.3,4718,1.4,3375,1,4059,1.4,3545,1.1
2,6,1,7,1,油脂,462,0.1,498,0.1,342,0.1,403,0.1,346,0.1
2,6,1,7,2,調味料,3948,1.1,4220,1.2,3032,0.9,3656,1.2,3198,1
2,5,1,8,0,菓子類,7524,2.2,7853,2.3,6197,1.7,6614,2.2,8256,2.6
2,5,1,9,0,調理食品,12695,3.7,13050,3.8,11450,3.2,10958,3.7,13091,4.1
2,6,1,9,1,主食的調理食品,5611,1.6,5717,1.7,5430,1.5,4829,1.6,5206,1.6
2,6,1,9,2,他の調理食品,7084,2.1,7333,2.1,6020,1.7,6129,2.1,7885,2.5
2,5,1,10,0,飲料,5670,1.7,5838,1.7,5119,1.4,5010,1.7,5681,1.8
2,6,1,10,1,茶類,1197,0.3,1249,0.4,1075,0.3,1022,0.3,1035,0.3
2,6,1,10,2,コーヒー・ココア,1213,0.4,1245,0.4,1189,0.3,871,0.3,1171,0.4
2,6,1,10,3,他の飲料,3260,0.9,3344,1,2856,0.8,3118,1.1,3475,1.1
