実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,生計支出（円）,生計支出／消費支出（円）,生計支出／消費支出／食料（円）,生計支出／消費支出／食料／穀類（円）,生計支出／消費支出／食料／魚介類（円）,生計支出／消費支出／食料／肉類（円）,生計支出／消費支出／食料／乳卵類（円）,生計支出／消費支出／食料／野菜・海藻（円）,生計支出／消費支出／食料／果物（円）,生計支出／消費支出／食料／油脂・調味料（円）,生計支出／消費支出／食料／菓子類（円）,生計支出／消費支出／食料／調理食品（円）,生計支出／消費支出／食料／飲料（円）,生計支出／消費支出／食料／酒類（円）,生計支出／消費支出／食料／外食（円）,生計支出／消費支出／住居（円）,生計支出／消費支出／住居／家賃地代（円）,生計支出／消費支出／住居／設備修繕・維持（円）,生計支出／消費支出／光熱・水道（円）,生計支出／消費支出／光熱・水道／電気代（円）,生計支出／消費支出／光熱・水道／ガス代（円）,生計支出／消費支出／光熱・水道／他の光熱（円）,生計支出／消費支出／光熱・水道／上下水道料（円）,生計支出／消費支出／家具・家事用品（円）,生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,生計支出／消費支出／家具・家事用品／寝具類（円）,生計支出／消費支出／家具・家事用品／家事雑貨（円）,生計支出／消費支出／家具・家事用品／家事用消耗品（円）,生計支出／消費支出／家具・家事用品／家事サービス（円）,生計支出／消費支出／被服及び履物（円）,生計支出／消費支出／被服及び履物／和服（円）,生計支出／消費支出／被服及び履物／洋服（円）,生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,生計支出／消費支出／被服及び履物／下着類（円）,生計支出／消費支出／被服及び履物／生地・糸類（円）,生計支出／消費支出／被服及び履物／他の被服（円）,生計支出／消費支出／被服及び履物／履物類（円）,生計支出／消費支出／被服及び履物／被服関連サービス（円）,生計支出／消費支出／保健医療（円）,生計支出／消費支出／保健医療／医薬品（円）,生計支出／消費支出／保健医療／健康保持用摂取品（円）,生計支出／消費支出／保健医療／保健医療用品・器具（円）,生計支出／消費支出／保健医療／保健医療サービス（円）,生計支出／消費支出／交通・通信（円）,生計支出／消費支出／交通・通信／交通（円）,生計支出／消費支出／交通・通信／自動車等関係費（円）,生計支出／消費支出／交通・通信／通信（円）,生計支出／消費支出／教育（円）,生計支出／消費支出／教育／授業料等（円）,生計支出／消費支出／教育／教科書・学習参考教材（円）,生計支出／消費支出／教育／補習教育（円）,生計支出／消費支出／教養娯楽（円）,生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,生計支出／消費支出／教養娯楽／教養娯楽用品（円）,生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,生計支出／消費支出／その他の消費支出（円）,生計支出／消費支出／その他の消費支出／諸雑費（円）,生計支出／消費支出／その他の消費支出／こづかい（円）,生計支出／消費支出／その他の消費支出／交際費（円）,生計支出／消費支出／その他の消費支出／仕送り金（円）,生計支出／土地家屋購入（円）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
Jissu,nen,実数_平成31年・令和元年,703,2.92,1.31,60.8,330278,326563,87921,6769,6282,7693,4173,10027,3469,3637,6500,12166,4973,3575,18658,23613,13606,10008,21274,10138,5887,335,4914,12296,4141,798,980,2499,3010,869,14047,198,5992,2707,1065,174,1032,1835,1044,16717,2939,1315,2745,9718,36545,9911,14168,12465,19284,14120,215,4949,37513,2568,7539,3930,23477,57353,25810,8531,20335,2677,3716,26.9,46,26.7,18.1,8.6
Jissu,nen,実数_令和 2年,689,2.94,1.32,59.4,331138,319428,90238,7116,6797,9050,4805,11355,3815,4380,6937,12826,5402,4232,13522,27590,16273,11317,21508,10114,5847,266,5283,13578,4581,717,948,2809,3667,856,11365,283,4639,2043,1025,161,811,1439,966,17767,3016,1451,3346,9954,34165,5688,15056,13421,19167,14293,279,4594,31569,3508,7647,3918,16496,52480,24795,8014,16736,2934,11710,28.2,42.6,27.2,17.6,9.5
Jissu,tuki,実数_令和 2年 1月,697,2.95,1.32,59.9,319486,319486,83890,5994,5599,7685,4124,9256,3369,3600,6079,11539,4394,2904,19349,19462,16114,3347,23457,10242,7815,713,4687,11955,4161,965,634,2755,2710,729,14717,629,6129,2694,1121,118,1304,1954,768,17459,2680,1924,3000,9855,34039,8446,12492,13101,15278,10913,49,4317,34659,4056,5896,3918,20789,64569,27413,7572,27468,2117,-,26.3,45.1,26.9,18.4,8.5
Jissu,tuki,実数_令和 2年 2月,687,2.95,1.35,59.5,368393,307747,86602,6906,5852,8000,4576,9655,3772,3964,7196,12021,4692,3080,16885,29284,15007,14277,26623,12145,8098,616,5765,11238,3155,441,537,2860,3677,568,10414,7,5084,1680,726,113,785,1445,573,17275,3168,1414,3808,8886,32267,7470,13504,11292,14943,10957,109,3877,31279,3172,5966,3656,18485,47821,23452,6591,14685,3093,60647,28.1,42.6,28,19.1,9
Jissu,tuki,実数_令和 2年 3月,685,2.95,1.33,59.6,317395,317395,90441,8300,6818,9100,5245,11218,3820,4678,7255,12214,5004,3217,13573,29693,17734,11959,26282,12808,8515,450,4510,11721,3371,477,912,2472,3874,615,10659,17,5109,1740,738,133,590,1407,924,17552,3018,1764,2911,9859,29946,6516,10487,12943,15104,9737,892,4475,30885,3538,7489,3961,15898,55112,28526,7218,16488,2880,-,28.5,40.3,28.1,19.1,9
Jissu,tuki,実数_令和 2年 4月,700,2.92,1.31,59.9,298410,298410,82547,7880,6767,9954,5285,12458,3933,4580,6492,11256,4923,4130,4890,25961,19147,6815,25573,11723,7715,205,5929,9083,2270,340,285,1912,3880,397,5948,1482,1514,584,494,164,292,582,835,15692,2922,1263,2435,9072,30138,3127,14431,12580,42028,37815,524,3689,23311,3010,7240,3788,9272,38130,18186,7429,10018,2497,-,27.7,42.5,38.1,19.4,18.7
Jissu,tuki,実数_令和 2年 5月,657,2.91,1.3,59.3,272875,272875,87384,7724,6977,10086,5585,12548,3929,4734,7145,12320,5694,4243,6399,22461,16661,5800,20994,9902,6602,47,4443,13179,4615,593,767,2420,3869,915,7780,-,2711,1324,738,174,608,1065,1159,13383,2947,1460,2560,6416,31962,3854,15745,12363,12573,9268,464,2841,24229,3705,7091,4163,9269,38933,18791,6712,11242,2188,-,32,37.7,28.1,18.1,9.9
Jissu,tuki,実数_令和 2年 6月,686,2.95,1.29,59.2,307353,307353,87268,7174,6635,9076,5080,11876,3724,4375,6725,12429,5919,4169,10087,28725,17022,11704,20877,8814,5480,28,6555,17572,7044,1039,1155,3336,4102,894,13437,108,4879,3047,1341,232,878,1722,1230,16260,2711,1531,3609,8409,37420,4244,19390,13785,11087,7180,261,3646,26137,3098,7359,3941,11738,48571,22542,10037,14117,1875,-,28.4,41.7,25.8,18.1,7.7
Jissu,tuki,実数_令和 2年 7月,697,2.95,1.31,59.6,317065,317065,89164,7165,6466,8837,4759,11906,3821,4345,6726,12913,5688,4384,12155,33461,16528,16933,17570,8657,4561,19,4333,16168,6501,544,1114,2984,3839,1185,10796,327,3663,2260,1199,179,615,1510,1044,22357,3495,1481,3964,13417,26719,3796,9842,13081,14291,9461,185,4644,31912,5769,8382,3892,13868,54629,24837,10785,16639,2367,-,28.1,39.5,25.5,17.4,8.2
Jissu,tuki,実数_令和 2年 8月,701,2.97,1.31,59.5,312318,312318,93894,6755,6637,9187,4882,12562,4114,4184,6895,13361,6736,4741,13839,25319,15516,9804,19434,8883,4164,16,6372,15948,5525,1165,891,2996,4137,1234,9339,16,3327,1822,1022,112,690,1369,981,22221,3396,1473,3422,13931,29837,5141,10641,14055,8953,5381,160,3412,34452,3518,7401,3973,19560,52919,26010,8276,15483,3150,-,30.1,39.4,25.6,19,6.6
Jissu,tuki,実数_令和 2年 9月,676,2.96,1.32,59.3,314224,314224,89611,6535,6408,8954,4641,11438,3951,4234,6541,12338,5723,5106,13744,23850,13884,9966,18460,10466,3414,38,4541,13926,5482,583,922,2795,3440,705,10637,57,4572,2212,1032,166,531,1482,585,16386,2924,1208,3382,8872,34803,6917,14460,13426,26324,20811,273,5239,31701,3069,7319,4040,17272,48527,24403,6399,13235,4490,-,28.5,45.2,27,17.6,9.3
Jissu,tuki,実数_令和 2年10月,688,2.97,1.34,58.8,370797,357262,92973,6950,6502,8735,4558,11396,3882,4394,7028,13382,5384,4088,16674,32675,14800,17875,20396,10358,3870,109,6058,11305,2289,652,1624,2696,3381,663,14280,15,6380,2952,1216,226,790,1551,1151,19402,2847,1342,4134,11080,41311,8609,18132,14570,33982,27176,167,6638,36969,3831,7557,3887,21695,53968,27588,7612,15558,3211,13535,26,47.1,28,16,12
Jissu,tuki,実数_令和 2年11月,701,2.92,1.33,59,399089,336732,91283,6362,6259,8549,4362,10264,3396,4401,6801,12917,5241,4852,17880,34104,16185,17919,18820,9201,4670,289,4660,14062,5432,853,957,2692,3176,951,14229,170,6485,2273,1129,168,1100,1420,1485,18242,2790,1206,3277,10969,41377,5817,19800,15759,17146,11110,115,5920,33742,1875,7784,3827,20255,53728,24445,7769,17449,4064,62357,27.1,45.6,24.7,16.9,7.8
Jissu,tuki,実数_令和 2年12月,690,2.88,1.35,59,376245,372264,107797,7650,10643,10439,4563,11687,4064,5068,8366,17224,5431,5874,16787,26086,16675,9410,19615,8164,5256,658,5537,16777,5126,957,1572,3784,3923,1415,14149,569,5810,1927,1545,147,1545,1755,851,16974,3289,1343,3655,8686,40166,4320,21753,14092,18289,11712,151,6426,39557,3456,12275,3974,19852,72854,31352,9771,28453,3278,3981,29,42.9,21.8,13.6,8.2
meimoku,nen,対前年（同月）名目増加率_平成21年,-,-,-,-,3.4,3.7,3.1,4.1,-0.2,-1.7,4.8,-0.8,1.4,3.1,4,4.1,6.4,8,6,12.3,5.7,28.5,-2.2,-4.3,1.3,-25.9,-0.9,8.9,9.7,26.7,15,1.8,3.3,23.6,5.8,85.3,3.6,4.2,-1.7,-1.7,11.3,11.1,3.6,6.5,24.7,-1.2,20.2,0.7,5,1.7,5,7.8,-3,-4.7,-0.4,2.1,2.4,20.5,0.4,2,0.6,3.6,6.9,-4,3.7,13.9,-10.6,,,,,
meimoku,nen,対前年（同月）名目増加率_平成22年,-,-,-,-,-0.4,-0.2,-2.6,-5.2,-6.2,-1.1,-1.1,-0.1,-1.6,-3.7,0.7,0.5,-1.4,-8.4,-4.1,-1.5,-3.7,2.8,2.5,6.5,-4,22.3,2.8,0.1,8.7,-26.9,-34,0.8,-0.1,25.3,-1.2,-42.1,3.1,-1.8,-0.3,-15.4,-6.3,-0.5,-3.9,-2.4,12.1,20.3,-10.5,-6.1,1.9,3.7,1.7,0.9,2.3,-1.3,45.6,10.3,6.1,34.1,0.8,0.2,4.1,-2.7,4.5,-1.9,-9,-10.3,-10.4,,,,,
meimoku,nen,対前年（同月）名目増加率_平成23年,-,-,-,-,-2.8,-5.2,-1.1,-1.1,-2.3,-0.9,-3.2,-2,-0.7,2.6,-1.9,0.3,7.6,-3.5,-2.6,-6.4,1.4,-21.4,-5.2,-7.1,-4.3,5,-3.7,-3.7,-10.1,15.8,43.6,-5.3,1.8,-26,-11,-20.5,-14.8,-8.7,-0.6,28.7,-4.1,-9.2,-17.6,2.8,-1.4,-8.6,-4.3,7.7,-6.7,-12.2,-5.2,-4.2,2.2,7.1,-30.3,-8.3,-14.4,-42.3,-7,-8.2,-11.6,-5.7,-7.2,-10.9,1.2,-25,129.3,,,,,
meimoku,nen,対前年（同月）名目増加率_平成24年,-,-,-,-,0.2,2.4,1.3,-0.7,-1.6,-2.2,3.7,-1.1,0.7,-1.4,-2.5,4.7,1.7,8.4,4.2,8.1,-4.7,39.6,8.9,10.9,13.8,15.4,-0.7,3.5,-4.9,47,5.5,5.1,1.4,-3.4,5.9,-4,4.1,8.6,5.1,-14.1,6.1,6.7,13,0.3,4.2,12,6.3,-3.7,5.2,11.4,6.1,-0.4,-2.8,-2.7,1.8,-3.3,-0.2,-15.9,2.3,-5.8,2.4,0.6,6.9,0.9,-4.3,-16.7,-49.3,,,,,
meimoku,nen,対前年（同月）名目増加率_平成25年,-,-,-,-,4.9,3.6,1.7,0.5,-2.2,5.2,0.6,0.7,0.5,0.7,5.8,-1.2,4.8,-2.1,3.9,15.5,14.4,17.3,2.1,8.7,-4.1,-15.5,-0.9,1.5,10.1,-32,28.3,-6.1,3.9,2.9,3.4,1.8,4.3,2.7,1.1,13.9,-0.9,8.6,-2.2,0.7,1,-5.9,5.2,0.4,7,2.2,13.3,2.9,-9.1,-7.2,-8.6,-14.9,4.2,-7,1.3,0.8,7,4.3,7,-11,3.3,81.7,69.1,,,,,
meimoku,nen,対前年（同月）名目増加率_平成26年,-,-,-,-,-5.2,-2.8,1.1,-2,3.7,7.7,6.2,3.2,5.8,4.7,1,4.1,-3.9,2.9,-5.7,-13.8,-16.3,-9.8,1.2,0.7,4,18.3,-2.4,5.8,10,1.9,-10,4.3,4.8,19.9,-0.3,77.6,-1.9,-1.5,-5.2,-21.1,5.2,3.8,-4.2,-2.2,5,2.3,-7.9,-3.3,-2.7,-7.2,-1.6,-0.7,-12.6,-15.9,-12.2,-1.7,0.5,-4.6,7.9,-0.9,-0.8,-5.7,-3.4,-3.9,-5.9,-30.1,-71.3,,,,,
meimoku,nen,対前年（同月）名目増加率_平成27年,-,-,-,-,1.2,0.9,3.2,-0.4,3.2,2.4,6.6,5.4,6.9,1,2.3,2.5,-0.6,-0.7,5.1,-1.3,7.7,-14.9,-2.4,-3.6,-1.2,-38.6,1.5,-6.4,-11.2,9.2,-16.2,-4.1,-2.1,-7.9,-0.1,-22.8,8.3,-2.1,-2.9,0.7,-7.9,-6.3,-10.2,-0.5,-4.1,-1.7,-5,2,-3.5,0.7,-13,6.3,24.1,31.7,12.9,2.6,-1.9,-13,-7,-2.3,0.7,0.5,-1.7,-7.3,0.3,62.3,35.6,,,,,
meimoku,nen,対前年（同月）名目増加率_平成28年,-,-,-,-,-2.9,-1.9,1,-1,-0.3,0.8,2.2,-1.9,-0.8,0.7,-0.5,8.7,4.9,-3.9,0.3,-1.7,-5.5,5.6,-11.8,-12.8,-18,-16.7,-1,0.6,0.1,5.4,1,-4.2,6.1,-6.4,-4.8,-19.7,-8.3,-3.5,3.5,-17.5,-10.5,-2,11.3,-1.3,-1.7,0.6,9.7,-4.2,-5.5,0.4,-14.4,0.4,5,2.4,-22.1,16.6,-3.2,-3.1,1.3,-6,-4,-1.4,1.5,6.1,-7.6,-3.1,-75.4,,,,,
meimoku,nen,対前年（同月）名目増加率_平成29年,-,-,-,-,2.9,2.3,1,0.5,-3.6,3.9,-0.3,-0.6,-1.1,3.2,1.1,2,0,8.1,1.2,-3,-7.6,4.8,2.2,1.3,1.9,36.3,2.7,8.3,13.2,15.6,7.1,7.9,1,5.6,-2.5,-30.5,-0.4,-2.7,-6.7,35.6,0.7,-3.6,-8.6,3.1,3,14.9,0,2.3,9.9,0.1,26.4,1,-1.6,1,15.2,-11,2.6,23.3,5.4,-1.6,0.7,3,-0.3,-2.4,11.8,-8.3,170,,,,,
meimoku,nen,対前年（同月）名目増加率_平成30年,-,-,-,-,-2.3,-1.7,0.8,2.8,-3.6,0,-3.7,1.1,-0.3,-1.5,4.4,2.5,6.2,-10.3,2.2,-0.1,2.3,-3.6,1.7,5.6,-1.4,-3.4,-1.5,-11.8,-16.3,-46.9,-10.9,-4.3,-0.6,-4.5,-3.4,-7.7,-1.2,-7.4,0.5,-21.3,-5.3,-3.2,-5.1,3.7,-1,-13,1.1,8.7,-3,4.4,-10.3,0.7,4,1.2,-18.1,15.8,-3.3,-9.7,-4.3,-4.2,-2.1,-6,-1.3,-8.5,-5.5,-39.3,-66.7,,,,,
meimoku,nen,対前年（同月）名目増加率_平成31年・令和元年,-,-,-,-,2.1,1.3,2.1,1.9,-0.3,-1.4,1.1,-5,0.9,0,6.2,4.4,1.6,11,5.3,-1.4,-8,9.2,-0.5,0.2,2.1,8.8,-5.3,14.7,20.7,38.5,25,8.5,7.3,5.6,2.9,65,1.2,6.4,-4.1,38.1,6.3,-0.6,3.2,3.9,12.1,1.2,10.2,0.4,2.5,7.7,4,-2.9,-5.5,-8.7,15.6,3.9,4,16,8.4,3.1,1.7,-1.6,0.8,-6.3,-5.6,33.8,266.8,,,,,
meimoku,nen,対前年（同月）名目増加率_令和 2年,-,-,-,-,0.3,-2.2,2.6,5.1,8.2,17.6,15.1,13.2,10,20.4,6.7,5.4,8.6,18.4,-27.5,16.8,19.6,13.1,1.1,-0.2,-0.7,-20.6,7.5,10.4,10.6,-10.2,-3.3,12.4,21.8,-1.5,-19.1,42.9,-22.6,-24.5,-3.8,-7.5,-21.4,-21.6,-7.5,6.3,2.6,10.3,21.9,2.4,-6.5,-42.6,6.3,7.7,-0.6,1.2,29.8,-7.2,-15.8,36.6,1.4,-0.3,-29.7,-8.5,-3.9,-6.1,-17.7,9.6,215.1,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 1月,-,-,-,-,0.4,0.4,3.4,-1.3,-7.6,0.7,4.6,0.8,-2,0.8,3.7,4.4,2,14,10.8,-4.3,23.7,-54.2,-6.4,-5.6,-9.1,-12.6,-2.2,12.3,39.5,91.8,-55.5,-3.4,14.1,42.9,-0.5,535.4,-7.5,5,-11.3,-40.1,-6.7,-4.8,28.9,25.2,-3.2,64.2,22,30.7,-3.1,-0.8,-3.6,-4,-10,-18.1,-61.1,22.9,-1.1,84.4,-17.2,1.2,-4.8,-1,6.7,-28,1.1,14.8,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 2月,-,-,-,-,26.4,5.6,10.7,11.1,-1.2,9.3,19.8,4,14.3,9.7,15.5,13.5,19.6,7.7,11.7,56.9,16.7,145.9,-5.2,-5.5,-9.6,-19.9,4.7,8.2,-29.9,-3.7,30.3,42.7,53.1,-6.6,1.7,-72,4.4,1.3,36.5,-8.1,11.2,2.9,-37.9,17.4,20,20.6,89.8,-0.1,-12.9,3,-24.2,-5.7,0.3,-5.3,-38.1,23.2,2.4,113.7,-2.4,-0.9,-4,-1.7,4.9,-27,-9.4,191.8,...,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 3月,-,-,-,-,-2.1,-1.5,4,17.6,8.6,17.3,28.9,14.1,11.9,24.8,3.5,6.5,11.2,-7.7,-26,79.5,31.9,286.9,-0.4,1.2,-2.7,4.2,-1,9.7,-6.2,-15.6,-10.9,4.8,45.1,28.4,-28.2,466.7,-30.2,-21.3,-19,-41.2,-30.5,-29.3,-31.3,3.1,-1,75,-13.2,2.5,-8.9,-40.6,3.1,10.6,-29.3,-27.7,-4.7,-35.7,-18.8,23,12.2,-4.6,-34.7,-4.2,15.7,-7.1,-26.7,9.8,-100,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 4月,-,-,-,-,-19.1,-8.8,-2.7,10.3,9.4,32.6,30.9,24.7,18.6,30.5,-1.5,-3.1,4.3,24.4,-71.1,26.7,46.6,-8.3,6.9,6,5.1,-11.6,12.1,-13,-25.9,-27,-68.6,-21.6,47.4,-57.4,-57.6,416.4,-72.4,-79.3,-54.8,-14.6,-66.9,-67.6,-43.3,6.2,-5.7,16,32.3,3.8,-9.9,-74.4,39.3,15.4,27.6,34.9,109.6,-20.6,-34.1,9.4,-2.2,6.7,-57.2,-33,-20.6,-14.1,-51.3,-47.3,-100,,,,,
