項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4346,-,2631,-,2173,-,850,-
0,0,0,0,0,調査世帯数,701,-,303,-,185,-,150,-,63,-
0,0,0,0,0,世帯人員,2.97,-,2,-,3,-,4,-,5.24,-
0,0,0,0,0,有業人員,1.31,-,0.78,-,1.56,-,1.78,-,2.04,-
0,0,0,0,0,世帯主平均年齢,59.5,-,69.3,-,56.2,-,47,-,51.2,-
2,2,0,0,0,生計支出,312318,-,269093,-,328629,-,352001,-,381447,-
2,3,0,0,0,消費支出,312318,100,269093,100,328629,100,352001,100,381447,100
2,4,1,0,0,食料,93894,30.1,79126,29.4,98093,29.8,108516,30.8,119040,31.2
2,5,1,1,0,穀類,6755,2.2,4989,1.9,7307,2.2,8433,2.4,9794,2.6
2,6,1,1,1,米類,1945,0.6,1288,0.5,2087,0.6,2511,0.7,3418,0.9
2,6,1,1,2,パン,2782,0.9,2185,0.8,3156,1,3308,0.9,3332,0.9
2,6,1,1,3,麺類,1593,0.5,1198,0.4,1616,0.5,2065,0.6,2337,0.6
2,6,1,1,4,他の穀類,435,0.1,317,0.1,448,0.1,549,0.2,708,0.2
2,5,1,2,0,魚介類,6637,2.1,6214,2.3,6820,2.1,6503,1.8,8581,2.2
2,6,1,2,1,生鮮魚介,3953,1.3,3583,1.3,4051,1.2,3936,1.1,5587,1.5
2,6,1,2,2,塩干魚介,1158,0.4,1099,0.4,1123,0.3,1164,0.3,1554,0.4
2,6,1,2,3,魚肉練製品,552,0.2,597,0.2,593,0.2,453,0.1,449,0.1
2,6,1,2,4,他の魚介加工品,974,0.3,936,0.3,1052,0.3,951,0.3,991,0.3
2,5,1,3,0,肉類,9187,2.9,6656,2.5,9978,3,10994,3.1,15065,3.9
2,6,1,3,1,生鮮肉,7526,2.4,5375,2,8126,2.5,9046,2.6,12778,3.3
2,6,1,3,2,加工肉,1662,0.5,1282,0.5,1852,0.6,1948,0.6,2288,0.6
2,5,1,4,0,乳卵類,4882,1.6,3960,1.5,5461,1.7,5558,1.6,6081,1.6
2,6,1,4,1,牛乳,1589,0.5,1291,0.5,1861,0.6,1595,0.5,2261,0.6
2,6,1,4,2,乳製品,2447,0.8,1937,0.7,2753,0.8,3009,0.9,2674,0.7
2,6,1,4,3,卵,846,0.3,733,0.3,846,0.3,953,0.3,1146,0.3
2,5,1,5,0,野菜・海藻,12562,4,11972,4.4,12925,3.9,12466,3.5,14700,3.9
2,6,1,5,1,生鮮野菜,9225,3,8850,3.3,9382,2.9,9145,2.6,10868,2.8
2,6,1,5,2,乾物・海藻,833,0.3,705,0.3,896,0.3,866,0.2,1213,0.3
2,6,1,5,3,大豆加工品,1233,0.4,1130,0.4,1358,0.4,1244,0.4,1347,0.4
2,6,1,5,4,他の野菜・海藻加工品,1270,0.4,1287,0.5,1290,0.4,1212,0.3,1272,0.3
2,5,1,6,0,果物,4114,1.3,4475,1.7,4233,1.3,3292,0.9,3997,1
2,6,1,6,1,生鮮果物,3705,1.2,4047,1.5,3794,1.2,2930,0.8,3656,1
2,6,1,6,2,果物加工品,409,0.1,428,0.2,439,0.1,363,0.1,340,0.1
2,5,1,7,0,油脂・調味料,4184,1.3,3593,1.3,4380,1.3,4504,1.3,5780,1.5
2,6,1,7,1,油脂,478,0.2,461,0.2,477,0.1,435,0.1,684,0.2
2,6,1,7,2,調味料,3705,1.2,3132,1.2,3903,1.2,4068,1.2,5096,1.3
2,5,1,8,0,菓子類,6895,2.2,5493,2,6611,2,9204,2.6,9043,2.4
2,5,1,9,0,調理食品,13361,4.3,12116,4.5,13449,4.1,15370,4.4,14313,3.8
2,6,1,9,1,主食的調理食品,5868,1.9,5156,1.9,5737,1.7,7335,2.1,6167,1.6
2,6,1,9,2,他の調理食品,7492,2.4,6960,2.6,7712,2.3,8035,2.3,8146,2.1
2,5,1,10,0,飲料,6736,2.2,5646,2.1,7321,2.2,7941,2.3,7423,1.9
2,6,1,10,1,茶類,1349,0.4,1149,0.4,1531,0.5,1568,0.4,1253,0.3
2,6,1,10,2,コーヒー・ココア,1095,0.4,966,0.4,1163,0.4,1252,0.4,1143,0.3
2,6,1,10,3,他の飲料,4292,1.4,3531,1.3,4627,1.4,5121,1.5,5027,1.3
2,5,1,11,0,酒類,4741,1.5,4918,1.8,4574,1.4,4698,1.3,4457,1.2
2,5,1,12,0,外食,13839,4.4,9094,3.4,15033,4.6,19553,5.6,19806,5.2
2,6,1,12,1,一般外食,13225,4.2,9094,3.4,14395,4.4,18563,5.3,17089,4.5
2,6,1,12,2,学校給食,614,0.2,-,-,638,0.2,991,0.3,2717,0.7
2,4,2,0,0,住居,25319,8.1,24627,9.2,29278,8.9,19834,5.6,30630,8
2,5,2,1,0,家賃地代,15516,5,12272,4.6,15642,4.8,18104,5.1,25098,6.6
2,5,2,2,0,設備修繕・維持,9804,3.1,12355,4.6,13635,4.1,1730,0.5,5533,1.5
2,6,2,2,1,設備材料,3937,1.3,8017,3,1143,0.3,336,0.1,925,0.2
2,6,2,2,2,工事その他のサービス,5867,1.9,4338,1.6,12492,3.8,1394,0.4,4608,1.2
2,4,3,0,0,光熱・水道,19434,6.2,16530,6.1,20975,6.4,20018,5.7,28028,7.3
2,5,3,1,0,電気代,8883,2.8,7934,2.9,9772,3,8969,2.5,10761,2.8
2,5,3,2,0,ガス代,4164,1.3,3603,1.3,4184,1.3,4679,1.3,5655,1.5
2,5,3,3,0,他の光熱,16,0,14,0,7,0,30,0,16,0
2,5,3,4,0,上下水道料,6372,2,4980,1.9,7011,2.1,6340,1.8,11597,3
2,4,4,0,0,家具・家事用品,15948,5.1,16864,6.3,14376,4.4,17353,4.9,12540,3.3
2,5,4,1,0,家庭用耐久財,5525,1.8,7412,2.8,3615,1.1,5952,1.7,696,0.2
2,6,4,1,1,家事用耐久財,2589,0.8,4067,1.5,1741,0.5,1511,0.4,414,0.1
2,6,4,1,2,冷暖房用器具,1916,0.6,2395,0.9,1069,0.3,2624,0.7,282,0.1
2,6,4,1,3,一般家具,1019,0.3,950,0.4,805,0.2,1817,0.5,-,-
2,5,4,2,0,室内装備・装飾品,1165,0.4,1481,0.6,1094,0.3,938,0.3,347,0.1
2,5,4,3,0,寝具類,891,0.3,585,0.2,827,0.3,1408,0.4,1331,0.3
2,5,4,4,0,家事雑貨,2996,1,2054,0.8,3231,1,3826,1.1,4971,1.3
2,5,4,5,0,家事用消耗品,4137,1.3,3122,1.2,4957,1.5,4862,1.4,4942,1.3
2,5,4,6,0,家事サービス,1234,0.4,2210,0.8,653,0.2,366,0.1,253,0.1
2,4,5,0,0,被服及び履物,9339,3,6951,2.6,9737,3,13166,3.7,10537,2.8
2,5,5,1,0,和服,16,0,31,0,-,-,14,0,-,-
2,5,5,2,0,洋服,3327,1.1,2487,0.9,3377,1,5361,1.5,2268,0.6
2,6,5,2,1,男子用洋服,906,0.3,580,0.2,723,0.2,1742,0.5,994,0.3
2,6,5,2,2,婦人用洋服,2182,0.7,1907,0.7,2281,0.7,3117,0.9,890,0.2
2,6,5,2,3,子供用洋服,240,0.1,-,-,373,0.1,502,0.1,384,0.1
2,5,5,3,0,シャツ・セーター類,1822,0.6,1306,0.5,2238,0.7,2360,0.7,1796,0.5
2,6,5,3,1,男子用シャツ・セーター類,705,0.2,487,0.2,775,0.2,956,0.3,967,0.3
2,6,5,3,2,婦人用シャツ・セーター類,993,0.3,819,0.3,1382,0.4,1018,0.3,611,0.2
2,6,5,3,3,子供用シャツ・セーター類,124,0,-,-,81,0,385,0.1,219,0.1
2,5,5,4,0,下着類,1022,0.3,857,0.3,1205,0.4,1137,0.3,1005,0.3
2,6,5,4,1,男子用下着類,372,0.1,310,0.1,561,0.2,276,0.1,346,0.1
2,6,5,4,2,婦人用下着類,574,0.2,547,0.2,541,0.2,669,0.2,574,0.2
2,6,5,4,3,子供用下着類,76,0,-,-,103,0,192,0.1,86,0
2,5,5,5,0,生地・糸類,112,0,117,0,116,0,103,0,98,0
2,5,5,6,0,他の被服,690,0.2,502,0.2,1017,0.3,692,0.2,629,0.2
2,5,5,7,0,履物類,1369,0.4,1098,0.4,1156,0.4,1908,0.5,2035,0.5
2,5,5,8,0,被服関連サービス,981,0.3,553,0.2,628,0.2,1591,0.5,2706,0.7
2,4,6,0,0,保健医療,22221,7.1,22738,8.4,27233,8.3,15630,4.4,20911,5.5
2,5,6,1,0,医薬品,3396,1.1,4340,1.6,2790,0.8,2761,0.8,2061,0.5
2,5,6,2,0,健康保持用摂取品,1473,0.5,1897,0.7,1766,0.5,788,0.2,148,0
2,5,6,3,0,保健医療用品・器具,3422,1.1,2495,0.9,3737,1.1,4273,1.2,5008,1.3
2,5,6,4,0,保健医療サービス,13931,4.5,14005,5.2,18941,5.8,7808,2.2,13693,3.6
2,4,7,0,0,交通・通信,29837,9.6,24164,9,31285,9.5,35814,10.2,39088,10.2
2,5,7,1,0,交通,5141,1.6,4610,1.7,5145,1.6,4986,1.4,8244,2.2
2,5,7,2,0,自動車等関係費,10641,3.4,8965,3.3,10874,3.3,13383,3.8,11488,3
2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-
2,6,7,2,2,自転車購入,813,0.3,632,0.2,177,0.1,1781,0.5,1236,0.3
2,6,7,2,3,自動車等維持,9828,3.1,8333,3.1,10697,3.3,11602,3.3,10251,2.7
2,5,7,3,0,通信,14055,4.5,10589,3.9,15267,4.6,17446,5,19356,5.1
2,4,8,0,0,教育,8953,2.9,17,0,3914,1.2,25782,7.3,27238,7.1
2,5,8,1,0,授業料等,5381,1.7,17,0,1744,0.5,15917,4.5,17143,4.5
2,5,8,2,0,教科書・学習参考教材,160,0.1,-,-,75,0,341,0.1,782,0.2
2,5,8,3,0,補習教育,3412,1.1,-,-,2095,0.6,9524,2.7,9313,2.4
2,4,9,0,0,教養娯楽,34452,11,25575,9.5,29442,9,50767,14.4,53662,14.1
2,5,9,1,0,教養娯楽用耐久財,3518,1.1,1848,0.7,2892,0.9,6734,1.9,5779,1.5
2,5,9,2,0,教養娯楽用品,7401,2.4,5405,2,7639,2.3,9849,2.8,10612,2.8
2,5,9,3,0,書籍・他の印刷物,3973,1.3,3919,1.5,3723,1.1,4637,1.3,3325,0.9
2,5,9,4,0,教養娯楽サービス,19560,6.3,14403,5.4,15187,4.6,29546,8.4,33947,8.9
2,6,9,4,1,宿泊料,2765,0.9,1009,0.4,3482,1.1,5158,1.5,3416,0.9
2,6,9,4,2,パック旅行費,918,0.3,295,0.1,613,0.2,2779,0.8,294,0.1
2,6,9,4,3,月謝類,5487,1.8,3391,1.3,1845,0.6,9930,2.8,16129,4.2
2,6,9,4,4,他の教養娯楽サービス,10389,3.3,9709,3.6,9248,2.8,11679,3.3,14108,3.7
2,4,10,0,0,その他の消費支出,52919,16.9,52501,19.5,64297,19.6,45120,12.8,39772,10.4
2,5,10,1,0,諸雑費,26010,8.3,21665,8.1,31497,9.6,30203,8.6,20524,5.4
2,6,10,1,1,理美容サービス,4021,1.3,3642,1.4,4905,1.5,3646,1,4184,1.1
2,6,10,1,2,理美容用品,5659,1.8,4455,1.7,6118,1.9,7293,2.1,6219,1.6
2,6,10,1,3,身の回り用品,3227,1,1596,0.6,3167,1,7501,2.1,826,0.2
2,6,10,1,4,たばこ,1134,0.4,1369,0.5,886,0.3,992,0.3,1063,0.3
2,6,10,1,5,他の諸雑費,11969,3.8,10602,3.9,16422,5,10772,3.1,8232,2.2
2,5,10,2,0,こづかい,8276,2.6,8651,3.2,7883,2.4,7227,2.1,10255,2.7
2,5,10,3,0,交際費,15483,5,21069,7.8,16228,4.9,6814,1.9,6764,1.8
2,6,10,3,0,食料,3343,1.1,3772,1.4,4326,1.3,2048,0.6,1418,0.4
2,6,10,3,0,家具・家事用品,585,0.2,371,0.1,1523,0.5,88,0,48,0
2,6,10,3,0,被服及び履物,231,0.1,176,0.1,348,0.1,269,0.1,49,0
2,6,10,3,0,教養娯楽,1146,0.4,2248,0.8,337,0.1,94,0,698,0.2
2,6,10,3,0,他の物品サービス,413,0.1,109,0,1237,0.4,124,0,156,0
2,6,10,3,6,贈与金,5453,1.7,10324,3.8,2661,0.8,762,0.2,1175,0.3
2,6,10,3,7,他の交際費,4312,1.4,4068,1.5,5797,1.8,3429,1,3220,0.8
2,5,10,4,0,仕送り金,3150,1,1116,0.4,8688,2.6,875,0.2,2230,0.6
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
