項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2587,-,3144,-,3230,-,1040,-
0,0,0,0,0,調査世帯数,365,-,92,-,114,-,119,-,40,-
0,0,0,0,0,世帯人員,3.3,-,2,-,3,-,4,-,5.24,-
0,0,0,0,0,有業人員,1.71,-,1.52,-,1.72,-,1.8,-,1.91,-
0,0,0,0,0,世帯主平均年齢,49.4,-,54.9,-,49.4,-,45.6,-,48.5,-
1,0,0,0,0,受取,1412099,-,1296355,-,1361353,-,1533347,-,1523535,-
1,1,0,0,0,実収入,701538,100,618477,100,705902,100,758352,100,725052,100
1,2,0,0,0,経常収入,675758,96.3,602373,97.4,678131,96.1,728196,96,694550,95.8
1,3,0,0,0,勤め先収入,639589,91.2,546686,88.4,643363,91.1,703771,92.8,664544,91.7
1,4,0,0,0,世帯主収入,523450,74.6,445018,72,527048,74.7,581826,76.7,530947,73.2
1,6,0,0,0,うち男,499359,71.2,396730,64.1,505956,71.7,571833,75.4,515421,71.1
1,5,0,0,0,定期収入,421611,60.1,362658,58.6,432653,61.3,458782,60.5,421071,58.1
1,5,0,0,0,臨時収入,6025,0.9,3569,0.6,5310,0.8,7704,1,9334,1.3
1,5,0,0,0,賞与,95814,13.7,78791,12.7,89085,12.6,115340,15.2,100543,13.9
1,4,0,0,0,世帯主の配偶者の収入,101297,14.4,95754,15.5,96422,13.7,105025,13.8,117147,16.2
1,6,0,0,0,うち女,96503,13.8,90909,14.7,95399,13.5,100655,13.3,99670,13.7
1,4,0,0,0,他の世帯員収入,14843,2.1,5914,1,19892,2.8,16920,2.2,16449,2.3
1,3,0,0,0,事業・内職収入,6722,1,12215,2,6094,0.9,3275,0.4,5784,0.8
1,4,0,0,0,家賃収入,3346,0.5,9802,1.6,2283,0.3,410,0.1,-,-
1,4,0,0,0,他の事業収入,1910,0.3,1073,0.2,1400,0.2,1992,0.3,5256,0.7
1,4,0,0,0,内職収入,1467,0.2,1341,0.2,2411,0.3,873,0.1,527,0.1
1,3,0,0,0,他の経常収入,29447,4.2,43471,7,28674,4.1,21150,2.8,24223,3.3
1,4,0,0,0,財産収入,1363,0.2,2121,0.3,1963,0.3,490,0.1,165,0
1,4,0,0,0,社会保障給付,26967,3.8,40559,6.6,24540,3.5,19998,2.6,24054,3.3
1,5,0,0,0,公的年金給付,16490,2.4,37812,6.1,15635,2.2,3720,0.5,8025,1.1
1,5,0,0,0,他の社会保障給付,10477,1.5,2747,0.4,8906,1.3,16278,2.1,16029,2.2
1,4,0,0,0,仕送り金,1117,0.2,791,0.1,2171,0.3,662,0.1,4,0
1,2,0,0,0,特別収入,25780,3.7,16104,2.6,27771,3.9,30157,4,30502,4.2
1,3,0,0,0,受贈金,1726,0.2,1135,0.2,2870,0.4,1345,0.2,1065,0.1
1,3,0,0,0,他の特別収入,24054,3.4,14970,2.4,24900,3.5,28811,3.8,29437,4.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),555528,-,505803,-,511251,-,618075,-,635654,-
1,2,0,0,0,預貯金引出,410576,-,359874,-,392023,-,456243,-,465638,-
1,2,0,0,0,保険金,5429,-,9409,-,5668,-,2493,-,4710,-
1,3,0,0,0,個人・企業年金保険金,4057,-,7784,-,3631,-,2381,-,1227,-
1,3,0,0,0,他の保険金,1373,-,1625,-,2037,-,112,-,3483,-
1,2,0,0,0,有価証券売却,247,-,912,-,17,-,32,-,-,-
1,2,0,0,0,土地家屋借入金,7839,-,-,-,-,-,24121,-,-,-
1,2,0,0,0,他の借入金,821,-,-,-,1856,-,9,-,2094,-
1,2,0,0,0,クレジット購入借入金,123030,-,107343,-,111343,-,135012,-,162882,-
1,2,0,0,0,土地家屋売却,6686,-,25546,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,901,-,2719,-,346,-,166,-,329,-
1,1,0,0,0,繰入金,155032,-,172075,-,144200,-,156919,-,162830,-
2,0,0,0,0,支払,1412099,-,1296355,-,1361353,-,1533347,-,1523535,-
2,1,0,0,0,実支出,505201,-,442101,-,488086,-,552077,-,582834,-
2,2,0,0,0,生計支出,365283,-,312725,-,349605,-,405356,-,433655,-
2,3,0,0,0,消費支出,343451,100,312725,100,331877,100,352142,100,433655,100
2,4,1,0,0,食料,93467,27.2,82320,26.3,87532,26.4,99635,28.3,120402,27.8
2,5,1,1,0,穀類,7385,2.2,5512,1.8,6789,2,8694,2.5,9832,2.3
2,6,1,1,1,米類,1953,0.6,1270,0.4,1685,0.5,2421,0.7,3015,0.7
2,6,1,1,2,パン,3033,0.9,2491,0.8,2915,0.9,3452,1,3437,0.8
2,6,1,1,3,麺類,1790,0.5,1327,0.4,1629,0.5,2082,0.6,2550,0.6
2,6,1,1,4,他の穀類,608,0.2,422,0.1,559,0.2,739,0.2,830,0.2
2,5,1,2,0,魚介類,5954,1.7,5404,1.7,5688,1.7,5911,1.7,8406,1.9
2,6,1,2,1,生鮮魚介,3586,1,3288,1.1,3361,1,3572,1,5145,1.2
2,6,1,2,2,塩干魚介,998,0.3,830,0.3,963,0.3,1029,0.3,1442,0.3
2,6,1,2,3,魚肉練製品,526,0.2,494,0.2,528,0.2,501,0.1,689,0.2
2,6,1,2,4,他の魚介加工品,844,0.2,793,0.3,837,0.3,810,0.2,1130,0.3
2,5,1,3,0,肉類,9625,2.8,6885,2.2,8662,2.6,11080,3.1,15112,3.5
2,6,1,3,1,生鮮肉,7936,2.3,5631,1.8,7133,2.1,9169,2.6,12525,2.9
2,6,1,3,2,加工肉,1689,0.5,1254,0.4,1530,0.5,1911,0.5,2588,0.6
2,5,1,4,0,乳卵類,4750,1.4,3393,1.1,4591,1.4,5388,1.5,6679,1.5
2,6,1,4,1,牛乳,1425,0.4,937,0.3,1391,0.4,1615,0.5,2169,0.5
2,6,1,4,2,乳製品,2443,0.7,1790,0.6,2413,0.7,2764,0.8,3191,0.7
2,6,1,4,3,卵,882,0.3,666,0.2,787,0.2,1010,0.3,1319,0.3
