項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,687,-,-,93,-,94,-,101,-,102,-,108,-,94,-,95,-
0,世帯人員,2.95,-,-,2.65,-,2.77,-,2.95,-,2.82,-,3.13,-,3.07,-,3.23,-
0,有業人員,1.35,-,-,1.21,-,1.11,-,1.39,-,1.28,-,1.39,-,1.68,-,1.37,-
0,世帯主平均年齢,59.5,-,-,64.2,-,64,-,61.9,-,59.9,-,55.7,-,55.8,-,54.9,-
0,消費支出,307747,100,5.6,97980,100,161494,100,201215,100,245113,100,304053,100,387441,100,754157,100
2,基礎的支出,176634,57.4,-,76015,77.6,114498,70.9,133442,66.3,159570,65.1,176168,57.9,219827,56.7,355626,47.2
3,選択的支出,131113,42.6,-,21965,22.4,46996,29.1,67773,33.7,85543,34.9,127885,42.1,167613,43.3,398531,52.8
1,食料,90267,29.3,10.1,47113,48.1,68366,42.3,78212,38.9,86696,35.4,101917,33.5,113168,29.2,135748,18
2,基礎的支出,68137,22.1,-,41058,41.9,57774,35.8,62310,31,68814,28.1,75583,24.9,81249,21,89764,11.9
3,選択的支出,22130,7.2,-,6055,6.2,10592,6.6,15901,7.9,17882,7.3,26334,8.7,31919,8.2,45984,6.1
1,住居,29376,9.5,57.4,2030,2.1,2810,1.7,8624,4.3,19368,7.9,17132,5.6,38406,9.9,117020,15.5
2,基礎的支出,27352,8.9,61.7,1412,1.4,2810,1.7,6928,3.4,19142,7.8,15120,5,35045,9,110782,14.7
3,選択的支出,2024,0.7,15.5,618,0.6,-,-,1696,0.8,226,0.1,2012,0.7,3362,0.9,6237,0.8
1,光熱・水道,26623,8.7,-5.2,16649,17,22889,14.2,26459,13.1,27392,11.2,29284,9.6,30114,7.8,33440,4.4
2,基礎的支出,26623,8.7,-5.2,16649,17,22889,14.2,26459,13.1,27392,11.2,29284,9.6,30114,7.8,33440,4.4
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,11519,3.7,9.6,3126,3.2,4731,2.9,7168,3.6,7715,3.1,11864,3.9,13665,3.5,32245,4.3
2,基礎的支出,7908,2.6,2.7,2936,3,4027,2.5,5965,3,6211,2.5,8336,2.7,11216,2.9,16598,2.2
3,選択的支出,3611,1.2,28.6,190,0.2,704,0.4,1203,0.6,1505,0.6,3528,1.2,2449,0.6,15647,2.1
1,被服及び履物,10838,3.5,0.3,2790,2.8,3806,2.4,4965,2.5,7784,3.2,13220,4.3,16971,4.4,26192,3.5
2,基礎的支出,430,0.1,-12.8,292,0.3,281,0.2,615,0.3,367,0.1,325,0.1,573,0.1,559,0.1
3,選択的支出,10408,3.4,0.9,2498,2.5,3525,2.2,4351,2.2,7417,3,12895,4.2,16398,4.2,25634,3.4
1,保健医療,17393,5.7,18.1,4887,5,8192,5.1,10998,5.5,14186,5.8,14926,4.9,23610,6.1,44813,5.9
2,基礎的支出,14997,4.9,13.3,4645,4.7,7629,4.7,9289,4.6,12220,5,12751,4.2,20140,5.2,38188,5.1
3,選択的支出,2396,0.8,60.5,242,0.2,563,0.3,1709,0.8,1967,0.8,2175,0.7,3469,0.9,6625,0.9
1,交通・通信,32527,10.6,-12.2,6626,6.8,12047,7.5,17858,8.9,24064,9.8,32220,10.6,39014,10.1,95517,12.7
2,基礎的支出,7017,2.3,-,1992,2,2881,1.8,3885,1.9,6633,2.7,8410,2.8,9188,2.4,16055,2.1
3,選択的支出,25510,8.3,-,4634,4.7,9166,5.7,13973,6.9,17431,7.1,23809,7.8,29826,7.7,79462,10.5
1,教育,14943,4.9,0.3,338,0.3,1546,1,2158,1.1,2438,1,5778,1.9,11841,3.1,80345,10.7
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,14943,4.9,0.3,338,0.3,1546,1,2158,1.1,2438,1,5778,1.9,11841,3.1,80345,10.7
1,教養娯楽,31813,10.3,2.7,6775,6.9,14758,9.1,18925,9.4,22967,9.4,32484,10.7,42187,10.9,84238,11.2
2,基礎的支出,7496,2.4,10.3,3129,3.2,5296,3.3,7487,3.7,6798,2.8,8079,2.7,7890,2,13740,1.8
3,選択的支出,24316,7.9,0.5,3646,3.7,9462,5.9,11438,5.7,16170,6.6,24405,8,34296,8.9,70499,9.3
1,その他の消費支出,42450,13.8,-2.8,7645,7.8,22350,13.8,25847,12.8,32503,13.3,45227,14.9,58464,15.1,104599,13.9
2,基礎的支出,16673,5.4,-5.8,3902,4,10912,6.8,10504,5.2,11993,4.9,18280,6,24412,6.3,36501,4.8
3,選択的支出,25776,8.4,-0.8,3743,3.8,11438,7.1,15343,7.6,20509,8.4,26947,8.9,34052,8.8,68098,9
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年 2月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
