項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,372,-,-,51,-,56,-,56,-,58,-,53,-,49,-,49,-
0,0,世帯人員,3.24,-,-,2.87,-,3.15,-,3.26,-,3.42,-,3.38,-,3.3,-,3.27,-
0,0,有業人員,1.73,-,-,1.49,-,1.44,-,1.57,-,1.94,-,1.78,-,1.85,-,2.01,-
0,0,世帯主平均年齢,49.3,-,-,58.1,-,49.5,-,44.6,-,46,-,48.1,-,49.6,-,49.6,-
0,0,消費支出,356537,-,0.7,277646,-,244528,-,291137,-,359212,-,354457,-,417907,-,549385,-
0,0,公共的料金,94174,26.4,8.3,79745,28.7,79253,32.4,102182,35.1,70829,19.7,104265,29.4,110239,26.4,112345,20.4
1,0,公共料金等,62773,17.6,2.5,39347,14.2,49197,20.1,76116,26.1,50955,14.2,62272,17.6,90807,21.7,70488,12.8
1,1,米,1551,0.4,-4.4,1607,0.6,1260,0.5,1410,0.5,1442,0.4,1245,0.4,2102,0.5,1800,0.3
1,1,食塩,35,0,34.6,13,0,33,0,38,0,25,0,34,0,42,0,58,0
1,1,学校給食,1316,0.4,-23.2,533,0.2,1413,0.6,1429,0.5,1245,0.3,1407,0.4,1643,0.4,1524,0.3
1,1,公営家賃,2174,0.6,-52.7,2954,1.1,2550,1,4471,1.5,1478,0.4,965,0.3,2833,0.7,-,-
1,1,電気代,8821,2.5,-1.3,7753,2.8,7652,3.1,9322,3.2,9555,2.7,8622,2.4,9565,2.3,9276,1.7
1,1,都市ガス,4359,1.2,-2.3,3659,1.3,3768,1.5,4556,1.6,3776,1.1,4474,1.3,4983,1.2,5281,1
1,1,上下水道料,4900,1.4,0.7,5429,2,3652,1.5,4562,1.6,4812,1.3,5016,1.4,6045,1.4,4827,0.9
1,1,医科診療代,5338,1.5,86.3,2042,0.7,2335,1,1852,0.6,1718,0.5,3380,1,21800,5.2,4406,0.8
1,1,歯科診療代,3109,0.9,38.3,2149,0.8,4292,1.8,1892,0.6,2232,0.6,1594,0.4,2840,0.7,6675,1.2
1,1,出産入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,鉄道運賃,2732,0.8,-12.1,787,0.3,1682,0.7,1466,0.5,1235,0.3,1709,0.5,4468,1.1,7702,1.4
1,1,鉄道通学定期代,257,0.1,71.3,-,-,-,-,547,0.2,127,0,1069,0.3,48,0,-,-
1,1,鉄道通勤定期代,3177,0.9,-6.4,201,0.1,2074,0.8,4906,1.7,2154,0.6,5241,1.5,4758,1.1,2858,0.5
1,1,バス代,452,0.1,-7.8,86,0,648,0.3,402,0.1,199,0.1,590,0.2,505,0.1,720,0.1
1,1,バス通学定期代,271,0.1,256.6,-,-,89,0,-,-,-,-,312,0.1,-,-,1475,0.3
1,1,バス通勤定期代,78,0,20,-,-,-,-,-,-,-,-,-,-,-,-,538,0.1
1,1,タクシー代,541,0.2,-9.1,94,0,191,0.1,415,0.1,149,0,941,0.3,120,0,1852,0.3
1,1,航空運賃,345,0.1,-61.6,-,-,-,-,-,-,-,-,1153,0.3,1268,0.3,-,-
1,1,郵便料,816,0.2,-12,539,0.2,689,0.3,1287,0.4,351,0.1,490,0.1,1207,0.3,1142,0.2
1,1,固定電話通信料,1233,0.3,-0.8,1159,0.4,1340,0.5,1372,0.5,992,0.3,1188,0.3,962,0.2,1603,0.3
1,1,携帯電話通信料,12104,3.4,3.6,7826,2.8,11477,4.7,13844,4.8,13402,3.7,11925,3.4,13158,3.1,13015,2.4
1,1,ＮＨＫ放送受信料,973,0.3,-5.9,460,0.2,855,0.3,725,0.2,2197,0.6,1303,0.4,611,0.1,663,0.1
1,1,ケーブルテレビ放送受信料,811,0.2,-6.7,787,0.3,761,0.3,773,0.3,1140,0.3,934,0.3,659,0.2,630,0.1
1,1,他の放送受信料,201,0.1,24.8,64,0,102,0,563,0.2,101,0,47,0,193,0,332,0.1
1,1,国公立小学校,277,0.1,-22.2,103,0,451,0.2,130,0,360,0.1,679,0.2,15,0,196,0
1,1,国公立中学校,312,0.1,89.1,229,0.1,197,0.1,-,-,450,0.1,477,0.1,194,0,636,0.1
1,1,国公立高校,1037,0.3,...,-,-,123,0.1,-,-,-,-,-,-,6015,1.4,1163,0.2
1,1,国公立大学,3955,1.1,272.1,-,-,-,-,17615,6.1,-,-,6578,1.9,3423,0.8,-,-
1,1,たばこ,1598,0.4,55.8,874,0.3,1564,0.6,2540,0.9,1815,0.5,899,0.3,1353,0.3,2115,0.4
2,0,準公共料金等,31401,8.8,22.2,40397,14.5,30056,12.3,26066,9,19874,5.5,41992,11.8,19432,4.6,41856,7.6
2,1,牛乳,1272,0.4,-4.1,1370,0.5,775,0.3,1318,0.5,1120,0.3,1311,0.4,1376,0.3,1642,0.3
2,1,灯油,186,0.1,-16.6,462,0.2,141,0.1,135,0,91,0,232,0.1,229,0.1,17,0
2,1,プロパンガス,359,0.1,-21.3,369,0.1,483,0.2,279,0.1,846,0.2,302,0.1,237,0.1,-,-
2,1,理髪料,335,0.1,-32.2,132,0,333,0.1,255,0.1,169,0,387,0.1,676,0.2,387,0.1
2,1,パーマネント代,279,0.1,39.5,374,0.1,78,0,170,0.1,-,-,575,0.2,128,0,625,0.1
2,1,洗濯代,869,0.2,22.2,585,0.2,528,0.2,549,0.2,571,0.2,782,0.2,598,0.1,2447,0.4
2,1,新聞,1748,0.5,-5.5,1596,0.6,1175,0.5,1771,0.6,1049,0.3,2030,0.6,1956,0.5,2649,0.5
2,1,私立小学校,254,0.1,-75.4,-,-,-,-,-,-,50,0,-,-,450,0.1,1269,0.2
2,1,私立中学校,392,0.1,36.1,-,-,-,-,147,0.1,-,-,-,-,2626,0.6,-,-
2,1,私立高校,1102,0.3,-64.1,1199,0.4,-,-,901,0.3,2246,0.6,1138,0.3,1311,0.3,953,0.2
2,1,私立大学,4373,1.2,366.2,28579,10.3,-,-,-,-,-,-,2190,0.6,456,0.1,-,-
2,1,幼児教育費用,2312,0.6,-52.8,1148,0.4,2246,0.9,2362,0.8,2223,0.6,6713,1.9,295,0.1,1148,0.2
2,1,民営家賃,17553,4.9,82.1,3165,1.1,24147,9.9,18180,6.2,11509,3.2,25300,7.1,9093,2.2,30720,5.6
2,1,地代,367,0.1,-34.3,1417,0.5,148,0.1,-,-,-,-,1031,0.3,-,-,-,-
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年11月,,,,,,,,,,,,,,,,,,,
第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
