項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,955,-,939,-,1506,-,1539,-,1805,-,1415,-,1168,-,673,-
0,0,0,0,0,調査世帯数,372,-,34,-,36,-,58,-,56,-,67,-,51,-,44,-,26,-
0,0,0,0,0,世帯人員,3.24,-,2.98,-,3.51,-,3.57,-,3.67,-,3.49,-,2.96,-,2.65,-,2.42,-
0,0,0,0,0,有業人員,1.73,-,1.65,-,1.77,-,1.53,-,1.7,-,1.76,-,1.99,-,1.83,-,1.45,-
0,0,0,0,0,世帯主平均年齢,49.3,-,30.8,-,37,-,42.6,-,47,-,51.8,-,56.7,-,61.9,-,69.3,-
1,0,0,0,0,受取,1454451,-,1211737,-,1752583,-,1586353,-,1823597,-,1466898,-,1487248,-,1137279,-,692227,-
1,1,0,0,0,実収入,602763,100,614525,100,579098,100,636823,100,628360,100,660706,100,756528,100,480958,100,217264,100
1,2,0,0,0,経常収入,596643,99,606364,98.7,575580,99.4,628279,98.7,623892,99.3,653435,98.9,750356,99.2,476851,99.1,211753,97.5
1,3,0,0,0,勤め先収入,574665,95.3,555244,90.4,571161,98.6,593096,93.1,615203,97.9,643230,97.4,724786,95.8,445401,92.6,198204,91.2
1,4,0,0,0,世帯主収入,453346,75.2,415098,67.5,430809,74.4,487679,76.6,488784,77.8,513870,77.8,540984,71.5,382032,79.4,158508,73
1,6,0,0,0,うち男,429931,71.3,396858,64.6,420975,72.7,462233,72.6,460887,73.3,478545,72.4,518324,68.5,357592,74.3,155738,71.7
1,5,0,0,0,定期収入,441398,73.2,374521,60.9,425969,73.6,458478,72,483083,76.9,512045,77.5,527493,69.7,381118,79.2,158508,73
1,5,0,0,0,臨時収入,4295,0.7,4398,0.7,2303,0.4,5554,0.9,5701,0.9,1826,0.3,10665,1.4,914,0.2,-,-
1,5,0,0,0,賞与,7653,1.3,36178,5.9,2537,0.4,23647,3.7,-,-,-,-,2827,0.4,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,107201,17.8,140146,22.8,140352,24.2,101910,16,120180,19.1,122513,18.5,148036,19.6,25600,5.3,11159,5.1
1,6,0,0,0,うち女,104054,17.3,124923,20.3,134138,23.2,94538,14.8,120180,19.1,122513,18.5,148036,19.6,25600,5.3,11159,5.1
1,4,0,0,0,他の世帯員収入,14119,2.3,-,-,-,-,3506,0.6,6239,1,6846,1,35765,4.7,37769,7.9,28537,13.1
1,3,0,0,0,事業・内職収入,9095,1.5,368,0.1,-,-,15190,2.4,6309,1,2785,0.4,23464,3.1,16938,3.5,-,-
1,4,0,0,0,家賃収入,4374,0.7,-,-,-,-,-,-,-,-,-,-,20837,2.8,12207,2.5,-,-
1,4,0,0,0,他の事業収入,4218,0.7,368,0.1,-,-,15190,2.4,6309,1,308,0,2239,0.3,4731,1,-,-
1,4,0,0,0,内職収入,502,0.1,-,-,-,-,-,-,-,-,2478,0.4,388,0.1,-,-,-,-
1,3,0,0,0,他の経常収入,12882,2.1,50752,8.3,4419,0.8,19993,3.1,2380,0.4,7419,1.1,2107,0.3,14512,3,13549,6.2
1,4,0,0,0,財産収入,1211,0.2,64,0,-,-,471,0.1,1250,0.2,26,0,2069,0.3,3507,0.7,3475,1.6
1,4,0,0,0,社会保障給付,10901,1.8,50688,8.2,3848,0.7,19522,3.1,1130,0.2,3451,0.5,-,-,11005,2.3,10074,4.6
1,5,0,0,0,公的年金給付,678,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10067,4.6
1,5,0,0,0,他の社会保障給付,10223,1.7,50688,8.2,3848,0.7,19522,3.1,1130,0.2,3451,0.5,-,-,11005,2.3,7,0
