項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,864,-,1540,-,1240,-,1221,-,1877,-,1337,-,1187,-,734,-
0,0,0,0,0,調査世帯数,364,-,31,-,54,-,44,-,43,-,65,-,52,-,47,-,28,-
0,0,0,0,0,世帯人員,3.32,-,3.13,-,3.55,-,3.77,-,3.8,-,3.12,-,3.2,-,2.81,-,3.07,-
0,0,0,0,0,有業人員,1.71,-,1.43,-,1.41,-,1.62,-,1.66,-,1.6,-,1.99,-,2.16,-,2,-
0,0,0,0,0,世帯主平均年齢,49.1,-,31,-,37,-,42,-,46.9,-,52.1,-,56.9,-,62.1,-,69.2,-
1,0,0,0,0,受取,1211544,-,911531,-,1111814,-,1323889,-,1477624,-,1193701,-,1556385,-,1020116,-,868808,-
1,1,0,0,0,実収入,586958,100,460968,100,588820,100,733898,100,767227,100,538314,100,594847,100,501484,100,431648,100
1,2,0,0,0,経常収入,575334,98,452794,98.2,572604,97.2,727554,99.1,759401,99,530064,98.5,580392,97.6,479382,95.6,423833,98.2
1,3,0,0,0,勤め先収入,562216,95.8,445553,96.7,560260,95.1,707004,96.3,749095,97.6,517493,96.1,577933,97.2,448195,89.4,418450,96.9
1,4,0,0,0,世帯主収入,470612,80.2,373233,81,466460,79.2,618120,84.2,628273,81.9,453118,84.2,462292,77.7,355865,71,328051,76
1,6,0,0,0,うち男,450044,76.7,344304,74.7,444561,75.5,618120,84.2,626442,81.7,404556,75.2,436894,73.4,347720,69.3,314535,72.9
1,5,0,0,0,定期収入,431353,73.5,368186,79.9,439440,74.6,479525,65.3,576736,75.2,428130,79.5,457124,76.8,346554,69.1,264020,61.2
1,5,0,0,0,臨時収入,8924,1.5,3463,0.8,18529,3.1,12023,1.6,13018,1.7,6561,1.2,2096,0.4,6617,1.3,5372,1.2
1,5,0,0,0,賞与,30335,5.2,1584,0.3,8491,1.4,126571,17.2,38518,5,18426,3.4,3072,0.5,2694,0.5,58659,13.6
1,4,0,0,0,世帯主の配偶者の収入,76674,13.1,44540,9.7,93800,15.9,88884,12.1,120822,15.7,54063,10,82842,13.9,78002,15.6,28984,6.7
1,6,0,0,0,うち女,74629,12.7,38059,8.3,93800,15.9,88884,12.1,120822,15.7,46149,8.6,82842,13.9,78002,15.6,28984,6.7
1,4,0,0,0,他の世帯員収入,14930,2.5,27781,6,-,-,-,-,-,-,10313,1.9,32798,5.5,14328,2.9,61414,14.2
1,3,0,0,0,事業・内職収入,5293,0.9,290,0.1,15,0,-,-,3687,0.5,11140,2.1,1643,0.3,18678,3.7,3925,0.9
1,4,0,0,0,家賃収入,3066,0.5,-,-,-,-,-,-,-,-,5009,0.9,-,-,15480,3.1,3925,0.9
1,4,0,0,0,他の事業収入,1421,0.2,290,0.1,15,0,-,-,3687,0.5,5027,0.9,-,-,-,-,-,-
1,4,0,0,0,内職収入,806,0.1,-,-,-,-,-,-,-,-,1103,0.2,1643,0.3,3198,0.6,-,-
1,3,0,0,0,他の経常収入,7825,1.3,6951,1.5,12329,2.1,20550,2.8,6619,0.9,1431,0.3,815,0.1,12508,2.5,1459,0.3
1,4,0,0,0,財産収入,263,0,-,-,-,-,231,0,-,-,162,0,726,0.1,-,-,1459,0.3
1,4,0,0,0,社会保障給付,6730,1.1,6951,1.5,12329,2.1,20120,2.7,3906,0.5,771,0.1,89,0,9287,1.9,-,-
1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,6730,1.1,6951,1.5,12329,2.1,20120,2.7,3906,0.5,771,0.1,89,0,9287,1.9,-,-
1,4,0,0,0,仕送り金,832,0.1,-,-,-,-,199,0,2713,0.4,498,0.1,-,-,3221,0.6,-,-
1,2,0,0,0,特別収入,11624,2,8174,1.8,16217,2.8,6344,0.9,7826,1,8250,1.5,14455,2.4,22102,4.4,7815,1.8
1,3,0,0,0,受贈金,1908,0.3,5543,1.2,1225,0.2,-,-,4802,0.6,2026,0.4,223,0,2054,0.4,-,-
1,3,0,0,0,他の特別収入,9716,1.7,2631,0.6,14992,2.5,6344,0.9,3024,0.4,6224,1.2,14232,2.4,20049,4,7815,1.8
