区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,701,-,-,105,-,103,-,99,-,102,-,102,-,98,-,92,-
0,0,世帯人員,2.97,-,-,2.6,-,2.54,-,2.82,-,3.11,-,3.31,-,3.17,-,3.25,-
0,0,有業人員,1.31,-,-,0.98,-,1.09,-,1.26,-,1.35,-,1.36,-,1.47,-,1.64,-
0,0,世帯主平均年齢,59.5,-,-,64.5,-,63.6,-,62.1,-,57.1,-,56.8,-,56.3,-,55.8,-
0,0,消費支出,291127,100,-4.3,103495,100,164385,100,202765,100,247208,100,298166,100,373503,100,645682,100
1,0,商品,166951,57.3,8.2,79426,76.7,109684,66.7,137844,68,159664,64.6,167090,56,212658,56.9,301095,46.6
1,1,耐久財,17040,5.9,31.2,1510,1.5,3268,2,3838,1.9,11038,4.5,5677,1.9,28084,7.5,65506,10.1
1,2,半耐久財,22482,7.7,-11.7,5170,5,8490,5.2,12791,6.3,21536,8.7,24487,8.2,28591,7.7,56062,8.7
1,3,非耐久財,127429,43.8,10,72746,70.3,97927,59.6,121215,59.8,127090,51.4,136926,45.9,155983,41.8,179527,27.8
1,0,サービス,124176,42.7,-17.2,24069,23.3,54701,33.3,64921,32,87543,35.4,131076,44,160845,43.1,344587,53.4
2,0,食料,97237,33.4,-1.4,53514,51.7,71969,43.8,88006,43.4,91099,36.9,106919,35.9,126234,33.8,142467,22.1
2,3,非耐久財,82113,28.2,12.7,49446,47.8,62651,38.1,80402,39.7,79662,32.2,89895,30.1,101236,27.1,111146,17.2
2,4,サービス,15125,5.2,-41.2,4068,3.9,9318,5.7,7604,3.8,11437,4.6,17024,5.7,24998,6.7,31321,4.9
2,0,住居,25319,8.7,8.9,3033,2.9,4801,2.9,13432,6.6,18215,7.4,24207,8.1,40585,10.9,72589,11.2
2,1,耐久財,3431,1.2,45.9,1,0,40,0,-,-,1964,0.8,-,-,5275,1.4,16642,2.6
2,2,半耐久財,506,0.2,141,505,0.5,143,0.1,251,0.1,626,0.3,675,0.2,854,0.2,487,0.1
2,4,サービス,21383,7.3,3.4,2527,2.4,4618,2.8,13182,6.5,15625,6.3,23532,7.9,34456,9.2,55461,8.6
2,0,光熱・水道（非耐久財）,19435,6.7,5.3,11668,11.3,16976,10.3,19980,9.9,20061,8.1,20617,6.9,20759,5.6,25906,4
2,0,家具・家事用品,16533,5.7,22.7,4167,4,8016,4.9,9302,4.6,14498,5.9,10970,3.7,22810,6.1,45739,7.1
