項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,685,-,-,90,-,101,-,102,-,97,-,100,-,100,-,95,-
0,世帯人員,2.95,-,-,2.67,-,2.69,-,2.93,-,2.99,-,3.06,-,3.01,-,3.29,-
0,有業人員,1.33,-,-,1.22,-,1.05,-,1.37,-,1.46,-,1.37,-,1.36,-,1.47,-
0,世帯主平均年齢,59.6,-,-,64.2,-,63,-,60.1,-,56.6,-,58.2,-,59.1,-,55.7,-
0,消費支出,317395,100,-1.5,102781,100,167753,100,211155,100,257079,100,313162,100,410250,100,755681,100
2,基礎的支出,189601,59.7,-,80286,78.1,116744,69.6,143791,68.1,167292,65.1,197661,63.1,230264,56.1,389355,51.5
3,選択的支出,127794,40.3,-,22495,21.9,51009,30.4,67364,31.9,89788,34.9,115501,36.9,179986,43.9,366326,48.5
1,食料,93780,29.5,2,52966,51.5,71498,42.6,83151,39.4,88581,34.5,99993,31.9,119226,29.1,140336,18.6
2,基礎的支出,75127,23.7,-,46561,45.3,61203,36.5,68581,32.5,73733,28.7,81242,25.9,90282,22,103816,13.7
3,選択的支出,18653,5.9,-,6405,6.2,10296,6.1,14570,6.9,14848,5.8,18752,6,28944,7.1,36519,4.8
1,住居,29693,9.4,79.5,632,0.6,8120,4.8,9318,4.4,21082,8.2,27712,8.8,25852,6.3,114671,15.2
2,基礎的支出,27956,8.8,90.4,632,0.6,6756,4,9270,4.4,17513,6.8,26181,8.4,24573,6,110344,14.6
3,選択的支出,1737,0.5,-6.6,-,-,1364,0.8,48,0,3569,1.4,1531,0.5,1279,0.3,4327,0.6
1,光熱・水道,26282,8.3,-0.4,16332,15.9,22573,13.5,25571,12.1,27535,10.7,30894,9.9,29496,7.2,31450,4.2
2,基礎的支出,26282,8.3,-0.4,16332,15.9,22573,13.5,25571,12.1,27535,10.7,30894,9.9,29496,7.2,31450,4.2
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,11819,3.7,7.8,3872,3.8,4562,2.7,8101,3.8,9101,3.5,11162,3.6,15888,3.9,29910,4
2,基礎的支出,8150,2.6,4.9,3218,3.1,3863,2.3,6858,3.2,7177,2.8,8790,2.8,9846,2.4,17237,2.3
3,選択的支出,3669,1.2,14.8,655,0.6,699,0.4,1242,0.6,1924,0.7,2372,0.8,6042,1.5,12673,1.7
1,被服及び履物,11226,3.5,-29.1,2167,2.1,3649,2.2,5810,2.8,7609,3,11729,3.7,16621,4.1,30824,4.1
2,基礎的支出,539,0.2,-37.3,136,0.1,380,0.2,433,0.2,428,0.2,555,0.2,858,0.2,978,0.1
3,選択的支出,10687,3.4,-28.6,2031,2,3269,1.9,5377,2.5,7181,2.8,11175,3.6,15763,3.8,29845,3.9
1,保健医療,17576,5.5,3,5377,5.2,7187,4.3,11021,5.2,13218,5.1,21713,6.9,28817,7,35462,4.7
2,基礎的支出,15204,4.8,5.8,4787,4.7,6740,4,9424,4.5,11197,4.4,17666,5.6,26549,6.5,29835,3.9
3,選択的支出,2372,0.7,-12.1,590,0.6,448,0.3,1597,0.8,2021,0.8,4047,1.3,2267,0.6,5627,0.7
1,交通・通信,29961,9.4,-8.9,5682,5.5,13367,8,19695,9.3,22067,8.6,31646,10.1,45377,11.1,71445,9.5
2,基礎的支出,5833,1.8,-,1323,1.3,2438,1.5,4077,1.9,5876,2.3,6650,2.1,11606,2.8,8762,1.2
3,選択的支出,24128,7.6,-,4360,4.2,10929,6.5,15617,7.4,16191,6.3,24996,8,33771,8.2,62683,8.3
1,教育,15105,4.8,-29.3,526,0.5,1939,1.2,3795,1.8,3696,1.4,2834,0.9,19692,4.8,72916,9.6
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,15105,4.8,-29.3,526,0.5,1939,1.2,3795,1.8,3696,1.4,2834,0.9,19692,4.8,72916,9.6
1,教養娯楽,32259,10.2,-17.8,6265,6.1,13739,8.2,18758,8.9,22914,8.9,27187,8.7,44770,10.9,91666,12.1
2,基礎的支出,6521,2.1,-1.2,2948,2.9,4797,2.9,7372,3.5,6285,2.4,6139,2,8513,2.1,9545,1.3
3,選択的支出,25738,8.1,-21.1,3317,3.2,8942,5.3,11386,5.4,16629,6.5,21048,6.7,36257,8.8,82121,10.9
1,その他の消費支出,49694,15.7,-0.7,8960,8.7,21118,12.6,25937,12.3,41275,16.1,48292,15.4,64510,15.7,137001,18.1
2,基礎的支出,23989,7.6,2.9,4350,4.2,7995,4.8,12204,5.8,17546,6.8,19545,6.2,28540,7,77388,10.2
3,選択的支出,25705,8.1,-3.9,4610,4.5,13123,7.8,13733,6.5,23729,9.2,28748,9.2,35970,8.8,59613,7.9
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年 3月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
