項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7544,-,1765,-,285,-,406,-
0,0,0,0,0,調査世帯数,372,-,287,-,59,-,13,-,13,-
0,0,0,0,0,世帯人員,3.24,-,3.34,-,2.88,-,2.94,-,3.13,-
0,0,0,0,0,有業人員,1.73,-,1.75,-,1.66,-,1.69,-,1.56,-
0,0,0,0,0,世帯主平均年齢,49.3,-,50.9,-,44.1,-,53.2,-,39.8,-
1,0,0,0,0,受取,1454451,-,1407888,-,1806538,-,958008,-,1136583,-
1,1,0,0,0,実収入,602763,100,616131,100,570565,100,434282,100,612576,100
1,2,0,0,0,経常収入,596643,99,609147,98.9,566386,99.3,431583,99.4,611661,99.9
1,3,0,0,0,勤め先収入,574665,95.3,583692,94.7,551607,96.7,426936,98.3,610850,99.7
1,4,0,0,0,世帯主収入,453346,75.2,458705,74.4,436339,76.5,346739,79.8,502541,82
1,6,0,0,0,うち男,429931,71.3,440550,71.5,403392,70.7,307475,70.8,433923,70.8
1,5,0,0,0,定期収入,441398,73.2,443608,72,433401,76,346078,79.7,502021,82
1,5,0,0,0,臨時収入,4295,0.7,5483,0.9,673,0.1,661,0.2,520,0.1
1,5,0,0,0,賞与,7653,1.3,9614,1.6,2265,0.4,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,107201,17.8,106739,17.3,115268,20.2,67839,15.6,108308,17.7
1,6,0,0,0,うち女,104054,17.3,105966,17.2,100748,17.7,67839,15.6,108308,17.7
1,4,0,0,0,他の世帯員収入,14119,2.3,18248,3,-,-,12358,2.8,-,-
1,3,0,0,0,事業・内職収入,9095,1.5,11617,1.9,1874,0.3,-,-,-,-
1,4,0,0,0,家賃収入,4374,0.7,5360,0.9,1874,0.3,-,-,-,-
1,4,0,0,0,他の事業収入,4218,0.7,5592,0.9,-,-,-,-,-,-
1,4,0,0,0,内職収入,502,0.1,666,0.1,-,-,-,-,-,-
1,3,0,0,0,他の経常収入,12882,2.1,13837,2.2,12905,2.3,4646,1.1,812,0.1
1,4,0,0,0,財産収入,1211,0.2,1243,0.2,1359,0.2,-,-,812,0.1
1,4,0,0,0,社会保障給付,10901,1.8,11573,1.9,11545,2,4646,1.1,-,-
