項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7730,-,1566,-,290,-,414,-
0,0,0,0,0,調査世帯数,367,-,290,-,51,-,13,-,13,-
0,0,0,0,0,世帯人員,3.31,-,3.39,-,3.07,-,2.94,-,3.05,-
0,0,0,0,0,有業人員,1.73,-,1.75,-,1.68,-,1.69,-,1.56,-
0,0,0,0,0,世帯主平均年齢,49.5,-,51.1,-,43.7,-,53.1,-,38.4,-
1,0,0,0,0,受取,1500685,-,1452721,-,1915811,-,932528,-,1224245,-
1,1,0,0,0,実収入,636986,100,653522,100,584765,100,440964,100,663279,100
1,2,0,0,0,経常収入,627436,98.5,644418,98.6,570850,97.6,439842,99.7,655995,98.9
1,3,0,0,0,勤め先収入,563461,88.5,568553,87,552184,94.4,400233,90.8,625576,94.3
1,4,0,0,0,世帯主収入,442939,69.5,445514,68.2,428520,73.3,336812,76.4,523912,79
1,6,0,0,0,うち男,421553,66.2,425107,65,400307,68.5,295705,67.1,523912,79
1,5,0,0,0,定期収入,434245,68.2,436096,66.7,423549,72.4,332023,75.3,511887,77.2
1,5,0,0,0,臨時収入,8048,1.3,8582,1.3,4971,0.9,4789,1.1,12025,1.8
1,5,0,0,0,賞与,646,0.1,836,0.1,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,102870,16.1,100204,15.3,123664,21.1,63421,14.4,101664,15.3
1,6,0,0,0,うち女,101630,16,100204,15.3,115745,19.8,63421,14.4,101664,15.3
1,4,0,0,0,他の世帯員収入,17652,2.8,22836,3.5,-,-,-,-,-,-
1,3,0,0,0,事業・内職収入,9627,1.5,11810,1.8,3178,0.5,-,-,-,-
1,4,0,0,0,家賃収入,3044,0.5,3617,0.6,1585,0.3,-,-,-,-
1,4,0,0,0,他の事業収入,4069,0.6,5264,0.8,-,-,-,-,-,-
