区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,676,-,-,96,-,92,-,102,-,97,-,92,-,100,-,97,-
0,0,世帯人員,2.96,-,-,2.47,-,2.76,-,2.75,-,2.97,-,3.08,-,3.35,-,3.33,-
0,0,有業人員,1.32,-,-,1.05,-,1.07,-,1.28,-,1.3,-,1.39,-,1.5,-,1.67,-
0,0,世帯主平均年齢,59.3,-,-,65.2,-,62.5,-,62.4,-,58.7,-,57.2,-,54.8,-,54.3,-
0,0,消費支出,294825,100,-7.3,104275,100,152055,100,196993,100,242253,100,293265,100,362843,100,709558,100
1,0,商品,161595,54.8,-1.7,77348,74.2,107240,70.5,121936,61.9,145797,60.2,168423,57.4,197036,54.3,312298,44
1,1,耐久財,18256,6.2,-23.4,989,0.9,3257,2.1,3438,1.7,6308,2.6,7576,2.6,18272,5,87724,12.4
1,2,半耐久財,22741,7.7,-2.5,5745,5.5,9383,6.2,12649,6.4,16869,7,22292,7.6,29233,8.1,62791,8.8
1,3,非耐久財,120597,40.9,2.9,70614,67.7,94601,62.2,105849,53.7,122619,50.6,138555,47.2,149530,41.2,161784,22.8
1,0,サービス,133230,45.2,-13.2,26927,25.8,44815,29.5,75057,38.1,96457,39.8,124842,42.6,165808,45.7,397260,56
2,0,食料,92661,31.4,1.1,51760,49.6,70557,46.4,74616,37.9,94104,38.8,101237,34.5,117163,32.3,138623,19.5
2,3,非耐久財,77548,26.3,8.7,47481,45.5,61327,40.3,66587,33.8,82277,34,86389,29.5,96317,26.5,102028,14.4
2,4,サービス,15113,5.1,-25.5,4279,4.1,9230,6.1,8028,4.1,11826,4.9,14848,5.1,20846,5.7,36595,5.2
2,0,住居,23850,8.1,-20.2,3794,3.6,2692,1.8,16870,8.6,15217,6.3,26815,9.1,24066,6.6,77272,10.9
2,1,耐久財,2540,0.9,-37.6,-,-,210,0.1,869,0.4,14,0,1917,0.7,2899,0.8,11842,1.7
2,2,半耐久財,290,0.1,74.7,80,0.1,63,0,174,0.1,135,0.1,525,0.2,844,0.2,208,0
2,4,サービス,21020,7.1,-18.1,3714,3.6,2419,1.6,15827,8,15068,6.2,24373,8.3,20323,5.6,65222,9.2
2,0,光熱・水道（非耐久財）,18460,6.3,0.4,11583,11.1,16460,10.8,18466,9.4,17544,7.2,20776,7.1,22270,6.1,22050,3.1
