項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8149,-,1180,-,425,-,247,-
0,0,0,0,0,調査世帯数,689,-,568,-,75,-,31,-,15,-
0,0,0,0,0,世帯人員,2.94,-,2.94,-,2.94,-,2.86,-,3.08,-
0,0,0,0,0,有業人員,1.32,-,1.29,-,1.59,-,1.24,-,1.39,-
0,0,0,0,0,世帯主平均年齢,59.4,-,61.6,-,47.3,-,59.8,-,42.8,-
2,2,0,0,0,生計支出,331138,-,316792,-,449866,-,257923,-,355975,-
2,3,0,0,0,消費支出,319428,100,316388,100,356397,100,257923,100,355975,100
2,4,1,0,0,食料,90238,28.2,92863,29.4,78219,21.9,74301,28.8,89522,25.1
2,5,1,1,0,穀類,7116,2.2,7319,2.3,5983,1.7,6594,2.6,6860,1.9
2,6,1,1,1,米類,1941,0.6,1999,0.6,1494,0.4,2087,0.8,1836,0.5
2,6,1,1,2,パン,2918,0.9,3021,1,2510,0.7,2332,0.9,2602,0.7
2,6,1,1,3,麺類,1692,0.5,1720,0.5,1469,0.4,1751,0.7,1785,0.5
2,6,1,1,4,他の穀類,565,0.2,579,0.2,510,0.1,423,0.2,637,0.2
2,5,1,2,0,魚介類,6797,2.1,7252,2.3,4549,1.3,5557,2.2,4467,1.3
2,6,1,2,1,生鮮魚介,3992,1.2,4266,1.3,2669,0.7,3201,1.2,2583,0.7
2,6,1,2,2,塩干魚介,1157,0.4,1238,0.4,733,0.2,996,0.4,728,0.2
2,6,1,2,3,魚肉練製品,649,0.2,691,0.2,381,0.1,621,0.2,571,0.2
2,6,1,2,4,他の魚介加工品,998,0.3,1058,0.3,764,0.2,739,0.3,585,0.2
2,5,1,3,0,肉類,9050,2.8,9453,3,7016,2,7242,2.8,8834,2.5
2,6,1,3,1,生鮮肉,7443,2.3,7775,2.5,5757,1.6,5922,2.3,7402,2.1
2,6,1,3,2,加工肉,1607,0.5,1678,0.5,1259,0.4,1320,0.5,1432,0.4
2,5,1,4,0,乳卵類,4805,1.5,4978,1.6,3919,1.1,3824,1.5,5139,1.4
2,6,1,4,1,牛乳,1468,0.5,1544,0.5,1026,0.3,1235,0.5,1514,0.4
2,6,1,4,2,乳製品,2461,0.8,2532,0.8,2167,0.6,1820,0.7,2738,0.8
2,6,1,4,3,卵,876,0.3,902,0.3,725,0.2,770,0.3,888,0.2
2,5,1,5,0,野菜・海藻,11355,3.6,11961,3.8,8372,2.3,9412,3.6,8680,2.4
2,6,1,5,1,生鮮野菜,7959,2.5,8371,2.6,5954,1.7,6421,2.5,6386,1.8
2,6,1,5,2,乾物・海藻,869,0.3,925,0.3,606,0.2,714,0.3,520,0.1
2,6,1,5,3,大豆加工品,1237,0.4,1302,0.4,928,0.3,1044,0.4,844,0.2
2,6,1,5,4,他の野菜・海藻加工品,1290,0.4,1362,0.4,885,0.2,1234,0.5,929,0.3
2,5,1,6,0,果物,3815,1.2,4111,1.3,2408,0.7,2612,1,2917,0.8
2,6,1,6,1,生鮮果物,3372,1.1,3632,1.1,2100,0.6,2396,0.9,2615,0.7
2,6,1,6,2,果物加工品,443,0.1,479,0.2,308,0.1,216,0.1,302,0.1
2,5,1,7,0,油脂・調味料,4380,1.4,4556,1.4,3462,1,3887,1.5,3743,1.1
2,6,1,7,1,油脂,473,0.1,497,0.2,364,0.1,352,0.1,379,0.1
2,6,1,7,2,調味料,3907,1.2,4059,1.3,3098,0.9,3536,1.4,3363,0.9
2,5,1,8,0,菓子類,6937,2.2,7071,2.2,6178,1.7,5713,2.2,8442,2.4
2,5,1,9,0,調理食品,12826,4,13061,4.1,11655,3.3,11430,4.4,13228,3.7
2,6,1,9,1,主食的調理食品,5579,1.7,5615,1.8,5536,1.6,5174,2,5397,1.5
2,6,1,9,2,他の調理食品,7247,2.3,7447,2.4,6119,1.7,6256,2.4,7831,2.2
2,5,1,10,0,飲料,5402,1.7,5453,1.7,5198,1.5,4772,1.9,5955,1.7
2,6,1,10,1,茶類,1245,0.4,1277,0.4,1139,0.3,1038,0.4,1096,0.3
2,6,1,10,2,コーヒー・ココア,1107,0.3,1116,0.4,1110,0.3,836,0.3,1302,0.4
2,6,1,10,3,他の飲料,3050,1,3060,1,2949,0.8,2898,1.1,3557,1
2,5,1,11,0,酒類,4232,1.3,4370,1.4,3339,0.9,4783,1.9,3634,1
2,5,1,12,0,外食,13522,4.2,13279,4.2,16142,4.5,8476,3.3,17623,5
2,6,1,12,1,一般外食,12867,4,12615,4,15525,4.4,7896,3.1,16987,4.8
2,6,1,12,2,学校給食,655,0.2,664,0.2,617,0.2,580,0.2,636,0.2
2,4,2,0,0,住居,27590,8.6,14447,4.6,103198,29,54877,21.3,53969,15.2
2,5,2,1,0,家賃地代,16273,5.1,985,0.3,101181,28.4,53741,20.8,53142,14.9
2,5,2,2,0,設備修繕・維持,11317,3.5,13461,4.3,2018,0.6,1136,0.4,827,0.2
2,6,2,2,1,設備材料,4308,1.3,5174,1.6,448,0.1,397,0.2,256,0.1
2,6,2,2,2,工事その他のサービス,7010,2.2,8287,2.6,1569,0.4,739,0.3,571,0.2
2,4,3,0,0,光熱・水道,21508,6.7,22287,7,19270,5.4,16448,6.4,16455,4.6
2,5,3,1,0,電気代,10114,3.2,10563,3.3,8769,2.5,7400,2.9,6929,1.9
2,5,3,2,0,ガス代,5847,1.8,5982,1.9,5542,1.6,4867,1.9,4823,1.4
2,5,3,3,0,他の光熱,266,0.1,298,0.1,141,0,138,0.1,98,0
2,5,3,4,0,上下水道料,5283,1.7,5444,1.7,4818,1.4,4044,1.6,4605,1.3
2,4,4,0,0,家具・家事用品,13578,4.3,13832,4.4,12767,3.6,9790,3.8,16255,4.6
2,5,4,1,0,家庭用耐久財,4581,1.4,4652,1.5,4294,1.2,3047,1.2,6328,1.8
2,6,4,1,1,家事用耐久財,2579,0.8,2616,0.8,1879,0.5,2473,1,4774,1.3
2,6,4,1,2,冷暖房用器具,1291,0.4,1417,0.4,791,0.2,246,0.1,1446,0.4
2,6,4,1,3,一般家具,711,0.2,619,0.2,1624,0.5,328,0.1,109,0
2,5,4,2,0,室内装備・装飾品,717,0.2,735,0.2,802,0.2,391,0.2,513,0.1
2,5,4,3,0,寝具類,948,0.3,985,0.3,891,0.3,435,0.2,840,0.2
2,5,4,4,0,家事雑貨,2809,0.9,2825,0.9,2792,0.8,2059,0.8,3907,1.1
2,5,4,5,0,家事用消耗品,3667,1.1,3735,1.2,3350,0.9,3338,1.3,3650,1
2,5,4,6,0,家事サービス,856,0.3,900,0.3,639,0.2,520,0.2,1016,0.3
2,4,5,0,0,被服及び履物,11365,3.6,11688,3.7,10210,2.9,6841,2.7,14490,4.1
2,5,5,1,0,和服,283,0.1,341,0.1,56,0,-,-,32,0
2,5,5,2,0,洋服,4639,1.5,4706,1.5,4310,1.2,2865,1.1,7380,2.1
2,6,5,2,1,男子用洋服,1333,0.4,1342,0.4,1313,0.4,735,0.3,2016,0.6
2,6,5,2,2,婦人用洋服,2767,0.9,2878,0.9,2142,0.6,1481,0.6,4582,1.3
2,6,5,2,3,子供用洋服,538,0.2,485,0.2,855,0.2,650,0.3,782,0.2
2,5,5,3,0,シャツ・セーター類,2043,0.6,2108,0.7,1895,0.5,1080,0.4,2246,0.6
2,6,5,3,1,男子用シャツ・セーター類,600,0.2,617,0.2,602,0.2,186,0.1,737,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1286,0.4,1357,0.4,1013,0.3,739,0.3,1164,0.3
2,6,5,3,3,子供用シャツ・セーター類,157,0,134,0,281,0.1,154,0.1,344,0.1
2,5,5,4,0,下着類,1025,0.3,1047,0.3,953,0.3,777,0.3,1023,0.3
2,6,5,4,1,男子用下着類,314,0.1,320,0.1,297,0.1,273,0.1,243,0.1
2,6,5,4,2,婦人用下着類,601,0.2,628,0.2,477,0.1,406,0.2,561,0.2
2,6,5,4,3,子供用下着類,111,0,99,0,179,0.1,99,0,218,0.1
2,5,5,5,0,生地・糸類,161,0.1,168,0.1,124,0,263,0.1,50,0
2,5,5,6,0,他の被服,811,0.3,827,0.3,730,0.2,609,0.2,1038,0.3
2,5,5,7,0,履物類,1439,0.5,1440,0.5,1506,0.4,947,0.4,1964,0.6
2,5,5,8,0,被服関連サービス,966,0.3,1052,0.3,635,0.2,301,0.1,758,0.2
