項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9289,-,3068,-,2810,-,6932,-,6479,-,711,-
0,0,0,0,0,調査世帯数,217,-,-,202,-,61,-,56,-,156,-,146,-,15,-
0,0,0,0,0,世帯人員,2.39,-,-,2.4,-,2.28,-,2.31,-,2.43,-,2.43,-,2.27,-
0,0,0,0,0,有業人員,0.46,-,-,0.47,-,0.36,-,0.39,-,0.51,-,0.5,-,0.36,-
0,0,0,0,0,世帯主平均年齢,75.1,-,-,75.8,-,76.1,-,76.4,-,74.7,-,75.6,-,66.5,-
1,0,0,0,0,受取,1016228,-,25.8,993971,-,602993,-,624590,-,1199094,-,1154147,-,1306815,-
1,1,0,0,0,実収入,441010,100,14.8,450461,100,316700,100,330796,100,496021,100,502352,100,317619,100
1,2,0,0,0,経常収入,437481,99.2,14.8,446686,99.2,315322,99.6,329307,99.5,491539,99.1,497586,99.1,317295,99.9
1,3,0,0,0,勤め先収入,23487,5.3,-15.1,25004,5.6,6601,2.1,7207,2.2,30959,6.2,32721,6.5,3678,1.2
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,5947,1.3,-32.3,6121,1.4,503,0.2,549,0.2,8357,1.7,8538,1.7,3678,1.2
1,6,0,0,0,うち女,5947,1.3,-32.3,6121,1.4,503,0.2,549,0.2,8357,1.7,8538,1.7,3678,1.2
1,4,0,0,0,他の世帯員収入,17539,4,-7.1,18883,4.2,6098,1.9,6658,2,22603,4.6,24184,4.8,-,-
1,3,0,0,0,事業・内職収入,13231,3,109.8,9561,2.1,461,0.1,503,0.2,18883,3.8,13489,2.7,61149,19.3
1,4,0,0,0,家賃収入,6881,1.6,150.9,4175,0.9,403,0.1,440,0.1,9748,2,5794,1.2,42211,13.3
1,4,0,0,0,他の事業収入,1118,0.3,340.2,-,-,-,-,-,-,1613,0.3,-,-,15720,4.9
1,4,0,0,0,内職収入,5232,1.2,58.1,5386,1.2,57,0,63,0,7522,1.5,7695,1.5,3219,1
1,3,0,0,0,他の経常収入,400763,90.9,15.5,412121,91.5,308261,97.3,321597,97.2,441697,89,451375,89.9,252467,79.5
1,4,0,0,0,財産収入,3121,0.7,204.2,3360,0.7,-,-,-,-,4501,0.9,4816,1,-,-
1,4,0,0,0,社会保障給付,396908,90,15.2,407971,90.6,306376,96.7,319539,96.6,436970,88.1,446318,88.8,252467,79.5
1,5,0,0,0,公的年金給付,395275,89.6,15.3,406213,90.2,306376,96.7,319539,96.6,434615,87.6,443798,88.3,252467,79.5
1,5,0,0,0,他の社会保障給付,1633,0.4,-4.2,1758,0.4,-,-,-,-,2356,0.5,2521,0.5,-,-
1,4,0,0,0,仕送り金,734,0.2,-47.8,790,0.2,1885,0.6,2058,0.6,225,0,241,0,-,-
1,2,0,0,0,特別収入,3530,0.8,8,3775,0.8,1378,0.4,1489,0.5,4482,0.9,4766,0.9,324,0.1
1,3,0,0,0,受贈金,567,0.1,38,599,0.1,-,-,-,-,817,0.2,859,0.2,138,0
1,3,0,0,0,他の特別収入,2963,0.7,3.7,3176,0.7,1378,0.4,1489,0.5,3664,0.7,3907,0.8,186,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),449244,-,35.2,464077,-,238172,-,245279,-,542648,-,558956,-,255576,-
1,2,0,0,0,預貯金引出,346239,-,51.4,356500,-,188460,-,194595,-,416060,-,426707,-,212277,-
1,2,0,0,0,保険金,41314,-,5.8,43972,-,12015,-,13119,-,54279,-,57351,-,6612,-
1,3,0,0,0,個人・企業年金保険金,39054,-,0,41539,-,9867,-,10774,-,51970,-,54880,-,6612,-
1,3,0,0,0,他の保険金,2260,-,...,2433,-,2148,-,2345,-,2309,-,2471,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,61350,-,-2.7,63239,-,37697,-,37566,-,71817,-,74372,-,36687,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,341,-,-76.8,367,-,-,-,-,-,492,-,526,-,-,-
1,1,0,0,0,繰入金,125974,-,37.6,79432,-,48121,-,48514,-,160426,-,92839,-,733620,-
2,0,0,0,0,支払,1016228,-,25.8,993971,-,602993,-,624590,-,1199094,-,1154147,-,1306815,-
2,1,0,0,0,実支出,301677,-,3.8,303847,-,211493,-,214984,-,341586,-,342382,-,273347,-
2,2,0,0,0,生計支出,261147,-,6.9,262221,-,185190,-,188084,-,294760,-,294369,-,247122,-
