区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,685,-,-,90,-,101,-,102,-,97,-,100,-,100,-,95,-
0,0,世帯人員,2.95,-,-,2.67,-,2.69,-,2.93,-,2.99,-,3.06,-,3.01,-,3.29,-
0,0,有業人員,1.33,-,-,1.22,-,1.05,-,1.37,-,1.46,-,1.37,-,1.36,-,1.47,-
0,0,世帯主平均年齢,59.6,-,-,64.2,-,63,-,60.1,-,56.6,-,58.2,-,59.1,-,55.7,-
0,0,消費支出,296355,100,-0.3,100152,100,158361,100,200580,100,235158,100,293005,100,379990,100,703713,100
1,0,商品,167407,56.5,5.1,80616,80.5,110673,69.9,135195,67.4,145440,61.8,178971,61.1,212707,56,306772,43.6
1,1,耐久財,15065,5.1,25.1,585,0.6,1220,0.8,3526,1.8,5833,2.5,9733,3.3,21626,5.7,62622,8.9
1,2,半耐久財,21560,7.3,-18.3,4363,4.4,7740,4.9,11647,5.8,14033,6,21529,7.3,30391,8,60894,8.7
1,3,非耐久財,130782,44.1,8.2,75667,75.6,101712,64.2,120021,59.8,125574,53.4,147709,50.4,160690,42.3,183256,26
1,0,サービス,128948,43.5,-6.5,19537,19.5,47688,30.1,65385,32.6,89718,38.2,114033,38.9,167283,44,396941,56.4
2,0,食料,93780,31.6,2,52966,52.9,71498,45.1,83151,41.5,88581,37.7,99993,34.1,119226,31.4,140336,19.9
2,3,非耐久財,78679,26.5,10.2,48706,48.6,64498,40.7,72522,36.2,76346,32.5,84775,28.9,94878,25,108533,15.4
2,4,サービス,15101,5.1,-26.4,4260,4.3,7001,4.4,10629,5.3,12235,5.2,15218,5.2,24348,6.4,31803,4.5
2,0,住居,29693,10,79.5,632,0.6,8120,5.1,9318,4.6,21082,9,27712,9.5,25852,6.8,114671,16.3
2,1,耐久財,3584,1.2,228.2,-,-,-,-,89,0,-,-,1985,0.7,166,0,22802,3.2
2,2,半耐久財,598,0.2,100.7,21,0,128,0.1,58,0,107,0,186,0.1,117,0,3558,0.5
2,4,サービス,25511,8.6,68.4,611,0.6,7991,5,9170,4.6,20975,8.9,25541,8.7,25569,6.7,88311,12.5
2,0,光熱・水道（非耐久財）,26282,8.9,-0.4,16332,16.3,22573,14.3,25571,12.7,27535,11.7,30894,10.5,29496,7.8,31450,4.5
2,0,家具・家事用品,11819,4,7.8,3872,3.9,4562,2.9,8101,4,9101,3.9,11162,3.8,15888,4.2,29910,4.3
2,1,耐久財,4096,1.4,-6,168,0.2,239,0.2,1324,0.7,3147,1.3,1896,0.6,7296,1.9,14507,2.1
2,2,半耐久財,3232,1.1,-6.1,1280,1.3,1155,0.7,2482,1.2,1681,0.7,3847,1.3,3408,0.9,8752,1.2
2,3,非耐久財,3876,1.3,44.5,2369,2.4,2813,1.8,3459,1.7,3467,1.5,5105,1.7,4353,1.1,5549,0.8
2,4,サービス,615,0.2,28.4,56,0.1,355,0.2,835,0.4,806,0.3,314,0.1,832,0.2,1103,0.2
2,0,被服及び履物,11226,3.8,-29.1,2167,2.2,3649,2.3,5810,2.9,7609,3.2,11729,4,16621,4.4,30824,4.4
2,2,半耐久財,10302,3.5,-28.9,2048,2,3514,2.2,5206,2.6,7102,3,10423,3.6,15856,4.2,27799,4
2,4,サービス,924,0.3,-31.3,120,0.1,135,0.1,604,0.3,507,0.2,1306,0.4,765,0.2,3025,0.4
2,0,保健医療,17576,5.9,3,5377,5.4,7187,4.5,11021,5.5,13218,5.6,21713,7.4,28817,7.6,35462,5
2,1,耐久財,1271,0.4,-18,279,0.3,292,0.2,907,0.5,767,0.3,3269,1.1,1149,0.3,2237,0.3
2,2,半耐久財,310,0.1,-51.5,34,0,328,0.2,98,0,63,0,424,0.1,399,0.1,821,0.1
2,3,非耐久財,6134,2.1,16.7,2304,2.3,3216,2,4971,2.5,5764,2.5,8722,3,9594,2.5,8307,1.2
2,4,サービス,9860,3.3,2.5,2760,2.8,3350,2.1,5045,2.5,6625,2.8,9299,3.2,17675,4.7,24098,3.4
2,0,交通・通信,29961,10.1,-8.9,5682,5.7,13367,8.4,19695,9.8,22067,9.4,31646,10.8,45377,11.9,71445,10.2
2,1,耐久財,1871,0.6,42.5,-,-,307,0.2,145,0.1,262,0.1,699,0.2,3265,0.9,8365,1.2
2,2,半耐久財,1308,0.4,28.6,3,0,13,0,133,0.1,827,0.4,2207,0.8,2324,0.6,3620,0.5
2,3,非耐久財,1836,0.6,-3.5,562,0.6,852,0.5,1596,0.8,1737,0.7,1988,0.7,3439,0.9,2651,0.4
2,4,サービス,24947,8.4,-12.9,5117,5.1,12195,7.7,17820,8.9,19241,8.2,26752,9.1,36350,9.6,56808,8.1
2,0,教育,15105,5.1,-29.3,526,0.5,1939,1.2,3795,1.9,3696,1.6,2834,1,19692,5.2,72916,10.4
2,3,非耐久財,893,0.3,-4.8,86,0.1,73,0,346,0.2,214,0.1,598,0.2,2038,0.5,2876,0.4
2,4,サービス,14212,4.8,-30.4,440,0.4,1866,1.2,3449,1.7,3482,1.5,2236,0.8,17654,4.6,70040,10
2,0,教養娯楽,32259,10.9,-17.8,6265,6.3,13739,8.7,18758,9.4,22914,9.7,27187,9.3,44770,11.8,91666,13
2,1,耐久財,3946,1.3,41.8,32,0,189,0.1,962,0.5,1562,0.7,1687,0.6,9578,2.5,13496,1.9
2,2,半耐久財,3762,1.3,-6.1,802,0.8,1681,1.1,2850,1.4,2843,1.2,3165,1.1,5902,1.6,9038,1.3
2,3,非耐久財,7152,2.4,5.1,2955,3,4304,2.7,6890,3.4,5688,2.4,6931,2.4,8570,2.3,14670,2.1
2,4,サービス,17398,5.9,-32.2,2476,2.5,7565,4.8,8057,4,12821,5.5,15404,5.3,20720,5.5,54463,7.7
2,0,諸雑費,28654,9.7,14.3,6332,6.3,11727,7.4,15361,7.7,19354,8.2,28135,9.6,34250,9,85033,12.1
2,1,耐久財,297,0.1,-68.5,106,0.1,193,0.1,99,0,95,0,197,0.1,173,0,1215,0.2
2,2,半耐久財,2048,0.7,-18.4,175,0.2,920,0.6,820,0.4,1411,0.6,1277,0.4,2386,0.6,7307,1
2,3,非耐久財,5930,2,8.3,2352,2.3,3384,2.1,4667,2.3,4822,2.1,8697,3,8322,2.2,9220,1.3
2,4,サービス,20378,6.9,26.3,3698,3.7,7230,4.6,9776,4.9,13026,5.5,17964,6.1,23370,6.2,67291,9.6
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年 3月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,,
注1)財・サービス別結果は、品目別分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注2)消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等、消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
