一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
297,足立区中央本町1丁目17,35.775124,139.805023,JGD2011,国道4号（日光街道）,C,2011-10-25,2011-10-26,3,6,4.5,1.2,71,70
298,足立区谷中2丁目23,35.776302,139.835541,JGD2011,都道307号王子金町江戸川線,C,2011-10-27,2011-10-28,4,4,5,1.2,71,71
299,足立区綾瀬1丁目22,35.758762,139.820572,JGD2011,首都高速6号三郷線,B,2011-10-27,2011-10-28,2,4,12.7,1.2,71,68
300,足立区江北2丁目8,35.767609,139.762558,JGD2011,首都高速川口線,C,2011-10-25,2011-10-26,2,4,5.9,1.2,72,69
301,足立区椿2丁目3,35.778679,139.757507,JGD2011,都道318号環状7号線,C,2011-10-25,2011-10-26,4,6,3.2,1.2,74,71
302,足立区関原2丁目48,35.768745,139.786407,JGD2011,都道461号吾妻橋伊興町線,C,2011-10-25,2011-10-26,4,4,3.1,1.2,70,67
303,足立区南花畑3丁目36,35.793430,139.825668,JGD2011,都道466号内匠橋花畑線,B,2011-10-27,2011-10-28,4,2,3.2,1.2,64,59
304,足立区西綾瀬3丁目11,35.763920,139.816254,JGD2011,都道467号千住新宿町線,C,2011-10-27,2011-10-28,4,2,3.5,1.2,67,65
305,足立区新田2-4,35.773075,139.740738,JGD2011,都道318号線環状7号（環七通り）,c,2011-05-25,2011-05-26,4,4,3,1.5,71,70
306,足立区大谷田4-1,35.777340,139.837265,JGD2011,都道307号王子金町江戸川線,c,2011-12-12,2011-12-13,4,4,4,1.5,68,66
307,足立区千住河原町10,35.743710,139.797867,JGD2011,国道4号（日光街道）,c,2011-11-28,2011-11-29,3,7,4,1.5,69,67
308,足立区中央本町1-5-3,35.771118,139.803574,JGD2011,国道4号（日光街道）,c,2011-11-24,2011-11-25,3,4,4,1.5,66,65
309,足立区西保木間1-15,35.796452,139.801788,JGD2011,国道4号（日光街道）,c,2011-11-28,2011-11-29,3,4,4.8,1.5,74,73
310,足立区西新井本町2-3-1,35.777260,139.775710,JGD2011,都道307号王子金町江戸川線,c,2011-12-12,2011-12-13,4,2,1,1.5,66,61
311,足立区本木南町2,35.760323,139.781052,JGD2011,都道450号新荒川葛西堤防線,c,2011-12-07,2011-12-08,4,4,7.1,1.5,71,67
312,足立区綾瀬3-12-15,35.764210,139.828583,JGD2011,都道314号言問大谷田線,b,2011-12-07,2011-12-08,4,2,6,1.5,67,63
313,足立区綾瀬1-11,35.756969,139.821121,JGD2011,都道308号千住小松川葛西沖線,b,2011-12-07,2011-12-08,4,2,3,1.5,65,63
