一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
437,府中市若松町2-2,35.670658,139.496155,JGD2011,国道20号,C,2011-11-07,2011-11-08,3,4,3.2,1.2,69,66
438,府中市美好町1-14,35.673325,139.470764,JGD2011,国道20号,C,2011-11-07,2011-11-08,3,4,2.5,1.2,71,69
439,府中市栄町3-29,35.688736,139.475021,JGD2011,都道新宿国立線,B,2011-11-07,2011-11-08,4,4,7.1,1.2,65,62
440,府中市若松町5-3,35.678944,139.500336,JGD2011,都道府中小平線,B,2011-11-07,2011-11-08,4,2,4.8,1.2,66,62
441,府中市寿町3-1,35.673138,139.474747,JGD2011,国道20号(甲州街道),c,2012-01-03,2012-01-05,3,4,1,1.5,69,67
442,府中市矢崎町1-5,35.663582,139.479401,JGD2011,都道9号川崎府中線(府中街道),b,2012-02-27,2012-02-29,4,2,4,1.5,68,66
443,府中市若松町3-39,35.675034,139.506744,JGD2011,都道110号府中三鷹線(人見街道),a,2012-03-14,2012-03-16,4,2,1,1.5,65,63
444,府中市緑町1-29,35.674267,139.486389,JGD2011,都道15号府中清瀬線(小金井街道）,b,2012-02-15,2012-02-17,4,2,1.8,1.5,65,61
445,府中市四谷5-44,35.663307,139.440155,JGD2011,市道多摩川通り,c,2012-03-01,2012-03-03,6,2,5,1.5,72,66
446,府中市押立町1-39,35.659729,139.512756,JGD2011,市道白糸台通り,a,2012-01-16,2012-01-18,6,2,3,1.5,68,64
447,府中市是政2-20,35.660870,139.495407,JGD2011,市道中央道側道,a,2011-09-01,2011-09-03,6,1,1,1.5,58,53
