一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
275,板橋区小豆沢4丁目21,35.781322,139.699860,JGD2011,都道環状8号線,C,2011-10-18,2011-10-19,4,4,4.5,1.2,71,67
276,板橋区坂下1丁目5,35.779690,139.687164,JGD2011,都道環状8号線,C,2011-10-18,2011-10-19,4,4,4.5,1.2,67,64
277,板橋区若木3丁目22,35.774258,139.674988,JGD2011,都道環状8号線,B,2011-10-18,2011-10-19,4,4,8.5,1.2,59,56
278,板橋区大山金井町13,35.745518,139.707504,JGD2011,都道環状6号線,C,2011-10-24,2011-10-25,4,6,4.5,1.2,73,71
279,板橋区南町4,35.737480,139.703476,JGD2011,都道環状6号線,C,2011-10-24,2011-10-25,4,4,7.5,1.2,69,66
280,板橋区板橋2-67-7,35.751736,139.709290,JGD2011,国道17号(中山道),c,2011-07-11,2011-07-14,3,7,4,1.2,68,64
281,板橋区高島平1-9-1,35.781695,139.667824,JGD2011,都道446号線(都道補助201号),b,2011-10-04,2011-10-07,4,6,2,1.2,72,69
282,板橋区双葉町42-1,35.759457,139.700028,JGD2011,都道318号線(環七通り),c,2011-11-07,2011-11-10,4,4,4,1.2,69,67
283,板橋区蓮根3-6-3,35.785884,139.675917,JGD2011,都道446号線(高島通り),b,2011-10-17,2011-10-20,4,4,4,1.2,68,64
284,板橋区南常盤台2-8-9,35.756570,139.686306,JGD2011,国道254号(川越街道),c,2011-09-05,2011-09-08,3,4,4,1.2,70,69
285,板橋区熊野町25-2,35.744221,139.707901,JGD2011,都道317号線(山手通り),c,2011-07-04,2011-07-05,4,6,4,1.2,74,72
286,板橋区大山町13-1,35.747094,139.700047,JGD2011,国道254号(川越街道),c,2011-09-12,2011-09-13,3,4,4,1.2,71,68
287,板橋区本町41-3,35.757792,139.707237,JGD2011,国道17号(中山道),c,2011-09-01,2011-09-02,3,6,4,1.2,76,74
288,板橋区小茂根4-9-2,35.746487,139.675751,JGD2011,都道318号線(環七通り),c,2011-09-15,2011-09-16,4,4,4,1.2,74,73
289,板橋区大原町6-5,35.770150,139.700783,JGD2011,国道17号(中山道),c,2011-09-29,2011-09-30,3,4,4,1.2,72,70
290,板橋区東坂下2-20-9,35.787846,139.685287,JGD2011,国道17号(中山道),c,2011-10-13,2011-10-14,3,4,4,1.2,71,70
291,板橋区小豆沢4-29-9,35.781399,139.696838,JGD2011,都道311号線(環八通り),c,2011-09-28,2011-09-29,4,4,4,1.2,72,68
292,板橋区稲荷台22-4,35.762180,139.710297,JGD2011,都道318号線(環七通り),c,2011-10-11,2011-10-12,4,4,3,1.2,73,72
293,板橋区熊野町11-2,35.741886,139.706751,JGD2011,都道317号線(山手通り),c,2011-11-14,2011-11-15,4,9,4,1.2,70,69
294,板橋区高島平6-1-1,35.792306,139.646469,JGD2011,国道17号(新大宮バイパス),c,2011-10-27,2011-10-28,3,9,4,1.2,72,69
295,板橋区赤塚7-25,35.779480,139.649689,JGD2011,国道17号(新大宮バイパス),a,2011-11-21,2011-11-22,3,2,4,1.2,67,65
296,板橋区赤塚新町3-3-9,35.770729,139.641541,JGD2011,国道254号(川越街道),c,2012-01-30,2012-01-31,3,4,4,1.2,71,70
