一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
42,港区虎ノ門3丁目4,35.666035,139.746826,JGD2011,国道1号,C,2012-01-25,2012-01-26,3,4,4.6,1.2,70,67
43,港区元赤坂2丁目1,35.675335,139.722519,JGD2011,国道246号,A,2012-01-25,2012-01-26,3,8,6.1,1.2,64,62
44,港区東麻布2丁目31,35.655727,139.740875,JGD2011,都道環状3号線,C,2012-01-30,2012-01-31,4,4,6.1,1.2,72,71
45,港区西新橋1丁目5,35.669243,139.753525,JGD2011,都道外堀環状線,C,2012-01-30,2012-01-31,4,6,5.6,1.2,68,68
46,港区北青山1丁目7,35.677811,139.720215,JGD2011,都道四谷角筈線,A,2012-01-30,2012-01-31,4,4,8.2,1.2,59,57
47,港区白金台5丁目1,35.642902,139.720581,JGD2011,都道北品川四谷線,C,2012-01-25,2012-01-26,4,4,7.2,1.2,75,70
48,港区海岸1丁目10,35.657009,139.761902,JGD2011,都道新橋日の出埠頭線,C,2012-01-25,2012-01-26,4,4,2.5,1.2,64,59
49,港区白金台1-2,35.636738,139.730743,JGD2011,国道1号（桜田通り）,c,2012-01-25,2012-01-25,3,8,3.2,1.2,66,63
50,港区東麻布2-31,35.655727,139.740875,JGD2011,都道環状3号線（外苑東通り）,c,2012-01-25,2012-01-25,4,4,5.9,1.2,72,71
51,港区白金台5-10,35.641472,139.719849,JGD2011,都道北品川四谷線（外苑通り）,c,2012-01-25,2012-01-25,4,4,4,1.2,75,70
52,港区南麻布5-1,35.654465,139.722473,JGD2011,都道418号線（外苑西通り）,c,2012-01-30,2012-01-30,4,6,3,1.2,72,70
53,港区港南3-9,35.632515,139.751373,JGD2011,都道316号線(海岸通り),c,2012-01-25,2012-01-25,4,6,3.6,1.2,72,70
54,港区高輪2-13,35.634586,139.737762,JGD2011,国道15号（第一京浜）,c,2012-01-25,2012-01-25,3,8,3.2,1.2,69,67
55,港区北青山3-5,35.665634,139.712769,JGD2011,国道246号(青山通り),c,2012-01-30,2012-01-30,3,8,6,1.2,65,65
56,港区西麻布3-20,35.660187,139.725876,JGD2011,都道412号線（六本木通り）,c,2012-01-30,2012-01-30,4,8,3.1,1.2,69,67
