一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
22,中央区日本橋1丁目3,35.682995,139.773178,JGD2011,国道1号(永代通り),C,2011-10-06,2011-10-07,3,6,5.5,1.2,70,68
23,中央区新川2丁目22,35.674049,139.782242,JGD2011,都道463号上野月島線,C,2011-10-06,2011-10-07,4,2,5.4,1.2,65,63
24,中央区佃2丁目12,35.666733,139.786209,JGD2011,都道463号上野月島線,B,2011-10-06,2011-10-07,4,4,5.5,1.2,65,61
25,中央区日本橋人形町3丁目9,35.686958,139.782120,JGD2011,区道中日第1号線,C,2011-10-27,2011-10-28,5,5,3.8,1.2,64,60
26,中央区日本橋蛎殻町1丁目38,35.682999,139.784515,JGD2011,区道中日第1号線,C,2011-10-06,2011-10-07,5,6,4,1.2,66,62
27,中央区日本橋横山町3,35.692097,139.781998,JGD2011,区道中日第2号線,C,2011-10-06,2011-10-07,5,5,3.4,1.2,67,65
28,中央区八丁堀3丁目25,35.674740,139.778137,JGD2011,区道中京第402号線,C,2011-10-06,2011-10-07,5,4,5.5,1.2,71,70
29,中央区京橋3丁目7,35.675701,139.770294,JGD2011,区道中京第402号線,C,2011-10-06,2011-10-07,5,6,5.5,1.2,70,68
30,中央区豊海町2,35.653965,139.770737,JGD2011,区道中月第801号線,C,2011-10-06,2011-10-07,5,4,4.2,1.2,67,67
31,中央区勝どき5丁目4,35.656681,139.772659,JGD2011,区道中月第801号線,B,2011-10-06,2011-10-07,5,6,7.2,1.2,67,65
32,中央区月島4-1,35.662067,139.782181,JGD2011,都道上野月島線(清澄通り),c,2011-06-07,2011-06-10,4,6,7,1.2,66,64
33,中央区日本橋小伝馬町20,35.692455,139.780502,JGD2011,国道6号(江戸通り),c,2011-06-07,2011-06-10,3,6,4.5,1.2,68,65
34,中央区日本橋本町2-2,35.687996,139.775497,JGD2011,都道日本橋芝浦大森線(昭和通り),c,2011-06-07,2011-06-10,4,7,6,1.2,74,73
35,中央区築地6-1,35.665749,139.772690,JGD2011,都道日比谷豊洲埠頭東雲町線(晴海通り),c,2011-07-05,2011-07-08,4,6,5,1.2,70,69
36,中央区京橋3-11,35.674385,139.771667,JGD2011,都道日本橋芝浦大森線(昭和通り),c,2011-10-04,2011-10-07,4,10,5.6,1.2,71,70
37,中央区日本橋人形町2-36,35.685848,139.786469,JGD2011,都道東京市川線(新大橋通り),c,2011-10-04,2011-10-07,4,6,5.5,1.2,70,67
38,中央区京橋2-3,35.676660,139.771215,JGD2011,国道15号(中央通り),c,2011-10-18,2011-10-21,3,4,5.4,1.2,67,64
39,中央区新富2-15,35.671257,139.775208,JGD2011,都道東京市川線(新大橋通り),c,2011-11-08,2011-11-11,4,6,5.5,1.2,68,65
40,中央区晴海3-1,35.656456,139.779572,JGD2011,都道日比谷豊洲埠頭東雲町線(晴海通り),c,2011-12-13,2011-12-16,4,9,7.5,1.2,67,65
41,中央区入船1-1,35.673565,139.777573,JGD2011,都道東京市川線(新大橋通り),c,2012-02-21,2012-02-24,4,6,6.2,1.2,67,64
