一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
57,新宿区西新宿6丁目3,35.693859,139.693619,JGD2011,都道東京所沢線,C,2012-03-15,2012-03-16,4,4,6.3,1.2,67,66
58,新宿区下落合4丁目23,35.721577,139.695847,JGD2011,都道千代田練馬田無線,C,2012-03-15,2012-03-16,4,3,2.5,1.2,68,67
59,新宿区西五軒町13,35.708336,139.737473,JGD2011,都道千代田練馬田無線,C,2012-03-15,2012-03-16,4,4,6,1.2,71,69
60,新宿区内藤町1-7,35.685241,139.715707,JGD2011,都道北品川四谷線,C,2012-03-15,2012-03-16,4,4,4.2,1.2,69,69
61,新宿区西落合4丁目16,35.725800,139.676086,JGD2011,都道鮫洲大山線,B,2012-03-15,2012-03-16,4,2,2.5,1.2,65,62
62,新宿区新宿1丁目8,35.688690,139.711380,JGD2011,都道新宿停車場前線,C,2012-03-15,2012-03-16,4,4,5,1.2,67,66
63,新宿区新小川町6-27,35.707932,139.741959,JGD2011,都道千代田練馬田無線(目白通り),c,2012-01-24,2012-01-27,4,4,0.4,1.2,74,73
64,新宿区下落合3-19-3,35.722710,139.703415,JGD2011,都道千代田練馬田無線(目白通り),c,2012-01-31,2012-02-03,4,2,0.5,1.2,69,67
65,新宿区西落合4-3-9,35.727474,139.680649,JGD2011,都道千代田練馬田無線(目白通り),b,2012-01-31,2012-02-03,4,4,0.4,1.2,73,73
66,新宿区西早稲田1-13-5,35.711399,139.720901,JGD2011,都道千代田練馬田無線(新目白通り),c,2012-01-31,2012-02-03,4,4,0.4,1.2,72,69
67,新宿区中落合２－８－２３,35.717182,139.693024,JGD2011,都道千代田練馬田無線(新目白通り),c,2012-01-31,2012-02-03,4,4,0.5,1.2,74,71
68,新宿区神楽坂6-58,35.702477,139.736923,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2012-01-24,2012-01-27,4,1,0.3,1.2,67,64
69,新宿区西早稲田1-4-14,35.709324,139.716766,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2012-01-31,2012-02-03,4,4,0.5,1.2,68,65
70,新宿区高田馬場4-13-8,35.712646,139.700500,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2012-01-31,2012-02-03,4,2,0.4,1.2,67,64
71,新宿区西早稲田2-14-4,35.708221,139.711731,JGD2011,都道飯田橋石神井新座線(諏訪通り),b,2012-01-31,2012-02-03,4,4,0.3,1.2,67,63
72,新宿区余丁町4-15,35.695473,139.716187,JGD2011,都道新宿両国線(余丁町通り),c,2012-01-24,2012-01-27,4,2,0.4,1.2,66,66
73,新宿区富久町8-25,35.691345,139.718140,JGD2011,都道新宿両国線(靖国通り),c,2012-01-24,2012-01-27,4,4,0.4,1.2,70,69
74,新宿区新宿5-16-5,35.692558,139.706100,JGD2011,都道新宿両国線(靖国通り),c,2012-01-31,2012-02-03,4,10,0.4,1.2,69,67
75,新宿区西新宿8-14-18,35.694984,139.691574,JGD2011,都道東京所沢線(青梅街道),c,2012-01-24,2012-01-27,4,4,5.2,1.2,65,63
76,新宿区新宿1-7-3,35.688770,139.710327,JGD2011,区道41-900(新宿通り),c,2012-01-31,2012-02-03,5,4,0.4,1.2,69,68
77,新宿区市谷本村町7-3,35.695076,139.724976,JGD2011,都道環状3号線(外苑東通り),b,2012-01-24,2012-01-27,4,4,0.5,1.2,70,67
78,新宿区左門町13,35.686466,139.719818,JGD2011,都道環状3号線(外苑東通り),c,2012-01-31,2012-02-03,4,4,0.4,1.2,68,65
79,新宿区高田馬場2-1-9,35.712124,139.710083,JGD2011,都道芝新宿王子線(明治通り),c,2012-01-31,2012-02-03,4,4,0.4,1.2,74,72
80,新宿区中落合1-14-22,35.717953,139.688507,JGD2011,都道環状6号線(山手通り),a,2012-01-31,2012-02-03,4,4,0.3,1.2,72,69
81,新宿区納戸町36,35.696926,139.733063,JGD2011,区道34-191,a,2012-01-24,2012-01-27,6,1,0,1.2,63,56
82,新宿区大久保3-1-3,35.704975,139.707657,JGD2011,都道芝新宿王子線(明治通り),c,2012-01-24,2012-01-27,4,4,0.3,1.2,76,73
