一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
398,立川市曙町3-28,35.702667,139.424454,JGD2011,都道立川東大和線,A,2011-11-09,2011-11-10,4,2,1.5,1.2,64,55
399,立川市羽衣町2-6,35.695972,139.427261,JGD2011,都道立川国分寺線,C,2011-11-07,2011-11-08,4,2,1.9,1.2,65,58
400,立川市幸町5-83-1,35.725777,139.418456,JGD2011,都道立川東大和線（芋窪街道）,c,2011-10-03,2011-10-04,4,4,2,1.5,70,66
401,立川市泉町786-11,35.719000,139.418720,JGD2011,都道立川東大和線（芋窪街道）,a,2011-10-04,2011-10-05,4,4,4,1.5,67,60
402,立川市西砂町6-12-10,35.729572,139.372147,JGD2011,都道杉並あきる野線（五日市街道）,a,2011-10-24,2011-10-25,4,2,0,1.5,72,70
403,立川市柴崎町1-17-7,35.692390,139.406006,JGD2011,都道立川青梅線（旧奥多摩街道）,a,2011-10-06,2011-10-07,4,2,0,1.5,67,60
404,立川市若葉町4-11-19,35.725261,139.433991,JGD2011,都道立川所沢線（立川通り）,b,2011-10-13,2011-10-14,4,2,2,1.5,69,67
405,立川市若葉町3-34-1,35.720204,139.439199,JGD2011,都道杉並あきる野線（五日市街道）,b,2011-10-27,2011-10-28,4,2,0,1.5,70,68
406,立川市高松町2-26-3,35.705067,139.418915,JGD2011,都道立川所沢線（高松大通り）,c,2011-10-11,2011-10-12,4,2,2,1.5,70,69
407,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道256号線（甲州街道）,b,2011-10-17,2011-10-18,4,2,4,1.5,68,66
408,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道立川青梅線（新奥多摩街道）,b,2011-10-18,2011-10-19,4,4,2,1.5,69,67
409,立川市一番町1-40,35.725170,139.382370,JGD2011,都道八王子・武蔵村山線（東文化通り）,a,2011-10-20,2011-10-21,4,2,2,1.5,68,67
